"","mz","rt","1405_Fish1_F1","1405_Fish1_F2","1405_Fish1_F3","1405_Fish2_F1","1405_Fish2_F2","1405_Fish2_F3","1405_Fish3_F1","1405_Fish3_F2","1405_Fish3_F3"
"group","mz","rt","fish1","fish1","fish1","fish2","fish2","fish2","fish3","fish3","fish3"
"M183.0809T533.8","183.080876672193","533.795","1186.10437499999","919.857807692293","1084.67411111112","684.851569475446","1238.0362173913","1015.05490722656","1123.64618181819","1154.35714285714","1250.78571428571"
"M184.1695T639.1","184.169536560026","639.1","1837.57155555556","1375.84648993288","3431.63412499999","1490.51778723404","2896.4032857143","1335.86944927536","2797.55862857142","3136.65718032786","3482.48415094341"
"M184.9858T85.5","184.98577945447","85.493","15489.751703125","14321.1688497653","11833.2043474576","15466.4594772727","7660.76499065421","13111.2404333333","12576.3234909091","13607.7832587719","12812.482940678"
"M185.1148T364.5","185.114801358662","364.461","6720.58705714286","4397.42290909092","6575.91809914378","2570.00088843883","6611.00347368421","4971.435140625","6557.3283255814","6355.99389083046","9003.39133694366"
"M186.1854T501.3","186.185352157105","501.33","1416.90073846154","853.074847134677","1135.76393442623","772.559770526308","1390.143828125","877.29301591353","1183.09687096774","1369.33181818182","1464.54209302326"
"M188.0705T461.1","188.070514309382","461.0695","10126.8530555555","11331.8434735128","22165.5145857143","16356.4192133356","25074.5076831683","18344.9625144239","6956.76831967213","14694.8210344828","47484.2341515152"
"M188.6484T639.2","188.64842851859","639.2075","933.093607843143","535.099016393442","803.488124999994","788.908781163833","1091.52271428571","686.519098020067","686.174045454544","719.513666666667","866.974909090912"
"M190.0124T218.5","190.012353207576","218.522","1431.6530106383","392.033222255422","1135.71428571429","1284.2538","5878.30726229508","1320.88786046512","6095.55536585366","1919.57142857143","8667.01154385965"
"M190.913T218.1","190.912954416219","218.0975","1050.64285714286","198.440175438597","1424.25448648649","264.050631205241","315.645329938616","365.031050289378","306.072598544034","640.7009375","652.69805728688"
"M191.1435T611.4","191.143454997747","611.412","14734.4202739726","9194.86968493146","16053.1466027398","5880.64285714286","14459.8925","6724.00629729732","14233.2014109589","19165.6750273973","20366.922875"
"M191.1801T638.9","191.180130109225","638.887","1811.11257142857","1103.98533658537","2085.38513513513","728.182125000003","1771.25987500001","967.147105263159","1514.86087500001","1975.90602409638","1882.87412500001"
"M192.0132T217.2","192.013174418812","217.182","1059.03651724138","757.5","1337.88480952381","517.41451751709","575.135622641509","190.932677419355","567.6807","648.887670244489","646.484877192982"
"M192.138T462.2","192.137965006694","462.221","9543.06843750002","6250.53439682539","7649.38699999999","4101.56999999999","8754.86274603177","3932.28266666667","10540.5123870968","5462.71283345031","11259.7750153846"
"M192.1487T611.4","192.148678503637","611.412","2726.96749999998","1991.13086933992","2719.25269999998","1618.71428571429","2294.42087499999","1539.42857142857","2173.82162962963","3148.82292307692","3868.32930000001"
"M192.1604T337.4","192.160430908203","337.392","14769.1274","10497.2142857143","11857.9285714286","5190.85714285714","19942.4567826087","8321.57142857143","11214.5465217391","15552.8225","29428.6400869565"
"M193.1415T462.1","193.141502021047","462.114","1244.61190243902","778.068281250001","755.434615384616","555.916297325721","1007.65569425884","489.670638297872","1308.18703124999","624.629497039012","1223.16431578947"
"M193.1597T614.2","193.159652091741","614.2","6881.46591549297","4468.65888","7517.72155555555","3081.868","6740.08213513512","3617.24333333333","6857.29536486485","8325.71889041091","9223.01894736839"
"M193.1599T453.2","193.159855395148","453.178","3760.68000185631","2691.12165434283","2668.52436986301","2251.83121052631","4245.45251612903","2912.06710344828","4232.83754666666","4181.52945","4696.26241323371"
"M193.1632T337.6","193.163222761888","337.633","1428.48871578947","1093.76636734694","1110.87860869565","712.944889068604","1790.24973134328","958.761082817526","1058.2134","1431.87021917808","2601.878825"
"M193.946T144.7","193.945951667843","144.6815","2153.38904444444","930.189749535094","2787.64344075521","577.425932641123","1086.8345","767.949145258689","1289.40770588235","1472.78571428571","1486.92857142857"
"M195.1027T538.1","195.102671588808","538.081","3042.34308157019","3875.84895753592","4151.40896428571","1867.77175384615","1740.78027631578","3861.14740932643","3162.149296875","3929.64940740741","2008.59429577465"
"M195.1024T574.1","195.102402938557","574.126","2775.85714285714","2980.33800000001","2786.71656250001","2469.85714285714","2951.14715873015","2741.78571428571","2729.05337704919","2888.14285714286","3264.21428571429"
"M195.1138T170","195.11384013193","169.968","1125.31213043478","790.251534201882","1186.87583105115","687.613048735119","1335.9454298753","917.385389926081","1135.3614","1313.3860899353","1740.29036065574"
"M195.1745T594.5","195.174536320753","594.485","885.02145454545","732.401478160511","667.945372425426","423.220547762784","968.560680042614","426.437089399858","771.016580645158","2313.42857142857","1307.83081034483"
"M196.0204T216.7","196.020445506114","216.693","535.949588235294","146.978188309015","339.43452631579","249.299592391304","2503.68544444445","256.201736450195","2143.5739137931","745.703478260869","3350.27423529412"
"M196.4492T145.2","196.44917904629","145.185","1340.45642857143","454.528113402061","1300.39078787879","762.065602111816","1346.98786486486","853.277223880597","1419.91782051282","1490.85570422535","1556.3965443038"
"M197.1285T170.6","197.128463742878","170.601","721.736492307692","180.342688775832","957.223954545455","123.987840323613","895.004374694824","185.270778468154","947.641619047617","1145.83580327869","1657.81475324675"
"M197.9893T145.5","197.989276022395","145.538","5990.9145483871","3382.5112","4745.49899999999","2825.81425757576","5648.60871287129","3750.13221153846","2517.52729411765","6020.06856976743","6268.275"
"M198.1852T612.3","198.185205812533","612.27","12624.0202666667","8536.00689473681","22131.287286119","5824.61984567902","13111.3014473684","6138.64682666667","12399.6428571429","16671.796064935","18180.5626282052"
"M198.1853T639.3","198.185302863242","639.313","4857.052453125","3443.07879032258","5564.1219569615","2991.23940758407","4834.09783606561","3308.50773831777","4822.9961967213","5158.16259374997","6256.02365625"
"M198.1854T416","198.185446728478","415.9985","2004.39952173914","721.700271844661","1870.28571428571","1044.66532258065","2274.04394202899","1132.47251276384","1342.54365853659","2101.16327868853","2296.07142857143"
"M200.2005T521.6","200.200536606252","521.58","60468.9645614031","30658.5544918033","64219.3072786885","20122.2987966102","62360.7260327869","28877.3337704918","53519.9824262295","67162.4407377051","70157.424"
"M201.204T521.6","201.203970930942","521.579","6295.43832727276","3385.51140000002","6927.20144262296","2392.31638461539","6202.77114754099","3131.05135294117","5524.22433333332","6693.93277966103","7129.8676129032"
"M203.0532T144.9","203.053175053701","144.884","3885.85714285714","1614.98522949219","4806.17211570248","982.2748","2948.78571428571","1150.37092063492","1088.31683333333","2586.8766779661","2457.26712903226"
"M204.1239T370.9","204.123863467115","370.89","69170.6750833334","64964.4473750001","141118.613493151","24806.12625","46290.8893835617","27922.0806486487","3285.45632876713","24178.6471898734","25770.8518588236"
"M204.1391T563.8","204.139091672134","563.838","2882.63341935483","2577.90695652175","2622.19422222222","2335.17350819672","2768.54388059701","2878.94155263159","2600.78571428571","2855.14285714286","3131.21019354837"
"M205.0872T583.6","205.087171892491","583.553","5394.21428571429","5546.14285714286","8640.42569841268","3890.55976562498","8916.46437500002","4879.6439380531","6300.28547457629","8880","9355.5"
"M205.1276T370.8","205.127574009815","370.785","5637.25625675676","5086.97096249999","10189.9130263158","2542.735475","3912.08864","2455.97165789474","595.906652832031","2119.22624657534","2388.8141875"
"M205.1954T639.1","205.195421163194","639.101","2132.80304347825","804.554525773196","1405.26250909091","949.208888888887","1989.85578947369","1349.85304265403","1374.67666666667","1923.08210526316","2655.42084369228"
"M206.0898T583.3","206.089774611523","583.341","676.722961538463","739.543245614037","1085.80669565218","629.574274941096","1146.69298360656","800.658296130952","870.65913084112","1130.15427272727","1050.72068253968"
"M208.0978T430.5","208.097757877433","430.465","867.244189655175","792.090567753233","844.703026080954","591.45263671875","1097.19302989818","684.935458479256","786.656657894737","1576.09907894737","2023.68883018868"
"M208.1693T611.4","208.169293555437","611.411","11038.29","7395.59757575758","12927.3977538461","4490.37671874997","11523.4249523809","5247.424","10940.227887324","15071.6357462686","16359.9808767123"
"M208.1696T415.7","208.169632544772","415.678","1429.13390163934","755.139528401693","1383.02672463768","584.799890909091","1491.69429310345","817.106582891746","1371.01549152543","1549.30866666667","1615.13476470589"
"M209.1552T611.4","209.155246393296","611.412","29215.9703538461","18402.6913513513","32408.3747000002","10935.0208709678","29379.5677101448","13105.2603692307","28363.3012615386","37461.6119999999","40711.2857142857"
"M209.6639T639.5","209.66385948177","639.528","761.974499999997","656.024746666666","823.862644067796","661.863173076919","1107.90860377358","681.098810369318","706.909719999996","800.628599999997","759.438307692302"
"M209.9806T147.9","209.98057282724","147.878","22721.3845132743","19332.7935280899","20241.6966919831","15697.3274606742","22754.0776626506","22327.3826923077","17068.974125","16551.0806769231","20605.4508823529"
"M209.9808T48.4","209.98083217512","48.42","27363.974375","11299.3014351145","10705.5892125","19402.4037058824","1018.8288","22692.9617268723","12820.8520722892","14324.0116086957","14192.6636697248"
"M210.1577T611.4","210.157725280365","611.413","3859.11503389831","2456.3805483871","4277.2313382353","1870.5645","4154.17149122804","1945.73627118643","3901.57469841269","4719.75881249998","5433.05487878785"
"M211.1695T614.6","211.169450922194","614.625","5073.3123188406","3538.5","5617.77876000001","2333.80702739726","5096.78571428571","2614.92857142857","5038.92961538462","6481.7769871795","6781.19039473687"
"M211.1698T453","211.169827120004","452.963","2947.99547692308","2221.216","3774.91418181818","2088.5881076923","3745.11594323012","2327.94615873015","3345.66342152682","3619.52518461539","3970.19657142857"
"M212.1655T397.5","212.165458671472","397.4615","163.720705882353","387.857142857143","64.5024443981694","629.349226415096","764.777216666665","614.639714285717","1174.31833333333","1646.73727941176","564.01979932598"
"M212.2025T639.1","212.202548859133","639.1","7326.85369565214","5002.31711538462","8231.95015517238","3967.2799310345","7832.47505084745","4405.86451785713","7163.89319999997","7880.28668965514","8901.51645901638"
"M212.2026T594.5","212.20255366812","594.485","9082.95122608694","4147.40805309735","8582.43552054796","5640.67200775192","12834.9280714286","5425.88123076922","19652.3634688796","33058.8057619047","25352.9964646464"
"M213.205T594.9","213.205021819662","594.9115","1281.7283","1365.05352941176","1575.88994935501","1217.81106638354","1579.99052941177","1150.52395133085","2634.45833898303","4427.27646090535","3444.4674915254"
"M214.5185T134.8","214.518540619892","134.823","146.175333333333","1146.25287878788","7041.5860990099","484.597052126515","394.42826944987","704.164104055851","149.005215454102","380.591841264205","541.953253659335"
"M214.9181T76.9","214.918083728435","76.922","5441.35714285714","5824.28571428571","5930.58970588235","5679.26152941176","7275.6993","6416.45970370371","5457.9953164557","7251.7536","5785.875"
"M215.1268T302.3","215.126813624388","302.275","2818.737775","3491.85555","2919.8198051948","4940.13967948717","4309.59936000001","5196.25758750001","5029.60816129032","5814.60278651685","7256.95447674418"
"M215.1272T169.7","215.127179941021","169.7485","5827.61260869564","300.156429233836","5943.05163636364","154.245883178711","8567.01510606061","340.25588091682","9710.14285714286","12376.0962898551","14382.6752112676"
"M217.1483T638.9","217.148281482087","638.887","2349.5852","1913.52458835565","2255.90764864867","1499.19739130435","2440.29736111112","1771.43438888888","2113.4900232558","2452.79974358974","2862.37526708784"
"M217.6492T639.3","217.649226018502","639.313","841.582881355933","695.888175182483","805.455576923078","703.60595703125","901.592806451615","662.05751546224","656.066492307694","845.175281249995","782.176249999999"
"M219.054T169.5","219.053989782325","169.538","1597.35831818181","1124.17265306123","1210.40608108108","927.67309090909","1605.44915384615","1371.05245901639","1699.48111666667","1872.09244444444","2061.42857142857"
"M219.2107T639.1","219.210667256652","639.101","2373.16897297296","1040.28267124721","2487.34819999999","965.910519379058","2017.74417777776","1195.81981818182","2036.28172222221","2081.94906250001","2647.8574054054"
"M220.1184T170.8","220.118445607467","170.824","2317.00004081633","775.049169230769","3260.35714285714","708.622951072983","1497.49634787477","655.955637237172","548.727433553556","1299.20135820896","1402.30369230769"
"M220.935T213.8","220.935027589457","213.803","1405.28571428571","1404.43582945736","1365.02637681159","1178.79903389831","1644.30316216216","1296.64285714286","1510.13064705882","797.137263157895","1419.85714285714"
"M220.9991T162","220.999096978088","162.039","903.674017241377","634.488084507043","1079.19003278689","428.075264670632","998.186491803279","587.741295855978","422.832739693778","729.610036611557","1151.88983050847"
"M221.0851T565.8","221.085128782007","565.77","1636.98788043478","901.297269230772","1727.93595652173","264.857142857143","2127.87863636364","567.674392857142","1460.4545","1446.45","2277.77277777776"
"M223.0652T467.4","223.065170290156","467.365","7928.51582539681","4000.33091525423","7097.4235625","3034.43678125","9271.54325","3586.28571428571","5947.38117187499","5723.44093750001","5931.52320312499"
"M223.2068T639.1","223.206840634789","639.1","2300.90285454546","726.9056","2135.74440677966","1083.69559999999","1942.44647368421","175.693999999983","1849.75966666666","2033.02883357746","2144.41909090909"
"M226.1823T611.4","226.182320446518","611.412","56084.4150000003","37259.7492499999","67328.9720136988","20940.7032972972","60597.9819726029","25623.234","56364.922791667","79929.6418028166","84145.0042739726"
"M226.1822T416.1","226.182195744044","416.105","16455.3394925373","9662.04034426227","16160.1036470588","7852.31631578947","19701.4132878788","9566.77716129032","17431.6605806452","21116.570439394","21319.4870149254"
"M226.2185T639.1","226.218533908149","639.1","10200.630295082","6593.37373134325","11741.6153555556","5360.1430689655","10625.9789687499","6500.88305357147","10206.8472131147","10716.1904262295","11727.2314310345"
"M226.9522T213.9","226.952239990234","213.927","95621.0076393443","46210.2761754386","95141.0566","32906.157509434","110327.746627119","48273.1652857143","103198.330622951","117465.634885246","115821.008089286"
"M226.9523T1029.2","226.952322636605","1029.18","967.011839999995","1650.15384188565","1456.99999999999","1667.2675","1558.23123076923","1508.74482758621","1290.00000000001","1568.82852459016","827.701875000006"
"M227.1755T170.1","227.175526747515","170.0505","1872.90916666666","867.282461538461","1979.60615789474","724.16604718649","2079","1018.53320497455","1529.83846551724","1676.80265151515","1733.44274074074"
"M227.1853T611.2","227.185285198186","611.198","5919.47304918033","4038.55283076922","6197.31716923077","2619.79605263156","4771.8181","2544.83490566037","5412.42857142857","7298.57142857143","7335.51145762714"
"M227.1847T416.3","227.184738005456","416.32","2044.0185","1120.92857142857","2332.00924","1023.47911111111","2834.39667364017","1219.5","2313.67007647059","2586.1014117647","2676.09227586206"
