"","GD_012_matrix_RPN_RRHD_B1.mzML","GD_014_matrix_RPN_RRHD_B1.mzML","GD_015_matrix_RPN_RRHD_B1.mzML","GD_017_matrix_RPN_RRHD_B1.mzML","GD_018_matrix_RPN_RRHD_B1.mzML","GD_020_matrix_RPN_RRHD_B1.mzML","GD_010_NIST_RPN_RRHD_B1.mzML","GD_011_NIST_RPN_RRHD_B1.mzML","GD_013_NIST_RPN_RRHD_B1.mzML","GD_016_NIST_RPN_RRHD_B1.mzML","GD_019_NIST_RPN_RRHD_B1.mzML"
"group","MN","MN","MN","MN","MN","MN","SN","SN","SN","SN","SN"
"M221.1181T272.0133","0","0","86.5979931191541","0","0","0","8155.93086521315","8220.1049413204","6532.35322492872","5353.79062478798","6419.94953533293"
"M221.8234T950.9781","24026.6468340682","17391.8908197133","20884.5117128931","17852.1847832575","18169.640629181","17809.8811232759","33191.2742521491","27217.0861686606","20991.0579407472","14577.1191127232","13018.4418113263"
"M221.8504T26.186","205185.362911222","187341.27539716","128365.534792752","146321.328742676","129003.810490723","134494.708210227","3410.71092982701","0","0","192.152971027012","205.195041129598"
"M221.8889T589.7186","36858.4483690297","26000.4271940171","23685.3579844407","23512.5115904949","19175.2911122604","21037.1020128175","283858.475623843","282409.709020231","217575.695055619","174937.66658881","151791.96095345"
"M221.8888T600.3169","578.670747309923","1141.61270965576","548.159735393524","0","0","0","337460.147467588","320223.490941548","256115.692851106","221621.352353009","182456.647150726"
"M221.8888T573.064","0","0","670.431085435748","0","888.961264113933","722.324247076511","170116.068451032","168368.808201289","128446.047279658","105354.485686099","96074.7687539061"
"M221.9833T963.6969","38615.9760455792","38194.0775863461","37873.3394723363","34923.5892072563","31631.3459343768","29675.4331652865","50196.0373966438","41512.7980521843","37943.1551027736","36892.7937757732","31996.8992385231"
"M222.0302T38.2209","69.330484986452","0","0","0","0","0","50898.8145516413","43560.9247574752","38364.7061679476","32010.4530749075","28991.6308051123"
"M222.0498T21.3013","0","0","0","0","0","0","11837.4505031535","12593.8179551697","10931.0198581034","9350.44113319397","8042.40847195435"
"M222.1133T309.1803","0","0","0","0","0","0","9093.39351270888","8705.20804610823","6119.08775403385","5888.0994792366","4660.78840828211"
"M222.774T950.373","19164.4730137073","18011.461414856","16227.6821481575","15379.3223065065","14214.2165427182","13328.5408419922","24441.5128642701","22647.6789188437","19586.4313836058","15848.5483459333","13927.1553337592"
"M222.8304T26.186","51881.3825370745","46037.4577927468","44436.1243412429","37637.8776581692","36202.2911240678","30564.1440023804","0","0","0","163.142976243884","0"
"M222.8509T26.186","62383.9151950928","59203.8808246114","44348.2128956017","41448.9457144097","40579.5391428165","36909.1749171007","197.002442719383","2106.73271550409","0","1885.61662739987","369.069184178808"
"M222.937T950.9785","37097.8957350895","41462.1974067581","33799.2873002219","27798.6938983692","29429.4746519401","27303.2523814491","33205.3363858043","36981.3847882747","35109.462979717","30230.9047465754","22966.202194071"
"M222.9383T289.0225","0","148.056102333336","0","0","0","0","23221.8231639048","21565.1286467146","17719.7159984313","16285.3645095348","13008.3196009249"
"M222.9897T38.1345","0","105.801814276239","0","0","115.623034076239","0","49246.5818004694","48030.2385086021","36953.4482495059","32188.944732241","28718.3168138041"
"M223.0069T230.866","0","0","0","0","0","0","31926.0224576519","20918.440902231","22713.1487851389","15240.8629948602","16361.5334323883"
"M223.0284T349.5887","28597.9554065973","31701.5279682495","42174.8917906323","64147.6561300638","86583.565464076","113582.130095931","29155.5198029333","28860.3349177051","43228.9379109619","86049.7740348473","122343.341601536"
"M223.0283T548.8398","8022.59141924343","8158.40649827404","6185.17063594816","6674.69061864851","6905.77164046384","6431.710126151","11389.6921817078","9668.03024705261","8990.50538507181","14814.8191107323","12329.1785471018"
"M223.1009T952.1893","89171.9082903631","55272.6958466148","53007.3169062996","52429.8796738368","51468.0063335826","48437.6945087814","88835.986524999","75420.9115394547","60443.9538835467","56597.8582904834","59394.5967755326"
"M223.0982T318.4216","3095.05305017417","2595.31146532239","2650.26855779365","2121.23681046613","2159.72962074928","2723.32786705415","37544.0162259292","37328.9057662602","27248.9448948808","13300.0062767029","18727.6127773013"
"M223.098T282.3649","3522.7872577141","2405.36128842935","2664.07364801797","1156.23647800918","2799.73129673682","2726.8256489305","29674.7242389923","27494.9201539071","18834.0394596626","16876.5784404785","12434.5842393555"
"M223.1337T392.588","0","91.0591537972084","89.4407608827783","101.683597226938","234.542913172084","0","54622.7551017601","50255.0114082123","36166.2283517647","30156.8897406263","30587.4413562501"
"M223.1699T490.3301","472.276705701008","90.7903411413928","159.119396267322","263.978941832785","237.824310147002","162.88145934067","8807.69009549408","8647.94406938811","10341.9376927501","6432.54782333426","6547.2171634674"
"M223.8484T26.4885","218701.050355627","188374.205103381","153736.114340659","153582.28113381","131077.305931262","137906.403846436","6463.32358954562","2877.13569854061","4984.4482787627","1819.46740613739","605.232299151758"
"M223.8859T600.3169","0","408.795872118738","265.902915392071","102.904766766621","0","153.961006487853","103383.439249951","93080.2310168889","78368.8363941566","64755.9640192481","51034.2537219235"
"M224.029T349.589","5020.71515668942","3290.65113608206","6589.8115979004","13313.880463829","15765.7241527783","19424.2747556754","2677.6579800779","4537.66717660148","7743.86799776424","17471.3523632399","21479.4136641307"
"M224.0275T38.1734","0","0","0","0","0","0","17157.8447582914","15415.3943978705","11942.5710064494","11040.9354303736","8658.81353704834"
"M224.0289T670.5724","932.168923783455","804.322706779627","368.409066668881","823.458735985978","168.538995799185","1112.24905233377","5337.09379339091","3455.27623498537","2922.70679972647","5919.46065767561","5568.55469881289"
"M224.0623T238.7593","42152.9994648379","31130.2227681275","10131.3353027436","28649.1672347489","9199.89972455978","25593.1379721459","14764987.9166224","13567589.3542226","10734977.5728932","8883440.51432018","7736592.49887039"
"M224.0623T956.4304","5551.71479653318","3312.64899996614","2587.24405065388","2812.37729598857","887.272839818732","2141.41075763374","14756.9490948615","19120.9389226837","13696.5754895033","13801.7247732067","9825.04564746274"
"M224.1374T392.588","0","0","0","0","0","146.953403437691","6995.60511856191","7144.86077745875","5079.45619584328","4850.10319066772","4343.8571595955"
"M224.564T238.6942","9333.58192096826","2282.84929911957","365.685970849572","3434.8815247127","266.32516972563","2599.08814331158","2890586.20086979","2717866.91484117","2229768.13298669","1920021.71811679","1721872.15506395"
"M224.7701T950.3561","14949.9052177886","11577.647012335","12736.735116066","10777.0026909603","9637.1621818314","9910.6084278382","18504.8846499022","17061.7507449309","12589.5723529664","11705.1565473748","9363.65125972907"
"M224.8198T949.7485","103848.694717719","99113.3603560677","101466.674283167","87113.2674769597","83120.4707757546","91097.4742765852","116002.510118555","118841.530949613","90427.1056606444","96941.380100904","84007.0797484559"
"M224.8267T26.186","54089.3092640076","48887.2658836812","45857.9246953485","37137.1386541423","40376.2642614087","34951.0073919271","10953.6612639713","10005.6555739689","7550.21038254395","6819.33743146728","5839.6487069458"
"M224.9246T233.29","0","156.896407151196","0","0","0","139.804657638206","2785.33907324653","3382.80028164063","3183.98679290771","2880.3681729126","2123.94574533462"
"M224.9376T950.665","10781.4281273864","7441.84685956695","9271.52700513838","9885.2462539625","9372.98716196537","8106.54044071013","13161.8218658065","13559.9112182897","10358.6113744936","8722.36167538227","8741.71691218433"
"M224.9551T29.1374","0","137.348405992082","0","65.9918686298154","0","0","30728.454684413","26658.3216268635","22944.3846903754","16377.4764811472","14870.444714613"
"M224.9802T29.1009","0","83.5783732470009","0","0","0","169.995569660948","545927.939275752","500249.967874494","419055.1729766","359093.715165654","322811.597020179"
"M224.9991T234.4602","898.13596954246","71.2997714178568","686.870886485092","98.9062730601359","669.142406250734","250.13047165877","12504.7688906861","7485.81382952011","11480.2322308379","7936.95906006622","7981.22621194692"
"M225.0071T216.957","5599.0085775425","5470.83155207634","4456.63590200766","4529.20447962813","5957.72610172633","5888.77544195199","5898.82629425407","4444.03151529207","3181.84860967764","3281.68257810423","5062.23269101551"
"M225.062T238.4242","1422.97790964394","2545.88331330299","0","1046.22613818016","231.606014431386","460.068227559794","1478427.65047044","1374427.0793873","1119932.36263184","923321.232396583","823724.273177735"
"M225.0694T246.6324","2548.17804405163","736.089201454888","708.6402744961","1024.75669153623","175.517489097314","1658.81665637098","1756405.68786905","1420373.97604688","1321201.32747954","1091042.87359319","955560.502283205"
"M225.1131T295.689","702.467603629659","535.721114402298","140.816942406003","406.220005846103","410.502122524282","660.554207401463","54317.2507802437","50950.1669060511","35794.5421772417","21611.7217149542","29209.6636713982"
"M225.1858T510.6839","284.43035147702","168.614644740869","0","345.660972677171","148.881835669944","180.318605726452","26217.4776581633","24152.5114553559","20924.4550590993","18763.8993359223","14679.3321520096"
"M225.5629T238.6942","153.922829236649","0","126.518027666956","0","0","132.250943995453","300011.230498108","288586.615432033","237218.486186133","187198.155159326","175726.240094727"
"M225.5713T246.5835","0","656.375978886499","97.4890494095652","85.5001236381475","86.6405385690619","290.765973899869","340015.807243221","359122.378719215","268232.515228124","195849.361682051","169892.155114909"
"M225.7986T952.1894","313609.343598975","291501.913966932","282823.095613895","289947.566162338","284370.928690225","281624.057174835","360871.91536555","350851.85025627","300713.397807422","289885.989530346","287573.525613086"
"M225.8458T26.186","63431.5640321298","58217.474178541","48776.7245366695","51215.8385184479","39585.2931102232","44823.5076694199","2253.23147530721","1625.35066018878","482.998159566443","0","558.951280319677"
"M225.8973T965.513","773747.39178444","696870.504456969","686041.003773954","640523.597617408","656447.67545663","644532.768655699","921281.416084959","841268.27826933","756779.403445496","682831.943920897","661487.923818437"
"M225.8973T21.3393","121956.257714128","95965.6366529948","81003.0336025029","80679.9090961631","100645.990783947","106874.887754098","30780.3308603131","29617.050410599","20667.0796387738","14126.3911969235","18593.461783924"
"M225.9856T27.3375","421.35563471886","198.231238124471","96.190808161829","0","0","65.0092633366831","69580.5648865497","69854.3135770399","59670.5272273582","36647.8107596111","42261.0113378209"
"M226.0181T166.6884","0","0","0","0","0","0","134025.572796341","123121.47695234","95639.5790741403","79675.4990732914","71367.4103414352"
"M226.0623T238.6942","92.5630938591203","99.6869998042572","131.264101405112","76.5362591840004","100.801821111302","0","71868.1387023055","65091.7006914979","53848.7572115235","44812.304878941","39400.494851859"
"M226.0693T246.5954","0","0","0","0","243.795033024624","0","179107.445700219","175208.907778181","132423.974494407","111348.693526123","97325.5839859287"
"M226.5707T246.6324","83.1518157501705","0","0","0","0","0","36936.9929453125","32514.8693175223","24100.3447873306","21064.0316548756","19664.7066964673"
"M226.7671T950.3561","6889.05473700258","5704.93611946109","6354.25474921597","5214.83700839999","5974.42933193363","4399.2364332479","7946.42555183404","7295.16291651616","5915.97293152131","6635.85980252242","4568.9294179281"
"M226.8154T949.7672","84646.8116910573","72049.5286582027","71239.1794882993","71572.6216578024","61294.4343942814","62466.3423782186","95977.7679480884","96091.6957161421","79599.220608443","69101.3365342134","50857.4193894961"
"M226.824T26.1841","17142.429423594","15559.8303897907","13579.0739321158","13469.7755803206","12807.5280988938","12221.9515735858","15718.5091667593","15892.0640333478","12953.4917706576","11125.4962471716","9391.53265791893"
"M226.92T233.8952","95.1745351172008","357.005898138106","242.849696101443","189.765345054568","177.335856263864","0","80094.8914834769","69570.4908324003","59248.6897939438","49468.3050159708","42329.3571652412"
"M226.9626T942.5","186600.855852571","164053.854612927","164733.522191391","164151.61743023","168118.679757377","185570.358351907","190188.045874771","192890.827610436","184041.822994179","154661.907317011","176058.786010223"
"M226.9772T29.1305","0","0","0","0","109.395332307816","0","182130.914349899","163975.991612159","140434.541135296","120332.379725562","111198.375323193"
"M227.002T206.661","210.83308140398","86.7021894198842","297.866179413395","0","0","0","20437.2738062802","16279.2953250956","12765.0379098511","10246.1313281822","9767.23489589861"
"M227.0209T166.6906","0","79.2725460422833","0","0","0","83.2171117905932","13417.3235983218","12361.0156470419","8858.15562096306","8966.40130927638","7678.88281311632"
"M227.0384T269.6026","168.040968083637","0","0","212.072208722495","173.76034878348","74.7912730338595","59408.5979029317","56304.0941746327","53453.9346824571","37015.0640406701","34002.8239150858"
"M227.1286T316.5425","1955.77911261402","2367.96495755903","2069.41425848817","954.843266621757","3357.63038491593","1090.15288366961","100089.510260933","94853.6243414498","71908.6162109104","59466.43793252","54563.0333760338"
"M227.1285T378.646","17922.3961988502","15110.6910862277","14737.5834175308","12082.329419297","12005.9030105841","9971.28427791154","48643.0203836642","43858.513045804","17722.2091500244","9198.95898442925","24451.4415188906"
"M227.2012T543.9938","25059.3593863207","20721.0050674997","19256.0621630497","18721.6791235639","21026.702013916","16426.3595563514","113260.345101336","103551.825990575","91759.9131970229","82163.2309661166","69996.0223016316"
"M227.7956T952.19","217625.340847046","204475.980769101","203487.858149258","197398.306312983","189686.798673951","188627.888977775","248312.074869403","240638.73866949","211048.723132524","198075.148182735","190078.804985229"
"M227.8946T965.5127","282154.764796876","250896.718526986","244986.790096825","238779.750287929","236808.533821335","215899.009555962","316235.445819052","295585.18632711","255816.068253735","253594.0561519","223711.738030867"
"M227.8945T20.7348","26927.2983414365","34170.3833396057","26358.7360541672","27154.2834063775","29659.9118873767","24666.0908362866","6673.43784582025","5124.18068867805","4783.40707552903","3225.1775404454","3767.95217251291"
"M227.9049T38.1109","418.655456298134","418.672748696408","0","0","0","0","181414.432134983","162224.094843038","128490.081919556","112447.897942363","97126.5615605512"
"M227.9235T233.9142","1511.75085576887","639.921316047215","571.895903986273","555.236798678442","975.148822377428","1367.57530130805","11797.3232975182","10088.5467789829","9404.91260822027","6838.23086549377","6705.20835632324"
"M227.9829T26.7686","0","0","0","0","88.313203257593","0","16235.9778637299","21292.4797104027","19799.6656446755","14376.676925447","12979.2068913574"
"M228.0413T270.1887","0","0","0","0","0","0","6810.51183551788","7680.98429103217","4260.17338875606","4716.19733274199","3325.82700330408"
"M228.1602T292.0551","6494.27582986992","6644.47382716369","6202.07867917886","5003.77238879733","6418.15833055113","4792.83067478028","4728.45713974401","3815.92333117397","3890.63548905675","3626.48377729997","2811.83458082132"
"M228.2048T543.9944","3029.15010958252","2804.68656130402","2550.46659377544","2225.22747697744","1881.80528834854","2074.00728069307","16896.2897857167","15053.5462236786","12840.580529641","10567.882357759","9573.13543911127"
"M228.8115T949.1613","15384.2702719486","10069.5109617792","15634.742495426","14912.262376353","13377.5526764832","13504.509314614","15678.5473213113","15746.6525371442","15221.2484673437","16129.1146507652","14024.2468994696"
"M228.8138T25.5342","1623.71263618469","0","1895.10929023404","0","0","0","8612.78166105236","7316.53008852221","6860.45868527413","5638.50994432373","5070.37969810625"
"M228.886T26.1845","20482.5857223547","19284.6072150661","15900.4148854128","14495.3341751687","14297.5982159042","13982.7679538988","176.234865945535","67.8230395452696","0","0","70.8573654333793"
"M228.9025T941.894","74835.8254190369","65716.6221930408","66472.8821285248","57693.6001528123","53248.6563008559","32211.1309687152","91786.1468928118","86476.7070949745","70199.6827316766","58767.1998385498","68907.4160408902"
"M228.9179T233.8952","0","0","113.917033250806","161.114173915599","161.323030595215","0","27894.326530993","24776.1031682841","21346.1205319977","16707.5038108063","13219.3426784467"
"M229.0174T185.4647","182.275351432839","126.677967764459","0","0","67.3716571028561","83.5239655465148","15996.0773725819","14049.6412027552","12077.8866630173","10271.7368007094","9611.6236407423"
"M229.054T281.114","335.489095327362","418.831797963221","0","378.285570736336","69.7540160872946","85.8736093378493","253836.066600115","231956.93794737","190155.895415872","151976.943697451","142244.273940314"
"M229.0696T38.1345","0","434.522069311875","0","0","140.98811222316","0","18468.7760170862","15465.4159124099","13532.7457576625","10197.2075994292","10194.0452469554"
"M229.1442T335.053","153583.625649444","114034.503229367","102187.051953003","78616.5251003244","74764.941602173","60028.8314436436","109218.441806756","110180.756782537","74925.9942302148","61391.8078290367","58214.7004193951"
"M229.8815T26.185","43089.9879616921","36138.6363534268","34874.5352726385","32035.9140876243","30882.4636248047","28829.4488572824","0","0","72.2243678376006","70.2651302937884","0"
"M229.9022T37.5709","0","285.170718055652","0","0","253.755970519148","0","111972.619918622","95710.6162858929","74357.0145989727","68012.1049036272","56797.3539036287"
"M229.9202T961.2741","174282.329451706","160000.612733355","140468.560163896","131871.375522489","111033.894351471","105436.489263955","228596.70764328","217297.896209032","182076.392369241","174038.517888814","125845.019241715"
"M230.013T37.5112","422.044829756473","175.767769100709","138.753856330602","0","0","244.627862024184","195273.763330486","162110.07417322","144176.734973986","117865.328542697","99607.2695429709"
"M230.057T280.5275","0","62.3302316182014","0","0","0","0","25355.267430555","25396.0420032044","20118.6787776089","17500.9314369334","15076.0146212036"
"M230.148T335.0536","19275.5302720678","15489.6619048262","12825.8241911949","10373.252222864","9628.53941345681","9285.27262071317","13102.9627963773","12538.0346896296","9832.67405766284","7852.44790523747","5028.72475267771"
"M230.8065T949.7671","16592.9253500725","14027.2986316605","12394.7697999154","17666.81213405","17159.6842981691","14231.2468621755","16775.1026302643","19730.9076427858","17245.029266281","15873.530194502","12318.983736669"
"M230.8824T24.975","29939.795436731","31166.5390354673","25070.333704716","25141.9270953042","24611.2922611738","22746.5861350687","1134.41420358659","636.139252158215","1251.63961853116","1064.15194720504","936.293906166449"
"M230.9502T51.3137","0","0","0","0","0","261.663670966254","20335.795880687","20268.6331933666","15620.9891968872","14674.5456267413","11377.3673811144"
"M230.9565T33.3067","815.92794691287","1360.93263264061","894.793766720383","1141.86600834706","612.632865017012","1194.81244958392","17042.516023775","15621.5642431476","15417.8403314931","7239.71432984619","10993.8755630563"
"M230.9859T951.8329","85234.3022902796","90546.4935641629","85876.2241978019","68555.6158915562","71176.3760850002","57102.0000124685","115221.735983388","114107.75201992","99214.1548988447","91292.80160511","61310.8636661737"
"M230.9965T101.968","0","0","0","0","0","0","41902.7033240085","40272.3919703562","32817.1900375671","29185.8829130859","23595.1906127203"
"M231.0156T36.9497","0","0","0","73.8462105813995","0","0","16702.4128552529","17955.8004483678","13250.1444622439","10482.1682920259","8334.50030953343"
"M231.033T255.7175","121.486475580617","294.851082399487","93.3052742481232","471.590453509774","119.93798698877","70.9496150953429","24116.4015049852","23445.9627024231","17889.9415749719","16358.3829213586","12946.2308894634"
"M231.0517T210.295","291.837475596617","0","69.5960310395031","100.37912210195","0","0","32905.0645652102","31166.3069853479","28894.854608289","23057.6639116287","19745.542392673"
"M231.5532T209.69","0","0","0","0","0","0","7890.11522274971","7507.66222955455","5585.30931498527","3877.23902204095","3658.38298145549"
"M231.879T26.185","34373.8194913544","32435.5952540094","28915.054851765","28944.7939387469","28243.2644805792","21540.9210155958","88.8604240522254","0","0","0","0"
"M231.8994T38.1109","0","0","0","111.55478554405","0","0","18699.1798019824","14488.7547148991","12570.5294528449","11432.486636596","9879.21632658895"
"M232.0486T26.1238","106.456754820262","151.248268733224","0","103.948124333168","117.501456171489","0","14222.6956245931","12319.598075506","11374.295590124","6596.37925509878","6780.84913367571"
"M232.0585T38.4425","958.413018165166","1303.52907305472","697.220192993401","745.590414832468","103.779188537359","0","39044.5481247081","34860.5567947783","29978.6601889843","25089.7187846417","21556.6304329681"
"M232.0595T235.0749","162.80545887287","0","0","104.129962851046","191.49274814465","0","124962.91434185","123686.340307503","90476.0246562479","136651.959279611","124094.575230301"
"M232.5611T235.702","0","0","0","82.8629840204779","0","0","43506.4125754112","23791.9432675552","21044.093512454","17975.2687256813","14668.5376384283"
"M232.8027T949.7485","14129.3049345551","14691.250187495","14225.3344769288","12549.8719607849","12835.876066511","8970.35501741171","19045.9796149413","15982.9107596999","16097.4130842184","10483.985507574","12135.7156139571"
"M232.8788T24.975","8727.91977096242","5462.15290600586","5566.82677867413","5189.90404878126","6990.92643230438","7054.19808758763","356.839925574331","487.086997001129","0","344.113312369519","82.7077431657814"
"M232.9866T21.3013","0","0","0","0","0","0","23903.802471199","22595.4309411788","19033.0870843937","16533.9427547924","13685.6313572998"
"M232.9949T176.38","0","81.6769449631684","0","0","0","0","21207.9862362398","20771.6648232303","16032.1882571767","13579.5860864639","10273.9206654756"
"M233.0486T25.493","0","0","0","0","0","0","21351.7218361104","19341.2510386251","15098.2687654462","11642.197603479","11335.6775905631"
"M233.0669T237.5154","4893.36794691809","3908.47725207371","3566.18195167304","4278.71673803939","2625.21575902332","3744.14220657505","109320.917874427","116286.794705994","86766.7720695899","64900.7392392661","68696.0334577824"
"M233.1545T425.8928","53597.6214780458","47502.8747436193","41358.8826423891","39431.3637115053","44652.2522072165","39692.1268617676","70536.5262287404","62833.0588597503","50449.0546686279","47461.7926515483","44293.5306287349"
"M233.9306T964.3032","251975.898486388","217596.973122367","216039.181516023","220614.733375902","223920.274708127","199546.120606076","294092.919125371","262789.947487121","245548.414358138","203696.923933663","185827.72357132"
"M234.1581T425.8975","7750.20586773005","8116.61360973194","6794.36161059827","6467.59181774351","6640.04703945032","6331.530968256","11446.3065581244","8799.89904257965","8954.90126132203","7772.87322843076","6717.69006984893"
"M234.7992T949.767","11269.1887019187","6980.05165379494","9180.69674556243","8797.09491085057","8667.19437175356","5105.12251060456","13505.4603898097","11732.9252222913","10409.4563428076","7946.68471547849","7846.30673699473"
"M234.8197T952.7886","59758.6347445592","49463.8924013553","50701.0613307297","49114.1841037301","51796.6002915699","48066.3008546635","65048.1032775045","63470.0644466396","53927.7032413107","49388.8505331666","46553.1995627619"
"M234.8593T32.1054","0","0","338.496607741487","74.9152510984895","0","0","462381.155090637","392969.771906281","356504.066991888","289187.441002449","241749.599916396"
"M234.9837T283.5461","0","116.649033409931","0","168.909813890441","0","0","74496.2490851442","71028.9917012331","54442.1717034531","43001.3097367047","37800.7227511532"
"M235.0512T23.1569","43602.7389110413","37653.8920069214","25183.3776151374","29801.4777156808","22331.5099485873","25095.0251733422","1150.69917115977","1765.14200994692","438.046020717203","1440.24408305411","327.266612148853"
"M235.0973T282.3506","125.028773638746","71.5476956051076","0","85.9092498042621","84.68479363285","0","39663.3256030513","38348.6099591537","33610.6443153077","31573.9984921264","29275.6593367061"
"M235.1701T477.0527","45185.7124219353","41783.5243001515","39414.2183279313","37333.1535348963","44430.9888279223","39367.9882496947","40643.2576310507","36865.6507272162","33714.9062542748","31167.770835674","28428.0911875624"
"M235.9261T964.3022","3609228.52985636","3178698.39036612","3135575.17341809","2954197.44781254","3053863.48957998","2804994.54823488","4246994.35117311","3644888.4040676","3404759.39765774","2962686.32536767","2953123.64710877"
"M235.9259T20.7343","186062.55996661","150034.256279043","147148.066859954","209472.753990245","187466.016789438","139174.691371528","115050.552887036","94774.4956760819","67824.1091618336","57281.0214823807","49131.1124273795"
"M235.9868T283.5203","0","142.98044000719","0","0","0","140.26737815767","7646.22054633112","7169.4050369901","4750.74207499149","3704.87440164464","3773.85602668109"
"M236.0095T74.1894","0","0","0","0","0","0","8625.84032833481","7940.65656694412","5108.85085920411","5869.2600540034","3979.84624458313"
"M236.0929T209.6673","93.4908836988986","210.448946816508","93.7387771390301","69.2551067813959","211.235552710502","195.285954689501","6537.40044545452","7108.49233656406","6170.23482995607","4575.64494627326","4194.3681121521"
"M236.1051T383.504","22754.371566769","20798.7519363949","17674.2423285924","16115.5500940027","16075.64530303","12814.4466865983","28416.5772408216","31171.3073805097","19435.7405284052","16093.050650826","15093.6635635181"
"M236.1005T282.3506","0","0","0","0","0","0","5577.30371082587","5680.63508003476","5178.49710887775","5045.84767668154","4814.95022117616"
"M236.1735T476.7701","6089.81931690674","7008.11454736762","6092.3312955499","6580.09456072998","6785.65696080993","6061.36814832764","5910.8679257747","6089.16919563695","5118.9479724833","5475.39522514342","4422.54784851583"
"M236.8575T953.4013","7137.03306659","6696.48796001111","5569.76169377438","6203.60565099974","4849.07965356449","5635.45503660068","9578.72470609448","6751.75252458636","8063.5191824951","5111.76247749933","5822.62262725835"
"M236.8564T32.1389","0","83.9394535433441","137.839602449015","121.271023439837","122.574405460821","80.1539323990639","305618.22599252","292221.856003647","240838.17483812","220014.669621159","167202.127450452"
"M236.9287T964.605","279405.932934999","251936.750937354","216623.924308404","229234.135281419","220069.111497825","193691.835037185","310288.626735887","267515.335645898","265354.609574623","220908.803565824","209332.173479844"
"M236.9523T955.2186","22935.0707373044","17669.77112417","18956.9368246091","13136.4811448241","18903.1639505858","11263.7320966931","30985.0656683346","22371.5488484376","21446.2446464619","16665.8251310057","13802.7144402522"
"M236.9808T283.5203","110.404319253617","0","0","0","0","0","26405.2088497437","23965.1779958562","18161.5457686412","15255.6956564449","13424.4434975389"
"M236.9954T297.506","9197.44653125731","6735.64896401917","8664.92396384955","6689.80639825926","6975.47445176647","6736.09044674289","10350.6077948532","10619.4809564089","8161.24735516728","6049.14390678268","6403.29124282838"
"M237.0048T63.23","0","0","0","0","0","97.3309488035738","7063.99665122509","8282.17423559323","7191.52920344405","4403.06255143432","5726.8815589122"
"M237.0228T265.9467","101.661510247323","0","0","0","0","0","53842.1138538224","49523.5667262979","36877.9721016598","32788.4548842949","28991.3518829727"
"M237.0482T23.1574","15243.7430513669","9933.83374381432","7021.42392934163","9253.43546456337","7814.71229871962","7936.48703655667","549.64158205364","515.532974007806","309.816040825662","148.361275470321","0"
"M237.1093T383.504","3833.38222604328","3245.07530535634","3394.21162152405","2649.25555732412","2392.59626137705","1393.00486350352","4337.30026945801","3530.70885197639","2425.34875821431","2262.64347871668","1602.73199554006"
"M237.113T310.9283","1196.01246901636","396.270140981206","359.149263189807","819.190312774494","848.370714579243","443.87894264574","10695.8303572126","8096.37116838454","6612.54131132081","4511.48947344388","4484.67827659934"
"M237.9294T964.3018","84730.9348395522","74595.1232836081","78128.2138792076","71390.9988286045","79095.9909427345","65643.1377505989","88799.888125076","78623.9056399631","80020.4585271722","71218.8425422472","60104.4971016541"
"M237.9523T962.1777","36941.5525863313","30808.1951490212","30271.6521720914","26098.3073666517","23279.6790462963","26644.0620044881","34701.8605338745","23864.4481204155","30874.8790460457","29112.4178880086","16007.48996504"
"M238.0254T33.9077","0","0","0","0","95.440552084855","0","40763.778867599","38304.2942624227","30763.4251738501","27061.5249557304","23601.9254768464"
"M238.078T248.4501","2300.14338745148","2831.81485765407","516.003878541465","2679.65397040405","488.876629666833","1414.83604869701","2052364.71641431","1917699.93759899","1564377.6101287","1297178.20510717","1155139.87905471"
"M238.5795T248.9826","0","258.831329314969","83.93273872789","66.1457682447508","71.2166428511264","0","520801.553722918","482479.245395051","373104.944559073","317821.154465506","294095.210635986"
"M238.8536T32.1406","76.6393640648869","0","0","0","73.2124823666457","0","68260.0812447739","57646.4782642065","52096.3119660299","40757.3894235771","37350.4126382324"
"M238.9316T942.4997","279232.931092989","266701.31802002","254648.838359449","236039.566157271","228420.274813085","216443.286550182","347926.182377088","307594.201098175","268732.129143189","238911.156369","223761.861823908"
"M238.978T958.852","31061.2713487099","27715.3375083733","25002.4501623258","18539.640162068","23225.3938959018","19079.2144622612","34064.0659583799","31242.0570021307","29077.1159559701","22794.4957668114","21708.1800674438"
"M239.0095T53.2652","0","0","0","0","0","0","9670.10154620361","9839.25839176025","6922.58539146205","6172.17263063558","4841.31416713714"
"M239.0383T270.8577","151.03088209889","0","163.877740342056","0","0","203.067791803136","39964.4402929355","35325.566999919","25893.4692157957","23011.0370890618","21910.1553959218"
"M239.0596T349.5881","26161.6699430791","32146.0884772497","44912.8686459989","70144.7135222767","95467.680563872","123729.979015161","24507.3734672631","20770.6259425303","43234.8593662665","90942.0385176027","135427.667467756"
"M239.0672T433.166","28803.0274484607","24993.7820195719","24045.2434227416","21733.333348217","19805.7791842774","19683.9466632747","54381.7776237182","50556.3054201507","39165.8945249988","35908.0326743652","31653.6469090663"
"M239.0597T548.839","11384.6802867508","6292.13251801214","5459.21679526366","4520.35568721763","6478.5946216309","5940.14042677101","10463.2883716009","8029.3082107544","9046.43108190534","30101.3317993275","13682.0494269215"
