"","mz","rt","GD_010_NIST_RPP_RRHD_B1.mzXML","GD_011_NIST_RPP_RRHD_B1.mzXML","GD_013_NIST_RPP_RRHD_B1.mzXML","GD_016_NIST_RPP_RRHD_B1.mzXML","GD_019_NIST_RPP_RRHD_B1.mzXML"
"group","mz","rt","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M60.0438T956.3","60.043830871582","956.253855524904","402785.277636309","367682.394376643","338298.384023187","303538.667838932","275103.081070265"
"M60.9306T887.8","60.9305620193481","887.783634183281","25818.5519531132","12404.7370147935","66827.4083143712","8324.14098034129","17103.9729625964"
"M60.9857T313.2","60.9857459863027","313.161724485187","16153440.6870233","14584888.4065731","12589071.4851864","10251985.7561986","9056137.45278147"
"M60.9858T1039.4","60.9858184814453","1039.35959201966","8748156.98822354","7944152.54747222","6934480.83590632","5550085.97533768","4890545.75153834"
"M61.0392T43.4","61.0392349788121","43.4188560092908","17744.1118879322","14749.6130266915","9323.90497300882","13232.5257639373","8475.5978742253"
"M61.0644T44.2","61.0644088745117","44.2430862588522","156338.63848991","166058.942792196","135047.509519976","111124.033280714","126722.052574877"
"M61.064T1000","61.064049243927","999.959206666099","448075.81289892","427037.178090269","409255.306019409","387915.379481472","370265.414944752"
"M61.9272T859.7","61.9272183504972","859.735463428996","144690.610205683","141806.414261477","121188.175239945","89241.313794295","105694.649543425"
"M62.0675T413.3","62.0675058364868","413.321699506034","105647.749857064","60263.4848771216","84320.8309423586","108052.272034076","90626.8946189576"
"M62.483T993.9","62.482982635498","993.930910600146","333276.386624574","296426.6570226","224877.098391502","159799.594881214","131061.672452628"
"M62.9286T938.3","62.9285598754883","938.250525114822","8349.37365758108","8196.36544346241","7612.49058053357","6018.94225839336","5274.49984935365"
"M62.9818T748.2","62.9817589351109","748.171783032312","191613.226050985","153918.353493014","160418.918911168","78518.3628359363","85593.0226067697"
"M63.9268T878.9","63.9268455505371","878.862055191876","21818.9402601681","29413.9415821252","15507.8946395092","6180.65273428388","7029.93530736207"
"M64.0153T837.6","64.0153299967448","837.64887072646","418339.65211016","406995.545302067","335695.666168353","277562.885429212","245163.291328787"
"M66.0183T604.1","66.0183468924628","604.109088559418","248305.822143257","280182.364395616","209328.839314187","151802.233812879","96945.1522159197"
"M66.9961T956","66.9960525512695","956.007733232398","162093.657004531","107643.473734271","94089.5618206795","87094.2141743984","73960.6603562105"
"M67.9343T727.5","67.934326171875","727.502972574565","256312.466353404","222897.485764579","193475.013587301","145055.417000982","131778.367951601"
"M67.9956T92.5","67.9955667768206","92.5361727350998","197697.907383513","160816.37978793","126304.790982743","87216.3741511081","71898.1521809135"
"M67.9957T996.4","67.9956733703613","996.394284844428","836098.367202721","713706.079217916","563391.457914353","448748.85801059","383043.864491551"
"M68.495T778","68.4949642181396","777.961549786031","356132.606406965","363869.182287077","150637.619637204","87257.4827767832","388242.034846623"
"M68.9424T853.7","68.9424204826355","853.681062729493","66827.009498316","58788.0409155763","41296.7673377348","57272.5002232083","17619.7822389367"
"M68.9513T371","68.9512769911024","371.006579440735","260705.290625619","237661.915463716","190505.327458721","162430.453964576","101342.322778378"
"M68.9516T1048.4","68.9516436258952","1048.43860361855","142756.260996919","132709.471711446","110418.724932491","97729.6102082664","87783.9945879276"
"M68.9816T987.8","68.9816488786177","987.834125515661","131757.340967667","179210.653208358","157868.223834328","73113.8646054906","71898.0142646631"
"M68.9928T73.7","68.9928365434919","73.6844737049891","3127245.64232968","2135594.68988425","1683990.58671086","1487867.91726142","1180681.8764412"
"M68.9931T470.9","68.9930987887912","470.871868823192","1201943.13293461","1259413.71830392","927068.10959101","323231.073444383","439050.389167453"
"M68.9932T996.5","68.9931617736816","996.480792477946","13655563.2329045","11812365.5713309","9235354.20643047","6754616.67280224","5602251.54212893"
"M69.0695T590.3","69.0695131742037","590.33370101725","7128063.88671292","6851563.983878","6264904.82631896","5691916.82358641","5210213.67282003"
"M69.4942T177.1","69.4941822398793","177.060922353805","320004.151277303","276680.764353229","159948.94688262","139299.692926653","101830.375098986"
"M69.4943T998.7","69.4943473815918","998.714210367403","1020907.38236764","888850.720307493","672324.823925437","538038.293307039","452033.228685791"
"M69.5146T465.8","69.5145538330078","465.837856656917","468407.329947625","547128.607635908","400323.876433433","434247.313408996","445890.847951679"
"M69.9346T972.4","69.9345657348633","972.368336294543","142365.985457927","165764.593090383","192612.607902008","128349.641202166","115263.488567622"
"M69.9933T700.6","69.9932998657227","700.634852643834","2891419.91053043","1866106.97397721","1773317.5166131","1783855.3907406","1416107.85722604"
"M69.9932T941.2","69.993180847168","941.17105669746","3746591.89022314","3154504.98946163","2566448.4146617","2064884.87699359","1637285.22015338"
"M70.065T31.3","70.065030670166","31.2557487228516","43863.0222877682","40505.4135922159","37930.343052795","30848.7802853185","29375.844069403"
"M70.0733T842.7","70.073258972168","842.672963930727","128072.369688706","127090.243930557","115882.988477412","99699.2430968107","99909.7866791045"
"M70.4749T1014.8","70.4749074663435","1014.81516005886","64005.1718643452","57980.9057578456","38404.4373850619","36492.7717880881","28639.8150356617"
"M70.4943T860.1","70.4942546420627","860.082797886599","287411.136892003","412210.320939899","343727.906781534","285778.498857526","259428.6662482"
"M70.9415T253.6","70.9415079752604","253.555984158642","1176796.10688976","1080700.49040819","894536.265314311","699068.827205","620666.289913769"
"M70.9416T947.3","70.9415946960449","947.262096975481","2193489.08617297","2008084.5420436","1765989.86055011","1463846.15380827","1339120.69067504"
"M70.9569T439.9","70.9568523060192","439.864253090468","173312.705688142","141163.769719026","128171.159832853","83480.4400201388","75174.4928609595"
"M70.9569T943.9","70.9569274902344","943.876168712971","268855.275425494","254095.233076611","214245.889494931","151798.50324154","138728.685692983"
"M70.9794T930.3","70.9794101715088","930.330855138362","14874.5050583377","14881.4312082429","10526.7505061099","116860.339760375","9069.1476987119"
"M70.991T719.2","70.9910202026367","719.211418014902","1708700.3039931","1106139.44108216","803342.275843924","810221.430335839","647121.028138366"
"M70.9912T941","70.991242980957","941.019734146509","1676206.43649151","1548315.4382573","1177433.15525398","897924.224584363","787134.867702484"
"M71.0488T447.4","71.048755645752","447.367137992683","62357.1895032246","16533.9378816391","15311.3921766366","9751.7236821218","8150.92495619266"
"M71.0848T608.9","71.0848298072815","608.856644667873","89253.1607376606","85283.1518453028","154342.729433288","125069.920851804","99806.8248724435"
"M71.9292T138.1","71.9291854858398","138.06319145122","1281209.84032638","1158716.12396859","1009644.89963146","812153.346360264","750165.769534506"
"M71.9291T946.4","71.9291229248047","946.435428999537","2514959.53698162","2360415.74835717","2119283.49794844","1781682.50321421","1598204.50728736"
"M71.9512T474.2","71.9511958530971","474.157774471328","365180.968317879","240312.198018336","289059.570773169","214241.811812139","197100.349962825"
"M71.9504T945.2","71.950414276123","945.171039254298","442090.599199946","416816.865940658","357900.58232417","308307.694195753","277322.648084188"
"M71.9898T793.7","71.9898162841797","793.709652373922","383020.311040286","370848.856065244","388947.011629415","213267.907574919","100892.312364283"
"M72.0803T31.7","72.0802833557129","31.7499647079089","130494.473096684","114469.906700686","105509.219072757","86412.0481760028","77825.8031781751"
"M72.0883T607.7","72.0882522583008","607.677833625493","7114.5785744159","5883.17145237964","4951.32758243837","4497.45935026044","3861.76360215701"
"M72.9366T88.5","72.9365757533482","88.474777325143","12330594.9433783","10931580.5498863","15572930.1228198","4567504.47126252","3613526.00038804"
"M72.937T946.9","72.9369842529297","946.908059879127","36188327.5801995","33474828.9980316","30229459.9419656","24576240.0043127","21789698.2483461"
"M72.9573T889.9","72.9573317633735","889.926501522866","9272.15732363325","11751.4281380773","22908.3263526099","4226.28582333989","79916.7433721926"
"M72.9861T287.4","72.9861252524636","287.372080570988","372251.823793999","494762.671200161","458000.97061914","401340.330056501","313191.220616087"
"M73.0643T631.1","73.0643058189979","631.147509107246","603151.153658141","586579.939501127","534933.647498211","483974.088924059","456691.89534274"
"M73.9296T845.5","73.9295791625977","845.505579446112","440292.594177036","348614.379036743","369401.69812878","327928.589383076","253692.108973614"
"M73.9441T157.2","73.9440948486328","157.193862187924","1623513.2845425","1429451.93124354","1178141.60764163","863091.817701969","737564.317692835"
"M73.9442T946.1","73.9441703796387","946.093715394738","3024029.15389079","2735532.0802588","2291182.52094261","1850366.40865113","1600606.11221462"
"M73.9527T866.9","73.9527401394314","866.938469853761","54885.0223917452","11082.013124426","45694.1990867243","30745.7919241983","31820.4312309961"
"M74.0962T882.8","74.096155166626","882.844701785575","36996.2244967631","39699.2914835284","36527.7087540888","39240.5566229677","22337.33124591"
"M74.5066T940.3","74.5065933227539","940.349960433988","8488.8078813702","7085.41768679144","5183.98137754184","4445.79465365299","4429.93600275405"
"M74.9374T824","74.9374163945516","824.019375829811","3369550.68030348","3339101.05778627","3142316.14926938","2005373.70904861","2060677.21875539"
"M75.5037T937.9","75.5037452697754","937.863223064795","197958.453431619","183818.133743153","161583.485054689","129321.882016629","111394.244373412"
"M75.9449T772.9","75.9448961893717","772.868114758675","2071464.28084309","1993861.96508343","1610261.14564082","1366983.63393792","1238730.67143779"
"M75.9734T377.7","75.97336769104","377.693047972253","384597.725678755","375677.951511824","295808.019917171","252058.843344789","132636.269498384"
"M75.9732T1009.1","75.9731845855713","1009.1191469049","198621.685969228","189358.199623263","152976.341373786","126815.15352723","124720.338173212"
"M76.0041T938.2","76.0040748596191","938.190100827582","34857.2207326781","38431.7995800031","28154.4636013472","29921.2229461894","19649.3666819163"
"M76.4861T979.9","76.4861437479655","979.850746220426","82566.9785647592","74956.2775862309","55779.4692856522","33459.9160372309","38386.9284669921"
"M76.9324T681.3","76.9324364913137","681.266142054213","1467157.05094077","1378191.54290033","1395588.37463888","1151649.85754854","1016506.35950429"
"M77.0388T65.7","77.0387969970703","65.7286953716521","123380.191654445","16975.3089804209","43797.3776400889","41289.9349218764","48776.9879675456"
"M77.0387T476.4","77.0387023925781","476.362296263409","2529.89140973245","136216.683450199","7439.22895753913","61983.9501400184","1758.1634854492"
"M77.9405T791","77.9404896327427","791.022183611526","1021603.08248528","940363.299097182","796931.269222819","576043.428821285","559210.527528309"
"M77.9986T1013","77.998579788208","1013.02972573049","413479.147806315","371563.540423619","307626.923491941","270339.640253709","238548.365111041"
"M78.0225T427.2","78.0224817911784","427.194909246258","668891.015085009","625362.232638437","548043.349639538","462537.705420721","463568.856687309"
"M78.9304T858.6","78.9303522976962","858.61485048007","209363.62788817","214426.850293611","167981.265634662","131367.157755013","114407.247708369"
"M78.9845T739.1","78.9844968459185","739.132927077843","235858.692281659","252450.545677067","184303.626832194","194997.276564998","170247.387133351"
"M78.9968T321.7","78.996826171875","321.744129908961","5843622.79697387","5457597.63089766","4698781.67504062","3918747.10957506","3578610.46243611"
"M78.997T1003.1","78.9969590504964","1003.07322017097","3131422.63058186","2880853.07221478","2463203.53571944","2279652.35625344","1894325.87090128"
"M79.0169T60.4","79.0168549673898","60.4443751724488","409364.689845785","375098.90759845","349355.865160598","80439.4991476318","263617.488068806"
"M79.0165T1061.8","79.0165496826172","1061.8308557116","244964.434480543","269802.332964564","20423.7577463661","68371.9102402189","28154.0343378863"
"M79.0211T31.6","79.0211166381836","31.5964462166244","7796.22455131375","6649.30805058387","4775.86821407832","5053.11948820732","4455.8710937639"
"M79.0537T603.2","79.0537303924561","603.16174137896","316947.589986854","287297.163323643","185579.871480801","213149.334083572","101779.458360787"
"M79.0741T422.3","79.0740633010864","422.336244990382","94354.9627886332","103389.107719978","97039.4176007202","84434.6913149078","58294.5923840942"
"M79.9381T871.8","79.9381326039632","871.821313538186","123498.709706457","142385.2048164","64984.1934815867","72501.0371791105","14657.4595967992"
"M79.9418T1002.5","79.9418275621202","1002.53489739205","141485.712296889","117060.427006877","115491.204337046","90190.5796829713","75167.2238726391"
"M80.0193T443.6","80.0192903791155","443.616919430954","49758.4107589627","2231.00505780117","24830.6122837771","1832.53851851846","1862.60695377824"
"M80.0491T548.5","80.0491104125977","548.473635662109","614833.962817305","425292.884895635","527106.406908135","436022.323473524","374825.490183124"
"M80.9479T34.3","80.9478906903948","34.314573403616","1276684.63101552","1352600.37882213","1095700.82554008","963783.368696214","892883.486583586"
"M80.9477T735.7","80.9476636250814","735.654013004606","1891848.31986306","1483824.46602122","1292576.47479976","1277343.96671959","1034990.5114426"
"M80.9735T810.7","80.9734780447824","810.710592188166","248387.104745271","208139.958688119","162667.968514609","118075.626145697","48016.9913227677"
"M81.0311T808.3","81.0311229705811","808.282703752693","244748.78879827","170604.150729204","90459.0841560715","225840.616984475","249429.025123911"
"M81.0698T625","81.0697708129883","624.964143478131","1248805.88834866","1160111.13341592","954272.211927122","779014.735460659","694937.45223078"
"M81.9372T79.7","81.9372128077916","79.6859806292663","487811.86018006","497583.909941503","383050.32756446","277372.939389193","273861.416355631"
"M81.9375T455.1","81.9374958385121","455.107942933544","266560.011329074","195749.558403606","196080.689786239","218871.647760647","134268.433223008"
"M81.9372T945.8","81.9372359055739","945.845788834142","2098689.43454835","1941388.95066952","1658136.99422147","1371440.27415581","1185120.93378"
"M82.0132T1064.4","82.013215637207","1064.41411430805","89047.6691872003","80364.5517779039","69589.855445455","54389.8635563268","54841.8583376211"
"M82.9444T861.9","82.9444341659546","861.892807556756","912811.815215639","750868.501982885","603078.836345555","500305.306379483","528472.202450038"
"M83.0481T773.5","83.0480520460341","773.483731004496","162556.644643963","64482.1238297182","164201.89205674","90325.8287111146","60621.4048908553"
"M83.0597T176.5","83.0597343444824","176.460186599359","165823.004001752","92522.3638044547","35483.6387548033","29000.5056326122","79810.2311325967"
"M83.0602T883.6","83.060231950548","883.637488596132","243226.489217943","230558.813242214","261514.596019309","194207.051724309","109588.017035377"
"M83.0852T949.5","83.085239648819","949.49412202331","320081.192204441","458186.382920714","321854.900260303","241270.990806948","161726.69754249"
"M83.9294T630.4","83.9293898173741","630.403051877981","2403376.41524541","2229043.74126254","1935104.32243132","1511181.83219473","1197862.79370628"
"M83.9397T1042","83.9396697998047","1041.99898787172","298307.86632203","274997.361758925","543663.464774084","206169.536868996","438483.904565163"
"M83.9498T763.4","83.94983790471","763.354791125896","234190.431944962","55733.5996107375","173407.048663236","181445.196112374","184942.852556971"
"M83.9963T783.7","83.9963397979736","783.663940902372","190324.419273946","190704.104646961","115409.088809763","74211.2514646491","51054.619243524"
"M84.044T76.5","84.0439660814073","76.4584903319204","428344.740797796","490752.925393641","322424.977161486","76720.8998513898","198308.051758215"
"M84.0806T330.6","84.0805702209473","330.570335504038","9921926.16095361","9447541.81677226","8017214.75436031","7683653.6450396","6982335.68781741"
"M84.0805T1058.7","84.0804595947266","1058.67541361529","2557514.70626417","2399392.22899659","2064165.70836588","2047396.90332799","1973620.22711618"
"M84.4449T960.8","84.4449073791504","960.826660949989","21959.0094834236","12346.0909472102","2558.09001902207","6425.72037224032","2254.42278002277"
"M84.5091T938.1","84.5090850830078","938.065931154513","16346.0556949631","19196.4348279252","13422.0243023294","11188.5492433751","9452.79360330467"
"M84.911T27.9","84.9109939575195","27.8503561049128","4194.04194784963","3196.32333627054","3721.43414568875","3020.86825421095","4286.82123974195"
"M84.9592T589.6","84.9592319488525","589.62971614967","13544292.3573402","14598677.8790177","13128102.6774192","11416018.3368013","10098231.5710335"
"M84.9592T971.2","84.9591781616211","971.230383460099","6821652.14113656","6294763.2608212","5693692.48296358","4696031.22177237","4305620.41593061"
"M85.0504T1036.5","85.0503965105329","1036.4918468591","90252.6890787772","79959.7268448899","71568.6915602537","65600.5482381574","56667.2482193751"
"M85.0835T1058.2","85.0835437774658","1058.15326808823","145325.696503554","134867.683586008","137464.932655727","118853.556790286","114025.386375579"
"M85.1006T576.5","85.1005561828613","576.478714911057","117249.076482079","114766.972742072","79114.5069128501","67164.3377201764","48178.2569145642"
"M85.9418T677.7","85.9417598948759","677.743022948839","6885358.11922356","6294786.21768502","5495537.1513121","3827255.87270614","3121424.8965917"
"M85.9622T465.1","85.9622230529785","465.053174093991","104455.214941511","130865.044124512","111626.692645178","104051.221252408","128161.573718955"
"M86.0596T550.7","86.0596021505503","550.739468289135","292807.089758059","321372.981227522","236184.779236836","209663.916853418","158759.642636266"
"M86.0965T51.4","86.0964740406383","51.4137120183812","2831763.87085283","2545192.92446699","2265410.61803511","1862321.75018889","1671015.96470338"
"M86.0966T875.1","86.0966262817383","875.067021034789","272769.630544538","238744.541301137","153536.637166153","110226.19330466","138910.15941023"
"M86.9371T1043.4","86.9370681762695","1043.36155823226","1075471.74799138","976834.301840695","797921.673036146","691291.105750569","581285.291265199"
"M86.9414T850.1","86.9414039611816","850.063834151712","1152637.60760437","990543.076429596","825546.839985243","702235.189606124","590109.28099204"
"M86.9728T878.7","86.9728488922119","878.668977431855","52677.7328770152","56057.1157520275","15870.9482637646","30631.8253385712","9809.78029630613"
"M86.9924T849.4","86.9924312591553","849.443617956403","358592.119437889","335039.57911989","288903.867726057","255201.135858942","217870.195168349"
"M87.0277T491","87.0277337573824","491.046866827313","904139.428283999","793727.491107002","654709.281428946","576286.693097137","501703.060463712"
"M87.0278T936.6","87.0277519226074","936.616913448835","30308.3914104467","28199.6340740455","30146.6106777988","24080.0640580754","31797.9147386118"
"M87.0917T835.9","87.0917153358459","835.941495823125","272837.927714529","250693.213625142","176929.523022271","141236.384993805","109753.557292355"
"M87.0997T42.8","87.0996627807617","42.7656917443236","144925.782449202","133396.762181945","108486.871546017","99611.8431317091","77587.6478697259"
"M87.9239T944.6","87.9238616943359","944.59446691315","5437933.82010928","5055489.43339073","4379273.68272659","3655890.72935986","3273085.90729686"
"M87.9364T836","87.9364364624023","835.977506298541","1580829.37058003","1392959.90818507","1113791.60047437","1064166.52070892","997830.251216447"
"M87.9602T958.2","87.9602355957031","958.178390550356","534084.523768288","419837.896919837","361850.741943729","343409.681168417","253402.575579905"
"M88.0211T313.3","88.0210881233215","313.308787366121","114321.814376285","102481.159155826","58197.1423626721","54895.0988077551","61450.2410147182"
"M88.0757T856.3","88.0757499694824","856.258044595963","222160.301985259","201821.368698515","229203.714306119","255277.523812363","72825.0749870583"
"M88.1116T615.6","88.1116287231445","615.579096503612","838480.044232873","1275087.53283177","679075.086992152","632508.92796105","556815.476812628"
"M88.1119T1001.9","88.111856842041","1001.89409527098","5744625.58968","5519454.14997457","4807818.59445183","4179475.92245297","3830323.95142546"
"M88.5084T103.6","88.5083770751953","103.585798907563","75436.8591128514","57317.4918453489","45537.6320188738","70583.0218631268","35151.2335442785"
"M88.9076T413.9","88.9075758192274","413.852992091403","294824.10664593","255608.545274948","196873.163067942","108010.939323944","94790.010372791"
"M88.9074T1027.5","88.9074282646179","1027.53830648104","84114.4091549257","87786.8164636561","64578.4111825636","57218.8542611111","19871.924537258"
"M88.9316T98.9","88.9316390991211","98.8881308973184","9654991.90514432","5236919.97591892","5318407.75410272","5472705.84105531","4831776.7636609"
"M88.9319T947.2","88.931925201416","947.245094706064","21957454.5952037","20377735.4799093","17554670.0115823","14099707.2871995","12345054.7653176"
"M88.9373T852.3","88.9373482598199","852.294309382447","173417.069158993","167263.957587855","140988.63162268","119916.668216357","79308.1208941267"
"M88.9517T570.3","88.9517487918629","570.275457172915","705344.974719854","608155.192084121","340975.188658791","477341.15413306","447443.543662644"
"M88.981T322.3","88.9810249010722","322.338933613392","1535097.9418002","1407235.41145337","1261385.99081511","1026471.74187959","903952.366943262"
"M88.9812T1045.5","88.9812100728353","1045.50391299636","330202.281320295","298272.893499219","457340.98382795","350726.972718988","310299.352290959"
"M89.0592T634.3","89.0592288970947","634.313350880495","891300.031939407","848882.223301392","775778.26083241","660478.622881217","618206.723377376"
"M89.1154T903.3","89.1153825124105","903.3399472841","311825.78439535","288525.632406339","302906.864678334","215050.185551787","218725.746980665"
"M89.4651T326.2","89.4651211329869","326.184349573397","363116.171647386","356170.513741877","285784.12616001","227820.639409243","218192.694239724"
"M89.465T1029.1","89.4650330543518","1029.11492650651","234836.111938731","194330.102120882","159998.801531392","128977.396704555","120286.330012369"
"M89.5066T85.6","89.5065963745117","85.5899376967339","1435112.62045282","1253987.79182153","989668.192254836","763473.58879297","754386.38797925"
"M89.5067T1032.8","89.5066543579102","1032.83332183006","3267301.28445577","2983999.4355069","2519232.95570799","2309330.17892698","2107550.68508163"
"M89.906T648.7","89.9060262792251","648.715970707763","1532234.88221862","1400209.89781097","854812.429055951","809313.721880844","800615.626814189"
"M89.9342T886.3","89.9341958363851","886.340305694234","49724.3636943399","42076.8748120691","134131.973943709","146412.097179794","117753.230846327"
"M89.9394T947.1","89.9393699645996","947.132400724086","6085781.87062043","5522882.07961179","4634195.18809979","3524690.64365915","2999437.4017717"
"M90.0077T1005.2","90.0077056884766","1005.19521584949","304829.225425926","280947.259708047","231272.487541256","222531.271469453","189830.740611536"
"M90.0548T30.6","90.0547843933105","30.6374651769507","66172.8051198458","55068.3927476989","50013.991185691","41475.496364062","33006.5315396149"
"M90.091T886.1","90.0909620012556","886.0848128027","108220.013454293","103103.032345057","18553.5381290268","47823.0619838725","39621.5992163054"
"M90.5068T87.1","90.5067571004232","87.0818232776367","778214.942871255","728276.703467779","511542.429245692","372985.060811497","360926.645300813"
"M90.5068T555.8","90.5068269209428","555.808114377662","1703524.77493471","1568367.29718524","1330939.98593886","1154415.91481423","1029905.63201123"
"M90.5068T969.8","90.5067749023438","969.777102835866","1300993.56719156","1280749.90605215","1109115.48687034","901264.972676227","882082.847801763"
"M90.9031T38.3","90.9031135559082","38.269459812401","253797.939960922","249295.860749774","188706.334425949","153325.192591731","122507.045481799"
"M90.9027T413.9","90.9027460734049","413.887921629479","5496587.2130991","5020487.71194744","4166503.65301277","3138290.57468311","2667613.19697758"
"M90.9028T1024.8","90.902808380127","1024.77978704774","1553576.49711543","1458039.18971452","1245156.00333607","957188.376772037","796302.201023296"
"M90.9156T873.6","90.9155788421631","873.559311438079","83357.9769521546","70405.8125444303","69588.9554080452","52874.3914476137","11040.5642799669"
"M90.9475T948.3","90.947518157959","948.254948918664","2613472.07516819","2343380.19335659","2080624.18227749","1763170.14929576","1511625.94595168"
"M90.9766T27","90.9766052246094","26.9971316215428","529997.924525771","463389.216079849","409421.213436755","348471.196512593","294532.539387054"
"M90.9766T806.2","90.9765647888184","806.222426068556","397838.239624049","365129.79405845","345354.972766577","279525.636333458","245501.567294861"
"M91.0542T43","91.0542233784993","42.9904672960841","242878.500434899","211451.274968289","151175.075144831","222266.491668056","112076.786745413"
"M91.0539T609.9","91.0538989099963","609.884676264804","1547039.73165511","1407667.34366982","1184615.60008591","865467.430373007","789465.426908978"
"M91.5045T85.9","91.504503885905","85.903079495567","335413.390392268","333584.815522185","218965.013272072","163173.948284852","135010.561365187"
"M91.5046T608.8","91.5045967102051","608.760713660371","686668.300215862","594267.205816874","536697.43403216","455124.368654546","408043.027964056"
"M91.5046T965.5","91.5046062469482","965.473710605061","602414.79915697","546532.684293956","471065.717594535","394928.164489584","308252.247314595"
"M91.9032T662.2","91.9032247861226","662.220566214047","618562.923942371","552161.99570897","412094.247857097","382679.075544058","207269.212542123"
"M92.9T423.4","92.900016784668","423.385553557067","1537504.43892958","1471906.84391855","1216221.40255914","940964.302480788","805443.893565708"
"M92.9003T1035.5","92.9003452301025","1035.54052477234","465231.520833775","435290.113304287","375958.501718795","288113.025399339","243751.590534879"
"M92.9034T845.3","92.9033781687419","845.348067901222","239913.086465036","245882.542645707","249621.681630539","279731.208334604","78329.8403140593"
"M92.948T841.4","92.9480102539062","841.397623813307","383480.087474101","266333.800810962","300938.230168521","211984.968258142","193975.136917411"
"M93.037T883.7","93.0370483398438","883.662419493608","119682.642183674","89269.6333483507","90550.6469072855","80611.0131726467","66862.3558723381"
"M93.0692T555.4","93.0691597678445","555.350924360457","319454.759802854","373416.242505747","168409.027343218","264526.514010693","216608.767453722"
"M93.9012T660.1","93.9011778150286","660.066373593552","282330.428246843","248849.474071269","219837.523050968","180586.570088271","154647.845721992"
"M93.9358T912.2","93.9358335222517","912.195262798786","82762.3387532089","1540.49281506635","45739.7184888275","3432.51375768078","3439.19670480158"
"M93.9556T846.2","93.9555668301053","846.244988850033","114107.932077678","122549.402443791","100177.188588606","91599.5929502692","80988.0637220688"
"M93.9742T905.3","93.9742385016547","905.250119841344","45094.6023091776","94085.4838644998","47014.5810805303","71116.242230129","8730.49316753264"
"M94.0393T311.9","94.0392669395164","311.937787928522","1993182.15697948","1857156.47025885","1529297.81872989","1216343.3896145","995093.903060429"
"M94.0397T981.9","94.0396822415865","981.888245767563","2374167.55299353","2160132.47126137","1799732.53472717","1457755.37566032","225800.091630455"
"M94.065T839.2","94.0650384085519","839.221067372638","340233.857197841","298207.649611895","467589.85876368","225533.587820436","299567.381973136"
"M94.8995T792.6","94.899497350057","792.584707797128","369256.618206792","344618.002416563","250796.680814668","225034.849335596","166675.428420972"
"M94.9433T768.8","94.9432663387722","768.816800343157","266058.756563306","236877.726558032","198473.750067078","149085.544462249","125941.963270808"
"M95.0249T530.6","95.0249269008636","530.606022512533","443452.192406511","390417.905482296","326876.696921352","266538.904299005","254354.704119804"
"M95.0851T689.7","95.0851085186005","689.736088710822","2583695.28197956","2349124.95157037","2013270.28069814","1626337.75455165","1378849.40207378"
"M95.8985T856.4","95.8984696524484","856.409906785232","107651.784980683","90825.1701323149","69538.6358523314","92634.9508297","57128.8812375868"
"M95.9506T798.1","95.950611114502","798.0985612144","58573.5259246634","23099.2656014615","40776.1278580415","55659.1578031593","39874.8615007116"
"M95.9525T128.4","95.9525207519531","128.449952178814","166175.625270707","134765.440399958","80623.0787422855","16185.1553218828","66487.403526633"
"M95.9528T1000.5","95.9527885437012","1000.48415777179","431716.626505233","378853.982240079","350928.905061733","291006.020817087","256321.27051844"
"M95.9731T947.8","95.9731262207031","947.821337084128","1530135.71278189","1424464.02644931","1213576.13331062","1009632.12097806","892128.399221204"
"M96.0173T937.7","96.0172859191894","937.724211224396","145627.762475825","145749.99287518","111334.635802223","108658.011902495","89994.587085997"
"M96.0811T889.5","96.081086730957","889.486706287226","466367.827828423","437662.448124598","258372.179438866","269606.84836842","222878.377364428"
"M96.5175T940.5","96.5174919128418","940.516083359661","30749.3975420005","25546.058719787","24699.8566077777","2705.39464082578","21209.8512981704"
"M96.8962T853.4","96.8961617606027","853.396811220535","62848.2123639724","86731.7932909225","53237.7469046373","63792.4467234454","15496.2303062362"
"M96.9216T28.6","96.921647644043","28.6044155139466","210447.464712738","198226.61419437","179937.753844879","157105.780104536","136467.360765201"
"M96.9375T589.5","96.9374615704572","589.509130599179","2937372.40619857","2828040.7590258","2420646.45241352","2058679.02166393","1796700.71609984"
"M96.9617T277.1","96.9616760253906","277.128493660228","1942340.02502941","1716286.91053915","1587141.48848337","1009581.98407865","746929.702301841"
"M96.9613T943.7","96.9612762451172","943.673420430727","3144561.98236143","2948987.72874134","2536005.48614798","2035194.64776572","1757446.12652488"
"M96.9714T675.5","96.9714102745056","675.547191941552","1400036.09790395","1090373.45503923","685541.094581763","889638.190629893","732850.243066947"
"M96.9958T526.2","96.9958435058594","526.176584671042","288257.621881908","430769.401734504","340971.665545424","233419.582429012","178203.998978978"
"M97.1011T591.5","97.1010671544958","591.465188377524","83428760.3832195","80014936.2273343","69581815.3025593","63225859.513131","57673532.4413818"
"M97.5463T447.1","97.5462768554687","447.098238836406","218135.194132936","115977.151530287","103178.304073616","101630.7600038","28534.5656798465"
"M97.9322T65","97.9321530659993","65.0351057787627","664256.592699222","428265.740349967","361203.944444183","234319.283830968","239275.018609214"
"M97.9322T1021.5","97.9321533203125","1021.49909076985","1569794.93459246","1449796.42982097","1239851.43001761","982496.454460924","838398.026710698"
"M97.9456T827.5","97.9456115722656","827.480742952093","602657.86271704","423898.942823241","422851.978202064","332532.402979871","355814.100447328"
