"","mz","rt","GD_010_NIST_RPP_RRHD_B1.mzXML","GD_011_NIST_RPP_RRHD_B1.mzXML","GD_013_NIST_RPP_RRHD_B1.mzXML","GD_016_NIST_RPP_RRHD_B1.mzXML","GD_019_NIST_RPP_RRHD_B1.mzXML"
"group","mz","rt","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M237.1457T747.4","237.145722961426","747.436942779453","827859.94646521","986466.945292461","197693.496094157","237512.776066064","351268.36801338"
"M237.2213T548","237.221279144287","547.961439051406","168558.79002316","140602.197300443","133750.071988301","44244.1391560067","64943.8739172457"
"M238.0445T755.7","238.044511583116","755.675600743479","654190.509610119","693908.759980489","522350.056945183","400971.948960473","59028.4080984914"
"M238.1426T837.8","238.142628261021","837.799493522144","397262.150406228","370897.654040457","194576.168939221","328860.555131563","101846.637558586"
"M238.3733T947.1","238.37328338623","947.093941820581","46310.5173704204","48826.3126586708","53078.4446214002","47103.7051314435","47612.3033329064"
"M238.6262T508.9","238.626190185547","508.911343856122","8015.59087186564","9508.31367771378","7538.69015911832","5409.86164581427","4965.13739694605"
"M238.8312T1000.2","238.83115196228","1000.17805756458","90143.4244029848","194439.668586295","98197.2713956955","186395.022528895","177605.539800556"
"M238.9073T870","238.907343546549","869.98617504946","89422.0747928694","80776.7427978369","208912.601765387","145110.582488601","233599.10085985"
"M239.0226T853.5","239.022609710693","853.510993039345","733276.155300334","139599.023161645","617272.892203685","649666.262582992","549739.844719086"
"M239.0391T774","239.039060974121","773.970586819927","720865.225770432","593733.510967973","462719.955402949","312281.833808848","342951.291110782"
"M239.0511T256.4","239.051103210449","256.372266220165","452553.416790432","284606.977306945","336469.270590589","280254.708080561","15485.0727023209"
"M239.0912T241.2","239.091241455078","241.177042253839","216110.370191703","195537.528849418","188978.642460863","153192.679061851","127011.5338079"
"M239.1262T657.9","239.126191791735","657.900567186223","1076028.79561946","1083204.98716107","968093.466338011","595286.646118078","687457.352559318"
"M239.1618T372","239.161797659738","371.997490166759","157789.45709204","118256.537599677","131384.517230416","119672.410754852","137851.654440222"
"M239.1618T812.2","239.161762782506","812.235154978703","2056881.42170553","2004505.53190212","1767101.01495364","1033229.86374733","899305.567716996"
"M239.1639T463.2","239.163864135742","463.203515345912","74722.3782163223","70835.5585372786","64915.233446382","52428.9242910973","42765.5196138941"
"M239.2366T547.9","239.236586137251","547.87359982163","82329.4876981013","71835.3197949372","28522.7842865915","70059.7950822996","19737.2311111708"
"M239.9634T934.5","239.963403320312","934.488510953712","403128.985543863","368222.725504813","327711.388275974","284223.37918069","267192.544707978"
"M240.0991T470.3","240.09908803304","470.273394606839","643591.33689361","548087.18873","524927.786674567","449800.682885139","615446.200839331"
"M240.18T277.8","240.179955291748","277.826099624748","270160.391616162","269794.470959164","191218.19964408","128570.922747519","148712.250788827"
"M240.1796T980.7","240.179617404938","980.688877435983","918676.692716929","913184.319143023","728803.239484017","644125.648935659","534539.672041683"
"M240.232T391.6","240.232006835938","391.649103983697","58970.6678190699","40880.6278711407","47687.5135665208","39225.1218682774","54425.0266300115"
"M240.232T622.9","240.232040405273","622.852963552531","54709.8416106804","57912.1205397218","57528.088578746","44530.4878842056","37825.6732160141"
"M240.8867T864.7","240.886697769165","864.682215709905","356348.531116929","294010.098416918","653221.525564238","234730.238965575","394546.420132702"
"M241.0687T379.6","241.068653106689","379.622940360517","573644.952321302","513227.529240216","205033.492740868","369184.404032874","329588.588893959"
"M241.0682T847.2","241.068190864895","847.207698977725","2291198.80554259","2259284.02988597","1995640.21541401","1661060.56448095","1428285.27457595"
"M241.155T31.1","241.155018615723","31.1109407495812","90703.2313870089","102528.532089881","92896.806654954","79322.9311948875","69391.5253331306"
"M241.1772T410.5","241.177206420898","410.540435669212","1255006.53116077","1081189.91070346","1022913.19113634","803474.864055085","761500.867957161"
"M241.1776T862.1","241.177582550049","862.097808458511","21427167.6851052","20782816.013621","18152036.3778969","14311728.5736017","12108154.1335551"
"M241.8592T769.4","241.859246826172","769.377104249083","212004.80508936","110417.290464983","223211.857011589","116381.068120255","140215.863973657"
"M242.1804T409.4","242.180416870117","409.393570043155","216246.961669951","296849.578981803","206850.269868656","157417.834369399","156006.153160476"
"M242.181T861.9","242.181014251709","861.855678900155","2716703.74428685","2571944.12230982","2308105.03745394","1934737.72949952","1622927.83264676"
"M242.8301T918.1","242.830088297526","918.067631429795","168343.973323332","91503.0734330397","89495.5347042683","179553.576190887","84528.322535786"
"M242.9442T820.2","242.944157918294","820.229685872308","491807.326280489","218676.051330232","373329.991610068","144036.460883313","120438.404153995"
"M243.0193T547.2","243.01927863227","547.241660353391","1203976.69724703","1093313.89348105","908342.190340624","689848.521564353","597386.368039338"
"M243.0195T832.5","243.019451904297","832.459210095073","5768178.79580332","5379561.96594517","4573969.95721432","3767658.59071094","3238722.14094499"
"M243.1559T855.1","243.155903407506","855.109075534044","566903.057028726","379331.57573299","378142.874264157","484452.823968143","390367.728630889"
"M243.1823T911","243.182341003418","910.995228771292","52899.7304956536","119573.415094495","103667.929604808","51862.4610951095","210896.295283821"
"M243.8843T862","243.884295993381","861.954788295124","997856.134623694","1512667.35876172","1419012.11229924","1338149.91809032","1178024.53410136"
"M244.8672T962.3","244.867152404785","962.25745490027","185134.505033871","227105.611569529","224664.114387214","215498.819600641","202438.024776576"
"M244.9421T831.4","244.942111424037","831.43253030812","865467.663461725","288294.244722571","249472.733230026","263237.445066625","355827.677921037"
"M245.0846T429.8","245.084564208984","429.8492912443","86809.3434985127","32970.5784424007","106379.931682182","29387.8716763313","23732.9343120149"
"M245.1324T345.3","245.132443237305","345.340000961444","221261.103506931","167095.175667868","45488.7572315527","42910.9783474972","34122.2856159216"
"M245.2261T578.3","245.22614440918","578.330957597751","212949.26912557","213359.679439174","132604.03785291","135596.28669367","111802.300982592"
"M245.6331T354.8","245.633079528809","354.797643200603","128884.749080561","120725.471270409","119020.469632172","109251.401066525","93041.4420284619"
"M245.8805T829","245.880485534668","829.026902915806","417229.410724469","423410.823414525","397438.737999812","392775.631698861","354770.716863315"
"M246.0072T608.6","246.00724029541","608.604394944893","39742.1788667483","15131.4601746311","109735.219587745","36944.2034605017","67621.3551776997"
"M246.0906T560.4","246.090572703968","560.380634787162","137333.90078219","166910.053042213","84962.2693352758","82632.7273893442","58578.3390438836"
"M246.091T942.4","246.091040039063","942.35189762798","88509.8034047508","79488.5371518938","73819.6744978821","62551.7407337559","54711.9805013988"
"M246.2428T899.6","246.242816162109","899.625185146071","665154.342088999","475101.134004666","458550.526652913","312627.60846237","304358.902475523"
"M246.8381T894.5","246.838064575195","894.522043065766","200998.362487064","182599.094044426","161505.391331368","139329.940316566","120112.066055244"
"M246.862T947.4","246.862030029297","947.35885490027","1851671.16746109","1820712.25671772","1808238.41187744","1667537.58658496","1596665.29759429"
"M247.1672T498.5","247.167157745361","498.515641740426","549205.925764145","472417.393187441","315276.836381883","433308.461819786","210639.54809753"
"M247.1667T956.3","247.166742960612","956.302957399141","1190073.10070576","1231687.7708827","1090392.36002061","831915.632122233","723452.23451458"
"M247.9429T960.6","247.942890167236","960.614442095283","662517.680330002","660226.604852732","560864.147120929","475183.754741349","409973.228597416"
"M248.0463T766.2","248.04630279541","766.165935434502","43149.9138447228","80932.8141515423","47943.0984778005","56935.5994374946","38215.7322751941"
"M248.0719T451.3","248.071915096707","451.322141711862","283560.669109087","596141.271629936","530823.922904006","397484.337416799","293630.099481127"
"M249.0431T364.2","249.043147277832","364.161379003188","100863.58127015","165537.809117421","199483.042286043","114189.348883655","115401.357476677"
"M249.1092T347.5","249.109220232282","347.506577686915","287314.43980719","321125.455760393","168242.490293908","193791.855901718","156308.594697246"
"M249.1842T514.8","249.184192403158","514.759506480262","323929.636152184","310810.142187492","290568.276564283","254747.325019013","211179.727504347"
"M249.2445T247.9","249.244456481934","247.889566679304","396579.033672883","353252.677217524","470137.565847376","419706.169081976","329527.351474675"
"M249.4948T247.4","249.49479675293","247.37075126499","312489.46982594","259044.009819804","319545.086632517","284467.725486915","241955.133831523"
"M249.7454T249.2","249.745361328125","249.227400837494","93168.4612809784","74600.6668801325","98396.2901596136","82431.3525844722","79259.4398960137"
"M249.9152T911.9","249.915225219727","911.8593369168","445902.875636935","723918.382049235","632758.592587088","502927.064202832","528892.709793576"
"M250.0294T415.5","250.029384906475","415.460745540434","548015.797787455","632920.894815769","483797.520911537","315954.090128822","374675.143445028"
"M250.0646T52.5","250.064593505859","52.4878674576576","22984.0256920441","21241.0444947038","24334.673974102","21630.4784541436","17921.1632364881"
"M250.0864T519.4","250.086354064941","519.41651947996","35809.7188522851","33448.66049133","32578.1624831276","27021.9883715991","24297.3501022203"
"M250.086T943.5","250.086032104492","943.470769904783","32295.1390081302","32636.7847828821","25464.5669551911","20737.0216572224","22395.9894568254"
"M250.9198T36.5","250.91982421875","36.5011529257558","79592.7313957393","77824.6502771119","58817.6247625399","49734.0455875149","47612.393089095"
"M251.1264T581.6","251.126359939575","581.572458955774","1124880.655131","1006866.07622143","910253.749355302","799420.263434278","663598.904628861"
"M251.2365T587.8","251.236502511161","587.80357571885","48016.5813011318","27074.9474281985","16749.0165803534","12300.6784574499","7442.92821508329"
"M252.8585T906.9","252.858483632406","906.850684475088","514464.804963761","327568.843232006","193243.425370547","287312.069026005","252898.272100122"
"M253.1413T790","253.141292027065","790.025678020549","1938452.05260554","1898942.81467333","1593762.79061254","1406116.51536034","894801.283340488"
"M253.1791T496.5","253.179138183594","496.495897856127","1356034.75589348","1259273.57476733","1156659.0927839","1015492.03940325","179462.308623872"
"M253.1946T305.3","253.194604492187","305.25293133413","81338.3674909877","65303.2443688984","60742.5476185523","53389.7371816418","46239.151749579"
"M253.2152T502.5","253.215182834201","502.531139663308","273157.817433929","154573.279607097","234426.561856215","190802.692083503","61073.2512851642"
"M253.6176T608.9","253.617579650879","608.931726683759","21583.4980812768","19327.3633989877","19503.5523968313","18917.558345232","12196.2931700391"
"M253.6199T354.7","253.619929504395","354.65560594595","34548.2021658624","12485.0092711595","13919.056633455","11533.2487442328","20708.625578287"
"M253.6316T442.9","253.631555175781","442.947261027226","78577.3548935581","92616.1336815181","91928.4306747613","75729.6649538617","78182.2195820988"
"M253.8601T931.9","253.860139465332","931.944159412604","37591.0495343122","46168.5166995145","41742.3559549125","39404.2093777513","31547.6151346424"
"M253.8822T683","253.882169550115","683.040360535116","170621.004888766","433398.197640294","96241.4296535169","143680.31014517","36972.5161104264"
"M253.8848T998.4","253.884830474854","998.416446561731","23330.9485185416","30098.5093667469","104647.032219887","128845.532345017","135139.509357894"
"M253.9537T997.2","253.953678131104","997.204499511476","35427.7132369296","31620.9188222671","43726.7354670293","13541.5625391266","1951.40665124946"
"M254.1386T295","254.138552856445","294.985579629276","304753.233507734","260284.229209595","231804.010617686","188314.83509188","165266.604923197"
"M254.8241T30","254.824127197266","30.0447647968811","673925.662692865","648363.303466437","579984.044933484","493126.651537431","436213.005918764"
"M254.9383T898.1","254.93828691755","898.148050057478","108353.050559843","82096.0818635462","25010.9604995527","33166.6858325015","17485.1856765135"
"M255.0191T571.7","255.019084385463","571.730975672723","91956.251297669","98915.6853327891","79557.5507611391","208170.521373984","161279.098190094"
"M255.0222T435.8","255.022216796875","435.767678300071","421282.752831231","116213.968844801","222301.232281975","245640.652968897","236522.415368786"
"M255.1562T362","255.156227111816","362.001235588399","96911.2964831085","100028.736125001","93339.9927517905","47057.8196867278","71736.1083742826"
"M255.1564T780.5","255.156358083089","780.500744617336","498771.450965461","1358100.65423241","783014.542918722","1010090.14236931","535307.891164944"
"M255.1934T681.3","255.193353652954","681.308535175199","82450170.3804177","80765784.7493989","71701304.1754429","58907039.0141018","50319835.5711396"
"M256.0867T943","256.086727905273","942.951408788579","622737.02627427","602635.719414216","509269.126481039","454221.412823211","412313.414406005"
"M256.1097T191.6","256.109722900391","191.561808362356","59382.281659069","555137.767422292","105806.520846531","16413.7037987181","18233.3095619174"
"M256.1963T465.8","256.196323939732","465.801539254216","553278.400648522","1207282.43132395","986138.122671672","359375.58633579","303205.748164336"
"M256.1967T861.5","256.196682739258","861.523052732248","10596767.1489444","9716819.43744166","8844628.10598024","7220153.39313209","6212444.86798011"
"M256.2143T314.9","256.2142578125","314.866832137861","81418.5014608746","136461.72627101","73232.3835709412","77552.420767267","66147.0902764086"
"M256.2633T642.3","256.263319969177","642.253382657753","198952.977857592","118276.667561663","250892.711383329","211009.421541821","157873.447290245"
"M256.2998T435.3","256.299786376953","435.317542176593","29722.4592854007","28993.6390344832","27082.2053039292","21165.4195145597","17348.9759918207"
"M256.6479T607.9","256.647860717773","607.919269587019","16809.8159240375","16536.6894251421","12782.7076204083","9882.01655133264","7871.98805538978"
"M256.8149T934.8","256.814938354492","934.825659162076","21759.2828379683","23845.938399664","21677.5928251461","22664.5216199031","19955.9722546152"
"M256.8212T30.1","256.821228027344","30.0863723306317","862583.068463329","857486.765519792","757945.296754543","657709.101173334","570113.360581498"
"M257.0303T863.1","257.030293055943","863.141983104379","222495.615726054","277134.121876231","126683.367345586","104097.725065811","165095.747130453"
"M257.0629T401.9","257.062861124674","401.930121172701","496791.053566634","321964.356648704","236666.931020309","331063.090676605","68978.2287128116"
"M257.1354T803.9","257.13542175293","803.863618444127","893382.455609951","1024371.62104139","640581.621905487","631275.565346536","621211.820052387"
"M257.1693T419.8","257.169260025024","419.824398887961","298955.530719593","252364.823638554","169932.721763246","268107.467117707","169345.362883229"
"M257.1719T856.7","257.171893310547","856.692760935654","1052059.48272235","990995.311214585","876916.201122863","704769.739432835","586352.653925028"
"M257.1766T521.8","257.176641845703","521.80262363114","176064.760244703","155230.066357639","69698.1676034658","135798.063428448","105862.111893917"
"M257.1982T868.8","257.198235405816","868.84631689946","1139821.67328503","1159889.00938443","997462.162107421","822892.90754982","230897.294663618"
"M257.2471T460.1","257.247107611762","460.136304728955","236175.313791758","270055.875631273","128115.237099057","273657.254962597","252201.979948496"
"M257.9385T931.7","257.938519287109","931.72987317666","143419.319343073","138901.279298242","143252.945328665","134070.030770483","37036.8476105184"
"M257.9551T758","257.955059814453","757.961367583902","205604.309935959","219647.157311515","56884.5198532376","43438.1900977248","169688.123671383"
"M258.1103T31.8","258.110346476237","31.8065520234711","264210.113658826","202081.041989842","157428.523225401","118037.359102267","86569.1474299182"
"M258.2294T342.6","258.229437255859","342.555604419374","5874.9089751758","6572.36281016174","5167.85574483554","4473.72624898066","3178.95408572147"
"M258.279T421.4","258.279010009766","421.446402024345","225460.051057637","403295.700974295","292950.128796351","157361.778942524","134976.606847647"
"M258.2787T939.2","258.278726196289","939.215308661693","812962.9793975","551156.597917369","486621.734186648","532458.683226582","401314.144132517"
"M258.6417T482.2","258.641702270508","482.207198222934","22316.4146491285","21528.5683334387","25474.8560205331","26412.3078308017","27758.13536626"
"M258.8182T30.1","258.818182373047","30.1006240389039","398434.387050108","387495.000834885","356251.779982457","294966.179355182","268169.756694111"
"M258.8626T838.1","258.862578542609","838.12182923863","733949.755976909","721043.513528677","722754.337599661","616817.856651074","234176.827096862"
"M258.8861T946.8","258.886096191406","946.782724858816","618172.049681252","616981.090300542","577665.481687581","545111.338121941","486421.638987539"
"M258.9944T935.1","258.994439697266","935.072043149148","289175.28723247","267117.83511801","239261.350395825","196241.315563974","173656.445223674"
"M259.078T1035.9","259.078045654297","1035.91245619946","345368.070090652","312179.251398503","282507.755791115","227440.003987044","187603.343458333"
"M259.0937T295.1","259.093707275391","295.115479272138","338952.14815829","309369.281463925","298936.356491987","251686.509147499","211778.702776632"
"M259.863T771.5","259.862991333008","771.505020442984","113275.895616916","79258.4319836638","12966.191041669","48387.9104733027","74117.7155929335"
"M259.8681T501","259.868145751953","501.011073473483","48820.1173559881","8105.32003203842","60739.7554103898","16929.2611408161","6807.7498244787"
"M260.0551T841.5","260.055075073242","841.494250961943","349518.423465708","334801.377566844","258420.775044554","222885.301845307","56672.2988460691"
"M260.0702T942.6","260.070233154297","942.644977045799","173650.608527947","169685.108931041","114801.591192816","118712.809540963","100437.405070174"
"M260.1602T483.6","260.160247802734","483.631276346826","621315.547070814","421735.253663851","229838.920670273","23148.0607021998","16000.8104984444"
"M260.1855T142.8","260.185479736328","142.754847182019","92676.4100611045","85567.6294145187","83394.0920478891","67614.2670507041","55759.4440403942"
"M260.6393T496.8","260.639282226562","496.781744813351","98052.4322224072","90409.1130720635","76783.2941148562","72550.3575158946","70970.0309396714"
"M260.6569T500.9","260.656896972656","500.933927434086","85674.9018223992","63425.9824733575","92502.4680759252","46389.9414034443","66001.2750352634"
"M260.8152T30.2","260.815216064453","30.174806088289","84555.8590973737","79543.9005396175","72869.1054191932","65115.6054732696","56522.653322362"
"M260.9369T953.5","260.93692452567","953.466344562982","155132.234759703","99610.3397018009","89735.3819991258","81927.2164913527","86822.6305798084"
"M261.1096T305.1","261.109591674805","305.110467325025","390389.895441984","692850.674395939","573179.216694796","614240.30149874","219972.479981656"
"M262.0505T872.7","262.050531005859","872.733580740602","6748788.58471636","6373321.86197747","5381794.29896514","4515996.97664904","3913643.23181819"
"M262.2385T906.4","262.238522338867","906.446869254528","153552.476516892","199880.613677981","159698.791857886","121969.346757832","104467.199617482"
"M262.2524T429.9","262.252426147461","429.904246537837","22580.0920802662","23648.9565928328","20302.6038354554","15197.5633685936","14720.3608989937"
"M262.6522T402.7","262.652203877767","402.716972064201","46206.6888978687","148301.109321704","39661.8866754975","38191.079154397","56263.2119367313"
"M262.8579T944.8","262.857919311523","944.817611499185","254488.830604214","228564.343262423","227038.830475089","255969.655300171","238467.779645472"
"M262.9127T871.9","262.912731933594","871.937310496356","986624.168948926","1004265.64243807","878544.436654439","718699.102693704","697687.887019627"
"M263.0526T883.6","263.052575683594","883.635401894987","1377137.72052111","1300420.06555195","1176356.24299078","915122.349471647","799385.377802283"
"M263.0889T325.2","263.088862101237","325.203895241918","150351.691548277","129756.873206056","121718.413193901","104461.100410087","75870.4506591944"
"M263.1261T894.5","263.126116434733","894.52446004523","283083.932874358","258100.324213125","260271.007430451","139031.792825927","165077.010554596"
"M263.1613T675","263.161253087661","674.999448745104","476393.776300523","330165.387825056","295704.265773295","298678.618735068","252654.7618583"
"M263.177T529.1","263.177037556966","529.06073357771","33897.8778630571","31146.1558995624","80371.9898186581","37050.1990168867","27441.6887103549"
"M263.2369T555.6","263.236875835218","555.6289784556","656966.270423731","621609.971379008","493886.083355799","418184.151195831","294387.896474063"
"M263.9809T247.5","263.980914306641","247.505591122121","7211.09309151374","7641.61216505341","7376.00742097214","6453.4798874072","5798.18656785258"
"M264.1274T1007.1","264.127365112305","1007.12046873904","134434.177951125","114265.527389643","97991.5568053431","81799.4076321845","54680.0438696017"
"M264.1349T313.8","264.134857177734","313.768308095816","45677.1711064233","41036.1609131379","40183.7032083171","31452.6131393047","67291.9008594994"
"M264.1847T556.2","264.184748331706","556.214727075719","158808.339562014","38935.5421638779","144684.785354321","141215.368259619","28602.9306975484"
