Row.names	mzmed	mzmin	mzmax	rtmed	rtmin	rtmax	npeaks	X1	X10	X11	X12	X13	X14	X15	X2	X3	X4	X5	X6	X7	X8	X9	GD_050_NIST_dda_targeted1_RPP_RRHD_B1.mzML	GD_051_NIST_dda_targeted2_RPP_RRHD_B1.mzML	GD_052_NIST_dda_targeted3_RPP_RRHD_B1.mzML	GD_053_NIST_dda_targeted4_RPP_RRHD_B1.mzML	GD_054_NIST_dda_targeted5_RPP_RRHD_B1.mzML	GD_055_NIST_dda_targeted6_RPP_RRHD_B1.mzML	GD_056_NIST_dda_targeted7_RPP_RRHD_B1.mzML	GD_057_NIST_dda_targeted8_RPP_RRHD_B1.mzML	GD_058_NIST_dda_targeted9_RPP_RRHD_B1.mzML	GD_059_NIST_dda_targeted10_RPP_RRHD_B1.mzML	GD_060_NIST_dda_targeted11_RPP_RRHD_B1.mzML	GD_061_NIST_dda_targeted12_RPP_RRHD_B1.mzML	GD_062_NIST_dda_targeted13_RPP_RRHD_B1.mzML	GD_063_NIST_dda_targeted14_RPP_RRHD_B1.mzML	GD_064_NIST_dda_targeted15_RPP_RRHD_B1.mzML
FT1751	250.030890967595	249.911026754268	250.065149045649	23.8966674804688	-62.4329999523163	74.9680002021789	27	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	614.982630514526	785.065512507512	252.477400091553	2212.92552495248	741.244420645141	1085.44865605333	1805.09510441589	622.546126630147	2041.20206389509	2103.81369950294	681.936151322937	1840.47608787536	1869.19723923854	3621.40930436325	1133.04686997643
FT1752	250.086409660637	250.030177091031	250.116816917527	519.666000049591	415.316	638.261002441406	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3157.47563393764	3492.64882592908	1477.41597139195	2875.42155635377	2866.44897902835	387.283238159176	3595.93544824599	3513.01270278271	277.122015014648	1515.08490188598	3360.89398608981	3479.02048883747	3184.49808767395	3563.23665367782	2347.10953585138
FT1753	250.118269570225	249.993923088823	250.179820690309	279.020001785278	155.612426757812	375.068990478516	30	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	286.55664513328	6023.80190014783	239.1159659729	165.195496765137	5463.85962371828	299.450577850347	420.854332219906	4130.88270688045	219.537529792786	392.311189022697	4822.36476835986	5712.59009548186	139.159132209778	4776.8433515357	4517.41850280761
FT1754	250.086344121238	250.027746368915	250.106519529348	960.725	922.163003540039	1039.48299047852	17	1	0	1	1	0	1	1	1	1	1	1	1	1	1	1	295.785658493043	1624.37392793273	1909.98133658708	1749.36413885752	4530.3463413798	141.763261108399	4033.79736231994	2977.29231892817	1131.23028117372	NA	3591.91557217409	859.330074975587	NA	924.775112628061	3337.85181896975
FT1755	250.177871253231	250.167874305259	250.178797137785	571.639990478516	514.703	624.201990478516	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	7106.95275128303	12847.7432998861	4341.29533974605	5132.34406419487	4605.32768660578	14472.9512057495	3434.25954162601	456.033707327844	10245.3857360534	2768.19818253041	4514.58036986084	4116.53969407195	4832.52896365406	5323.65636068727	11906.0955090826
FT1756	250.553452465979	250.551785922428	250.55415925599	615.533495288849	576.119003540039	637.264002441406	4	1	0	0	1	0	0	1	0	0	0	0	1	0	0	0	388.122466358183	NA	NA	NA	NA	231.81897720337	NA	NA	NA	NA	NA	1061.71760986633	NA	NA	914.57313581195
FT1757	250.615288959701	250.611765301751	250.636430596212	467.131	452.062998657227	475.036000202179	9	0	0	1	1	0	1	0	0	1	0	1	1	0	1	1	NA	NA	3683.01157267878	NA	1261.99411206055	816.60597065124	NA	1456.66597772772	249.870914886476	NA	2835.26555704117	260.286573206584	NA	2738.04221298483	NA
FT1758	250.862690864824	250.785820891506	250.863193069504	947.710999797821	907.949003540039	1000.96599047852	19	1	1	1	1	1	1	1	1	1	0	1	0	1	1	1	63131.1916294746	63640.542167383	81903.25551181	NA	80343.3288826767	NA	67966.1816116738	59365.0146648615	82033.4200646259	62889.5154726014	573.742066532132	61977.5597058396	63721.5900738098	64209.7904041065	66417.2171600341
FT1759	250.919899498945	250.858860210671	250.975937673972	29.4150000305176	-62.9309999523163	39.489501953125	27	1	1	1	0	1	0	1	1	1	1	1	1	1	1	1	370.575358122253	7373.79911144257	5993.16139530887	954.314151184082	1076.77681809998	320.6943934021	6054.86937418213	5323.55573589618	6005.04479558716	6207.23821365967	537.522315133667	NA	287.546253204346	NA	6782.74448116649
FT1760	250.988782889034	250.988782889034	250.988782889034	643.638000030518	643.638000030518	643.638000030518	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	1069.41691598512	NA	NA	NA	NA	NA	NA	NA	NA
FT1761	250.989495301219	250.989495301219	250.989495301219	579.502000549316	579.502000549316	579.502000549316	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	NA	NA	NA	NA	1369.85451552733	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1762	251.040790572563	250.981566675447	251.090558058536	948.276990478516	819.425990478516	1019.37399047852	31	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	5593.62489508374	3002.32715528868	5935.94851788172	309.731507421898	6402.01297101973	NA	5161.638840864	5796.72070751956	6233.37943805699	NA	2263.21319158937	4724.45372061157	4384.24928403585	6196.08301916123	2950.74026838686
FT1763	251.125249490579	251.034785883935	251.201073619827	546.875000202179	451.267998657227	693.580990478516	47	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	674.487252825049	5701.55231837121	637.890891387928	1258.10707751465	4299.92643548583	5806.35047893366	992.270896728519	868.551297989378	1897.65372006227	224.154533340455	1359.07746009524	371.737088208002	6724.01256683353	5231.68977770656	4122.49901231384
FT1764	251.127980666322	251.057586109522	251.179704357176	392.006499914169	351.842003540039	444.911990478516	20	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1252.87963286918	27666.0446118469	28857.4430693642	27974.166481896	36714.1215155994	28220.4606150788	29515.1869379806	28070.7430300318	31914.1371666814	24830.0290887051	27667.0066802123	24831.358646046	211.507623641959	25808.4401915233	24894.6518018532
FT1765	251.065942648733	251.007109431878	251.185853679842	234.245999948502	175.920425415039	324.361999797821	28	0	0	1	1	1	1	1	1	1	1	1	0	1	1	1	NA	1726.60754316807	283.694359680177	1611.12182342122	2012.29995929803	NA	1595.28143188477	1606.75682582145	855.770612408454	NA	1706.89101948628	874.637486317954	2355.89790229798	2219.83195649148	2372.78726772055
FT1766	250.99599404266	250.995108206079	251.137611400264	22.998	-59.4439999523163	30.6847438812256	10	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	688.731975662613	1266.26092030843	392.417510559083	NA	NA	709.864822788783	1080.04945213623	511.740201930237	NA	NA	NA	NA	939.675598894043	NA	NA
FT1767	251.122848739902	251.122848739902	251.122848739902	732.846000137329	732.846000137329	732.846000137329	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	760.561551968392	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1768	251.123696121933	251.123347449763	251.142131099472	941.427998657227	893.712998657227	949.911000099182	3	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	548.192936187747	1682.77849829441	NA	NA	NA
FT1769	251.543602883705	251.541605340769	251.678980806209	506.868495288849	490.602000137329	569.413002441406	12	1	1	0	1	1	0	0	1	1	0	0	1	1	0	0	1184.50870046058	391.604109866809	2880.02289935303	NA	NA	1607.46823742496	234.826679191589	NA	NA	1699.47106291634	NA	2075.59583401972	1741.88242987061	NA	NA
FT1770	251.863967968187	251.863123358045	251.986804489149	950.097999797821	932.069998657227	1017.13299047852	17	1	0	1	1	1	1	0	0	1	1	0	0	1	1	1	262.02181733781	NA	785.333928039541	1307.54035788573	NA	NA	3979.69466927083	5404.72652764895	4467.12699352257	NA	118.927270500184	3807.83645665893	5275.77655824141	746.164221006127	NA
FT1771	251.979119564427	251.978128300136	251.983558159945	32.9288787841797	-6.88999995231628	34.8503265380859	3	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	283.137900075277	NA	NA	NA	NA	332.747538730019	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1772	252.003334037554	251.996058443778	252.068841692907	230.556500099182	215.742309570312	244.842002441406	6	1	0	1	1	0	1	0	1	0	0	0	0	0	0	0	2050.46753285726	423.956360595703	NA	NA	NA	NA	NA	NA	NA	NA	280.462749489784	711.403041915898	NA	601.512082630506	NA
FT1773	252.080053663763	252.065204859815	252.104426465841	367.612995307922	322.959000137329	376.967000202179	4	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	NA	718.108844073488	NA	160.540122430417	NA	NA	NA	NA	211.475415391712	NA	NA	NA	NA	NA	NA
FT1774	252.094755934794	252.068329693945	252.108960471756	21.9761761322021	-60.9379999523163	36.0047149658203	16	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	125.997577171326	1447.52197476578	1930.41323921769	999.706872766113	1516.98212911987	1200.29651587384	2385.69110436457	937.928325445322	NA	NA	NA	NA	730.314552046556	NA	NA
FT1775	252.042214541865	252.039004687848	252.167388721535	507.782990478516	489.855000137329	547.825000030518	9	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	NA	1031.52725691731	2988.67250371704	NA	NA	NA	1094.42666145833	1261.54768750181	NA	NA	1132.83055954813	376.348461084365	NA	NA	756.429507586661
FT1776	252.04220466586	252.036093944134	252.103499974364	950.068990478516	912.024003540039	1007.33199047852	5	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	570.103238251264	NA	779.383085632314	NA	NA	NA	NA	988.051580419938	NA	NA	NA	NA	769.63488211669	NA	3026.89361575472
FT1777	252.131382984373	252.130317436198	252.159169769074	391.677495239258	297.609990478516	444.911990478516	16	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4524.88284745651	5018.82420505102	4238.78008045792	3618.0865099056	3525.18152563475	3494.19343084719	3964.39313751219	4475.99120332083	3863.96569194336	3536.82402387492	4444.98253499496	3908.73789341517	3937.02317146831	2715.03504295568	3392.57799866931
FT1778	252.641821575626	252.640506988831	252.667959464154	551.965	511.509003540039	606.517990478516	7	1	1	0	0	1	0	1	0	0	0	0	0	1	1	0	136.83134543609	NA	NA	NA	NA	NA	715.625785416929	1214.89060450998	NA	602.697073704525	NA	NA	286.630246105979	NA	899.671827062977
FT1779	252.633884514969	252.571078804014	252.636627353303	385.529990478516	330.339999797821	399.645000137329	3	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	NA	566.52054971771	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	402.303729762025	306.288564703367	NA
FT1780	252.858341068632	252.785129915984	252.861958557115	947.710999797821	907.949003540039	1000.96599047852	17	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	49288.8011605128	48095.9679438478	68549.5513372116	46864.2274701119	60832.0399628447	NA	52191.1130958634	46386.3321751266	181.870331771851	48742.7533170503	43412.359346813	42787.5663676713	43182.201344671	48812.4534096983	49511.0879278441
FT1781	252.855953652124	252.854984076066	252.858074845141	788.551003540039	783.896000030518	813.163998657227	3	0	0	1	0	0	0	1	0	0	0	0	0	1	0	0	NA	NA	NA	NA	NA	NA	1165.74838013568	NA	NA	NA	137.870841116331	NA	NA	NA	490.145505509948
FT1782	252.861426483474	252.861426483474	252.861426483474	19.262	19.262	19.262	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	NA	NA	NA	NA	NA	NA	NA	267.450924316406	NA	NA	NA	NA	NA	NA	NA
FT1783	252.972501550993	252.872090789488	253.105337707803	955.786500173569	896.405999671936	1017.38199047852	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1526.65195476056	7191.74091908404	5266.49671207034	5339.357601575	7303.09433194581	7464.05738000869	2602.92239822389	3993.7236190084	8068.31239352418	231.131190909488	4169.27306205142	6736.23279651603	4013.44774966429	2448.30268544977	7602.63784765946
FT1784	253.038541086024	252.995324462821	253.113024049949	234.352500116348	194.093003540039	359.877990478516	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2455.11756655884	2201.93683801408	505.589154793293	1517.65893538005	1464.31108021193	2129.86285998535	2310.67140122778	2732.48721818161	2581.90879812241	2085.04204265747	1361.47906670204	2218.60560973443	2530.73052998657	2208.3633303775	2264.66923894391
FT1785	252.917401450713	252.916545323659	253.058354645768	28.1031150817871	-52.9679999523163	48.2060661315918	15	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	2784.19353551511	4008.96401852417	596.019881927491	3919.1764418828	4203.26035829926	670.053678797795	2014.72121818542	5036.77903419597	NA	3845.13300749207	4074.86726085091	NA	835.883299325308	NA	4675.3693903656
FT1786	253.003235423195	252.953925503327	253.099642657572	512.821495075226	420.542003540039	609.755990478516	14	0	1	0	0	1	1	1	1	1	1	0	1	1	1	0	NA	237.798734848023	639.987087248232	1375.24477203369	NA	1266.12958012084	546.056592057961	654.449798679354	NA	735.113997703547	NA	NA	233.847983734135	1211.97308815974	796.042743310548
FT1787	253.188899788931	253.138505642506	253.254029949282	382.630995307922	321.022990478516	507.231	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	747.01632816162	6049.86161541899	26943.4175010627	25345.4324658203	41179.8380407672	31813.7550594768	30781.2201948853	26961.7565859375	25861.0968714498	5550.55686787108	5606.49598555131	28872.665714653	7579.71576999339	22076.1884186067	6891.05530259605
FT1788	253.195206754144	253.1355316203	253.197120286361	291.979000202179	207.464477539062	315.712002441406	19	1	1	0	1	1	1	1	1	1	0	1	1	1	1	1	9096.08818768125	8814.48223110963	8324.73423722709	NA	8377.10532485963	7286.87879796291	6499.29625827636	7989.86628662106	8490.25222905044	458.032941073607	NA	7093.28298393324	393.442872728624	7114.44760088309	7508.79666761918
FT1789	253.141144040101	253.137563549006	253.141562432592	864.870499397278	797.293000137329	979.913002441406	20	1	0	1	0	0	0	0	1	0	0	0	1	0	0	0	425.694506185624	11494.6304197457	NA	NA	NA	2854.34332147219	NA	NA	NA	NA	3455.45559520263	NA	NA	NA	NA
FT1790	253.127111133683	253.126760394507	253.127806862212	22.749	-59.9419999523163	27.9845790863037	5	1	0	0	0	1	0	0	0	1	0	0	1	0	1	0	1884.04508470015	NA	1963.08411157675	NA	NA	1665.77756243591	NA	1680.46046970282	NA	NA	NA	NA	1825.38547949982	NA	NA
FT1791	253.252406375431	253.251633128391	253.253327606733	628.270990478516	582.482003540039	680.470990478516	13	1	0	1	1	1	0	1	1	1	1	1	0	1	1	1	5309.49880072602	6605.97413268516	4830.05800606282	7581.95489607004	3315.74761112595	NA	4260.60473807749	5127.59498999636	2973.97296644177	NA	3650.2955700737	5427.8254498493	7365.60081139739	NA	4922.81003310741
FT1792	253.631905267676	253.619445799487	253.632523919123	435.452000099182	342.793999797821	490.740990478516	21	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	26708.768338938	18414.0888979159	16055.7623456468	1971.36054463704	17279.2042856598	18033.5821877355	13835.0426010132	529.778519430162	18329.8923840797	14945.8602606049	10935.1619659492	16875.8358452149	15990.7174455786	14477.2004024506	13656.4980185795
FT1793	253.617440164559	253.616826333004	253.618567865198	615.146990478516	614.33	638.012002441406	5	1	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1066.17123802304	NA	2326.43682478391	NA	NA	NA	NA	3420.01054303435	2199.98205219726	NA	NA	NA	NA	1838.54858887896	NA
FT1794	253.859783738431	253.85884899187	253.861317660989	948.050495288849	909.738003540039	1001.76199047852	14	1	0	1	1	1	1	1	1	1	0	1	0	1	1	1	6304.58203393456	6654.81814154049	7619.55060505271	NA	4607.17317008054	NA	6673.431889801	4712.34380596455	6891.30720761941	NA	2823.32461680098	5480.47889124648	4683.14560888671	6800.60035508943	8233.33309754178
FT1795	253.906144786494	253.884155392619	253.909606958852	18.3864858093262	-63.9269999523163	24.2635402679443	12	1	0	1	0	1	0	0	0	1	0	1	1	0	1	0	492.062277442932	NA	797.360056559245	NA	764.090843841552	702.731393973214	NA	825.300705596924	NA	NA	1732.23202301025	NA	908.52847097524	NA	NA
FT1796	254.090825097236	253.883920667689	254.092053447309	958.740999734879	924.697003540039	1017.13299047852	20	0	1	1	1	1	1	1	1	1	1	1	0	1	1	1	NA	5795.15428629557	5107.71731341552	4217.04047546388	8612.04907458115	NA	4912.34552095203	5195.79080575051	3283.50706055705	7666.38767411043	4767.69872228495	4791.47505358884	2434.7422313721	4905.96653746764	7090.92137816838
FT1797	254.083823325144	253.885087007911	254.094355689554	408.952	316.464990478516	503.554003540039	15	0	1	0	1	1	1	1	1	1	1	0	1	1	1	1	NA	2800.95222473145	2858.62276331159	2348.81589647842	NA	2785.14806888157	1859.58340726123	2348.15402154618	2981.03455918629	1263.44636739807	NA	1390.65385512288	1134.3956947525	2232.05503335857	2143.88536173706
FT1798	254.092618070355	254.091522199037	254.093713941673	259.031070388794	253.96614074707	264.096000030518	2	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	NA	NA	364.982251647942	NA	NA	NA	234.397043125694	NA	NA	NA	NA	NA	NA	NA	NA
FT1799	254.022021534709	254.022021534709	254.022021534709	778.958990478516	778.958990478516	778.958990478516	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	NA	NA	NA	NA	NA	190.957663444523	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1800	254.00911478008	254.007721687224	254.129100538451	12.1635000238419	-46.2429999523163	45.8904266357422	4	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	NA	NA	822.582396994453	NA	NA	852.749431791178	NA	147.585009683227	NA	NA	NA	NA	424.260278194173	NA	NA
FT1801	254.174754429587	254.13867390563	254.19921608159	292.477000202179	242.480003540039	335.770990478516	37	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	32604.3106324836	2269.71489824828	1770.31989375926	36771.8996460113	1371.05537360491	1162.49117434475	1250.78884806366	31944.4374115368	1820.37188639832	2902.29675952148	NA	1233.97546173363	32245.4481182213	509.628998336797	2085.66222370527
FT1802	254.182779758711	254.13280525537	254.249426097576	403.090496459961	354.525998657227	502.245000030518	38	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3366.37823364257	449.259362675478	787.984623065656	3765.79217548045	5071.3582824829	4322.20700431825	3550.4462455686	6143.2999633789	4212.53376831436	4721.18366140136	3343.12859073182	5601.61804682195	159.640442253113	3238.49462054951	1933.1221739672
FT1803	254.177430498057	254.14374974257	254.186367829138	874.487999671936	854.756990478516	926.386000099182	3	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	309.11884936524	NA	189.300620040894	197.389463081361	NA	NA
FT1804	254.248625377488	254.247628991195	254.248787048177	626.306495340347	586.460003540039	649.801002441406	10	1	1	0	1	0	1	1	1	1	0	0	1	1	0	1	5481.25121432832	6528.89186873372	7347.7028403524	NA	NA	6085.18462418905	5693.45556454464	NA	4879.4018845876	5156.25488405059	NA	6095.80229761502	NA	5575.25712528232	4240.88905291549
FT1805	254.706109463893	254.705586935755	254.70635379227	626.22250010109	586.460003540039	649.801002441406	12	1	1	1	1	0	1	1	1	1	0	0	1	1	1	1	13280.153568817	12095.3457565744	14433.2714225465	NA	NA	13088.4868212626	12768.5744851075	10769.0016079101	14197.5599681287	13084.4125130864	11792.1282138673	13716.5514968095	NA	12578.1143890124	9692.32344951341
FT1806	254.620548434887	254.61881707941	254.621579856432	343.291999797821	303.906003540039	372.829990478516	5	0	0	0	0	0	1	1	1	0	1	0	1	0	0	0	NA	365.415072280881	NA	503.74669588566	NA	967.643656677251	NA	NA	NA	NA	NA	NA	NA	354.443105140683	321.441423797601
FT1807	254.609934508332	254.609071412156	254.629300215959	483.341999835968	461.613000099182	487.739000202179	4	0	1	0	1	0	0	0	0	0	0	0	0	0	1	1	NA	NA	NA	NA	NA	NA	NA	641.822736083974	281.782577224734	1022.56564708948	NA	187.917928536984	NA	NA	NA
FT1808	254.823987295709	254.823791878591	254.857452724346	24.7114324569702	-58.1989999523163	31.1218795776367	16	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	55852.100353355	79175.9099587097	62531.1342869395	81049.6799598999	78194.0452293951	53632.5572708034	76361.6807269389	84118.259549469	73429.5347167969	73201.8865988668	71752.7995706421	60886.3458698273	49763.7421498509	NA	69872.2078045306
FT1809	254.858447916148	254.832183912486	254.939233913282	950.068990478516	912.024003540039	1004.94599047852	29	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	13267.7931396869	3934.80064544675	4744.00522479317	4621.45948106894	6993.6505516332	NA	14923.0182072235	2491.79820080564	1437.68970259603	6469.83583218994	19466.7852938842	6582.66235151977	14999.6493524306	4071.41236201336	4736.27538774413
FT1810	254.989424470287	254.986922945338	255.07263567281	232.923889160156	230.705000137329	244.007000099182	3	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	NA	312.087853011069	NA	NA	NA	920.799274435045	NA	NA	NA	NA	NA	182.004715829469	NA	NA	NA
FT1811	255.019625382384	254.999373119307	255.193289616911	950.806000150681	819.885998657227	1005.74099047852	40	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5732.59718122484	700020.881923418	9875.48237509541	640098.529052906	627118.066037124	830841.603636993	6850.31473347121	9698.42175015263	2390.99500253679	8406.6386057536	9767.69270146372	6853.000834198	610481.694818297	11237.8916512298	9438.78117254636
FT1812	255.208717356442	255.016505519509	255.231698473287	556.017000101089	493.340999797821	665.681000137329	28	1	1	0	0	1	1	1	1	1	1	0	1	1	1	1	14167.3044117236	3334.92247715978	3126.57671248434	13749.8641793389	NA	17186.1142954102	1299.74939021552	1041.407420195	1079.51920037843	973.964209958248	NA	NA	7725.92960012645	12793.4677493723	972.327809997559
FT1813	255.006071643019	254.993732425639	255.093491875258	20.01	-62.4329999523163	35.9300000991821	7	1	0	0	1	1	0	0	0	1	0	0	1	0	1	0	522.734766333009	NA	192.311402069092	NA	NA	478.558142911911	NA	503.543006235759	NA	NA	NA	1816.62029374695	560.070688534207	NA	NA
FT1814	255.193197252505	255.021354585047	255.193504914893	709.799995340347	672.686990478516	736.373990478516	4	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	NA	NA	398.763430128472	67521.0727379408	NA	NA	NA	NA	120907.220853515	NA	NA	NA	64433.7105547148	NA	NA
FT1815	255.193358312071	255.118821190938	255.211288314709	309.048495513916	198.070003540039	476.792990478516	72	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4581.59500078985	1978.38527178637	3340.66595335975	5340.70457825109	3413.05680075987	2223.93538431168	1848.73941500578	2557.10479944311	417.73565946791	2372.67232364422	13292.1263075474	4884.82069813452	2919.30135501902	2242.07965589167	3030.71993704607
FT1816	255.251090817673	255.249838118159	255.252929988062	626.880000202179	616.315999671936	627.681000030518	5	0	1	0	0	0	0	0	0	1	0	0	1	1	0	1	NA	NA	1251.0993119629	NA	NA	644.500509947634	1765.93038685912	NA	1173.61285002792	794.255425195697	NA	NA	NA	NA	NA
FT1817	255.279493853068	255.279493853068	255.279493853068	827.007000099182	827.007000099182	827.007000099182	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	166.292456619262	NA	NA	NA
FT1818	255.610142370794	255.610142370794	255.610142370794	488.438990478516	488.438990478516	488.438990478516	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	NA	NA	587.889023785393	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1819	255.69658577862	255.696138211429	255.697160970206	625.26600006485	585.664003540039	650.597002441406	10	1	1	1	1	0	1	1	1	0	0	0	1	1	0	1	6077.10586734012	9438.90530172074	NA	NA	NA	4701.53949816537	7207.70711485544	NA	8552.08454510576	5828.9553669759	6411.32317272951	6766.89990200809	NA	5080.88859076539	4017.633045929
FT1820	255.856272540323	255.837200196881	255.857317748065	949.581	932.816998657227	1002.55799047852	9	1	0	1	1	1	0	0	0	1	0	0	0	1	1	1	2044.20183478217	NA	4889.31268537722	NA	NA	NA	3801.79238966367	3713.408515564	1464.92910653685	NA	1457.8238688521	4551.48074065823	4239.34833315069	NA	NA
FT1821	255.938440743393	255.938440743393	255.938440743393	777.705000137329	777.705000137329	777.705000137329	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	NA	1038.40742270914	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FT1822	256.086925757002	255.882695444071	256.090031306731	961.575995288849	919.628003540039	1035.50700003052	34	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	59299.4987808716	96545.4442607063	96266.5292568751	98800.1630276153	105454.295480993	90872.3318959917	87210.1575881652	78947.0672426463	97406.7571633562	98584.2678328931	88021.8308775635	83944.9174367446	2850.73213235091	99766.1880576624	100027.473093963
FT1823	255.97978137078	255.938398029167	256.116881589257	22.6561079025269	-62.9309999523163	68.741000202179	28	1	0	1	0	1	0	0	0	1	1	1	1	1	1	1	2198.61341199494	NA	1277.09885034898	1470.30631226807	1087.06750033417	1457.56871135667	1676.05712072754	1414.30852189636	126.795024215697	NA	1465.64332489929	NA	2288.01708048502	NA	NA
FT1824	256.003352291405	256.000038052099	256.086404085949	480.141990478516	442.710003540039	620.963990478516	25	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1646.30198532832	11533.196663903	8259.65276893834	11173.1256830041	8498.20676997209	5953.9010890635	7708.21172061921	3034.42600237072	3110.09009036388	6163.79259178519	3799.33996145042	933.327279596332	8676.44962038891	3485.60533117816	5180.42096968689
FT1825	256.109944831518	256.109415819429	256.110442127033	178.501000099182	121.608543395996	221.818954467773	15	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	6029.67379971995	5621.35530937499	5381.97293795126	5652.0895454618	6050.37423167636	5034.30464888262	5285.87974118981	4869.96128858306	4820.22051897916	4990.02857753728	4763.07765193275	4788.90153156225	6945.97717292309	4800.92084483338	5410.14686132813
FT1826	256.211275112895	256.145665070615	256.29987169396	559.329496459961	483.766990478516	743.448000137329	42	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	12577.4455302693	2006.78317766461	2664.00631728513	1726.16105419006	15134.1640853882	4005.7128162842	10874.5068020426	4072.78693969724	553.158445068351	11333.084922459	4818.77890751138	13926.9200973108	11298.1845028157	13172.2736198633	4040.99719874571
FT1827	256.197094943515	256.196395752816	256.300819356593	424.257500101089	383.225003540039	477.041990478516	24	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	NA	4289.80750959122	22676.8677455979	23863.0680649109	NA	26153.6760117055	25853.0413044151	24950.2591333609	22579.7600123166	3421.44006832885	2748.66060711097	24709.2647354532	17712.1012787607	19070.6770973206	2325.62874013902
FT1828	256.213910294057	256.144466345336	256.265640658256	238.386000202179	203.226348876953	305.251002441406	17	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	2564.03468657531	3020.47015390409	146.716735862732	3737.39844230461	1994.64617389323	3136.3743142456	2573.64881856919	2998.29740542603	2473.29453226624	2764.17054542246	1684.05682097407	2521.96341281422	NA	1084.74499805323	261.360038868298
FT1829	256.19636617778	256.123195300715	256.1967088422	936.077000549316	890.826000137329	992.204990478516	13	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	NA	132186.537051146	NA	97018.138180224	74556.6709953661	105488.517161028	NA	161.816198295594	NA	90434.3245357014	NA	65764.3684167533	82580.9387858076	62014.3828435146	75966.659213673
FT1830	256.275065411831	256.274632712597	256.275508876357	19.2071149291992	-63.4289999523163	25.4028053283691	12	1	1	1	0	1	0	1	1	1	1	1	1	1	1	0	8079.5214567852	8302.5556512928	9872.25181662831	9189.11238221523	9579.98011241455	8077.23883131663	10550.8926462555	7815.98951545625	NA	8001.04124215698	8142.80080230168	NA	7545.8183331871	NA	7280.54393749618
