"","GD_012_matrix_RPP_RRHD_B1","GD_014_matrix_RPP_RRHD_B1","GD_015_matrix_RPP_RRHD_B1","GD_017_matrix_RPP_RRHD_B1","GD_018_matrix_RPP_RRHD_B1","GD_020_matrix_RPP_RRHD_B1","GD_010_NIST_RPP_RRHD_B1","GD_011_NIST_RPP_RRHD_B1","GD_013_NIST_RPP_RRHD_B1","GD_016_NIST_RPP_RRHD_B1","GD_019_NIST_RPP_RRHD_B1"
"group","matrix","matrix","matrix","matrix","matrix","matrix","NIST1950","NIST1950","NIST1950","NIST1950","NIST1950"
"M85.0741T37.6785","58266.6125381836","48933.2288546317","47563.399778765","38198.1269274414","39079.3831178222","34917.7692402954","19227.4302023736","16039.4033804528","13095.4937916712","11769.8577583438","9434.38586535305"
"M85.9408T949.148","903580.160523759","856936.912551675","682865.653647185","707602.293310206","634682.524861462","603104.673007807","1084989.51433015","1119454.65586921","952103.59537617","694662.631420317","655575.561614742"
"M85.9417T20.959","86285.9012876903","107582.01829103","95842.5950214044","80553.4705300249","91440.3857498932","55937.1687595992","33703.0021276978","23218.863460603","23402.9951975829","22783.9552848834","18140.1067105861"
"M86.0597T35.26","36474.0114226558","31183.3829591759","22552.7281896794","24224.9454349444","21494.9192828801","23484.3730172138","47688.1028147383","41555.1757386259","37812.3252874235","28516.9936025462","23137.2570942912"
"M86.0965T35.867","18171.4323044014","13485.1874363505","18025.3189263308","12285.4632360396","9406.25036578252","17477.556240307","2864178.7975434","2541063.49031828","2238636.14923916","1847700.08640915","1694419.03340249"
"M86.9383T20.959","59569.8013042378","62183.4183989746","75962.7332128988","56972.5514776658","72585.7928547851","57760.195284375","27374.2327290306","19167.7609131121","18442.7408422121","16512.8232691639","15460.9185312364"
"M86.9407T949.148","237949.058191695","214052.795108586","190092.004890234","195724.986364749","177913.710642155","164379.26255898","342972.326133213","277427.463547287","251839.500051505","210852.633515926","165614.508525508"
"M86.9922T949.153","62515.1305410034","57086.02815918","54157.9690626781","52159.7466766513","47573.4524001995","44670.5790189453","63872.4060699937","65979.105020712","60668.4771020019","51525.6927473415","45394.9051134837"
"M87.0997T35.865","3822.82276931872","3281.34357891766","2637.114251639","2321.53548226396","3517.1174026102","3471.01227079793","178134.155056792","148253.087906644","138798.604414387","115683.35599454","97126.7332783024"
"M87.5093T957.028","18251.5749822734","18636.5530970215","19365.7755389345","18112.4898464376","16420.6449788453","18298.6959468452","25566.4479848791","26065.2175086218","19406.0660497363","19617.920939535","11773.501913713"
"M87.9241T964.296","2359319.88631169","2131497.46861242","2051631.41166382","1870265.98996687","1734253.37321685","1777968.4020813","2718465.69663712","2595407.42354371","2254311.52568942","1948579.468498","1739557.04629916"
"M87.9243T21.08","274998.467481079","315670.826558203","298994.97868374","249151.630128449","283484.909219108","222412.875913214","88303.7034400151","66590.6675824366","60117.9004293357","58956.5019205118","50946.8018472056"
"M87.9362T948.5485","374543.355032361","383436.17338685","379228.115273225","384171.234407224","297385.641424135","280637.677903686","430895.809370946","475861.079958856","339040.761401413","239898.471478887","293915.542136041"
"M87.9604T963.691","244268.990845545","223174.034817627","207513.553744582","196123.51653712","182484.630968619","164729.04430928","296109.727120615","266914.185531012","235080.109561787","195584.663454172","173887.633758673"
"M88.021T323.5385","20505.6643337569","19657.7009454346","18379.1279860978","22760.3294622976","16305.6033637008","12964.59118021","24447.5329085811","22734.9682417543","20512.1639100838","16724.9966185197","11954.6512295532"
"M88.0757T23.234","14728.452428295","13614.3048104493","14796.1050217629","13176.450218103","16638.4203471446","13144.7531620807","21280.010005251","20804.0933296526","15526.9659949806","15504.6385383817","14073.9635807776"
"M88.1119T23.942","57342.9681104135","47864.6023516602","39771.1341260943","37820.2839428223","38033.269390509","36456.88837422","27180.3944355582","25313.4241040389","19410.98363421","18971.3030715909","16837.9202271807"
"M88.932T966.714","8501550.23308662","7396166.26363135","7002289.72091473","6092316.10679953","5862135.98952072","5533947.76622866","8831220.2167634","8494144.79022673","7664976.27394103","6408144.68063599","5683928.90745314"
"M88.932T20.959","1350778.96199849","1549382.67323281","1449209.18674238","1153225.37736875","1314137.38887223","950483.281827897","440808.609526706","339177.320524165","296940.132094877","274168.876165622","236782.733731071"
"M88.9378T948.545","40364.9999345141","38003.0080725638","33432.2164676074","34829.7642634035","33575.3079528903","30893.2088110351","46926.9887375779","46518.8456258503","42205.60866968","35839.6256982554","34050.824240702"
"M89.0591T50.396","24657.8613497968","24391.5656212888","23340.0247215169","20170.2417142996","24181.1774885012","19465.1215448857","7082.11495425415","7845.88813647461","8803.7120612819","6650.77042728143","6660.53367436895"
"M89.5068T20.959","498465.478314987","358000.421486683","323760.685890654","281059.537360352","320309.359152772","211635.65695949","159444.728501518","137860.817504009","104048.054963584","97655.8280194843","87343.6290027618"
"M89.9059T951.574","246405.895091834","210157.041137609","199817.299938211","187420.038006338","174459.684216685","166844.837185073","283245.38085951","257620.180142776","235270.537811783","191616.549088471","173232.700346161"
"M89.9337T948.548","51637.4919041014","44523.9159057861","44889.4457955703","37067.5016254474","37421.0325345095","32564.4249297637","55416.3388678019","52684.0187146314","46805.9865211943","40048.469069388","36400.9101592486"
"M89.9396T20.959","372158.080702515","387331.770852734","351242.16495083","280578.145764664","309271.704421753","224925.811021281","120298.262394919","89348.2119967626","78013.5264717157","69134.2325384422","55924.2821804144"
"M90.0548T26.781","8922.23584379078","6939.29440257522","6051.48551659475","6484.96515977055","6262.24133746088","5679.87528599415","49015.830194136","42321.3923606754","35768.7432211304","32887.1243707401","26784.048289209"
"M90.5069T954","358487.322663618","304278.967306519","286341.286238715","282622.828502631","258267.369940617","251164.552321569","386733.305506181","358885.936739525","301661.956076177","285518.57078945","257134.438714288"
"M90.5072T21.08","220677.20450548","181461.298895378","186556.337609442","165344.997993105","167185.349587131","162406.331297186","69579.8247561398","56212.336383999","48701.0848137722","42507.5888539438","37448.1963594727"
"M90.9477T965.507","874886.771422311","729314.845527535","780948.12758115","731686.939298099","626358.347433777","578045.898116378","1000754.63253411","954644.563109858","779560.578236819","739022.014155273","610765.945710215"
"M90.9476T20.959","148932.061473541","146719.349078283","139988.818020401","115269.496645634","127264.201551361","102486.268735657","59042.2514045768","51538.2054485104","43277.2273967811","38912.4221084068","33039.000677861"
"M90.9765T944.303","164773.91175276","139074.89622092","126212.753864727","111270.317495446","109364.94864304","107262.587993534","177987.814287034","162629.07390624","147042.517113618","121533.828871124","105538.232679291"
"M90.9766T21.813","14809.8931205444","13102.9610233833","3672.59052347456","3666.88097307478","11806.2173494135","4064.93860628128","493090.420250788","434179.051423547","418925.503890174","360292.253099887","303203.309764832"
"M91.0539T438.6055","77470.1138676927","60252.6787858549","56579.757608659","48492.5752489834","54561.8558311625","41548.9176610168","47325.6012008338","46422.071375368","36255.391267517","32169.6003185575","23826.5197839075"
"M91.0542T48.579","7340.44842703858","7728.12412142408","6104.07676333045","5368.97543240106","5192.70847359184","4503.87789599113","94288.8038707566","85740.7334608387","66814.0904493877","56574.8357515753","51901.3720333368"
"M91.5047T21.08","85084.5780746629","75291.3420170235","77824.1395002645","64442.7618495589","67789.3228571054","61987.2686025476","29995.2113597962","24239.483520015","19919.0121568595","19568.9378964184","15379.5016219664"
"M91.9032T951.575","78611.952828608","64053.3100139514","61675.0180928271","61475.5640915897","57790.7902592114","55468.4025028692","88325.1300256614","81095.0793049317","74222.1370236574","62189.2163970136","56463.0605054952"
"M92.9033T949.761","115007.872587363","108942.610001663","99363.9157935623","102996.787546285","91337.6246652858","81621.7944038168","141540.155745055","134739.104055273","113330.320291052","104160.881844663","86151.9323821321"
"M92.9479T948.6995","26463.1606342031","28052.4739943216","28411.4097816255","24098.9086088562","23006.51484824","20494.6827760162","30756.7579438276","27687.5721612193","26454.6324726491","23170.2150148563","18527.8718649959"
"M93.0694T38.283","4433.22481538696","4923.05783605665","3515.53260329435","2870.44776809188","2679.07442441832","2713.47703013312","42160.4612888905","42804.6984782318","37118.579716078","25851.5941051954","20774.4110936777"
"M93.901T950.367","37474.2902107747","30023.0757788992","28256.463638585","25814.6710238172","24375.4141188235","22689.1480166966","42671.3025873082","40261.6990378689","32660.6844290374","27698.3577003478","24850.1041900827"
"M94.0652T23.8355","12107.8198440563","15413.0995852699","9641.80522668457","8580.77159940308","11204.7321975903","11458.7404424538","41923.5563776033","42481.6528352141","37052.3393785421","27079.2359629032","24096.615820014"
"M94.8994T949.762","99286.3864161492","82505.5301387628","78187.5751485278","68972.8197393826","68679.0730737996","59331.6408151317","114530.991734049","106370.940689453","86956.7877533228","73160.541550067","66445.7836641845"
"M95.8984T950.3635","12730.4994714508","10145.9472403046","10507.7464200592","10587.2294951316","8498.9553876972","3519.30922700738","16399.253938623","15071.7334362946","12899.4610600745","10842.0119979042","9389.54691235671"
"M95.953T20.943","46126.7255579113","51782.4290733941","40919.0078152237","36787.8219055731","40714.5672296906","29887.9356537248","79868.369008227","66765.3505784097","59338.0912051819","51265.146093121","43308.9503142783"
"M95.9734T20.959","107346.685157935","125729.559837583","112246.137423149","96015.2090008525","116264.534064119","79912.9000976759","62300.9458509694","50367.677600836","45755.745471124","40444.4297959407","32913.6229950054"
"M96.0174T957.025","94948.9319424606","83536.3673451587","74375.3130908775","76615.5831288242","78828.0516007233","67398.5531352223","117767.134986303","107141.697395757","84995.4453944002","84535.3530731964","71289.2529948576"
"M96.0445T27.987","44706.439733963","44459.661695707","39563.8824647006","31678.0673688767","35877.9389961403","27667.339024712","40335.882149863","35954.4441096497","27361.2184550808","27209.683909314","20701.3983795548"
"M96.896T949.761","23819.8698102951","20785.4167815693","18710.0361646701","14861.8621900054","17136.3159059204","15148.423718897","28218.6348105525","26827.1912828924","22478.1462221212","21551.8854951047","16634.8910311603"
"M96.9376T955.816","346974.38029843","299630.646588385","321593.632075038","278785.067891206","252542.752916675","218031.06169292","416529.469554408","374038.188375622","339894.921050282","207768.422928794","275117.505651182"
"M96.9715T20.959","59886.4376779175","77778.6764617188","81642.2338419471","60071.1095878906","70653.5986725511","58825.5433290667","18250.4852555026","14767.8160488471","16405.2407329874","15829.3724739597","11010.4913114356"
"M97.9324T20.943","116248.159710858","144245.272377307","129317.310329131","105247.236221144","122924.949411599","82648.0162356934","41534.3639419746","31871.3085597422","27236.3869182011","25681.5783981627","22061.4596349676"
"M97.9689T20.959","1824601.22213345","1925084.59424063","1794433.00121361","1504661.71246328","1744614.13728285","1278577.70104398","500613.818376586","369221.453163076","349069.120319075","332030.164921754","295837.71645059"
"M97.9909T954.601","98349.8901547288","104598.796702765","97283.4196666834","80505.1128981329","85588.5237525987","79605.4844254961","136568.256859557","112470.491476799","105784.711650937","84547.5243295725","77676.4130203062"
"M98.0774T34.072","229134.551566809","217267.941491374","180811.565042796","162784.063917713","164280.466184375","143305.319645754","55053.389998194","47765.1333835672","41806.8791278507","32176.4855651565","28355.1094645154"
"M98.0776T35.258","317999.542585487","297528.489026874","263844.310889962","223656.82523594","240458.201089516","181466.701559841","56561.570158318","47719.8124201584","39975.3402626422","32357.3633370553","27806.4935799694"
"M98.9614T949.152","5355759.64067125","4636293.85182678","4362021.79456879","3964987.17492098","4981638.04254344","3249390.41453666","6379481.50781723","5916717.74153377","5111305.97531156","4143654.97723176","3609843.93637848"
"M98.9619T20.959","628751.375640733","674139.623241781","608864.564598307","490086.52844082","548716.174486945","385176.349557853","201772.168639597","157896.192484918","137390.690877472","133751.500212249","103231.133216433"
"M98.9616T18.239","689437.79230714","735974.730176302","664104.894836171","543186.930793594","597116.803880832","422842.937063193","234311.782642957","160058.331183997","155618.743098539","137017.408768548","114484.424583708"
"M99.9256T956.417","436484.650434685","284935.366744224","258211.097587082","208471.516687316","233644.943260965","222350.500033105","390312.996803165","377315.219638737","350636.61433821","199617.90305625","234943.467656143"
"M99.9476T20.959","97323.4141595594","102300.542901216","92870.9900289632","79428.4844977631","80324.1837307773","63695.4435134614","35884.7452681614","28806.3938500276","25295.0534141588","23009.2478138916","20526.5784738228"
"M100.0757T39.498","189258.893212532","167520.188729024","149071.483890992","184185.975428773","127776.6965333","114276.204996299","2961872.35584668","2679497.23184196","2217361.39526174","1750987.49767605","1643820.6192437"
"M100.112T55.851","146589.78796543","122757.998813747","114717.87649157","96771.9638181018","94950.6794738108","92497.7465561829","13859.0459743505","11256.7628937409","9403.0506895978","7610.98336928035","6558.59086461182"
"M100.894T955.815","18531.6562911987","13769.5336760706","10962.8529588745","10970.2845975341","10549.573045721","10093.2175709228","18375.1411204064","16270.6095693115","14972.0919706726","12577.1073417171","9080.51458866824"
"M100.9567T949.148","2329704.00404977","2031656.87206284","1901780.77179062","1695446.03627536","2090552.59949943","1503440.56189181","2642109.16891663","3479041.31587313","2940322.19986913","2332971.35589135","1576232.38966736"
"M100.9566T20.959","270873.650050632","284293.79411934","257982.981254785","207856.487592676","235750.238664124","162012.031765305","76246.0831652146","55858.8729655621","48211.3733598176","44218.835638297","35275.8112712197"
"M101.0789T39.499","12295.6412880731","9652.96371899229","9884.84155468303","8623.83114243354","9057.95838792414","8244.88815142485","174095.504271837","150851.20198291","129372.551343323","107752.322877471","86213.5863939857"
"M101.9641T948.55","1312063.55809787","1119068.06358069","1142680.43020102","1055352.06868795","991645.721031322","945734.832677868","1482134.82799813","1420603.74630023","1281467.31459539","1061382.11240597","976285.151253079"
"M101.9642T20.959","129219.465445166","152588.348727832","118438.208340225","110246.201188306","124726.372879579","90856.1523918416","165757.302708148","148650.19226404","117284.014572862","89701.0409565188","82791.8459972518"
"M102.9477T963.688","1183773.85549844","1052088.632308","989865.273937337","853071.030464155","897499.522155763","798779.786359164","1402691.20795953","1275527.79437592","1093290.76855423","931258.218247071","813122.245996876"
"M102.9553T948.549","302345.032709166","226316.506969183","231612.270488332","210150.996398803","199463.157235564","185092.24924422","337416.02642761","312789.036383637","272404.722336703","208035.408311369","195462.755483221"
"M103.0541T38.2865","11454.2878962994","20997.5546216623","17060.9863238006","15965.8094021779","4590.20410498657","13320.6020583538","1160213.38523559","1057707.57309629","870324.899605503","669209.483013365","558924.802039696"
"M103.9559T956.42","266992.611566181","234389.69130249","219341.33540039","191308.584429016","173913.517594188","162846.424928285","273740.794467827","289543.751806134","245092.614492189","211877.887586541","173583.732674084"
"M103.961T947.941","146152.968332071","138202.616529053","137675.458524583","123842.72187753","103739.93573015","116769.756961664","162708.88702559","160899.386849737","153102.19562427","138964.038801666","106269.915641031"
"M104.0576T38.172","2759.73492586306","2279.99372486683","2149.38260510093","1669.10420170659","1808.49380761915","2257.37929002412","97739.582691591","93709.4069055924","77060.1373426514","56316.8143344727","49535.2349087524"
"M104.0703T27.385","52957.3199639511","43559.8337227799","36584.569200043","37248.1462701663","37610.8282746625","32532.1873788364","18188.3615513208","18374.6618544214","13771.7158493042","13266.6651528962","10901.2216460222"
"M104.1072T23.146","52502.9589496227","43369.2172233032","36299.5063221826","37046.2125319282","37695.5936205108","35822.4141061275","4045680.21220077","3613203.26922243","3046051.76825543","2437624.31742205","2138277.50970522"
"M104.1069T468.334","5314.15013343201","3776.76770486468","3428.20423505198","3597.41997985018","2535.02037022825","2792.5427166997","216617.077158855","209400.616707468","176891.675284442","141645.571027633","126610.566129047"
"M104.9389T948.5505","20150.5335261501","17008.5849491273","12441.2862048641","18736.2394642887","18796.2106372753","15849.9845084906","23796.3369896874","25061.5780858511","15539.1185482934","19642.2725247288","16046.3508005172"
"M104.9924T23.147","20990.9101941551","20944.2132777192","20068.6157908118","15328.9444411358","18929.2316791355","14297.9387921865","28615.7356356859","27564.35507998","24380.4369357953","17679.8663413311","17255.190959959"
"M105.0331T404.095","71146.1594819858","59008.0115535267","57162.1170720124","51191.7599778196","47595.4644864859","43099.6194712274","58332.1786318138","51261.902407584","47335.2083100733","54637.426352482","33810.8816191711"
"M105.0331T363.509","106760.95457749","96535.44778636","95018.3028522142","78564.380157837","76252.318046984","71619.8778665729","49727.3410960651","40632.6623446001","36691.5209994854","33324.0176110551","22356.4675834599"
"M105.0331T240.5675","49498.4185084039","47139.5293655003","44801.2776863014","36585.7634885222","36568.8140855996","32852.2492775486","40865.5758938802","42349.4850190986","32109.911950774","43008.7367028035","24092.8680672383"
"M105.0692T38.2855","5104.55804314055","3760.71604483548","3123.94950644778","1904.10223627321","2337.25448677779","2295.66809457646","23539.3432086382","24464.4682075283","20013.4171738222","15964.3292253794","11024.8640935633"
"M105.1103T23.393","4757.00562041364","4227.03530462055","3103.22725662977","3724.57601420217","2252.06445752817","2736.66137024606","259393.776173418","228925.790225819","199967.622602434","158939.267342775","132522.18638503"
"M106.0365T74.358","4490.94141247559","3497.0148074379","3798.37960720281","2439.67953521","3005.48182532383","3266.49432693913","21282.8489533924","18381.5800404691","15988.567801981","13148.0720695664","10002.2405418701"
"M106.0863T23.364","108018.225045427","101597.453421242","91065.4186473078","84987.4446697309","78017.1051860629","69896.2502715576","19102.4941050076","17761.9732821099","15110.3065979016","11869.6241281055","11928.9735965019"
"M106.9427T21.08","79652.9256408219","79420.4415762695","77318.1600784873","59872.2872933202","71488.0904051625","64193.3899482615","26824.8062439371","20893.6834343873","17590.0843415053","18498.080617777","13488.5520976819"
"M106.9505T21.33","35921.836277553","42387.3623956169","41519.0362030203","35636.449733139","33336.5808901847","28327.9455784113","30930.4212265778","27069.6869642944","25516.0355337779","24135.312386055","19035.9460559164"
"M106.9918T958.844","220205.275376072","192547.75071413","191207.343660622","184288.735041161","201226.871508815","164743.583189906","253575.377159073","232292.18420783","211869.359443559","187158.718258357","179351.696939572"
"M108.0806T24.2545","55913.7048019704","52677.4642503227","39004.0047249838","39140.6656308594","49347.6351192412","43397.1850516648","17706.844507053","14413.80909421","12388.3911089765","10447.1052152361","10154.0017864159"
"M108.0806T26.174","61611.3275037003","56742.2634437715","50711.5978510611","46405.733825069","52478.258152442","43295.3038750209","18308.726241096","15807.2993460432","13222.8950091815","10860.6147400146","10793.443869704"
"M108.9613T956.422","115933.847497902","105951.712110578","98065.9441290838","86787.8932286211","84955.5047296253","76877.0196857241","133829.753368555","125594.431977133","112652.455382791","96584.7404000173","79062.0056533036"
"M108.9613T20.36","48638.7215527783","48234.1596673235","48236.9877654785","40510.8980021433","48347.078648388","33390.2996976139","26106.8446356534","17785.7170432963","18717.5409755745","18121.2745977911","16950.5045380076"
"M109.0521T42.526","7327.1368278408","6074.64410262357","5776.90536305399","4974.8216087946","4478.19004715644","3935.58473606133","6783.64304234823","7788.99070343018","7635.34818725756","5104.32939781882","5004.73972060204"
"M109.9437T20.94","38675.1175894839","46350.6572156322","40288.5867282686","33038.5749698478","37637.2709196693","27167.6002865725","15706.8781015406","11662.2003511128","13085.0421096985","9509.1676297458","8442.0063472189"
"M110.0083T949.152","317154.145848555","299694.091849213","288849.265483827","266688.563405926","263396.106274269","250491.094998254","360889.304076737","344680.208808551","319721.334117431","280989.363692437","260051.591330928"
"M110.0087T21.327","211796.029843648","174325.669757907","159759.416164661","135133.599664823","136795.965004347","137737.625764908","199112.555266749","189379.346454908","154207.37375338","119373.329248976","111796.938397424"
"M110.0763T37.664","92611.1244514838","84247.0098874283","69809.1478666504","55352.9970124023","61759.5392374878","46981.8646910894","158861.901922965","143940.411777938","129027.174702566","102682.264299081","79880.8361643601"
"M110.9138T949.7595","19115.3402738646","17066.0070647903","25504.5733763279","16596.171531369","13628.777405984","12827.8563341789","26445.5208476935","19165.9615901374","18440.6039590612","16593.0359461167","15317.9921831849"
"M111.0098T949.152","43162.268700199","43402.9492095568","42939.456919155","37605.5827382592","32327.8132379871","39517.3191364269","55692.3513380654","53066.2593103479","41711.8228136675","33385.325480078","29492.0724328845"
"M111.0811T38.286","987090.103306205","901728.145862324","795504.36902581","678258.432760628","673936.861494926","560081.114304362","277545.62960989","256614.783019499","210144.399251091","160392.786605886","133184.610287243"
"M111.081T37.4865","999788.567043698","918918.644980331","795593.156617702","678806.189328768","669155.918292571","569784.586040415","282984.445599305","261065.011769335","214513.128171023","163377.153134266","142083.136838856"
"M111.9359T956.42","323806.070767711","242340.78024982","254958.583040241","251814.69244683","233233.922126844","208195.801692123","337327.488961487","346423.006451771","318362.162625156","218072.778319588","232566.464108122"
"M111.9468T21.1355","32778.2523596428","31152.4340336146","30070.0066224254","29088.6733363484","33426.4562542605","23327.2499334816","17251.478452165","14170.463930496","12670.2164647508","13183.7673965135","10551.4246011517"
"M111.9683T20.959","169870.568624641","137513.032884172","116215.084703874","107231.070200103","118158.762725216","81246.574841296","62295.6162972229","58786.5790986801","48964.2618990473","36085.4241446338","34289.1722689634"
"M112.006T949.152","18420.2967150876","42822.1485875701","40522.0607048498","39052.9302295878","39204.9699056434","36723.7839004325","56262.4497959594","52640.2679324035","35522.9658569509","40122.6188267578","32167.5007126643"
"M112.0063T21.325","39332.4773143852","24449.356221406","20814.3436890045","18027.6025261729","17843.6713065417","19430.7961433522","59894.7018106711","56231.2094571759","47392.0845409492","35144.224590828","32913.3628684292"
"M112.8957T24.033","3282.47113229474","2940.47944379741","1478.51935408843","2442.91186771414","2763.52547385793","2126.85901148407","32719.1304585405","14001.0587437248","27713.057393361","24814.7507884216","22832.465796123"
"M112.9514T948.547","76948.5678646799","62129.2496442568","70258.1654266286","62836.9260384764","62234.8958228918","61324.0236094664","77547.9492975733","81031.6102876081","89474.9287430067","54516.2510842745","59033.3065307174"
"M112.9559T21.08","706271.233606567","807384.149329688","726556.874187777","592484.891860604","679368.788326361","509656.128288218","229755.691246083","167766.63075633","152052.874203693","137476.133922829","118311.513650712"
"M113.0336T32.146","274862.850118589","257542.558445062","225541.765973379","167490.035014465","214388.933388323","151078.422584663","9841.7469140625","11381.0084020264","7279.98253827145","6785.64722191444","5416.77950763428"
"M113.0591T74.631","49828.4103939793","51387.460562446","51344.075825787","53360.5683731322","53391.8672307508","62332.0548709366","22539.8437799835","18412.3864364256","15833.8816623402","17196.0683293189","9321.23432339478"
"M113.0957T76.417","48292.3926762887","48962.5652186974","51173.4102751555","53568.5487366322","53386.1604448547","60648.3751534619","34884.6505352515","25428.4022681474","24543.0062213892","22443.9308992373","22206.322181103"
"M113.0964T37.6785","20537.6688584518","18331.4793063232","15468.4710232422","11637.8382457924","13374.7947275848","10226.7688832113","9855.53883270351","11262.2261350771","8768.54884944182","7632.61153773892","5881.75007148197"
"M113.9465T948.548","352461.873593168","427121.602806626","390299.981552692","394950.574128332","285541.444679489","277507.182312555","387533.684810392","375486.6003226","348477.573100319","311146.468845405","378018.856103554"
"M113.9637T20.959","2635869.02491493","2081758.13594029","1973413.14833378","1751165.93880317","1992328.7144668","1329812.06429032","819290.260551643","641497.638853615","540179.941500967","463386.755465506","409708.413970458"
"M114.0661T26.175","42502.6240369001","46625.7981853411","30778.2537241684","41974.7311020576","32787.170716986","29738.9881972484","1085749.30608105","935674.201595982","844623.241162179","682300.527646833","563395.1766893"
"M114.0723T36.886","72652.9298036957","69340.3005622004","33519.8002080829","53201.3347799469","54805.613120636","46656.6109731118","363842.848350299","302269.400028517","275234.724571672","239485.198174806","188637.380055094"
"M114.0909T62.507","950656.319074042","847466.412043013","741964.255699007","674364.91214519","641882.218837596","564961.047749368","1345790.87644135","1177809.21054514","993019.786460763","915916.428000844","668311.926928284"
"M114.1273T296.289","27218.7333424478","22515.2575193737","19627.7100212127","16965.375731223","16497.6618788699","14136.1957074357","5386.25012613928","3781.88568240967","4342.09064766751","2870.66721852252","2659.10538472748"
"M114.8931T23.751","73071.0130736328","73216.7407394973","66139.4449474951","47931.6872134102","68830.9007628243","37371.0549232746","15591.8396886709","14759.4791430996","13125.6007482719","10709.0126166302","10061.0977801706"
"M114.9354T20.959","116461.792243581","127115.034714702","119035.041541413","75294.9239288121","107469.142718782","75782.4492406537","55136.8114834483","43105.0725455116","39322.8867543004","35264.244236483","31234.2576898421"
"M114.9562T948.549","2347736.55275482","3002100.28732441","2887918.82038682","2033717.30821186","1923151.41454957","1787670.5992189","2743117.87745834","2583199.04634888","2321597.1899733","2089495.30132596","1885816.72049161"
"M114.958T21.08","231078.140557445","258903.925742647","238333.156040452","204759.157055664","230804.558821854","161785.639324951","63028.2323340397","42275.9634923805","40746.6488444096","39405.0213799526","33208.4298739923"
"M115.0064T955.81","38066.3503332711","41228.8239546203","31445.1143722654","28955.7196891277","28273.9873382163","11406.4619255372","43831.5453537107","32390.9000942828","37854.3625611575","31954.996601367","26664.7733420141"
"M115.0283T27.2525","213304.13332907","211161.274514844","176661.158656717","161336.96300647","147535.526981386","129870.720597306","28349.2324317634","26684.3237875424","22442.3128562411","16135.6635674043","14657.1894219733"
"M115.054T47.371","13379.1939841076","9584.76160848162","10535.3491238866","9391.94028618253","9806.3149468711","10464.1663067796","93797.4253753281","83211.0791831556","71589.3588536136","57776.2108729353","44883.2864082896"
"M115.0694T26.174","29127.4986858559","24368.0185855896","25645.1847750912","20581.3349041271","21731.9175144251","17858.6453270777","46505.9485163208","40363.6572751079","35869.0080992287","29662.5671807129","26139.6068335938"
"M115.075T64.941","43084.4828078796","41138.2977354642","43101.1400380812","51031.7613529195","49973.9418640284","49937.09779328","17197.2593003202","16904.4533639145","14090.204582387","15103.8479767362","14968.3309163271"
"M115.0784T22.1505","20369.5815217895","20172.6141269852","22930.4758604459","15377.2383027664","17474.4869064941","16281.5714831834","48401.3412613038","44216.0878512341","37370.2845178292","30542.2809230629","26403.6347930397"
"M115.0942T62.512","57576.412609783","81984.6490506779","79337.8963551878","43667.8645070615","80793.2936249243","74551.3702010538","87760.6440060665","80155.455541129","68866.8847620588","51915.460327753","45282.9902735696"
"M115.9422T948.548","119881.178936569","110635.220985863","101113.357175166","93799.875924622","99063.7197577948","107312.220136791","137826.337809942","127384.81958002","110770.650030566","111414.25906837","101156.671408252"
"M115.9636T949.154","2802158.48402801","2574072.20603577","2474928.55052856","2241005.92710298","2130601.07852005","1967837.46457537","3231376.37747834","3044825.67526634","2676557.17717255","2341743.85464111","2046043.73956456"
"M116.0707T26.781","239413.193198518","25381.5777344821","30255.8172077109","171558.69693914","163340.917888471","145313.622722782","928135.312068787","852574.950354366","723704.766841293","602367.847559399","555206.14493288"
"M116.9517T948.549","946739.31673611","1147931.75844146","850329.744366088","770861.01826899","718384.055587601","685984.769126611","1088386.44812293","1021220.82068061","915901.523716495","808963.651037871","989424.700198629"
"M116.9519T21.1485","71640.0458847831","93046.2434944153","94119.5665516764","72677.7331069268","92578.2411421875","56191.9712043457","66892.580349763","63800.231789464","52886.6673835366","49045.3813732108","43031.6012048966"
"M116.9635T964.9015","100580.409036914","220341.131041914","142349.488897706","169911.997988746","165534.470147513","132264.341685156","167486.200176082","218778.279423622","99567.5473230472","190488.787304078","164995.330613188"
"M117.0385T36.886","18779.8254443386","17212.5950365404","21723.4733981067","14182.1084122021","24264.8781903001","15630.5905340881","63535.4820865432","60786.7983975516","50240.0182986527","34239.63339302","35648.83441587"
"M117.0576T47.187","17596.9596796875","16010.0687698334","15768.8155258071","13068.8025664355","14820.2428607925","13310.6967164241","133575.285979713","121037.38525003","111860.444541782","82526.1935324985","77226.686377393"
