"","mz","rt","","","","","","","",""
"group","mz","rt","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:Yes","Cell line:T24S | Treatment:Yes","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:Yes","Cell line:T24R | Treatment:Yes"
"M836.55T332.4","836.55","332.4","31277.9","34008.3","35535.9","34654.2","29848.1","27485.4","33819","30755.3"
"M629.55T333","629.55","333","12758.6","12324.1","11668.3","12309.7","11056.1","7354.6","5282.7","6102.4"
"M716.56T336.6","716.56","336.6","17929.7","13353.1","16334.5","20565","17095.1","29225.1","17912","28267.2"
"M719.58T339.6","719.58","339.6","9527.5","12091.1","28926.7","15284.4","25506","25966.6","27226.7","8298.7"
"M605.55T340.8","605.55","340.8","3272.9","3883","5490.7","3598.9","3541.2","5145.5","5393.3","4500"
"M747.57T340.8","747.57","340.8","110243.8","105025.7","98805.1","103002.8","137787.4","75104.7","51735.9","147223.4"
"M886.63T341.4","886.63","341.4","7634.5","3332.9","11287.4","11918.7","37999.9","40571.5","42539.1","44867.1"
"M643.57T342.6","643.57","342.6","2173.8","2657.7","3055.4","2434.8","2752.1","3080.5","2103.2","2060.6"
"M773.57T343.2","773.57","343.2","102429.6","117811.4","112315.2","120411","99490.4","98101.3","106639","103170.3"
"M900.57T343.8","900.57","343.8","10103.2","10156.1","11925.7","14209.1","5986.7","4123.7","13133","14009.4"
"M757.56T346.2","757.56","346.2","283052.2","326283.7","238262","343080.6","353977.5","371890.9","284763.9","370606.6"
"M631.57T346.8","631.57","346.8","1603.3","2219.8","1357.5","2899.1","2193.6","3467.1","1587.3","3179.2"
"M892.53T347.4","892.53","347.4","11273.9","12322","13025.8","13424.9","13653.7","14687.7","13454.9","14483"
"M747.57T347.4","747.57","347.4","22922.8","32739.9","25006.2","36955.7","33928.8","28065.3","17263.3","38152.9"
"M386.76T348","386.76","348","11549.5","12328.4","12326.8","13813.7","12182.6","13770.3","12344.3","12583.7"
"M734.8T348","734.8","348","345644.7","344434.4","353099.6","354923.7","344159.6",NA,"357016.3","355230.3"
"M719.58T349.8","719.58","349.8","6237.1","7722.8","5101.7","15948.6","8660.4","6949.6","4231.1","8242.4"
"M770.06T349.8","770.06","349.8","65209.4","67432.1","68960.5","71178.9","65999","73604.4","69797.8","69294.7"
"M801.55T350.4","801.55","350.4","9183.8","10488.3","10669.5","5174","11286.6","12085.9","11118.2","12371.2"
"M783.07T351","783.07","351","85632.2","111301","100476.6","98066.5","91314.8","93207.4","98076.2","86260.6"
"M814.05T351","814.05","351","6633.1","7634.3","8428.6","5394","6471.6","8597.3","4685.6","6903.6"
"M605.55T351","605.55","351","18852.6","18060.1","17489.3","16730.6","26197.6","25822.4","23536.2","23882.4"
"M1149.84T351","1149.84","351","11687.3","10296.3","11301.6","10590.2","7441.2","6799.3","7879.8","8234.7"
"M848.05T351","848.05","351","6634.9","7998.9","3335","6078.2","5083.6","7087.7","2604.5","5452.2"
"M771.59T351.6","771.59","351.6","6512.7","18314.7","7579.7","7477.8","5889.3","10837.1","19076.6","7699.7"
"M772.07T351.6","772.07","351.6","14025.2","14960.2","15291","16355.2","8833.9","11018.1","15214.1","10646"
"M763.1T351.6","763.1","351.6","7908.5","2966.2","12711.8","10292.5","7764.4","3197.1","1462","1804.6"
"M912.53T351.6","912.53","351.6","7938.1","8794.9","9030.4","4258.7","11398.3","13254.9","11626.8","12916.4"
"M400.28T351.6","400.28","351.6","5900.4","11323.2","5381.3","12185.3","13042.9","14644.8","4582.4","6204.8"
"M399.77T351.6","399.77","351.6","20551.9","22868.5","22814","23513","22238.1","24935.7","20745","23513.8"
"M1185.85T351.6","1185.85","351.6","5056","5250.6","4323.7","3727.8","4199.5","3869.1","3911.6","3343"
"M771.06T352.2","771.06","352.2","14826","12056.6","13876.8","8597.5","8658.1","9747.8","14309.9","12890.8"
"M780.06T352.2","780.06","352.2","12193.3","12919.5","14059.1","13122.8","8843.4","11054.9","9695.6","12453.1"
"M918.54T352.2","918.54","352.2","15181.9","18353.5","4289.3","17366","3398.6","25245.6","21570.6","20856.7"
"M184.07T352.2","184.07","352.2","23468.9","26182","28485","24281.7","7013.4","28614.5","23646.8","6862.7"
"M760.82T352.2","760.82","352.2","759836.3","801142.8","831601","822294.1","736229.8","778180","752298.9","742211.5"
"M762.94T352.2","762.94","352.2","33654.1","32157.5","36028.2","35187.4","30040.6","28424.3","35369.4","29191.3"
"M784.81T352.8","784.81","352.8","7985.2","8846.7","5626.5","9192.8","8810.2","9296.8","9388.4","8413.9"
"M828.56T352.8","828.56","352.8","8479","9558.6","1783","3958.8","4762.8","11337.2","4774.1","3163.8"
"M1175.86T353.4","1175.86","353.4","8520.8","7030.3","9143.8","8897.4","5680.1","5415.5","5491.5","6061.5"
"M793.56T353.4","793.56","353.4","61282.2","39759.4","74305.4","58958.1","82756.6","80578.5","43954.4","87870.7"
"M773.57T354","773.57","354","25860.8","11752.5","13728.9","15382.1","18290.5","27822.9","15685.9","14293.6"
"M807.57T354","807.57","354","14040.9","16306.3","16847.1","20227.3","7992.6","8014.3","8973.2","18407.1"
"M1199.35T354","1199.35","354","3594","3352.3","3438.3","3638.9","3172.8","2709.3","2764.2","2564.9"
"M808.07T354.6","808.07","354.6","12013.6","12693","16338.5","14609","13264","13779.5","14953.7","15716.8"
"M785.08T354.6","785.08","354.6","3817.3","2806.5","6921.2","5707.2","3581.6","4924.5","4140.2","5457.4"
"M795.58T355.2","795.58","355.2","71019.1","73826","35854","73329.4","31644.8","35610.2","73940.4","34832.9"
"M520.51T355.2","520.51","355.2","28821.5","33223.1","36354.4","36609.2","34318.5","17133.1","16816.1","18529.9"
"M1188.87T355.8","1188.87","355.8","5368.3","4832.1","5221.3","4498.7","3759.8","3237","3729.8","3409.6"
"M560.5T356.4","560.5","356.4","36428.1","39802.6","44416.3","49647.5","49861.7","54455.4","46834.1","44682.8"
"M944.56T357","944.56","357","8135.3","9146.5","9220.8","9497.2","9592.1","4596.2","3378.5","9176.7"
"M412.78T357","412.78","357","3810.3","3930.4","3665.2","2503.7","2778.3","4093.1","3228.6","4740.6"
"M657.58T360.6","657.58","360.6","1385.2","1717.1","1187.3","1410.7","2336.2","2141.6","1503.7","2096.4"
"M577.52T361.2","577.52","361.2","4492.4","4528","3685.5","5278.4","3662.4","5651.7","4226.2","4203.1"
"M902.58T364.2","902.58","364.2","7707.8","5058.6","6153.3","5340.6","5979.6","8848.8","10491.7","5910.4"
"M816.57T364.8","816.57","364.8","21241","20981","22508","23864","22164.4","20986.9","21926.8","22116.1"
"M783.56T370.8","783.56","370.8","22263.4","23265.5","25200.7","24599.4","21223.3","23702.3","22764.7","24660.5"
"M777.57T370.8","777.57","370.8","40034.3","32299.8","71993.6","35327.3","43238","46428.8","45362.3","46106"
"M721.57T372","721.57","372","94583.9","96983.6","93304.2","90093.3","72501.4","75080.2","80476.2","77834"
"M633.58T376.8","633.58","376.8","481.5","707.6","859.1","724.2","929.3","546.1","432.4","775.6"
"M722.59T377.4","722.59","377.4","21139.8","30571.9","22200","20840.5","8529.7","24064.3","24236.5","15568.3"
"M561.52T382.2","561.52","382.2","1760.3","1598.5","1503.4","1515.1","1730.2","1524.9","1631.5","1789.3"
"M659.6T384.6","659.6","384.6","888","744.2","1011","1264.1","1216.8","1650.7","1267.8",NA
"M537.4T385.8","537.4","385.8","76989.2","14021.8","14735.9","10841.2","18506.8","16448.9","13125.6","12553"
"M563.47T388.2","563.47","388.2","2601.3","2836.7","2188.2","3334.6","4558.4","4884.7","2218.7","5541.8"
"M785.61T391.2","785.61","391.2","68834.8","61495.4","64760.4","62717","67142.1","65442.8","77289.4","79408.2"
"M639.5T391.8","639.5","391.8","7470.6","8736.7","9415.3","9521.6","9611.1","6421.9","10636.6","13697.2"
"M413.79T393.6","413.79","393.6","5869","4115.9","3337","2965.8","3455.6","4439.8","3162.2","3074.2"
"M946.57T393.6","946.57","393.6","3684.7","3197","2913.5","3432.3","3755.1","3286.1","4516.1","4477"
"M824.1T394.2","824.1","394.2","2318.6","2148.6","1410.2","1812.8","1540.1","1264.1","1641.3","1561.4"
"M868.56T394.2","868.56","394.2","2393.6","1719.3","3774.6","3390.1","5654","6289.9","6983","5943.7"
"M790.86T394.8","790.86","394.8","10952.9","9694.5","11966.2","8624.1","8120.9","8575.8","6651.3","8882.3"
"M823.61T394.8","823.61","394.8","5682.3","4940",NA,"5978.2","6452.5","7863.9","8285.2","7187.7"
"M894.57T395.4","894.57","395.4","3928.9","3279","3884","4001","3151.4","2786","2965.7","3030.7"
"M589.51T399.6","589.51","399.6","4771.6","5188.1","4311.6","3816.6","5052.7","4258.7","3609.4","3880.6"
"M769.56T400.2","769.56","400.2","11350.6","14198.7","18293.7","17843.6","14243.1","14813.5","17668.7","15586.2"
"M631.47T402","631.47","402","14201.4","14021.8","12150.6","11776.5","14673.3","14117","13130.5","11406.2"
"M614.55T404.4","614.55","404.4","1402.7",NA,"1819.4",NA,NA,NA,"2014.8",NA
"M946.72T424.8","946.72","424.8","2418.1","1397.9","2834.5","3085.8","3191.8","5268.2","5174.6","4689.4"
"M836.67T427.8","836.67","427.8","3210.1","4271.3","2601.5","5889.4","10307.4","15368.9","22931.8","23726.2"
"M789.66T430.8","789.66","430.8","10108.4","15480.1","10780.9","5853.8","19464.6","21763.1","20324.8","9747.5"
"M1186.02T432.6","1186.02","432.6","3641.1","3753.5","2309.8","2737","3244.1","3187.9","2484.1","2610.9"
"M633.49T434.4","633.49","434.4","21455.6","21451.2","16695.1","15477.6","23697.4","23518.2","16769.5","18591.4"
"M683.5T435","683.5","435","16185","17624.4","20941.8","20589.5","22176.3","20443.8","19034.9","21330.3"
"M667.53T435","667.53","435","19238.2","20694.1","21886","21686.9","25717.5","22186.6","20880.1","23454.9"
"M659.5T438.6","659.5","438.6","2608.2","8945.9","3351.2","2561.5","3082.5","4286.4","2651.2","1988.9"
"M817.65T441","817.65","441","9171.6","9414","11684.6","11403.3","8137.6","18360.4","11405.7","16172.4"
"M576.57T441","576.57","441","1160.2","1186.5","1440.6","1377.4","1404.6","1675.3","1262.9","1786.7"
"M642.58T446.4","642.58","446.4","2519.3","1518.7","3245.8","3219","2994.6","3372","2823.2","998.3"
"M1136.8T453.6","1136.8","453.6","20810.1","19309.1","21243.7","20489.5","10440.5","5927.9","10833.2","9368.6"
"M577.52T469.2","577.52","469.2","1437.6","1745.2","1742.5","1683.9","1696.9","1985.2","1550.4","1748.3"
"M645.54T473.4","645.54","473.4","3499.7","5265.7","2765.6","4221","5929.7","5105.6","5963.3","5257.7"
"M661.52T474","661.52","474","3023.5","4137.5","4445.3","1848.3","3548.3","3948.8","1712.6","4599.9"
"M671.57T475.2","671.57","475.2",NA,"1475.5","1248.1","806.4","1898.9","1138.3","1390.7","1031.6"
"M687.54T477","687.54","477","1373","2262.9",NA,"1217.4",NA,"2089.5",NA,"2408.7"
"M672.59T478.2","672.59","478.2",NA,"3199.1",NA,"2521.5","2954.1",NA,"3358.8","3253.4"
"M686.58T480","686.58","480","2964.1","2659.8","7650.6","3214.6","6504.8","4246.5","4326.9","14454.8"
"M645.6T480.6","645.6","480.6","1786.5","8059.3","9680.7","9332.8","7006.3","6225.5","3661","7669"
"M660.57T481.8","660.57","481.8","3170","3727.7","2431.3","2425.9","1713.5","3881.3","5113.2","2454.8"
"M885.68T557.4","885.68","557.4","5150.2","4827.8","1872.1","2139.4","2785.4","3737.1","4752","4372"
"M901.65T557.4","901.65","557.4","3276.4","3035.2","2508.3","2159.4","10084","3921.2","4830.6","4814.9"
"M759.59T559.2","759.59","559.2","1050.3","1205.9","982.7","1153","1518.7","1546.4","1309.6","1187.7"
"M785.6T563.4","785.6","563.4","1123.5","1111","883.4","924.2","1685","1445.1","941.1","550.3"
"M901.65T584.4","901.65","584.4","37795.9","40227.6","43243.2","45328.8","42646.2","43603","45787.4","48281.8"
"M907.73T585","907.73","585","14630.6","15253.6","18297.8","17896.9","15942.4","12457.1","18297.8","16587.1"
"M761.6T588","761.6","588","2941.5","3076.2","2567.1","2765.8","2935.1","3700.3","2860","2979.5"
"M787.62T590.4","787.62","590.4","2829.8","2556.3","759.8","1815","1319","1948.3","1606.9","2014.5"
"M839.65T597","839.65","597","4628.5","916.8","2482","2070.5","3510.3","2381","1324.4","1415.5"
"M889.67T601.8","889.67","601.8","13076.1","11614.4","2036.2","3401.2","3769.3","3077.5","2275.2","2529"
"M873.7T601.8","873.7","601.8","10790.6","10154","2368.5","1506.2","3505.5","2558.9","3373.5","2997.5"
"M915.69T603.6","915.69","603.6","27970.1","24626.7","12590.2","11772.1","16866.9","12957.2","4747","2708.2"
"M909.7T608.4","909.7","608.4",NA,NA,"634.2",NA,NA,"868.3",NA,"1070"
"M893.72T609.6","893.72","609.6",NA,NA,NA,"1068.6",NA,"1506.5",NA,"957.3"
"M967.71T609.6","967.71","609.6","21931.9","20163.4","12675.3","13153.9","21470.5","16212.7","10926.6","10561.5"
"M941.73T610.8","941.73","610.8",NA,NA,NA,NA,NA,NA,"1609.4",NA
"M789.64T616.2","789.64","616.2","2995.5","2907.9","1523.6","3101.3","3441.4","2951.7","2474.3","3041"
"M575.5T616.8","575.5","616.8","3475.3","3397.6","1509.4","2297.1","3641","3936.6","2491.5","3926.6"
"M917.7T616.8","917.7","616.8","30913.3","31065.9","16077.2","15046.7","19980.3","16194.2","3857.6","4167.3"
"M603.53T617.4","603.53","617.4","2660.6","1246.9","1398","1421.8","1887","3411.9","3346.5","2772.2"
"M735.55T617.4","735.55","617.4","13901.3","14138.3","12035.1","11916.5","37942.9","39970.2","23403.5","23114.4"
"M943.72T618.6","943.72","618.6","8573.2","27707.1","15542.3","15970.8","22765.7","18909.7","4194.2","4722.7"
"M835.75T619.2","835.75","619.2","751.9","1005.3","358.6",NA,"539.5","926.6","690.4","535"
"M861.76T621","861.76","621","1076.4","1000.9","415.4","637.6","777.2","635.1","658.5","719.3"
"M731.65T627.6","731.65","627.6","422.2","567.3","589.6","453.2","734.4","524.7","734.7","760.2"
"M757.67T628.8","757.67","628.8","481.5",NA,NA,"637.6","710.6","1080","520.9","450.5"
"M945.72T628.8","945.72","628.8","21624.8","15700.1","10817.4","11909.8","12767.3","9790.8","6076.3","6117.8"
"M917.7T630","917.7","630","39940.1","39916.9","22056.2","23302","21144.9","17924.7","4459.6","4180.1"
"M969.73T631.8","969.73","631.8","28551","27789.1","18289.7","17777","29082.8","24650.4","12012.6","12640"
"M995.75T633.6","995.75","633.6","2908.3","2737.5","8621.1","3336.8","15241.3","13709","7870","8122.1"
"M894.71T633.6","894.71","633.6","3925.4","3255.2","2668.4","2643.7","3612.5","3577.6","3904.3","1917.2"
"M979.79T634.2","979.79","634.2",NA,"10128.1","6984","4809.7","13530.1","6986.4","5395.7",NA
"M881.73T636","881.73","636",NA,NA,NA,NA,NA,NA,"1503.7",NA
"M921.73T636","921.73","636","11029.6","9392.5","10112.3","10763.5","9741.8","10149.8","4695.4","3417.3"
"M577.52T637.8","577.52","637.8","101475.3","80735.6","94710.3","85483.6","58241.7","44811.9","79908.6","65603.5"
"M603.53T638.4","603.53","638.4","21174.7","17572.6","22384.4","20649.4","19457.5","16203.5","23177.5","21092.2"
"M859.72T639.6","859.72","639.6","1212.5","1128.2","863.1","1101.9","1209.7","1258","543","744.9"
"M945.73T640.2","945.73","640.2","80755.9","76293.9","40973.9","38757.4","54218","44124.6","22767.2","22640.9"
"M971.74T640.8","971.74","640.8","25049.5","24400.1","15588.9","15957.5","27568.9","22364.5","12958.6","12686.1"
"M885.73T640.8","885.73","640.8","1441.1","1350.4","1055.6","1166.3","1361.8","1230.4","810.8","972.7"
"M878.74T642","878.74","642","16710.2","14720.8","8534","8290.9","8101.9","6458.7","3823.2","3898.5"
"M955.77T642","955.77","642","36039","32375.3","16486.4","15930.8","31126.7","22978.2","12496.6","12793.6"
"M817.67T643.2","817.67","643.2","13346.5","14144.8","9429.5","8901.8","9523.2","6136.5","3579.9","5646.8"
"M801.69T643.2","801.69","643.2","22272.1","23136","12150.6","11429.9","13380.4","7707.5","3420.2","5918.1"
"M846.74T643.2","846.74","643.2","3492.8","3246.6","1669.5","1752.8","2115.2","1988.2","884.5","1709.9"
"M843.68T644.4","843.68","644.4","49378.6","52316.5","24850.2","24832.6","33241.9","21864.4","10897.1","10047"
"M934.87T644.4","934.87","644.4","1852.8","2060.1","1321","873.1","1038.6","1258","938.6","808.9"
"M863.78T645","863.78","645","1165.4","2482.9","988.7","1017.5","1359.4",NA,"616.7","750"
"M523.47T645.6","523.47","645.6","1535.3","1665.4","794.2","1359.6","1585.2","1126","729.7","750"
"M577.52T646.8","577.52","646.8","19869.7","22249.4","12282.3","16868.3","12444","10429","11771.8","18404.5"
"M960.89T647.4","960.89","647.4","2109.3","1766.8","721.3",NA,"1364.2","1537.2","437.4","872.9"
"M849.01T647.4","849.01","647.4",NA,NA,"2384.7","2619.2","2533.5","2172.3",NA,"1587"
"M889.8T648","889.8","648","2147.7","3473.1","1193.4","1752.8","2070","1003.3",NA,"860.1"
"M851.14T648","851.14","648","682.2","422.8","784.1","757.6","1224","702.6","589.7","540.1"
"M875.03T649.8","875.03","649.8",NA,"3889.4","2362.4","1221.9","3940.5","2341.1","1304.7","1052.1"
"M877.16T649.8","877.16","649.8","1008.4","957.8","747.6","697.6","884.1","871.4","555.3","499.1"
"M986.91T650.4","986.91","650.4","1341.6","1210.2","761.8","797.5","953","957.3","528.3",NA
"M915.81T651","915.81","651","4321.5","4148.3","1294.7","1552.9","2172.2","2064.9","889.5","665.5"
"M921.73T654","921.73","654","43879.5","42755.8","17718.3","4958.5","31808.8","9873.6","12160","6637.4"
"M481.46T655.2","481.46","655.2","675.2","634.2","747.6","688.7","793.8","760.9","680.6","596.4"
"M997.77T655.8","997.77","655.8","2983.3","1570.4","1817.4","1617.3","3531.7","2562","2771.6","959.9"
"M955.78T655.8","955.78","655.8","25860.8","22389.6","12843.5","11765.4","15208","13098.4","7985.5","6885.7"
"M971.75T655.8","971.75","655.8","20171.5","20609.9","12296.4","12471.9","15490.9","5599.6","3341.6","4717.6"
"M509.49T656.4","509.49","656.4","703.1","343","534.9","557.6","1090.9","810","641.3","698.8"
"M883.72T658.8","883.72","658.8","29360.6","27713.6","12053.3","11356.6","14000.7","11797.4","2351.4","5705.7"
"M561.52T659.4","561.52","659.4","558.3","543.6",NA,"928.6","888.9","1040.1","805.9","860.1"
"M535.51T660","535.51","660","472.8",NA,"822.6","657.6","734.4","1070.8","896.8",NA
"M947.75T660.6","947.75","660.6","11717","13243.1","5883.8","4349.8","40542.9","32474.4","16845.6","16817.5"
"M929.82T662.4","929.82","662.4","5692.8",NA,"2694.7",NA,NA,"2350.3","1127.8","1515.4"
"M838.75T662.4","838.75","662.4","1353.8","1305.1",NA,"1370.7","1948.8","1957.5","1125.3","1023.9"
"M186.06T663","186.06","663","125669.9","11588.5","15252.5","11958.7","15528.9","18786.9","15575.3","21204.9"
"M837.74T663.6","837.74","663.6",NA,NA,"820.6","599.8","2205.5","1488.1","798.5","1853.3"
"M999.78T663.6","999.78","663.6","2018.5","2573.5","2184.1","1372.9","11203.4","4396.8","2307.2","2247.5"
"M983.8T664.2","983.8","664.2","1973.2","3693.1","1649.3","1743.9","11388.8","5301.9","2970.6","2298.6"
"M887.75T664.2","887.75","664.2","2585.6","2946.7","1355.5","3501.2","3997.5","2068","1589.7","1802.1"
"M913.76T664.2","913.76","664.2","3902.8","2025.6","3239.7","3210.2","4308.8","2420.9","1921.4","2334.5"
"M941.83T667.2","941.83","667.2","3613.2","6335.7","3020.9","2856.9","4465.7","3010","1916.5","1658.7"
"M845.7T668.4","845.7","668.4","28509.2","30735.9","21351.1","21031.5","15780.8","15439.5","9988","9143.4"
"M871.72T669","871.72","669","108556.8","113298.6","60084.2","59462.4","66930.6","54375.6","28489.7","24847.4"
"M856.74T669","856.74","669","89201.7","106622","52362.7","31086.3","70222.3","35266.5","15791.6","14513.7"
"M853.15T669.6","853.15","669.6","1547.5","1249","575.4","610.9","553.8","899","560.2","552.9"
"M988.93T669.6","988.93","669.6","2889.1","2077.4","938.1","804.2","1656.5","1156.7",NA,"542.7"
"M879.18T670.2","879.18","670.2","235.5","1639.5","336.3","906.4","881.7","748.7","751.9",NA
"M917.83T670.2","917.83","670.2","8604.6","7526.5","1973.4","2374.9","4403.9","2500.6","1864.9","975.3"
"M851.03T670.2","851.03","670.2",NA,NA,"4029.9","4794.1","5456.7","3221.7","1508.6","1384.8"
"M905.2T671.4","905.2","671.4","1165.4","910.3","658.5","708.7","472.9",NA,"683.1","575.9"
"M877.05T671.4","877.05","671.4",NA,NA,"5095.7","4814.1",NA,"4620.8","1872.3","1215.9"
"M960.82T672.6","960.82","672.6","3260.7","4631.5","3172.9","2623.7","2894.7","5949.3","2675.7","1448.8"
"M884.79T674.4","884.79","674.4","6146.4",NA,"3085.8","3558.9",NA,"1945.3","1680.6","1850.7"
"M629.55T675","629.55","675","612.4","636.4","597.7","737.6",NA,"883.7","653.6","532.4"
"M837.74T675","837.74","675","971.8","893.1","1163","908.6","2067.7","1552.5","882.1","593.9"
"M910.81T675.6","910.81","675.6",NA,NA,"2717","2543.7","2825.8","1874.7","1312.1","2042.7"
"M811.74T675.6","811.74","675.6","663","785.2","830.7","757.6",NA,"932.7","697.8","857.5"
"M369.35T676.2","369.35","676.2","10963.3","8695.7","2662.3","3989.9","11441.1","6869.8","4506.3","1927.5"
"M689.56T677.4","689.56","677.4","11757.1","11994.1","6276.9","7462.2","17553.8","19219.5","7444.9","7602.4"
"M856.74T678","856.74","678","43415.4","51537.8","10758.6","11350","14728","20324.1","5494","9220.2"
"M787.72T678","787.72","678","1374.8","1214.5","996.8","1826.1","6060.4",NA,"1226.1","675.8"
"M936.82T678.6","936.82","678.6",NA,NA,NA,NA,NA,NA,NA,"714.2"
"M523.47T679.2","523.47","679.2","451.9","634.2","990.8","562.1","972","549.2","904.2","878"
"M871.75T679.2","871.75","679.2","10017.7","13791",NA,"7653.3","5784.7",NA,"4014.8",NA
"M803.69T679.8","803.69","679.8","874.1","1305.1","1102.2","1013","817.6","975.7","946","729.5"
"M949.76T679.8","949.76","679.8","21980.7","21237.7","5614.3","4067.7","20926.2","1598.6","2688","2692.8"
"M509.49T679.8","509.49","679.8","692.6","645","522.7","768.7","2141.3","822.3","688","504.3"
"M829.71T681","829.71","681","4621.6","2344.9","1920.7","2876.9","1521","3396.6","1960.7","1866"
"M589.56T681.6","589.56","681.6","415.2","338.7","534.9","533.2","853.2","1021.7","484","880.6"
"M865.79T682.2","865.79","682.2",NA,"23136","9946.2","9710.5","3488.9","6673.5","3469.4","3366.1"
"M857.74T683.4","857.74","683.4","2573.3","2735.3","2348.3","1828.3","2669","1896.2","2400.6","1080.2"
"M866.78T683.4","866.78","683.4",NA,NA,"1373.7","1955","4503.7","3071.3","2044.3","1264.5"
"M839.75T683.4","839.75","683.4",NA,NA,NA,"2274.9","10174.3",NA,"2390.7","1948"
"M921.79T683.4","921.79","683.4","11223.3","11301.6","4899.1","2832.5","3441.4","2896.4","2692.9","2805.5"
"M913.82T684.6","913.82","684.6",NA,NA,NA,NA,NA,NA,"921.4","724.4"
"M1001.79T684.6","1001.79","684.6","1873.7","2051.5","1124.5","1479.6","12567.6","4985.9","2489","3611.8"
"M936.83T685.2","936.83","685.2","1824.9",NA,"1051.5",NA,NA,"1503.4","1385.8","975.3"
"M947.81T686.4","947.81","686.4","4591.9","2759.1","2139.6","2001.6","3244.1","1951.4","1290","1264.5"
"M1027.81T687","1027.81","687","1505.6","1520.8","1183.2","2810.3","1635.1","2776.8","2255.6","1400.2"
"M1011.84T687","1011.84","687","2013.3","1415.1","891.5","2401.5","2576.3","5651.7","1801","3998.3"
"M941.79T687","941.79","687","2458.2","2362.1","1847.8","1810.6","1894.2","1350","1095.9","1190.3"
"M886.82T690","886.82","690",NA,NA,"1762.7",NA,NA,"892.9","471.8",NA
"M885.78T691.2","885.78","691.2","30646.4","26613.4","13931.5","12765.1","15075","9968.8","5351.5","5470.2"
"M912.83T691.2","912.83","691.2",NA,NA,"2484","3063.5","3222.7","2172.3","1867.4",NA
"M907.22T692.4","907.22","692.4","847.9","960","648.4","704.2","729.6","641.3","700.3",NA
"M905.09T693","905.09","693",NA,"1408.7","2155.8","2052.7","4819.8","1567.9","889.5","473.6"
"M605.55T693","605.55","693","1355.6","2021.3","1169.1","1566.2","1473.5","1902.3","1034.4","1070"
"M879.07T693","879.07","693","3562.6","4510.7","2830.5","2819.2","3650.5","1911.5","631.5","770.5"
"M631.57T693","631.57","693","532.1","845.6","538.9","642","886.5","813.1","1125.3","747.4"
"M933.11T693.6","933.11","693.6","1045","802.5","571.4","477.6","943.5",NA,"432.4","560.6"
"M873.73T693.6","873.73","693.6","35534.8","34756.9","22581","22815.5","13325.8","13307","4909.2","8577.7"
"M894.84T694.8","894.84","694.8","1858","1540.2","970.5","1008.6","991.1","530.8","835.4","396.8"
"M603.53T695.4","603.53","695.4","1437.6","1382.8","806.4","850.9","1407","1448.2","1314.5","1139.1"
"M888.83T697.2","888.83","697.2","547.8","914.7",NA,NA,"781.9","714.9","781.3",NA
"M938.84T697.8","938.84","697.8","2472.2","2120.5","1527.7","1768.4","1535.3","1276.4","751.9","837"
"M977.79T697.8","977.79","697.8","3477.1","3803.2","2609.6","2750.3","12251.5","2049.6","1798.6","1707.3"
"M1003.81T699.6","1003.81","699.6","7184.4","3982.2","1744.5","2565.9","10188.6","4001","2211.4","3089.6"
"M859.74T701.4","859.74","701.4","2377.9","2519.6","1787","2188.2","3911.9","1297.9","1233.4","1215.9"
"M369.35T702.6","369.35","702.6","2910.1","2215.4","1205.5","1655.1","3807.4","3421.1","2039.4","2111.8"
"M509.49T702.6","509.49","702.6","743.2","563","808.4","733.1","784.3","828.4","739.6","647.6"
"M589.56T702.6","589.56","702.6","601.9","1113.1","881.4","810.9","1770.6","988","805.9","637.4"
"M551.5T702.6","551.5","702.6","900.2","1223.1","628.1","619.8","1658.9","1132.2","860","906.1"
"M563.54T702.6","563.54","702.6","1708","1408.7","952.3","1615.1","4140.1","1251.8","1039.3","1108.4"
"M577.52T703.2","577.52","703.2","2405.9","2144.3","1906.6","1941.6","2666.6","2064.9","1914.1","1912.1"
"M831.72T703.2","831.72","703.2","1437.6","2677.1","2607.6","1497.3","4049.8","1699.8","1965.7","1909.6"
"M857.74T703.2","857.74","703.2","6673.3","4657.4","2735.2","3630","18685.1","3510.1","1872.3","1538.4"
"M888.84T705","888.84","705","1828.4",NA,"1138.7","1512.9","4056.9","1110.7","761.7","762.8"
"M893.8T706.8","893.8","706.8",NA,NA,"2512.4","2425.9","4211.4","1951.4","1744.5","2227"
"M121.05T708.6","121.05","708.6","177129.9","13400.6","28886.2","20065.2","21891.1","23932.4","27040","23165.6"
"M551.53T708.6","551.53","708.6","678.7","1072.1","551.1","948.6","1086.1","1202.8","926.3","831.9"
"M919.82T708.6","919.82","708.6","4347.6","3779.4","3332.9","3647.8","6317.1","2991.5","1710.1","1983.8"
"M914.85T709.2","914.85","709.2",NA,NA,"2463.7","984.2","3888.2",NA,"1592.2","1141.6"
"M940.86T710.4","940.86","710.4","4103.4","3421.3","2429.3","2183.8","4316","2212.2","1887","1715"
"M876.83T711","876.83","711","1465.5",NA,"915.8","1399.6","1853.8","988",NA,"811.4"
"M953.79T711","953.79","711","15806.4","16010.8","9275.5","10559.1","24538.7","6814.6","3132.8","5009.4"
"M935.13T711","935.13","711","1066","942.7","551.1",NA,"945.9",NA,"609.4","583.6"
"M927.78T711.6","927.78","711.6","32282.8","33617.9","18293.7","18439","20194.2","13089.2","6199.2","5690.3"
