"","mz","rt","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"group","mz","rt","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:1 ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- ","Smoking Status:- "
"M1013.5674T384.8","1013.5674","384.809964","22.1267","21.8703","22.2546","21.855","22.1896","22.405","21.9891","22.5739","22.0974","22.1892","22.6167","22.0697","22.4662","22.2888","21.9119","22.3303","22.263","22.3699","22.1136","21.7005","21.8582","22.2899","22.0259","22.1305","22.182","22.5593","22.2807","22.39","22.1186","22.4069","22.0647","22.2444","22.4319","22.3746","22.3472","22.3607","21.9623","22.1","21.9867","22.0792","22.5862","22.3552","22.1082","22.2881","22.1687","22.14","22.3491","22.0993","22.1987","22.2602","22.2745","21.8887","22.4328","22.2644","21.9939","22.0924","22.5124","22.4969","21.8032","22.2425","22.36","22.2482","22.1356","22.6433","22.1762","21.9014","22.5184","21.9737","22.6237","22.0627","21.9804","22.1715","22.2987","22.4415","22.335","22.1018","22.2454","21.9724","22.2833","22.4857","22.2083","22.1872","21.7287","21.9941","22.2492","22.6791","22.0391","22.2665","22.1826","22.28","21.791","22.1885","22.7211","22.3449","22.2476","22.4083","22.4095","22.0127","22.077","22.1172","22.1733","21.8861","22.1974","22.0134","22.1416","22.1402","22.4229","22.2752","22.3354","22.3771","22.0919","22.0185","22.5825","22.5296","22.2801","21.8768","22.4714","22.0071","22.0806","22.3413","22.0623","22.3347","22.204","22.3337","21.8569","22.6279","22.4514","22.1859","22.0904","22.2106","21.9833"
"M1013.6492T92.4","1013.6492","92.426298","26.9306","26.6903","26.1015","27.0726","26.3483","27.1313","26.4911","26.6571","27.2255","26.5782","26.8014","26.7298","26.7168","26.3432","26.5768","26.2606","26.4768","26.5975","26.6822","26.547","26.3336","26.4547","26.5704","26.3751","26.7859","26.3486","26.492","26.748","26.3193","26.2648","26.6464","26.4074","26.284","26.1475","27.1242","26.4463","26.3958","27.1109","26.4764","26.5971","26.0021","27.0034","26.0906","26.8965","26.6246","27.0126","26.5726","26.1975","26.3789","26.6084","27.1103","26.8111","26.676","27.1473","26.7315","27.0338","26.268","26.8692","27.1227","27.0691","27.117","26.9698","26.8995","26.8698","26.1393","26.8238","26.6027","26.8924","26.1546","26.9128","27.068","27.1459","26.4813","26.7327","26.6423","27.2665","26.6662","26.8411","26.3106","27.0103","25.0866","26.047","26.1064","26.7117","26.5182","26.6128","26.7461","26.6727","26.9738","26.9121","27.112","26.9309","26.988","26.9472","27.1535","27.1872","27.0381","26.7296","26.8275","26.4745","27.0539","26.7914","26.7201","26.3636","26.6865","26.869","26.8773","26.6187","26.4373","26.3013","26.2921","26.0624","26.6462","26.5774","26.2738","27.0681","26.552","26.6419","26.7874","25.9379","26.8433","26.7591","26.7301","27.0567","26.7736","26.9948","27.3565","27.2045","26.9445","27.3242","27.1594"
"M1013.9166T92.7","1013.9166","92.684706","18.3911","19.0821","18.2556","19.8179","17.6581","18.0708","17.6735","18.8096","18.3617","18.2229","18.5459","18.6199","18.0215","18.1826","18.7883","16.7753","18.767","16.511","18.1965","18.1422","18.1835","17.8233","18.2897","18.417","18.9374","17.8015","17.8597","18.5362","18.0034","18.0966","18.5254","18.3527","17.6069","17.1006","19.743","18.6339","16.8557","18.3499","18.3089","18.3271","17.9918","18.9249","17.856","17.8499","18.6609","18.4649","18.274","17.1529","18.3632","17.6732","19.0343","19.1575","18.4832","19.8525","18.4884","19.4081","17.7624","18.892","20.0293","19.6354","19.2009","18.2503","17.3643","18.5354","17.8088","18.6326","17.6112","16.8002","18.485","18.5485","19.4518","19.0278","18.5118","18.6843","18.1038","18.2311","17.2121","17.8927","16.9583","19.4814","17.1238","17.716","16.9182","18.8157","18.0318","18.9388","18.645","18.8954","18.5392","19.2258","18.5769","18.8243","17.7225","18.603","19.7001","19.1497","17.7372","18.7959","17.3822","19.2236","19.2047","18.4363","19.4905","17.4997","18.4031","17.0778","18.305","18.0555","17.7802","18.5364","18.1248","18.4072","18.6272","17.6873","18.2298","18.4522","18.5097","18.3919","18.293","17.4271","17.9348","18.8241","18.9797","19.5045","19.1485","19.3716","19.8825","18.4869","18.4928","19.5918","18.6875"
"M1014.6556T92.4","1014.6556","92.395692","24.9413","24.7787","23.9755","25.1487","24.3678","25.1312","24.6694","24.6804","25.3001","24.6081","25.0552","24.7576","24.7731","24.3811","24.9921","24.1279","24.6998","24.6581","24.7449","24.447","24.1767","24.4943","24.4994","24.4837","24.8961","24.2425","24.4218","24.8352","24.3319","24.3215","24.7436","24.3814","24.2299","24.0451","25.1575","24.493","24.3021","25.3527","24.4369","24.6528","23.9012","25.2054","24.2062","25.1142","24.5967","25.1852","24.7969","24.1156","24.3155","24.6247","25.2743","24.9677","24.6874","25.2221","24.6725","25.1519","24.3724","24.9524","25.3628","25.2957","25.2127","25.13","25.043","25.0749","24.0279","25.0097","24.6748","24.958","24.0511","24.9302","25.1429","25.0009","24.6213","24.9571","24.9194","25.6122","24.699","25.0182","24.1953","25.271","22.9021","24.0294","24.2458","24.602","24.7435","24.8177","24.5962","25.0454","25.0997","24.9199","25.3019","24.8943","24.9799","25.1234","25.0331","24.9416","25.4444","24.7654","24.7514","24.4975","24.9903","24.7298","24.7935","24.3092","24.7","24.9868","24.9329","24.6872","24.3373","24.2951","24.3041","23.9547","24.5658","24.9668","24.2101","25.2864","24.7118","24.6458","24.9272","23.9818","25.0339","24.9052","24.6789","25.2001","24.7795","25.2183","25.4718","25.35","24.8667","25.3469","25.1494"
"M1016.145T92.5","1016.145","92.484456","20.745","20.0963","18.675","20.4909","20.1677","20.8644","20.6877","19.3413","21.0618","19.8884","20.7335","20.122","22.4058","20.0087","20.1005","19.1613","22.3809","19.8212","20.9451","19.6656","19.2964","19.8457","19.5652","19.3282","20.6607","18.7529","19.7441","21.071","19.4396","18.644","19.7493","19.6467","19.5639","18.9585","21.2055","19.8273","19.1213","21.3206","19.0218","19.2114","18.0518","21.1283","19.0322","20.4835","19.8961","21.3596","20.1246","19.3316","19.479","20.1458","21.337","20.3856","20.5533","21.0104","19.8717","20.5565","20.6388","20.4729","21.6387","21.0564","20.9665","20.6094","20.8897","21.6898","19.1099","20.6238","19.9957","20.9732","18.7919","20.4252","20.9365","21.7962","19.8709","21.0017","20.0034","21.9427","19.9186","20.5063","19.2905","21.5075","16.2881","20.335","20.8684","19.935","19.9751","20.9452","19.9624","22.0321","20.6215","20.7689","20.7006","20.1658","20.7861","20.9886","20.9525","22.0132","21.6797","20.9764","20.1509","19.6463","20.2926","20.081","20.0429","21.07","20.0735","20.7184","19.9159","20.3034","19.3982","18.7652","19.3003","18.1818","20.2599","20.033","18.8181","20.4231","20.7281","21.8112","20.2019","18.5889","20.7956","20.824","20.5665","20.6336","19.7725","21.7895","21.3899","21.39","20.6873","21.2878","21.4875"
"M1016.682T83.9","1016.682","83.935866","25.6718","25.5317","22.9143","26.9979","23.8379","25.5217","26.5459","24.0691","28.1307","26.979","27.3604","26.3781","25.3529","26.2204","26.3637","24.5922","27.9396","26.1239","27.2139","24.0936","23.8582","26.656","25.0541","24.8069","26.6306","23.0273","24.5428","26.8278","26.7529","24.2401","27.0078","24.6053","25.252","23.9357","25.5532","25.2609","24.3221","28.6564","25.5123","24.467","24.0531","25.918","26.5703","27.1941","23.9336","26.963","26.5554","24.315","24.8573","25.0415","26.6157","27.1753","25.9157","25.1285","25.0732","27.5199","26.1545","26.3477","29.6451","26.9677","25.0495","27.1572","28.0464","27.2853","24.6569","28.1409","26.8241","28.1354","22.9475","25.6497","25.776","29.4699","26.2608","26.3322","26.7952","27.4966","25.3128","26.7818","23.5317","26.4615","22.3202","25.2044","26.3153","24.2047","27.31","26.035","23.8701","28.4346","26.0856","25.197","27.115","26.1052","25.9333","27.9227","23.8474","29.2413","28.5002","25.8178","25.1854","24.8158","25.2536","24.3059","26.5664","25.241","26.3122","27.1352","26.6773","26.9419","23.8066","26.418","25.0186","24.5153","25.638","28.76","25.0069","27.7556","25.8084","26.3411","26.7324","26.6035","28.3813","24.9311","25.3629","27.9603","25.7871","27.3679","26.8229","27.0233","25.3606","26.0224","29.7467"
"M1018.1275T92.5","1018.1275","92.466984","20.2958","19.6947","18.3376","19.9785","19.7721","20.5229","20.3099","18.9893","20.7839","19.5448","20.3667","19.6792","22.1201","19.5658","19.7519","18.946","22.0464","19.5061","20.613","19.3096","18.8914","19.3668","19.2693","18.9346","20.2124","18.2523","19.4653","20.7132","19.0594","18.1723","19.3142","19.2787","19.372","18.6491","20.8575","19.4551","18.7655","20.962","18.7071","18.8546","17.5967","20.8401","18.4253","20.0461","19.3775","21.0271","19.8165","18.9544","19.2617","19.6816","20.9618","20.0894","20.0694","20.6372","19.458","20.2953","20.3469","20.0334","21.0924","20.6209","20.7424","20.2558","20.3442","21.4615","18.8374","20.143","19.6231","20.5905","18.4605","20.0923","20.6087","21.4142","19.3807","20.652","19.6762","21.6872","19.5661","20.0905","18.8129","21.2585","16.1156","19.9701","20.4724","19.347","19.6466","20.6197","19.7617","21.7242","20.2182","20.4374","20.3505","19.8048","20.4469","20.5873","20.6626","21.5472","21.2922","20.5374","19.8043","19.1964","19.9676","19.7619","19.5675","20.6898","19.6516","20.3422","19.501","19.7937","18.9582","18.3257","18.9","17.8257","19.8382","19.5219","18.449","20.0162","20.4104","21.476","19.8338","18.1644","20.5021","20.551","20.2709","20.1963","19.3035","21.485","20.9669","20.9994","20.3628","20.9635","21.0025"
"M1018.5994T85.4","1018.5994","85.42125","21.4982","21.3893","19.8269","22.7512","20.0933","21.9083","21.9563","20.3429","22.7626","22.4578","23.4352","22.2052","22.2063","21.4515","21.7659","20.4794","23.2543","22.5804","22.8868","20.2947","20.1724","22.4035","21.1587","20.6348","22.3304","20.5942","21.0014","22.9296","22.196","20.1051","22.8793","21.1732","20.9118","20.3717","22.1232","21.2462","21.0169","23.9696","21.5587","20.9969","20.4546","22.5172","21.8717","23.1823","21.003","22.7435","22.5911","20.4592","21.1083","22.0856","23.3098","22.1866","22.3904","21.9556","21.1676","23.1382","22.0329","22.512","24.5294","22.285","21.0065","23.2801","23.2332","22.9371","20.486","23.5239","22.0671","23.4085","19.7856","21.171","22.1584","24.4623","22.3344","22.2665","22.5022","22.9951","21.2031","22.3527","20.5599","22.9431","19.2203","21.1002","22.2548","21.2479","22.7683","21.5947","19.9687","23.9199","21.8709","22.1032","22.1237","22.5422","21.498","23.1789","20.2118","23.8781","24.2684","21.352","21.83","21.3939","21.5823","20.4433","22.5859","21.631","22.343","22.6943","22.3706","22.105","20.7703","22.167","21.2627","20.9893","22.1209","24.5772","21.4746","23.2838","21.7336","21.7731","22.7199","22.3201","23.7887","21.4828","21.9959","22.7433","21.67","23.2755","21.6547","23.3818","21.8945","21.7944","24.8052"
"M1020.6184T85","1020.6184","85.006356","22.8496","22.818","21.0229","23.569","21.7468","22.8781","22.8971","21.6807","23.6194","23.2598","24.4475","22.9459","23.1274","22.3105","22.6088","21.6913","23.9607","23.6355","23.658","21.8271","21.6195","22.9294","22.3355","21.8415","23.436","21.6359","22.3114","23.4864","22.6613","21.6138","23.4351","22.2358","21.8408","21.747","23.3721","22.4885","22.0525","24.7922","22.6468","22.3353","21.9391","23.6065","22.7513","24.3396","22.4129","23.5005","23.2279","21.8181","22.2544","22.7805","24.18","22.7315","23.2523","22.8643","22.1478","23.8265","22.8607","23.249","24.9126","23.2249","22.3616","24.1582","23.9677","24.071","21.8372","24.4647","23.0616","24.0393","20.7807","22.8997","23.3548","25.0852","23.2883","22.9875","23.3207","24.2121","22.5288","23.7236","21.7863","23.874","20.5952","21.7247","23.3158","22.4366","23.996","22.719","21.3372","24.5731","22.9743","23.3076","23.1345","23.4025","22.4771","23.9833","21.8917","24.4899","24.8606","22.8895","22.8235","21.8222","22.6383","21.9773","23.4775","22.5176","23.3039","23.7682","23.2051","23.1969","21.8205","22.7089","22.0831","21.6042","22.8198","25.2276","22.5185","24.1277","22.9715","22.689","23.7067","22.816","24.4362","22.7561","23.1133","23.7245","22.3946","24.1167","23.2687","24.1921","22.5288","23.2106","25.3953"
"M1020.6234T85","1020.6234","85.016706","22.161","22.1294","20.2192","23.0617","21.041","22.1721","22.3381","20.9362","23.3615","22.6747","23.8774","22.7459","22.5833","21.7023","21.8403","20.976","23.4754","23.1795","23.2193","21.0202","20.9433","22.7052","21.6702","21.0039","22.7683","21.1708","21.46","22.9355","22.905","20.9319","23.2641","21.5517","21.1383","21.0622","22.6537","21.8562","21.3284","24.3289","22.0536","22.0784","21.3869","23.1055","22.1563","23.9106","21.694","22.897","23.3961","21.1303","22.1316","22.9553","23.6845","23.3509","22.5731","22.7188","22.3571","24.0316","22.2664","22.687","24.401","22.7535","21.7792","23.6262","23.3724","23.5364","21.1605","24.0126","22.9089","23.5188","21.1227","22.2596","22.6467","24.5492","23.0011","22.7549","23.0974","23.785","21.8992","23.149","21.0918","23.4182","19.9125","21.8725","22.8594","22.2608","23.5635","21.9975","20.4298","24.0782","22.4574","22.7399","22.8828","22.8304","21.8305","23.3531","20.943","23.9886","24.3418","22.3073","22.5921","22.1288","22.0119","21.3676","22.8006","21.9545","22.7388","23.1379","23.0073","22.5578","21.5766","22.8939","22.7748","21.763","22.6257","24.8152","21.9174","23.5933","22.3628","22.0445","23.5796","22.7625","23.9909","22.0474","22.4145","23.1632","22.1517","23.5244","22.6145","23.5477","23.124","22.6134","24.9943"
"M1021.6222T84.9","1021.6222","84.942162","20.28","20.3792","18.5531","20.7277","19.0768","20.3475","20.4094","19.2965","21.0505","20.3693","21.6507","20.5317","20.547","19.6676","20.3366","18.912","21.3736","20.5166","21.04","19.3466","18.9115","20.3741","19.6252","19.6008","20.8104","18.584","19.8661","21.0301","20.1154","19.2057","20.8832","19.6746","19.1653","18.8904","20.7745","19.7928","19.4015","21.9687","19.7507","19.887","18.8559","20.8849","19.9308","21.2412","19.7495","20.9965","20.8604","19.2162","19.4862","20.3461","21.23","20.5789","20.3451","20.5972","20.0005","21.3193","20.21","20.5589","22.1369","20.5137","19.7143","21.3003","21.292","21.2608","19.2356","21.4644","20.4961","21.4356","18.517","20.1785","21.0914","22.6312","20.5703","20.6123","21.0303","21.1485","19.9388","20.9552","19.0582","21.1724","17.6892","19.3668","20.5714","19.8116","20.9346","20.2352","18.9885","21.9705","20.2507","20.4302","20.7747","20.7764","19.8996","21.5369","21.1113","21.8247","22.2872","20.053","20.224","19.9834","20.1043","19.425","20.9511","19.8377","20.5759","21.0814","20.7125","20.3981","19.5293","20.1255","20.0976","19.272","20.1938","22.2585","19.6355","21.4689","20.3866","20.0786","21.0065","20.1053","21.4927","20.4","20.4481","20.8947","20.2619","21.4901","20.6495","21.6897","20.2783","20.497","22.6949"
"M1022.6303T83.5","1022.6303","83.54691","22.3557","22.402","20.4688","22.901","21.3993","22.614","22.202","21.2167","22.8919","22.5187","23.5524","22.0923","22.1154","21.6743","22.081","22.4782","22.6784","22.3869","22.5511","21.2023","21.1573","22.1405","21.8097","21.2083","22.579","22.0167","21.6739","22.367","21.8422","21.101","22.4802","21.5555","22.607","20.7664","22.4143","21.8939","21.1193","23.895","21.9878","21.6164","21.2788","22.8968","21.8779","23.6238","21.5754","22.647","22.2906","20.9885","21.5508","22.4829","22.6688","22.35","22.0025","22.3069","21.9604","23.0293","21.5238","22.0753","23.6264","22.7383","22.0606","23.2842","22.8398","23.3961","21.2372","23.6728","22.5555","22.8175","22.0738","22.898","22.5901","24.1944","22.1958","22.1078","22.5461","23.9692","21.8781","23.0973","21.0512","22.7282","22.2701","21.0112","22.526","21.4912","23.1775","22.11","22.3305","23.3039","22.6416","22.3978","22.9858","22.3875","21.4746","23.1019","21.7115","24.1311","23.6445","22.9301","22.2345","21.5332","21.6392","21.5059","22.6956","21.7069","22.4966","22.7607","22.3617","22.3543","21.441","21.9156","21.9663","20.6897","21.758","24.0455","21.3226","23.073","22.687","21.8234","23.1698","21.522","23.0656","22.0651","22.0782","23.3674","21.4","23.0154","23.077","23.237","21.7741","22.8081","24.2688"
"M1023.1479T92.9","1023.1479","92.938788","17.1812","17.401","16.108","18.0683","17.2953","17.7418","16.4727","17.4286","17.9697","17.2526","18.359","17.5007","16.6298","16.3848","18.7349","17.2573","16.4336","17.4494","16.7219","16.4486","16.2466","16.9798","16.6568","16.6932","17.485","16.3381","16.2336","16.5651","16.4333","17.0998","17.4518","16.2103","17.2142","16.0839","17.4851","16.2016","16.3752","18.1822","16.7905","17.6314","16.2659","17.3612","16.1663","17.9825","16.6745","17.1435","17.926","17.2196","16.2751","17.3894","18.232","17.7137","17.048","17.7285","17.073","17.7701","17.2133","17.5069","18.081","18.2821","17.0688","17.9813","18.1105","16.9668","16.9927","18.0295","16.7497","16.9739","17.1834","17.049","17.8657","18.0665","16.7965","16.7294","17.8133","17.8928","17.1942","17.9914","15.9328","17.4174","17.2344","17.4823","17.3753","17.1673","18.0525","17.0746","16.8918","17.5915","17.8513","17.4848","17.9917","17.378","17.3232","17.7063","16.7009","18.012","17.4857","16.7149","16.966","16.13","17.6042","17.1409","17.1739","17.5658","16.8205","17.7392","17.885","17.0614","16.3292","16.844","16.2938","16.1863","16.478","18.0821","16.3734","18.2367","17.4784","16.3184","17.1821","16.0834","18.2446","16.3324","16.755","18.0553","17.5509","17.1233","18.409","18.0765","17.2236","17.8301","18.8689"
"M1023.6697T267","1023.6697","266.961738","23.0278","23.1939","22.6846","23.0928","23.411","22.9476","23.9847","23.1683","23.5055","23.3954","22.312","23.6466","24.3086","23.6493","24.0234","23.4183","24.2383","23.8518","23.6047","23.7177","23.6085","23.405","23.3668","24.143","23.4664","23.0143","23.1616","23.8054","23.6455","23.528","23.6274","23.4663","24.3216","22.7379","23.2587","23.4929","23.5771","23.4736","23.4193","23.5899","23.7034","23.1203","23.1985","24.2344","23.5124","24.2425","22.9128","23.2754","23.3397","24.3288","23.8632","23.7745","23.673","23.9468","23.0933","24.4365","23.0949","22.0838","23.2182","23.2959","23.11","22.9783","23.5262","23.638","23.7326","23.3841","23.2648","24.0953","23.723","23.0031","23.2637","23.8759","23.4695","24.2612","22.8602","23.1271","23.1117","23.6014","22.9725","24.1901","24.3141","23.6343","24.0548","23.7893","23.1754","23.8292","23.5338","23.7918","23.2802","23.0419","23.7763","22.8756","23.5362","23.4696","23.5751","24.3179","23.3116","24.2019","23.2762","23.9382","23.0932","24.1342","23.2073","23.9419","22.7235","23.2924","22.8435","24.2523","23.2228","23.6244","23.7355","23.0489","22.9575","22.2341","23.8671","23.35","22.7043","24.2424","22.8705","23.3126","23.8379","23.748","23.3879","23.433","23.73","23.0647","23.2638","23.4673","23.3397","23.8592","22.877"
"M1026.6158T414.8","1026.6158","414.7506","22.151","22.3726","22.4818","21.973","22.1014","22.5361","21.7349","22.4511","22.1321","21.8048","21.5007","22.3528","22.1208","21.7324","22.2265","22.234","21.5338","21.8206","21.8847","22.5611","22.324","22.0668","22.2441","22.2344","21.8043","22.0058","22.5924","21.8423","22.166","21.9078","22.0615","22.6542","21.6032","22.1099","22.7754","21.8767","22.1125","21.9008","22.1867","21.7943","22.305","21.6354","22.0093","22.2452","22.4594","22.3298","21.8515","21.8708","22.1005","21.5243","21.3818","22.2836","21.482","22.3978","22.0835","22.24","21.3385","21.4952","21.9547","21.9261","22.3618","22.0102","22.1763","21.1628","22.0235","22.2328","21.7834","21.4376","22.0189","22.0898","22.7162","22.2528","21.9418","21.9001","21.8088","22.0254","21.9285","22.1162","21.8992","21.3867","21.6001","21.7232","21.832","22.2657","21.7799","21.8237","21.8638","21.3762","21.428","21.862","22.4807","21.8998","21.5068","22.0259","22.2366","21.7631","21.6101","21.6066","22.3055","22.5537","22.1342","22.4339","22.3466","21.6528","22.1115","22.1621","22.2973","22.3215","22.1807","22.1952","22.3843","22.1622","21.9805","21.8267","21.7852","22.3956","22.0359","21.3824","22.3199","21.7224","21.7991","22.5837","22.2582","21.6317","21.8923","21.0305","21.5899","22.2452","22.0241","22.0495","20.7019"
"M1028.617T92.5","1028.617","92.48121","27.1055","26.7627","26.429","27.2631","25.8987","27.2864","26.1605","27.0147","27.1839","26.7753","26.9037","26.9301","26.6804","26.0347","26.7745","26.3526","26.325","26.6895","26.3438","26.687","26.5313","26.5161","26.7362","26.5476","26.7454","26.5445","26.5399","26.518","26.3511","26.5377","26.8134","26.5975","26.2469","26.3288","27.1902","26.3644","26.4682","27.0994","26.6565","26.8714","26.4476","26.5771","26.1096","27.0859","26.7448","26.5027","26.5804","26.2344","26.4642","26.619","27.1413","26.8401","26.7119","27.2965","26.829","27.1729","25.8249","26.9802","26.9108","27.0484","26.9364","27.08","26.8889","26.1819","26.326","26.8823","26.3484","26.4757","26.405","26.9565","27.2327","26.6353","26.683","26.2812","26.8874","26.8239","26.9093","27.0172","26.4495","26.5243","25.4459","25.8004","25.9226","26.9657","26.7934","26.1108","26.9298","26.2874","27.0954","26.9794","27.2389","26.935","26.9678","26.838","27.2641","26.7994","26.4176","26.4409","27.0492","26.5565","27.1851","26.9072","26.8182","26.0707","26.8313","26.847","27.0851","26.6103","26.5495","26.6238","26.4705","26.3092","26.7065","26.7527","26.5037","27.3101","26.1298","26.3085","27.0171","26.1553","26.9107","26.3442","26.7464","27.1739","26.9933","26.3627","27.3832","27.1503","27.0153","27.3995","26.7101"
"M1028.618T92.5","1028.618","92.451066","26.6125","26.2352","25.9212","26.8997","25.047","26.8448","25.3193","26.6112","26.7103","26.2782","26.4062","26.4324","25.8163","25.2154","26.2906","25.7486","25.3815","26.1374","25.5752","26.1512","26.0055","25.9772","26.2832","26.0032","26.2501","26.0396","25.9457","25.7349","25.759","26.0513","26.3468","26.0325","25.6073","25.7866","26.6725","25.7535","25.9064","26.6079","26.1498","26.439","25.9574","25.8617","25.4816","26.6103","26.1888","25.743","25.9979","25.6105","25.8799","26.0487","26.6476","26.3033","26.1096","26.8418","26.3579","26.7087","24.9081","26.5364","26.3241","26.5526","26.3206","26.6261","26.3564","25.3234","25.7674","26.369","25.5978","25.7201","25.83","26.4514","26.7632","25.912","26.1335","25.4738","26.4145","26.113","26.4385","26.5385","25.8554","25.7719","24.7794","24.894","24.9896","26.4681","26.3465","25.2867","26.4242","26.0835","26.6156","26.4509","26.7965","26.4688","26.4695","26.2934","26.7737","26.0845","26.2047","25.6526","26.6175","25.9816","26.7705","26.3989","26.3019","25.1854","26.3391","26.3512","26.6691","26.0377","26.0183","26.1487","25.8618","25.757","26.1283","26.2459","25.9797","26.9045","25.2967","25.4484","26.5427","25.5982","26.3834","25.5605","26.1576","26.6947","26.563","25.5379","26.9606","26.6526","26.495","26.9629","26.0312"
"M103.0554T27.1","103.0554","27.071934","25.1361","23.5621","25.555","25.2091","24.7598","25.5885","25.0674","24.1318","25.4474","23.6152","25.0728","25.9751","25.2026","23.9383","24.0901","25.8685","25.5793","25.826","25.0323","25.0372","25.3052","25.1033","25.0346","22.8168","23.1785","24.0158","25.0077","25.6889","24.3643","23.8272","26.3258","26.672","23.9687","24.5134","26.5669","24.3205","24.837","24.8418","24.9004","25.1996","25.8153","25.6198","26.0221","26.2544","25.2456","24.6151","24.3385","24.7837","25.6831","23.7431","25.2111","24.876","25.4414","23.2188","26.0431","24.3406","24.2656","26.1522","25.0793","25.59","26.3217","24.7983","25.5395","24.7405","25.3923","24.706","24.8829","26.2035","26.2634","25.1375","25.66","25.5588","25.2732","25.5163","26.4128","26.014","25.1589","26.161","24.591","25.146","24.7949","23.7116","24.4022","25.3538","23.2577","25.0152","24.8688","24.499","24.9956","24.9873","24.7782","22.2569","25.2876","25.1233","25.2322","25.0798","25.1874","22.4254","24.4482","25.07","23.0059","24.7553","23.3402","24.0118","23.7272","24.7673","22.7256","24.9245","23.0677","24.9632","24.6032","25.5232","25.1537","23.0487","25.7405","23.8101","25.235","24.5101","23.3574","25.6168","24.8484","25.966","24.9944","25.8935","25.2425","24.3466","23.6012","24.8164","23.9205","24.1929","24.2239"
