"","mz","rt","POS_SF.100109.114720","POS_SF.100109.121711","POS_SF.100109.124896","POS_SF.100109.124904","POS_SF.100109.130034","POS_SF.100109.169058","POS_SF.100109.199550","POS_SF.100109.227718","POS_SF.100109.231142","POS_SF.100109.239012","POS_SF.100109.244079","POS_SF.100109.255622","POS_SF.100109.259700","POS_SF.120831.00062","POS_SF.100109.142930","POS_SF.100109.146730","POS_SF.100109.199546","POS_SF.100109.225118","POS_SF.100109.252159","POS_SF.110121.00073","POS_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M427.216T275.6","427.2159923","275.61700002","9191.421371","7289.46655","7857.801765","6382.246755","8515.266926","7878.830837","7163.056267","4062.948457","3754.464561","5527.300308","4599.692278","6855.064442","3891.786778","5351.463768","4858.876147","4653.775993","3864.737541","2662.839368","1998.59422","5286.257982","3580.019083"
"M216.0974T74.6","216.0974239","74.57500002","4275.848413","1605.89663","2878.673445","2526.964655","5558.510374","2680.063422","3568.650301","193.21892","236.4965651","1176.142547","252.2190917","2735.007766","177.7473061","947.4452184","356.504298","822.1186292","245.8633864","214.2909042","251.0663193","1148.003654","574.8932788"
"M473.1197T47","473.1196625","47.01400002","675.9816953","869.235691","1017.650645","701.8258514","1084.4372","3032.570779","771.242385","2133.470944","3165.658014","1082.020162","2358.582767","1132.385169","3276.830494","1010.326485","2823.481238","4276.363256","2933.130382","9575.188719","31935.08828","8138.478572","6399.463604"
"M499.5797T299.1","499.5797407","299.11999998","3670.040429","3057.753656","2483.090767","498.3315403","4184.822732","1778.531501","1579.044287","732.1669558","718.6163766","411.1664347","678.1262313","653.0669182","417.4327499","641.8048492","599.5449218","469.9584194","603.0888978","726.7216673","325.6113858","152.9831505","718.186644"
"M385.2219T280.7","385.2219225","280.689","34430.91806","19317.1112","27938.90736","14695.83305","30005.89617","35686.19938","29245.58605","2836.521373","3705.22955","10569.62382","5420.79011","15792.37251","3471.381756","9656.783401","5815.213331","9803.939145","6377.64472","4393.852006","1760.002635","14497.89984","8408.789909"
"M159.0758T176.5","159.0758053","176.53099998","1783.151471","870.3068561","1887.746412","1541.717978","1948.07656","1214.136722","1203.534034","264.0148313","780.8509119","721.547445","553.9358108","961.1723004","390.4839349","876.8720011","610.3453373","857.4346987","489.6914465","368.4457624","263.1865799","324.0985818","563.5572969"
"M418.2627T72.5","418.2627462","72.546","1840.185695","1597.449797","3206.123791","2047.633757","2948.012855","2149.676877","2098.553934","507.6916746","1279.310304","1192.658121","778.3691093","1262.83733","572.2719197","1467.505658","1373.687565","1076.467298","939.6877465","497.6570623","446.8000967","338.7547549","471.9821893"
"M233.0594T71.5","233.0593845","71.532","43979.45416","64727.39847","55328.64201","33566.77681","47579.36851","49800.69768","76474.31407","379890.2668","118263.7097","79532.03747","239048.2265","70249.60381","161537.9785","91870.18006","171249.4297","114302.8844","198216.5477","212315.1945","373469.2025","125346.7944","210135.9981"
"M392.7363T132.7","392.7363345","132.73999998","7929.659722","5797.72709","6256.197801","3434.055153","12665.19859","8960.02014","5388.211108","96.65356783","176.5824357","980.0173774","186.4217131","2084.817359","154.9267","247.8291545","1324.667637","776.2725403","511.311447","108.323915","2.083232052","77.25255845","274.7449811"
"M479.2711T183.8","479.2711366","183.804","5105.080663","3776.85369","4745.348423","6474.720352","7527.621058","4996.931728","4940.462571","1728.852353","3531.393743","2334.93402","3253.003911","2871.05136","2517.044483","3538.157739","1934.789984","3168.903762","2094.831221","1629.33576","1290.332298","3968.308095","2618.188259"
"M331.2288T162.3","331.2288128","162.33","1788.247917","1287.141952","2089.102312","2194.817773","3815.331083","1424.330404","1760.176389","215.5460355","528.5342087","765.1656723","568.3319488","1092.823057","385.8141035","828.8146752","810.457996","1093.238609","524.4062686","376.339996","127.8396933","276.6392735","384.9606681"
"M394.2164T77.6","394.2164345","77.61799998","2406.958199","1127.236694","1339.019653","2216.869741","2713.654982","1470.704066","2144.779782","43.098392","174.6394826","535.8329646","199.1717708","698.4857766","58.11048015","602.878149","230.191153","353.6690179","210.3019134","6.772942814","3.280516288","2.142343951","41.54117015"
"M426.6926T233.7","426.6926161","233.682","5951.310264","4556.188256","3576.576152","2505.644738","3839.413191","4803.25869","3160.524906","671.6535531","1474.041634","1908.872174","1812.917667","2967.172395","1728.109014","2559.857488","1731.551042","1895.871235","1444.470473","830.421802","346.2134393","783.9410698","935.8575938"
"M294.6238T891","294.6237967","890.9599998","227.7035641","416.6953525","490.128444","639.6832458","363.4016045","570.7662738","433.3622159","3902.573001","4306.059038","1282.691009","1639.326623","836.2028721","1862.595502","2231.395112","550.0937548","1461.889849","1701.595114","2664.557101","2327.500725","574.1662623","2079.364216"
"M498.9091T299.1","498.9091323","299.11999998","10226.26838","8545.629183","6639.523795","645.2542388","11086.20665","4655.213969","3749.720095","1380.92122","1318.9568","485.6667234","318.8502005","637.7270407","340.963729","578.4609174","1310.134091","535.9446673","608.3929228","451.4070475","840.1132994","46.9888905","832.858507"
"M333.1873T170.4","333.1873067","170.445","4128.759099","3274.227212","3682.915609","3149.82554","6795.079931","3171.620448","4297.37812","900.5904614","1651.951857","2007.666483","1707.280088","2425.245302","1360.615402","2261.589171","2718.625953","2403.984534","1562.644912","1148.202566","978.8214907","699.0994182","1263.623889"
"M121.0627T102.1","121.0627167","102.13600002","1774.471307","1887.034903","1636.383511","1704.644719","1423.835726","1520.304867","1602.931607","3456.178878","3344.940666","2112.636369","2556.260272","1677.275136","3493.822981","2425.049559","2502.838838","2124.382294","3009.335099","3224.055316","4120.952354","3220.0105","2562.896854"
"M104.1063T888.8","104.1063202","888.759","309.0535439","432.0787206","342.213649","645.2498303","347.365677","454.9561844","491.6581291","2582.254675","2745.624774","988.008476","1206.867172","625.2307533","1246.779536","1566.675768","419.3768721","981.6400567","892.6124993","1185.259967","916.0125648","547.9614344","1182.269335"
"M166.0714T92","166.0713522","91.992","709.9213182","579.4786119","684.208345","599.5843589","527.3344172","527.6447203","606.2267815","1323.69406","1863.056069","735.6762527","888.8756828","581.9782571","1055.826058","848.1080009","1222.82345","843.2409514","1169.501727","1446.627804","2144.653224","1729.879053","1698.288212"
"M488.2366T195","488.2366279","194.96299998","1287.230726","1960.896291","2025.687","2222.116283","2065.325301","2207.878951","2244.040422","10051.63453","9378.318409","4139.583399","2881.827246","2540.019327","6474.729715","4368.226507","3122.754419","4200.089717","8091.925104","6363.6342","7715.646475","11316.59686","6136.553072"
"M424.1024T94","424.1024072","94.02100002","3036.613544","3060.126279","3762.609043","2444.760811","3142.501026","2579.155409","4183.026225","29289.05128","8297.934094","10566.30279","22527.4129","5718.374989","9309.362582","3229.510141","12234.53025","9726.93168","8140.883809","33177.36707","29135.88168","11227.83299","14620.63036"
"M386.8877T231.7","386.8877257","231.65299998","17.18208129","222.0134943","0","115.2943053","0","0","63.24661239","413.8417403","1753.522161","155.0740837","1671.792952","65.72061165","2762.572544","913.302752","625.59893","558.1549812","1210.251083","1506.619285","2846.356724","754.8464064","705.8406829"
"M364.8684T167.4","364.8684184","167.40199998","1125.038134","1031.596655","2571.899081","381.0667071","1291.779091","1543.918189","650.2667302","307.4222982","367.0610989","322.6534567","184.5522913","318.1963619","74.33629855","163.9590004","182.9368526","395.0084751","303.5000081","215.5724771","60.34974846","25.8524522","37.99950652"
"M368.8837T211.4","368.8836991","211.365","1390.255077","1111.432226","1404.495594","607.6989113","2102.166361","1263.019559","1803.205735","96.75188209","865.5488578","361.9948688","325.969162","472.9582991","223.3506059","362.7571873","518.0373433","434.6545927","450.941546","119.4771501","82.14360399","65.37493224","206.3029431"
"M421.7566T193.9","421.7566262","193.94800002","5203.68347","3735.143349","5501.809348","5011.361459","8020.394301","5012.215375","3785.643334","276.231292","370.9815944","1706.190667","429.0117195","2719.920461","177.6081357","1216.253663","1840.533095","1584.495523","1249.177975","268.9631898","100.0537205","260.947486","299.9990877"
"M386.5528T230.6","386.5527989","230.63899998","77.37226942","159.7401547","18.37949776","238.6750359","123.7764404","36.63219594","171.2195237","619.4375424","3002.423","198.7537429","3020.52564","177.8461105","4615.354434","1507.731412","369.2355297","908.5136677","1729.614914","2301.644575","4371.885022","1178.809541","1041.294168"
"M159.1106T286.8","159.1105563","286.77499998","602.1590923","369.3690182","940.4638985","598.0679462","621.9073833","728.0887283","578.0811982","276.4307381","325.2354727","501.3206109","335.6751156","523.0731988","284.3210781","292.2305859","370.1232533","372.9643748","350.1395695","241.3450114","243.7541437","330.6331825","298.4097779"
"M84.0442T38.9","84.0441712","38.89900002","1398.480447","1590.901461","1563.759326","2149.086767","1356.968143","1482.517462","1765.499494","4411.583865","2026.404024","3132.411392","3718.403436","2401.293692","6695.059723","2433.049249","3307.376906","2793.143072","4479.52676","5380.658143","3088.314879","9849.403386","4037.7108"
"M90.0549T41.9","90.05491217","41.94199998","4057.817235","5080.822705","4197.312259","2772.044586","3645.646572","2894.517651","3146.453191","19757.78078","6326.334496","9924.740714","5551.472018","6746.004835","8378.140514","4692.189509","24047.70339","9255.864468","8381.288354","19868.6934","30009.42343","17842.64911","5652.632849"
"M262.1383T263.3","262.1383348","263.27200002","6261.03927","3369.521937","5274.45018","3396.822124","5971.902133","4939.801599","4710.385486","429.5465913","659.6208155","2403.695847","893.8813318","3493.851803","607.85333","2006.296026","956.954888","2244.384811","833.4374426","625.6267625","444.2071272","2145.292343","1689.968812"
"M272.1693T177.5","272.1692624","177.546","3852.56263","2494.820616","3443.925034","4370.797159","4534.171367","3131.460562","3721.648198","1291.95505","2139.250567","2223.2211","1935.403324","2539.943757","1592.799567","2407.79909","2483.715207","2630.617982","1918.87233","1313.151903","1012.007985","1707.206317","1633.796328"
"M279.7012T250.1","279.7011524","250.08499998","3681.088916","1409.829347","1955.152622","956.484974","4943.09626","2095.760695","1496.772728","0","16.43617246","225.6574508","29.49184487","274.7497066","0","97.9664465","216.1142659","164.1160025","68.24559514","1.178748864","0","0","0"
"M132.0763T41.9","132.0762985","41.94199998","18667.46535","23419.2563","19318.3804","12915.84737","16472.98285","13785.2398","15175.76223","90164.21205","29668.18678","43998.27079","26465.09475","31741.50471","41118.69329","20958.55388","104294.1329","40465.48722","38527.82475","87662.77563","126684.0875","78910.23534","25795.48159"
"M470.5739T176.5","470.5739252","176.53099998","313.8044648","433.0623848","359.3458267","554.9178709","370.1224189","485.2217051","556.3074712","1882.6715","622.8852821","761.1455208","1193.85118","624.0671663","1007.686372","501.225674","433.1826305","1428.146085","2105.413355","3545.239428","2100.912398","2279.281412","3507.15343"
"M379.2085T207.1","379.2084554","207.13600002","2956.481913","2174.666628","2684.51842","2153.274732","4008.566717","1886.651777","1915.868602","757.7802029","1444.205508","1426.467728","1102.328076","1767.019196","991.5667467","1592.340033","1597.010235","1586.530658","1071.809083","726.8978591","476.7362714","667.0432638","858.1257447"
"M186.0251T273.6","186.0250831","273.588","246.2927914","405.7105388","284.4631745","419.5646436","281.6064239","346.140421","327.6356706","1024.996959","708.366812","511.6177831","1038.524402","476.7471744","1408.216355","856.312884","447.0055954","832.5611751","1312.230479","2876.468878","2064.024296","807.4236605","892.8223353"
"M319.8468T277.6","319.8468086","277.64599998","7442.19526","5350.429241","5981.104715","2586.002809","4649.467449","3991.577821","2415.554158","214.0537751","380.1688294","1765.17943","604.4192716","2125.22516","276.2354509","1194.175623","892.6520059","2043.220992","1109.125113","544.0536684","277.3783113","1379.200916","1802.111828"
"M236.0794T138.8","236.0794166","138.82600002","1731.752174","1379.807179","1431.251369","1501.921578","1528.679611","1452.144738","1643.869385","2674.518172","2695.675817","1932.001508","2852.272424","1515.635977","2365.317999","2241.956463","2322.10767","1917.847889","2661.337143","2643.034341","4648.971863","2974.979358","2293.405725"
"M110.0704T47","110.0704448","47.01400002","518.159001","453.9512231","498.9362169","710.9367937","443.2377323","480.6380718","591.1540055","972.603557","1250.054713","780.3736433","1064.504884","697.3422797","1135.479369","1167.980832","771.6457104","1333.521623","935.0941642","1077.644352","3318.472567","1412.203019","977.6668167"
"M244.0802T45","244.0802106","44.985","1819.141628","1908.046025","2399.119934","2105.349881","1190.496097","1811.908263","1549.261554","6958.976371","5543.86293","3451.831053","3580.487882","2591.100675","3496.897626","4105.194","2780.510616","2624.721594","3220.367166","4077.638769","3588.726793","7702.867352","3030.942763"
"M204.1334T237.7","204.1333606","237.73999998","9132.290773","4005.949027","7056.360694","6043.212706","11157.72268","5665.446806","6539.793686","2599.977488","2238.137675","4056.972022","2311.590739","6983.57026","2214.175253","3634.134023","2639.251531","3470.069696","2358.420133","2416.186968","2471.651356","4216.314273","2607.017298"
"M333.1753T184.8","333.1753108","184.81900002","5751.967227","2090.331156","4587.722113","2588.35283","5122.760405","3803.310165","3452.050853","1305.776929","1965.821764","1889.98094","1863.961844","2956.078487","1493.213031","2052.851318","2129.517989","1842.577892","1437.502333","1222.712741","496.439993","1437.196238","1408.941855"
"M443.2477T152.2","443.2476635","152.18599998","2358.108066","2352.783807","2129.675825","2281.64968","3786.957198","2913.19292","2185.242653","440.2985685","1054.906643","1151.304932","896.8696558","1307.1309","543.9077779","1248.700513","1143.407501","1442.790422","1134.070479","448.1192169","176.9951396","414.7776391","733.9027559"
"M499.788T291.8","499.7880087","291.84700002","6201.337115","8461.569139","5037.400849","7634.639349","9760.615494","9388.001904","7118.544846","225.8247515","1074.199724","2365.19005","1341.849483","2455.118145","864.6408071","2679.722255","1803.96803","2353.549516","2294.79986","1135.958911","182.9419446","242.7730413","1662.412887"
"M250.0383T196","250.0382553","195.97699998","1445.276212","1730.834155","1383.252977","1331.312282","977.5190852","1344.306137","1405.578621","2176.444793","2167.292383","1903.061657","1688.317304","1407.446366","2433.594474","1861.180311","2542.088094","1646.213679","2188.163131","2019.075715","2479.134768","2889.760202","1899.728692"
"M235.1693T799","235.1693025","798.954","17280.60387","12516.9438","16417.15478","12890.65977","12756.36138","13674.88909","10598.39078","27905.11358","14591.44399","24255.94723","22515.57567","16472.51656","35004.75955","16505.94288","26129.60024","26098.75368","27095.74608","72863.84657","41764.77088","80236.08558","23708.29091"
"M199.1794T288.8","199.1794469","288.804","3347.779049","2458.153539","7870.168015","3014.325291","5536.137605","3690.404158","2914.538507","2196.874785","2569.657434","2040.101143","1782.606358","2118.41455","1548.230739","1738.267861","1875.904476","2320.086664","2029.477872","1853.562773","1770.356981","2452.653071","1707.911803"
"M443.241T210.4","443.2410161","210.351","3813.284935","4219.852038","4084.888546","3999.571593","4479.567698","4057.503571","4983.708065","1989.116671","3273.6528","2730.586682","2959.118517","2892.560206","2989.719899","3467.390314","3008.999061","3121.91591","2664.9346","1758.86742","1044.826207","1605.361713","2099.910785"
"M319.6778T153.2","319.6777885","153.19999998","1915.352142","1411.212142","1512.813392","1459.573788","2932.768572","1805.057289","1679.170857","107.6389803","475.4915362","566.8396591","453.9421529","770.2220812","283.5850147","678.2900216","798.0717415","642.0824332","333.689492","171.9066737","90.11339211","33.79283067","336.4568726"
"M369.2488T46","369.2488089","46.00000002","1068.988105","549.2186245","947.6588838","483.1807916","694.9144379","560.8783158","664.7102329","1796.225634","2839.730488","1445.010286","6704.587273","1171.522727","1457.563396","1292.363402","1749.02722","3027.099973","2887.104441","1797.102346","2852.98764","1617.952052","1243.9831"
"M316.321T775.6","316.3210419","775.623","8476.623279","11059.26741","12323.87704","7653.283518","7522.81189","11186.45839","9566.281011","28458.62567","18015.09315","26710.21366","19279.22735","11264.8071","29204.43989","14631.24827","12444.96834","17564.95795","17253.33705","25601.84719","27866.57653","15468.65043","16785.38425"
"M259.1332T263.3","259.1332418","263.27200002","10365.85753","6009.28408","9006.520837","5839.772743","9528.663772","8800.876921","8063.752619","1017.279903","1588.794315","5849.933631","1649.375224","6350.163303","1284.14202","3821.581986","1851.763518","3985.570269","1574.273529","1328.5753","1016.75472","4040.516305","3158.207323"
"M319.2025T888.8","319.2025099","888.759","9559.8991","9626.248014","11249.30484","9395.087537","8481.307963","8997.048708","9051.385195","28095.12407","21111.45718","14146.67163","13242.08613","10616.42018","17044.01038","16018.70665","13098.8205","11741.89644","17118.56748","16845.9295","15767.38086","22520.7041","15396.79046"
"M416.3528T776.6","416.3527816","776.637","21255.94161","625.6422824","93.91817955","125397.7134","161.8106405","150.6203592","548.1661875","122.9553902","51.36597503","15.02622888","83.83662929","34.23028891","17.41349538","165.6366726","4.031010727","76.47718324","135.2912147","10.81838599","0.018749817","1.414398854","647.1985889"
"M391.2274T280.7","391.2273735","280.689","377878.9792","200579.0693","307104.553","148958.1031","317797.5858","402609.8612","318958.4449","13257.61945","16077.10952","96990.5415","34135.42652","158465.2727","15677.09387","75728.41485","27885.10069","81658.40656","47797.30294","29539.93562","7125.903081","154836.5526","75095.79826"
"M412.2547T176.5","412.2546652","176.53099998","11065.10413","4616.215779","11504.70245","9708.865386","13339.11098","7299.728437","7244.800923","936.4448676","3447.916045","3675.672117","2256.185931","3830.539516","980.588684","3974.93878","2777.924123","4475.672939","2373.114824","925.0760787","255.5321365","1041.96091","1498.266522"
"M84.0804T237.7","84.08042622","237.73999998","655.8665475","318.2718006","501.3096345","475.925903","808.9334846","429.035384","533.2356969","119.4042755","210.7146544","286.5906427","175.8602461","444.9410863","110.1294042","273.5818632","255.3657839","294.2986605","197.7364729","131.0219033","80.5525516","194.1097243","169.7470766"
"M214.0502T273.6","214.0501725","273.588","468.9475143","822.6500886","649.7246408","858.5286563","572.0177705","746.8522797","723.0461154","2146.58392","1482.109138","961.2979334","2062.520637","972.5378582","2678.948353","1726.779671","1033.834831","1561.96495","2317.990124","5244.061971","3865.102124","1386.376142","1648.687659"
"M394.7356T253.1","394.7356107","253.128","14602.05546","17926.53987","15512.13235","3143.105533","14934.12441","6486.494954","7841.314174","1069.689077","1021.102032","2232.198169","1801.714862","2935.946689","1053.761426","1598.34583","2897.047888","2355.74767","2337.851453","862.3399876","54.80494524","376.6702728","1894.195907"
"M310.1388T103.2","310.138823","103.15000002","896.5133018","718.9607726","702.3659298","1554.658419","778.7141753","873.4795944","1234.141646","2318.969227","4808.022291","1180.540148","4851.42633","1661.905226","6749.528758","4672.288812","1560.395915","2044.91742","1871.877471","1612.637342","3056.510478","2013.055538","1202.472211"
"M72.0806T263.3","72.08058172","263.27200002","26056.87295","13920.77436","21696.80392","13879.23623","24601.69784","22028.60436","20139.79245","726.5286396","1664.6947","8819.903523","2408.58848","14794.66747","1462.594686","7865.882866","2534.9953","8336.25138","2364.211525","1497.577932","890.9857096","6553.364667","5740.534713"
"M351.7221T247","351.7220595","247.041","2193.660899","2407.704301","2404.6674","184.949168","1007.662689","901.5797559","361.9412565","248.2044503","46.84175269","145.6193858","37.04857294","46.49671021","17.4309682","75.59968094","520.8775764","109.117731","353.0325176","60.32217133","14.35303695","9.162157525","145.1746933"
"M127.0492T140.9","127.049217","140.85499998","155.4638195","133.0383016","160.9127951","179.0647482","105.1511444","153.5227935","131.5649035","366.3265097","1238.372267","293.2892346","313.2285242","147.1100273","312.8523254","150.6167277","222.5315689","580.17926","530.1487822","929.7461304","3193.245295","1357.141666","892.4633783"
"M244.1599T176.5","244.1598697","176.53099998","4037.535336","2633.2107","3407.194773","3300.786455","3932.876925","2665.10639","3135.595569","1238.866231","1591.63126","2286.617338","1703.498554","2835.074476","1248.086549","2398.747946","2299.893403","2353.768913","1712.77927","1254.295757","894.0829902","1226.156812","1396.907097"
"M416.549T230.6","416.5490182","230.63899998","472.654865","477.515577","221.7352763","760.9734331","553.4643927","354.4751689","372.242024","1468.189741","1227.209929","1419.229807","1627.032959","716.6671854","1448.05482","1489.756943","1684.321863","2028.993762","2210.67252","2514.089356","567.2744925","482.248814","2024.284739"
"M295.1217T753.1","295.121729","753.1339998","1319.145904","1412.521977","1731.771807","1165.214566","1117.579452","1362.688805","1258.703461","3515.712911","1891.582801","1921.269006","1945.282111","1472.282136","1971.572114","1424.931574","2443.277681","1573.27217","2850.339207","3199.693221","3118.148157","3702.014102","2142.484882"
"M131.0806T176.5","131.0806129","176.53099998","1683.993514","901.0153769","1757.732301","1553.688773","2054.42576","1180.582725","1338.834137","288.2972368","749.4077612","771.0231934","551.434951","827.8113147","288.0697102","848.909752","777.2280436","920.0435058","513.585952","224.6133566","197.9962313","227.1428207","514.2205948"
"M329.195T176.5","329.1949653","176.53099998","5040.971811","4083.742792","5597.369891","4692.858935","6781.321257","5602.52699","5503.740977","2091.565676","3849.84481","3471.437096","3048.609557","4422.885006","2398.979414","4023.672447","3740.903975","3861.330872","2961.266361","2157.866853","1416.238865","2013.779346","2294.718718"
"M430.2307T263.3","430.2306577","263.27200002","150890.4145","82572.83992","119673.6526","79747.12185","139663.3241","124220.8503","112264.396","6062.107544","11147.27682","50777.20173","16284.5495","81762.76468","8709.072767","43445.66889","19065.97302","49069.59304","20103.89569","10179.31363","3918.063872","37152.40913","34720.17554"
"M405.2566T870.5","405.2566362","870.4999998","10188.09447","9824.681579","12336.32612","8895.750446","8453.822632","10336.28181","8917.456208","19385.62641","10632.49504","12179.1316","11494.22632","9996.158154","12495.82527","8692.780506","14052.6003","11530.52099","16445.39994","18863.39901","18499.60661","23673.01","16340.07352"
"M370.2955T758.2","370.2955272","758.2060002","41103.43184","196762.1021","82562.07377","102754.2058","96551.5456","116458.1639","95101.44128","121864.8389","30927.16345","52954.57644","26932.11967","80387.28654","30719.77884","111191.4939","9757.771683","43832.58506","15842.95851","23247.14664","15702.09341","27574.00287","37791.1108"
"M191.1416T846","191.1416418","845.982","1413.404314","1197.216682","1713.691913","1154.817986","1198.550105","1233.917644","1206.836505","2868.318517","1543.339993","1759.079426","1656.189129","1454.040022","1838.724025","1176.074035","2203.781646","1476.626286","2662.821407","2961.554063","2922.176373","3428.936666","1944.133171"
"M416.8833T233.7","416.8833122","233.682","934.0443415","753.8398125","624.5929806","1424.087376","1048.419041","686.6668816","903.0909104","1869.787973","2483.85245","1780.082306","2317.653096","1312.139307","1807.18374","2432.982745","2686.628528","2586.001286","2908.742833","2815.501648","821.8279702","1346.227066","3179.937055"
"M104.1066T37.9","104.1066241","37.88500002","4179.176267","3806.076527","4480.568253","3859.589099","3357.281393","3873.389612","3713.6511","14947.37651","12024.96615","4836.875424","6871.921841","4061.81826","13980.28595","8941.068958","23314.11704","8054.127618","14855.55709","7444.5464","120976.9306","22779.07004","34570.61514"
"M118.0711T253.1","118.0710615","253.128","20048.97951","15546.32574","21459.04112","18430.82406","11603.57717","14509.57071","17618.24456","38701.61141","34218.12935","26611.1606","25658.89633","20860.61594","33300.4359","23665.41741","29908.07242","18789.72923","27092.20776","28370.97941","40756.93292","45212.65331","26362.34693"
"M452.8851T784.8","452.8850971","784.7530002","1226.475157","888.4270249","1415.282541","988.5203217","945.345214","807.3875192","818.7359901","2344.880338","1355.004111","1846.734079","2169.612972","1309.970699","2522.889174","1095.539268","2913.828511","1472.198697","2383.429317","2623.027836","3036.855466","6268.334916","1546.522262"
"M333.1755T263.3","333.1754613","263.27200002","14752.98988","8401.741218","12553.00308","8745.665255","14086.7319","11817.32593","11745.3065","1663.987669","2866.045955","7134.047859","3025.306754","8726.82665","2364.963018","5741.143503","4382.526441","6369.237348","3054.635428","2319.730494","941.9559862","4894.854715","4488.015149"
"M72.0805T58.2","72.08051662","58.173","339.6068979","282.0926249","314.3296203","353.8596571","299.7630328","300.9998542","310.9028912","511.5938106","978.9741159","379.9243264","591.3655345","352.8481437","743.9195376","550.7248349","538.3345737","418.0036891","480.6430262","483.9377456","590.0351797","566.3637284","406.4523266"
"M159.0905T237.7","159.0905379","237.73999998","3401.789136","1330.391741","2443.694833","2256.400168","4299.655129","1939.349954","2240.110385","202.7358837","555.3403074","1259.318584","519.0696704","2460.384562","407.4147264","1128.480718","610.9783961","1083.985316","440.794012","247.4316352","336.3364713","943.0135731","580.5830121"
"M306.0501T205.1","306.0501102","205.107","383.1152939","234.128339","138.5492451","445.7226867","103.8328375","257.6795692","330.394285","1701.470289","1580.927198","1054.692506","2043.289407","640.2407901","1773.86309","423.5917049","216.9135229","994.9706814","968.2428675","2668.767427","1132.663978","2374.995351","1608.632687"
"M240.1073T119.4","240.1072608","119.38099998","141.332993","176.7964454","266.4930954","178.1885501","264.9418474","140.2446552","217.9417223","1062.671701","1729.450769","453.9159836","597.4014436","151.5001698","759.711837","233.0818188","244.522804","2948.3313","5431.703078","1846.03961","2232.578626","842.7850168","1214.057895"
"M254.1362T864.4","254.1362135","864.4129998","2593.974493","2753.577107","2972.94092","2784.745274","2314.424702","2385.098282","2757.177996","6247.077039","3312.927935","4116.314397","4057.480494","3247.687159","4179.979254","2869.757533","3688.10836","3745.353709","4228.063255","5175.99879","5102.737259","7326.701796","3559.147703"
"M144.0794T253.1","144.0793577","253.128","28924.59447","21337.56259","30233.15108","27835.48338","14263.41258","20370.79942","26347.26286","59225.40237","56276.23905","41517.52399","38730.99954","32146.10922","53439.10929","39082.82173","45949.42419","26549.59089","37802.07481","37788.80555","62418.39211","67184.405","39767.60655"
"M422.6027T160.3","422.6027406","160.30099998","693.7913369","816.9681119","706.7243384","496.4205292","611.4073197","749.2385727","728.0713275","1524.285795","941.6965758","900.9347626","993.1095227","663.8799601","1386.466927","1061.39055","1344.410532","806.5585545","1452.58034","1327.478088","1850.270497","1701.225485","951.8604286"
"M80.0491T80.7","80.04914257","80.661","583.1717579","610.0319327","692.0631919","845.8879869","674.9001105","626.5730935","556.717416","2723.882796","1153.420977","787.2523127","1093.632519","686.7000153","1779.715165","1094.414052","897.3901569","1104.584619","1716.237709","1544.553173","2028.708174","1644.630088","1539.988248"
"M224.0376T160.3","224.037613","160.30099998","633.395641","813.0239668","618.3594916","485.5151905","584.0336292","730.7386896","665.5232999","1352.462671","860.3185799","767.8403288","787.5338276","682.92148","1129.386568","968.8580369","1112.441504","774.6953255","1243.728032","1077.601872","1570.053639","1476.72699","907.5440207"
"M305.6855T193.9","305.6854958","193.94800002","5139.979158","4063.38233","1084.522333","410.8623169","1521.809213","1511.23532","580.3752494","218.1072802","78.70463401","330.8882475","80.18515596","213.992265","159.9754486","259.766455","630.8113569","275.5369237","1346.938527","205.097452","45.39553942","169.6404787","138.7547299"
"M231.1688T246","231.1688413","246.027","9.108790058","39.15550754","19.62821414","233.3964221","21.36425361","78.05222086","167.15219","509.0759024","1776.685884","146.4340432","543.2617015","177.9017928","853.0642044","1120.363121","207.3711156","247.7854144","166.980851","298.9595564","1085.776842","180.1932769","180.6258074"
"M78.0332T80.7","78.03316418","80.661","98.10724701","115.034785","113.6921532","237.5712501","119.7375417","85.66379944","109.055974","1312.060597","311.0361525","291.4936061","267.7099794","148.4232172","464.2447662","263.6358592","175.7599249","525.0861948","751.1385107","511.2963051","359.015694","677.2031962","360.9425956"
"M179.1572T71.5","179.1571767","71.532","1224.684922","2011.167882","1171.375279","778.9317306","2084.590096","925.4125052","3614.637088","25732.5651","5527.676694","4020.727101","18006.95359","1893.518009","8010.345858","3777.88712","11523.9479","6369.486323","13811.40134","11181.3509","24697.82183","2383.423173","11907.97423"
"M351.7067T286.8","351.7066552","286.77499998","4298.661268","4234.788921","5890.034312","3275.573222","6257.220229","4087.786623","5312.688107","337.880842","1428.805206","1799.067804","1316.329848","2368.353806","469.2367234","2382.482969","1812.29714","2040.753442","823.3304152","309.9177369","93.31818753","299.1347524","1139.638322"
