"","mz","rt","POS_SF.100109.114720","POS_SF.100109.121711","POS_SF.100109.124896","POS_SF.100109.124904","POS_SF.100109.130034","POS_SF.100109.169058","POS_SF.100109.199550","POS_SF.100109.227718","POS_SF.100109.231142","POS_SF.100109.239012","POS_SF.100109.244079","POS_SF.100109.255622","POS_SF.100109.259700","POS_SF.120831.00062","POS_SF.100109.142930","POS_SF.100109.146730","POS_SF.100109.199546","POS_SF.100109.225118","POS_SF.100109.252159","POS_SF.110121.00073","POS_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M487.24T205.1","487.2399929","205.107","7971.109673","17564.49297","5277.318525","15751.23298","8303.77843","15559.52818","38843.7809","9548.639397","8891.778401","9506.563071","10711.26319","14498.19443","6929.649807","10543.14771","14680.34296","9769.309481","11970.75795","4914.174153","2383.578673","5592.061237","8070.292478"
"M70.0648T142.9","70.06477682","142.884","567.6907674","353.2343908","473.9719794","683.9053096","663.2626336","473.0737909","528.7251462","340.3807294","747.2849697","375.5575878","601.6347255","469.0216212","551.1832859","642.3988042","466.8528569","524.8721786","548.8821517","394.952798","330.9967106","350.4631676","356.8847124"
"M328.6949T204.1","328.6949226","204.09199998","9463.541023","9836.177686","5746.785904","16307.61426","13321.49476","12073.01974","17423.68688","7486.736732","20806.31121","15825.63011","25156.52909","23836.77676","17959.90472","41258.86678","51209.54863","30030.12207","24687.11741","17770.79746","5174.494116","11168.34677","34452.36974"
"M246.1701T281.7","246.1700688","281.703","21085.68382","33922.64403","23142.55304","32593.88473","19478.25546","19514.02751","17856.96528","139521.7299","28161.78413","48552.07794","15159.40866","27939.67609","33946.27046","74017.27359","9662.548161","20485.77365","57664.63444","555302.3531","60303.02425","54035.50589","116707.9216"
"M126.0289T75.6","126.028929","75.58900002","1715.690046","1300.248117","1708.88458","1085.546331","1298.89327","1458.469144","1214.415821","1658.878162","1338.8556","1469.683561","825.0949717","1224.585801","1172.405374","1386.398198","1325.524195","1076.118905","1391.966623","1689.138186","1590.660894","1889.213699","1231.662619"
"M343.5256T153.2","343.5256466","153.19999998","2242.792954","1792.087032","1048.583514","2713.039701","2894.651119","2115.022003","4854.844811","333.5757229","1773.944757","1965.821632","1300.927517","3427.363579","402.3772841","3040.603961","2819.434436","2306.130011","1077.492037","832.6239636","218.0260349","699.3976195","1324.88146"
"M169.0603T183.8","169.0602987","183.804","2181.963227","1969.063538","2159.143406","3097.655757","2081.60669","2236.451596","2108.424065","3584.86877","1711.725284","4350.203725","2606.236445","1881.211629","2244.177204","1847.545804","3131.733209","2974.882893","3595.059299","3214.59569","3846.082679","4349.792554","1369.037255"
"M444.368T840.9","444.3680062","840.9100002","2877.181312","14651.45513","4225.766102","16514.53861","6824.930573","7572.338099","9477.180184","35363.38934","7004.321421","17329.4677","11045.84649","14610.57292","18664.16922","17858.41385","1443.803558","9432.277093","11038.99212","12272.61784","15096.5977","4203.880398","26611.46539"
"M318.5251T231.7","318.5251392","231.65299998","855.3735375","589.3012956","394.6179912","1043.507798","1128.093314","731.495338","944.3986054","78.08597779","267.6432018","1057.025837","233.1110208","764.1184707","174.6205164","641.021297","823.6416852","470.3958982","693.5584781","243.161383","0","185.5664905","199.1564635"
"M281.1502T223.5","281.1502085","223.53799998","1679.306528","1512.604344","1520.388241","1426.166063","1540.389553","1720.842157","2279.03769","1503.04102","5928.410418","1375.477607","2930.173287","1665.526853","4805.705971","3456.647124","2415.929642","1449.454291","1530.753925","1673.320451","5518.809061","1674.023211","1324.582486"
"M172.9537T97.1","172.9537231","97.06399998","299.7939925","360.1433189","196.8566156","220.9466257","312.328789","426.9945472","398.3782981","193.4128428","980.9191914","253.7723987","680.2829092","564.8861055","996.1123333","380.9613465","1572.982972","279.1919378","263.422184","397.676515","740.5886122","1513.678741","392.2304305"
"M244.1644T190.9","244.1644086","190.905","2635.605463","3532.694749","3014.952719","4256.460226","3723.268806","3948.944549","4255.417413","3247.273882","3289.826295","3149.369693","3142.659037","4153.624455","3457.231082","4246.867914","4027.697872","4470.957329","3233.663516","2506.864796","1766.032632","2542.114394","2559.694152"
"M152.0582T185.8","152.0582272","185.83300002","3614.470176","2611.873097","2762.025764","9009.150391","1752.907556","14310.58762","2813.090699","9965.386547","6495.923989","9950.720872","10661.40831","9357.545769","8479.882156","3323.777008","1949.805507","4944.470145","6724.261688","13476.52413","3522.422266","8685.965771","6654.100946"
"M150.0543T177.5","150.0542731","177.546","1703.527657","4119.898592","1437.944508","1551.488894","2889.915579","3077.687547","937.8759146","6507.44319","1728.113699","2060.295509","2904.318186","1473.671848","6108.751348","2884.899457","1005.846958","5349.810277","6278.869656","6340.590264","3214.348032","3020.796867","5637.006742"
"M414.3572T852.1","414.3571655","852.069","2948.069222","15616.18451","5372.633311","25202.45726","8435.653019","14140.67609","15504.02632","66948.95601","13015.94337","17550.07475","10441.92857","22357.97236","29013.93363","34078.85774","2415.124574","19512.32293","16191.05101","23514.45464","15063.00114","1834.677494","33729.9258"
"M146.0264T76.6","146.026365","76.60399998","3133.929119","3279.700355","3739.785531","2716.585","3088.951417","2629.705121","3011.595671","11927.26449","1847.776371","3744.980079","4092.495321","2977.842625","2397.684142","1456.049942","3139.367298","4448.164182","5339.680022","8204.514598","4890.049232","3452.624745","4952.47262"
"M281.0506T857.1","281.0506161","857.1409998","4661.711729","2455.54285","5004.557984","2082.376438","3009.455886","2913.090062","2305.083512","6265.603832","3165.980071","2965.243823","3529.645018","2868.740385","3577.993628","2204.546801","3538.818337","2364.746552","4812.213169","4345.408897","5110.175891","5916.791654","3224.121974"
"M353.689T195","353.6890383","194.96299998","1459.554282","1335.75654","1203.822215","1610.844586","2014.374379","1337.594336","1558.284272","367.7284151","925.6250169","1413.561837","1013.281885","1383.14679","728.6008182","1447.318871","1458.475013","1207.441348","1412.657906","802.1094325","88.55806814","383.7325523","1566.419896"
"M327.5958T158.3","327.595822","158.27200002","629.0700349","699.9356769","383.3548073","248.8710689","391.7693462","394.3180488","662.7003779","1364.209894","271.1261993","695.1918106","528.5841783","447.9711062","420.2581896","204.1534637","326.13879","1021.018242","477.5928361","839.7456841","487.5055554","2088.421109","1285.387779"
"M230.0961T46","230.0961067","46.00000002","6278.689126","7219.24307","18293.30288","10835.57611","6297.517244","11353.67092","6366.312045","55789.11139","12340.92699","15546.67244","12023.96267","15089.28522","15240.7059","8110.088596","8448.716671","17765.78473","10701.58734","10564.12455","13569.49364","105688.8322","12141.47102"
"M448.3431T822.5","448.3430862","822.4789998","8493.311814","63702.91093","9204.699766","44048.83441","13796.63411","54174.86998","35926.46148","123443.8307","29358.24945","37861.96652","55466.72866","40308.70836","47778.56045","373610.1892","3637.064252","39480.14862","30271.83458","138852.791","52833.41849","41176.76763","63818.95711"
"M72.0805T245","72.08052076","245.013","396.648366","319.0628919","437.3632945","555.7602251","597.8560958","370.2054362","549.0872103","249.3976296","334.0347481","394.2549072","359.945481","402.9457312","230.7610369","442.9175621","592.7702691","488.0939965","347.5648538","250.7696564","109.5645237","216.2111133","397.5011475"
"M171.1114T245","171.1113883","245.013","865.3919754","688.301637","952.6937817","1151.187302","1306.967355","816.5277842","1306.308459","829.5445186","741.8847404","859.0833874","723.0902372","891.4124627","546.3507513","923.508083","1543.362563","1021.120383","944.6069321","825.0966014","582.1398714","733.0000721","922.7425438"
"M300.6744T219.5","300.6744471","219.48","2384.966821","2011.749254","1863.81248","3251.735721","3140.069763","2363.54873","3437.18194","166.6435983","1377.761717","2128.621892","1577.082041","2800.623519","820.8259598","3861.12341","2843.835179","3021.515761","1873.833908","744.2346933","29.52637501","621.6849335","1425.291937"
"M104.9999T76.6","104.9998663","76.60399998","270.0094535","245.7924828","298.2564552","237.5914039","241.6118557","262.4547671","252.8071251","811.3964541","133.2031381","307.1657242","260.7075629","220.2817564","156.7512151","88.22798117","184.6470373","385.1713755","378.1108317","639.1048126","246.3300556","565.1463325","359.4180083"
"M482.9262T274.6","482.9261664","274.602","919.2406144","1144.356064","1248.907453","1229.10639","1537.522009","882.5756197","928.3735766","734.4337967","1381.519781","1111.977325","1859.940014","1470.150368","1987.352294","1855.992955","2364.644658","1313.303509","1178.928643","695.1994195","237.6215508","369.7903926","1159.2503"
"M94.0645T177.5","94.06446511","177.546","1101.920854","3186.989647","880.329067","998.2103495","2198.67252","2234.899055","550.3642585","4889.239923","997.2101757","1327.663376","2114.748411","953.6441469","3599.510359","2069.43257","572.5552463","4186.840436","4884.99344","4943.519116","2182.401513","2187.801367","4381.42424"
"M284.1852T293.9","284.1852218","293.87599998","353.1824245","313.7935573","326.3555845","332.8089526","484.2083786","317.4136932","366.3544045","197.889887","346.7257397","388.3928447","254.9308924","363.0438768","304.4358836","325.6510974","458.8737469","10545.08422","274.9638073","204.7936813","204.7046442","225.286824","220.3125588"
"M186.1055T46","186.1055216","46.00000002","3637.321435","4705.890793","11551.96274","7439.32962","3731.728036","7006.162266","3552.906977","41257.38593","7781.572474","10499.97745","7894.945233","9802.810001","10349.02679","5218.864731","4479.598255","12448.88144","6638.212942","6029.108442","8130.713741","77494.0395","7894.330431"
"M475.2692T269.5","475.2691895","269.53000002","3021.412383","1787.488082","3160.259489","1392.273787","4721.258458","1709.980325","1380.128356","1676.265169","1968.845383","1458.402565","1912.877987","1548.440455","2186.058146","1983.911353","2256.045485","1711.705058","1826.87034","1619.270903","1060.322955","1736.540403","1486.918492"
"M143.0001T115.3","143.0000686","115.323","322.595169","699.5896467","1096.325577","819.0163929","902.9118068","2069.586903","390.2476796","2525.867283","404.9028972","1120.275616","1394.920207","1299.140463","729.8340522","764.7721361","835.9646065","248.1750368","529.2755373","550.7696779","858.5869176","891.582257","434.9724561"
"M270.639T899.1","270.6390452","899.0749998","1588.172603","1527.290783","1635.291397","759.9008788","1066.35257","1268.183583","838.6923995","4703.464949","1302.375413","1894.846718","831.9641451","1234.483215","1071.874362","1659.15755","802.0778523","893.2847803","1342.035305","1186.454921","668.494894","1207.471179","1186.665686"
"M208.6151T89.8","208.6150513","89.79100002","328.4401512","384.3471289","177.4653861","419.6534845","501.2911732","325.8781915","794.3301318","319.8744005","234.0731532","247.6743977","441.0910287","409.639647","153.547104","250.0646666","1508.13085","355.1146013","178.4987876","64.5137838","26.28353622","34.94605248","445.2946198"
"M251.0696T67.5","251.069602","67.47400002","3799.345993","3754.099786","5576.854566","3169.644193","3897.664263","4035.698711","2594.239826","7800.206163","1053.761093","6010.429075","2612.233792","2159.068113","2217.340905","2201.686756","2645.456398","1556.215205","3338.997379","3029.401357","1909.338516","2475.242453","2272.783634"
"M445.8903T227.6","445.8903103","227.59600002","4563.899969","3543.534442","5718.620717","3741.740816","5467.548077","3885.040215","4852.072581","2715.35137","4242.315615","5378.926898","2262.075747","4637.534574","2048.329748","3555.964076","8946.146347","8246.726109","4626.253683","8681.998232","871.9695303","8930.049806","13403.33712"
"M306.5408T215.4","306.5407832","215.42299998","871.3685458","327.0805211","313.8212372","851.8907182","102.2954553","369.3037339","277.7837042","1903.432307","461.8488879","1196.836854","822.5802388","756.8785995","636.16598","177.6445743","94.13127286","926.295673","896.1186149","4085.067776","714.5536721","1439.128177","1232.164476"
"M338.1821T67.5","338.1820773","67.47400002","2524.565922","1478.233704","2114.225955","3540.017235","1883.218398","2857.818889","2678.761285","560.2146959","4257.527534","2400.806438","3068.263253","2693.546396","2934.926271","7105.499464","1007.446076","2134.357658","1689.608759","1088.03493","1028.764673","4406.701154","1101.330843"
"M337.0868T802.2","337.0868297","802.1689998","9807.872253","6196.49436","12180.02598","5811.389854","6469.762649","6580.847022","5812.376827","16537.92402","8796.957523","6589.073284","9143.142293","7014.550409","7081.974932","4518.416697","9507.350408","4732.236178","14593.79441","10060.59993","13362.01154","12064.71162","8031.023626"
"M372.3116T786.8","372.311632","786.7810002","26881.8498","230784.4969","35841.80416","181555.8581","54528.93341","128238.3562","127029.9783","446213.4759","106769.6962","28958.08107","110905.6776","55677.94578","94886.96145","248027.1839","12761.80528","46596.64893","67469.05411","91407.08618","44137.71834","32829.37154","139428.5339"
"M85.0281T281.7","85.02806726","281.703","511.1401021","795.5848656","542.3683264","685.3223719","453.8915431","424.2696095","413.4987101","3258.723258","630.8271695","1125.587771","350.4797513","633.56815","736.9949186","1657.706961","184.4360484","434.5758036","1366.014727","13460.3857","1395.792655","1248.508628","1991.089042"
"M468.5801T291.8","468.5801154","291.84700002","1527.793952","2383.932026","981.8741049","2023.94474","1699.61403","1362.868916","2035.913111","411.9693345","1870.842948","1887.452836","1590.621517","2120.493403","1181.591288","2893.432952","3191.117555","1713.44978","1180.03495","895.495333","312.1897229","156.4790324","1164.301265"
"M219.0541T259.2","219.0540928","259.21399998","2690.050586","2091.654411","2805.128439","3170.844072","2460.639392","2148.573613","2492.685512","2697.835857","8813.234308","23276.63276","2842.498225","2365.412382","3583.184616","3064.909231","3456.94556","2121.634296","2761.12419","8806.856238","68931.09406","4575.926659","3713.608293"
"M493.2321T883.7","493.2321116","883.6870002","639.6272282","1113.815281","542.3428554","464.1969611","323.7585682","817.8026277","716.1324706","2295.167623","529.0306749","4133.466851","577.4271962","778.2972238","1444.729566","586.396859","395.3949702","1178.594488","1105.134485","824.8803283","704.5446478","1524.439827","855.5977964"
"M262.1292T88.8","262.1292254","88.77700002","5913.375459","5500.453347","6094.53605","2701.11972","4602.179293","4549.864435","3315.672415","4097.172933","6791.105711","13058.30934","4167.017228","4461.35377","23819.499","14892.69404","20011.04772","3612.612494","2965.75361","11132.58317","10943.6915","3684.769344","8215.934677"
"M116.0696T267.3","116.0696235","267.32899998","2609.479498","2348.119763","2593.860687","2881.976883","2542.990417","2795.902542","3643.142611","3690.901486","11100.59971","2822.150189","4711.864128","2926.854672","2254.55153","2685.377663","3177.109206","2506.307867","3255.154279","3212.807916","3046.253156","2563.666433","3090.433141"
"M104.0521T69.5","104.052099","69.50299998","1109.091915","946.3456235","973.5434131","1224.986548","782.1425954","971.4850503","897.5202327","900.6094111","1444.56158","1439.118905","877.7658132","1159.841357","1418.303055","1026.604696","990.3003397","917.3953015","1289.662518","1121.867798","598.9110235","1565.398215","624.5403664"
"M291.6468T899.1","291.6468308","899.0749998","5049.480845","4488.902538","7730.027304","3183.800132","3916.320483","8704.543399","2739.17673","23582.04561","9007.771333","9163.305089","4438.946946","6598.177975","5245.935274","5343.300686","2745.357159","5662.266344","7282.469807","11933.48981","7388.173972","8015.153617","7006.179011"
"M473.9029T291.8","473.9029089","291.84700002","2888.916504","1757.6521","1177.068525","2093.43796","3327.677189","1780.603572","2755.419642","962.0832864","2131.610078","2628.223037","1970.755922","3279.834621","1581.280089","3548.735888","4801.727905","2036.433455","1591.185529","962.1846455","855.8585123","441.8488789","1281.966587"
"M427.5413T261.2","427.5412568","261.243","1605.37257","1747.231748","229.7149016","428.11622","531.8912117","1039.476623","272.3147547","203.4294904","640.207547","998.7789324","312.1284547","403.8399344","1052.351954","999.1283543","902.5240023","456.2732653","2071.343301","278.8166854","88.41835095","78.78479543","100.1888142"
"M279.1668T222.5","279.1667922","222.52399998","714.7131901","733.393054","1926.498623","1545.245605","866.3601258","1007.883996","850.7758458","1426.466444","6934.305812","1030.14552","1878.70513","954.189627","1233.285054","1127.066781","1183.531155","1211.038131","1345.933274","1599.752727","1622.696543","1342.241681","1476.677602"
"M285.297T800","285.2970053","799.9690002","258.9163945","467.5149194","167.8163956","780.9195473","177.7781097","242.9161626","491.2242352","2280.316236","482.5136403","439.991425","1004.684865","511.8046414","1515.959683","1008.249094","0","1740.814164","773.861924","895.8925658","1365.4801","0","504.3684787"
"M178.1326T269.5","178.1325679","269.53000002","222.4153993","185.3415913","149.8281092","169.5964097","1292.407005","2661.094125","219.4755541","413.5114753","5396.259385","1779.193079","1019.857508","424.8459582","539.2197292","218.984461","514.8920406","899.3129319","395.47348","753.8796072","573.5928907","965.9870948","355.081281"
"M446.3232T815.4","446.3232286","815.3569998","1165.854532","3241.115854","1094.185836","2800.295193","1402.311175","2146.296132","2026.241033","3641.197026","1736.700838","3596.511116","1734.837648","3964.09668","1868.29219","6579.863607","1111.251298","2226.763474","1906.091114","6049.882006","2149.419251","2782.827039","2788.376272"
"M173.5212T72.5","173.5212408","72.546","672.4143551","669.2764689","893.3740847","336.516673","668.9964715","588.3550904","693.3661657","957.6031185","350.0249435","732.0924306","788.361014","502.1009304","679.6147646","367.1651282","695.6519029","439.5820371","1022.589776","940.3971698","838.4094014","919.0159685","619.9071497"
"M337.2109T287.8","337.2109175","287.79","1498.090872","2401.237722","1758.716832","1495.857955","2669.460173","1682.994388","1428.593944","848.3546019","988.6375451","1528.493022","1121.511118","1373.964122","879.6199604","1924.292307","2759.397461","1585.107632","1621.693942","1339.633562","347.1564346","1339.358076","1806.545541"
"M445.557T227.6","445.5569592","227.59600002","5817.286119","4567.336499","7112.311932","4657.261362","6972.274003","4705.311326","6651.011546","3560.315141","4747.578977","6845.968238","2751.098811","6203.567346","2421.130996","4730.605775","11969.77765","10412.82984","5833.949444","10906.12595","956.441815","11865.77476","16024.15555"
"M486.6053T286.8","486.605306","286.77499998","1290.558693","1100.56177","640.8076276","2854.487004","2161.779765","802.4251141","1806.062804","12.23571241","643.9747513","1697.367287","376.0019536","3721.554801","166.5607191","3169.041692","1658.723871","2189.456291","448.4258169","305.7629831","15.18609258","292.1444075","586.7483418"
"M362.4526T280.7","362.4525531","280.689","777.2618918","550.1486023","1084.520375","357.1966674","1102.09879","578.4070317","633.4294449","100.1018977","427.8216311","674.9705461","418.8597912","667.8048441","203.381806","117.994078","1252.547774","764.0774118","432.8972885","244.405113","22.46349396","0","1029.311537"
"M462.0342T81.7","462.0342431","81.67600002","871.1229767","819.9807464","473.1556658","417.7148595","539.939061","733.6009989","651.7052735","1269.797337","990.367808","1313.23936","735.6248374","551.2440139","793.0139601","669.6299267","605.5567909","390.7205448","1120.212025","1260.223074","559.385934","1883.561521","733.6248812"
"M372.0012T81.7","372.0011753","81.67600002","818.4991316","742.0826959","579.6018254","417.7908001","550.0890222","662.4529415","635.016562","1104.520718","698.8326318","1067.883032","628.1679247","545.8990096","683.3480421","511.5252456","677.3001216","398.6990838","1089.80467","1185.579304","657.0788077","1858.340856","664.3734089"
"M306.6758T239.9","306.6758134","239.94","772.1601188","817.6001884","651.4594057","1236.979046","1028.126285","854.1009848","1347.607072","250.1674978","1340.147393","648.1865476","737.5018649","955.6873195","789.9970411","1450.259581","832.3855973","973.2199185","845.0766506","676.6949896","331.289844","331.8570812","583.9102295"
"M333.1872T151.2","333.1872394","151.17100002","2110.302579","1610.171292","1515.988896","2728.39828","2030.731584","1803.168235","2182.582584","656.8177063","2777.632872","1700.762948","3326.615915","2428.314284","2150.387049","3659.058019","2335.105367","2785.114489","1741.128076","1231.886886","680.7249612","724.7008377","1449.663736"
"M469.7561T275.6","469.756095","275.61700002","4768.795802","3563.289832","4284.217046","3385.107176","6022.045534","3384.421861","4646.061483","961.9468292","3801.982755","3157.84617","2811.966977","4696.899014","1558.274666","3490.124904","6002.109859","5682.687221","3695.799382","1916.040827","428.534293","1416.12672","3311.151454"
"M480.5139T262.3","480.513917","262.257","480.6815398","599.8097859","632.7361623","411.2593519","569.7489115","431.6952426","625.5256157","730.0913958","1088.417876","433.4523721","936.7229362","680.3345877","1175.029532","835.1891608","4773.217066","1048.389367","654.7608398","669.4663536","414.0630972","446.1417695","684.2619924"
"M345.6039T899.1","345.6038835","899.0749998","2313.591848","2234.241255","3115.358061","1389.552228","1746.220563","2834.881773","1193.081825","8325.18425","3250.49752","3510.960526","1787.159619","2529.978643","2077.144834","2514.397081","1286.711221","2042.759968","2889.033937","4003.849645","2459.503178","2721.512193","2722.251002"
"M255.1177T210.4","255.1176526","210.351","2125.039899","2102.095908","2093.019104","36302.72716","2428.353216","2070.287536","2563.190384","1885.105183","3291.445856","2016.086648","2359.255304","2088.003665","2440.195692","2627.187848","2747.884577","2368.495244","2280.550395","2189.431814","2385.0274","2521.774961","1883.745196"
"M268.157T156.2","268.1569854","156.243","132.9199754","272.6036664","709.0789161","425.8693503","447.4454823","402.9741962","533.4651","1147.458344","120.2706188","384.1267663","393.6195076","644.820885","424.9906947","1081.712375","380.3774818","367.5327867","862.9441831","963.4213874","1302.668451","884.9850377","472.8709181"
"M169.036T75.6","169.0359659","75.58900002","96049.10965","82842.83512","102891.1682","50202.4013","62015.63602","93252.778","59334.07669","76616.63365","76497.93426","72440.52995","32823.6483","61165.50584","51075.06053","78829.71305","68461.84511","57553.70807","53180.52148","92286.3105","77447.46635","81829.46828","78928.08032"
"M445.7134T46","445.7134242","46.00000002","1062.446326","822.6031069","1428.143501","1159.430643","1134.373158","1152.295254","1047.663612","173.7950772","286.2190605","1145.078681","327.5904391","1275.915312","39.8729122","933.5078699","2021.748581","1765.987714","318.7321186","452.9894028","0","157.560017","851.6327736"
"M284.0996T160.3","284.0995574","160.30099998","14431.00782","17474.76026","15158.53083","11131.90471","13846.04034","16335.39457","19097.76635","35274.41518","22425.57867","24825.97548","18901.58392","16585.59755","27178.94552","12339.56803","10421.64416","7445.779502","33838.28145","25800.8061","5896.120843","26463.30733","14170.03032"
"M133.9652T66.5","133.9652404","66.46000002","549.4590279","513.9796555","796.517469","346.0062631","359.9357291","530.3754549","471.3692645","855.5882653","549.3005815","763.9715234","387.0748827","493.9634357","491.6828037","387.656137","739.5501966","407.2331737","817.6579744","517.6877946","559.9944303","850.9383369","367.2948847"
"M102.0907T38.9","102.0906999","38.89900002","522.8797192","978.3778599","845.3503926","445.9879377","747.4913693","422.5011809","651.5061881","546.0700761","422.0156179","482.4989573","544.2594099","378.6772681","539.1412088","1397.188183","609.1138778","376.3152853","591.5320192","1220.332621","1172.106093","1260.510639","776.6236719"
"M144.1005T143.9","144.100496","143.898","618.1693656","785.2571609","603.705509","629.1545265","809.6665441","553.5130554","731.2431267","531.9877986","325.9619592","564.425799","284.1094574","418.3079861","347.997494","924.0015305","242.4705104","334.1943495","590.4830083","3367.05314","690.2624078","600.3495632","2797.122973"
"M388.3058T739.8","388.3057971","739.7749998","6700.922823","26456.74488","9068.688706","22664.33454","17141.94474","15536.17849","16845.19011","17489.45297","6311.244568","13125.16691","11794.35583","16160.27882","12497.05905","22065.93606","4366.617529","15735.95578","9197.004072","11637.7404","8929.973975","7835.699967","18109.67988"
"M455.573T299.1","455.5729726","299.11999998","2007.663916","1526.526353","1349.178951","3440.86595","2657.320471","1541.730231","2832.305115","1001.396577","2573.43925","3485.51724","2998.775046","3142.648202","1560.166345","3815.314469","3043.289131","3460.853539","2309.271601","1088.314881","465.1696261","673.2762482","1816.295957"
"M446.3238T800","446.3237614","799.9690002","829.6021448","8397.193346","1742.652006","3630.834747","1506.2228","2440.070724","3364.752706","4941.498923","919.6313863","1545.01668","1687.521606","3856.627219","1089.424439","5987.039145","706.1907503","1327.460494","964.8460506","2187.103089","1338.205013","2051.972992","2244.342399"
"M492.2552T217.5","492.2551578","217.452","1318.159737","1305.521091","1083.117585","2209.62945","1469.110478","1222.79232","1482.700645","1096.018711","1682.422211","1688.492201","1865.596395","1900.825616","2182.550879","2068.548949","1730.825095","2371.14417","1805.687514","1484.17246","1076.772904","1392.792196","1266.829073"
"M235.1081T279.7","235.1081062","279.67399998","3445.563062","2162.133274","2971.546223","2499.264459","2845.659209","3448.663477","2295.101972","1500.216262","1600.413651","3295.960297","2168.724581","3824.177647","1487.671503","2186.983333","2971.836565","2817.616813","1823.794738","1688.881006","1470.292832","3232.139589","2272.627987"
"M318.3002T796.9","318.3001629","796.9249998","872.6098364","1097.233873","661.5330357","4103.025593","950.6808098","1103.497824","1308.606997","11804.95248","7036.946922","824.2448904","2250.275118","1121.683708","3375.523682","2021.842328","1927.698347","1431.246832","1195.510219","4588.746757","5039.287777","163.7046405","2187.412709"
"M401.7363T186.8","401.7362547","186.84700002","1495.729297","1425.459351","1496.059261","2016.326455","1766.560754","1303.659808","1715.490655","645.1221959","1676.183494","1841.908855","1749.962356","1746.41009","644.069047","2861.576343","2396.782298","2674.355689","1488.195474","740.2668204","86.30587226","267.3625558","1431.48996"
"M201.9553T75.6","201.9553126","75.58900002","1554.27148","1081.25507","2880.606932","927.1127596","1560.291066","884.8846033","1208.378515","599.1488107","612.6785801","1787.836015","1022.281286","1117.145802","1370.889023","802.4815495","937.3688694","655.4924557","1317.326528","1655.451417","649.3178286","1870.474142","1019.047858"
"M309.511T176.5","309.5110125","176.53099998","632.3209454","633.4363364","545.8767761","179.5741191","543.6228368","494.8200561","397.7599854","915.6538599","1001.503716","331.8098416","241.0348619","366.1729109","97.66182248","202.5639108","8301.44605","453.3710455","440.1657854","617.555135","281.9012678","225.0790717","1861.597069"
"M272.1685T204.1","272.1685426","204.09199998","3168.274542","3178.243509","2661.769686","7504.630658","4187.420512","2581.00691","3411.116831","2017.700534","2931.038228","2694.402671","3398.910479","3138.080194","3151.433061","3495.393392","3558.636055","4098.506272","3961.989512","3257.061764","2572.738143","7525.373747","3141.27374"
"M100.0208T54.1","100.0207865","54.11500002","420.9989086","662.4998124","1195.742027","556.0521349","1151.929662","802.7640956","897.7154854","2128.908965","877.6804585","1156.473871","891.8914876","1049.713419","872.6122107","381.3486941","1660.761165","1341.337034","500.7328242","1664.158405","1998.30671","857.4120375","852.7306118"
"M400.5099T832.8","400.5098953","832.7950002","0","14052.2955","285.6652049","16454.83772","592.3488066","5933.291132","5203.201316","28147.75291","3742.595035","3331.856982","1502.340679","8652.326156","3963.175212","16496.85127","0","5224.5141","3891.17345","6205.628188","1264.16693","65.30347599","10546.13883"
"M333.6097T899.1","333.6096514","899.0749998","4609.253985","4421.719039","5559.273581","2535.344439","3285.402805","4697.437246","2406.962027","15236.14882","5268.233399","6292.159121","3071.305874","4380.473226","3551.746585","4854.072199","2629.623391","3393.174423","4836.176703","5843.016455","3417.852646","4497.745753","4676.591011"
"M438.3186T767.3","438.3186217","767.3359998","876.0886575","3856.177608","688.9008777","4082.829912","1662.749855","2259.798148","2497.517866","3712.957951","1112.763434","3956.79048","1700.278977","3689.15609","1254.431087","5106.925129","467.1781306","1647.130224","1162.36112","3159.456922","847.1701734","1472.879332","3114.42443"
"M431.3148T883.7","431.3147646","883.6870002","16955.27731","26611.8229","13441.08704","12824.52411","10013.37073","22397.67392","18764.43634","48280.87424","13758.80315","86410.50536","15770.16278","15526.14197","33438.21787","15316.66538","10531.9039","25515.17367","25174.19186","19770.65639","17235.48258","29911.68129","21896.45973"
"M143.117T185.8","143.1170204","185.83300002","467.2765246","435.2430852","330.8983621","721.3201975","594.6834541","466.6057221","775.8564556","139.4045409","345.9502145","562.5282774","654.6154587","588.9167924","279.5268724","772.0702507","750.155587","835.8132979","598.8529603","250.8750477","22.80062592","70.81676068","383.5134964"
"M329.1964T204.1","329.1963818","204.09199998","5082.689616","5153.686449","3660.252228","7742.785344","6687.298315","5685.903903","8350.687616","3933.148728","9525.366046","6992.400952","10043.09701","9786.525856","7505.732733","16166.9507","19051.35172","12205.6823","9731.096813","7083.258895","2775.208163","5220.349805","12824.21583"
"M400.3433T832.8","400.3433391","832.7950002","69059.16378","777668.9408","182180.7294","695560.5034","146655.4131","471927.8918","435088.6985","1634931.051","404110.6548","319388.8484","356903.5938","571314.6907","517010.0904","841535.7439","36057.88364","423445.1557","424778.3376","725391.5976","396772.4193","153634.3071","772435.8782"
