"","mz","rt","NEG_SF.100109.114720","NEG_SF.100109.121711","NEG_SF.100109.124896","NEG_SF.100109.124904","NEG_SF.100109.130034","NEG_SF.100109.169058","NEG_SF.100109.199550","NEG_SF.100109.231142","NEG_SF.100109.244079","NEG_SF.100109.227718","NEG_SF.120831.00062","NEG_SF.100109.255622","NEG_SF.100109.239012","NEG_SF.100109.259700","NEG_SF.100109.142930","NEG_SF.100109.146730","NEG_SF.100109.199546","NEG_SF.100109.225118","NEG_SF.100109.252159","NEG_SF.110121.00073","NEG_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M811.3906T538.9","811.3906411","538.90300002","2230.817222","974.9496877","2201.830647","2176.140157","2552.287017","1658.728183","1446.610388","3363.461255","7526.953693","1667.469175","3836.4524","11946.08595","13347.88566","10815.26332","10816.55722","12283.34484","968.4673516","12000.49047","17256.25106","32139.27284","2645.991406"
"M106.0277T82.7","106.027729","82.69000002","147.613837","145.5006914","134.976998","94.09779601","95.42913801","158.5445176","126.9112912","198.9072802","219.2150405","302.8433207","140.4042381","120.2128737","187.3332118","200.6092882","147.2216878","113.5305436","230.777763","272.598884","334.3408363","350.3086083","279.5725355"
"M130.0657T253.1","130.0656575","253.13899998","166.6743397","78.68277977","140.2350956","162.0866551","34.96694821","68.62367503","165.0048457","418.9103181","226.6955685","231.9086612","239.1105495","157.4062687","245.4465647","291.3207364","229.4819921","112.0301675","123.387392","96.51478031","329.853882","274.3627605","210.0673147"
"M624.7837T230.7","624.7836553","230.65000002","256.6677802","271.8001722","169.4306056","549.3100244","402.5345044","402.9911996","842.7771421","0","25.63771333","0","130.1488551","307.380934","205.0250226","0","168.6975343","87.76799814","74.17382877","0","0","0","29.30853538"
"M482.2239T214.4","482.2239426","214.42000002","718.1293112","312.8320047","574.5788441","476.0365177","780.3366365","568.1368361","369.9573026","6.597247025","10.85789722","0","125.9206946","282.068783","243.7526279","0","17.8118749","316.2126399","16.91090918","0","0","343.1583376","214.6152602"
"M325.2739T852","325.2738809","852.0460002","0","182.0941815","0","253.8809648","12.02815864","103.3666919","92.77766518","149.8617549","190.9398174","405.5542765","411.0601283","346.4148032","566.0328363","639.8841801","83.12648962","228.1491775","231.4464426","263.9907128","444.2721616","71.38766118","441.0464465"
"M298.0827T251.1","298.0827053","251.11000002","981.2417755","1032.863069","1233.676089","726.2430876","801.9534693","1097.329418","929.6673374","733.3289181","888.5283315","1335.713477","732.3718102","982.6860883","1107.448905","1043.571817","1080.725615","898.3695261","1406.213538","1782.610107","1528.296171","2000.980105","1258.962964"
"M564.3302T899.1","564.3302467","899.052","6271.296916","5692.963189","6338.086899","4560.791467","4246.505325","4996.760104","5421.500292","6493.856253","5494.333598","14676.13664","12138.60684","7378.682085","8230.721162","4921.675057","2579.319315","5083.952988","4293.96736","5365.782706","2282.443859","4507.646569","7119.029911"
"M753.3671T323.5","753.3671049","323.47699998","3295.717494","1817.122794","5085.828652","2358.506891","3646.683161","2190.930704","1987.584422","2119.253648","2060.117957","318.4642868","2195.811784","2906.504239","1772.475874","1255.833102","2179.725367","2279.894032","954.4870638","282.2127007","267.5690258","270.1877039","919.4769041"
"M731.3198T437.8","731.3198014","437.79","2540.705695","2488.432681","2575.305064","3522.379665","2683.4531","1632.7062","1529.941935","2440.066917","1760.349028","938.6111764","2020.516257","1876.354746","1428.238313","1376.239012","1235.799435","2429.48743","1396.643148","718.9782872","863.7994021","1638.701779","1060.092156"
"M603.3126T379.6","603.3125671","379.61299998","282.2830249","454.2673252","710.36695","308.4856899","652.0221187","293.0224408","120.140827","104.0971457","54.13323187","0","46.06194775","168.1482802","88.78495771","55.82527963","171.047883","33.25510533","0","0","0","390.7146045","17.63311744"
"M463.23T192.9","463.2300385","192.945","524.6353125","305.3307589","159.9238056","353.6236843","899.0402374","286.8790649","738.1672045","52.95430829","39.18952702","0","273.4892554","520.723239","295.2226312","0","605.9065929","140.3318881","18.43399331","0","0","0","0"
"M391.1078T39.9","391.1078359","39.91300002","162.8098018","294.6161931","231.5099604","241.8100503","114.3974212","107.5700299","281.6003051","587.1399009","724.6142149","996.2125323","405.3929662","191.9422543","207.5576999","912.1613194","230.6301013","355.3861109","612.3428099","317.5624438","555.1544904","1537.828161","539.7133958"
"M806.818T454.2","806.817979","454.19200002","14759.32476","18697.37331","6797.630116","10967.07616","11713.29338","9444.576441","9609.453892","1057.463847","3963.16006","3652.138769","2394.317988","6839.46266","10328.68031","826.4538646","2037.740885","6520.732336","6069.643892","976.5328634","1273.495315","13916.29428","2998.802456"
"M585.0836T899.1","585.0836247","899.052","7471.100501","7951.285452","10499.10969","6347.833189","6816.681485","8970.334196","7332.230076","9308.171626","8805.587555","13090.57257","7778.915016","9320.16243","10217.46366","9921.376006","8103.568019","7941.106819","10407.51472","14029.60584","15929.14938","17792.09182","11225.04366"
"M557.0695T899.1","557.0694612","899.052","1112.532197","986.0692244","1367.737323","854.107318","962.2559874","1168.470661","1003.298891","1201.628763","1126.233496","1725.897657","1007.147741","1399.494501","1255.307625","1551.77161","1040.730789","1213.437882","1425.085174","2203.223546","1994.749927","1645.347754","1609.660756"
"M660.7982T425.6","660.7982118","425.61700002","520.8789426","545.6371907","504.984068","544.7443695","618.0274663","311.0415093","407.8694555","560.690818","957.2636888","789.3646951","649.0941584","564.169421","424.8888613","1448.6665","642.1593126","672.225994","970.0489054","1044.29221","1260.750159","744.4942285","620.6639833"
"M137.0346T178.6","137.0346119","178.57099998","942.8775086","583.9739925","632.0230521","207.0169226","501.4664693","1205.771311","510.891467","148.4305545","175.9942105","364.6654147","249.1993998","403.6209833","721.8277356","266.6525685","88.78898946","180.0116486","348.6933724","242.364131","154.7706857","15.73104559","320.7948029"
"M380.0095T46","380.0094995","46.00000002","730.3851874","629.8843039","807.0471424","420.7723264","488.8967266","756.5503867","675.6706862","739.5982307","635.7091553","904.6745166","393.2206482","775.9020085","759.9954048","533.2084207","591.5592916","786.9611705","992.9380312","1572.230205","825.8461885","1821.7847","1727.761758"
"M698.8248T478.7","698.8247997","478.71","1763.343783","1885.821116","1949.5268","1578.573502","1760.164918","1538.809253","1536.577228","1249.985556","1558.824047","1005.826014","1509.815081","1216.619565","1256.249568","900.8194734","1270.706069","1221.842811","1908.13326","920.4319094","1137.672041","1732.427096","1331.262807"
"M921.9368T502","921.9367734","502.041","1769.547703","1193.691071","1042.263141","2039.386522","2560.454275","1080.183181","2024.045735","1743.391441","2304.398141","1938.02863","1892.937258","1932.370606","1540.859399","2300.14299","1854.726638","2766.120549","2745.346607","6015.044651","3424.23071","2031.794643","2414.262605"
"M133.0828T249.1","133.0827627","249.081","261.5887562","277.4967537","305.835045","186.5611066","232.7419704","282.2677305","254.6685349","209.9331352","236.5558326","386.9372969","220.566259","260.085746","286.3405286","284.4155298","278.3988588","226.4098546","383.0146367","444.5691742","408.8015401","511.1431647","353.9122715"
"M481.2432T630.7","481.2431647","630.7159998","475.8163533","2303.34595","701.2343621","470.967797","657.6202722","1832.281953","652.1920226","298.6012565","13.68165675","784.9645207","178.9324437","174.8667461","144.254541","57.6993877","54.17167665","55.20762827","377.805987","81.3791518","0","9.553226609","674.9972042"
"M798.3963T528.6","798.3962714","528.58699998","1603.156814","3634.651385","636.1304176","886.752045","1475.867259","528.3557821","458.6728548","1083.679491","710.7580454","90.36270011","764.2043398","643.8156483","697.1175709","550.4754372","747.3981084","608.3802621","426.7319256","104.6902414","164.0826613","78.63225364","149.6115948"
"M542.2931T152.2","542.2931193","152.19700002","522.7322222","347.3115201","290.0329786","973.8971651","708.3592591","392.3609305","626.8656682","52.93771276","122.5923092","0","289.3771971","262.0553974","179.4705692","0","96.55029014","177.2313431","94.19878726","0","0","0","32.58382774"
"M889.4293T515.4","889.42931","515.4","1201.947046","1440.558879","960.2219318","1798.802718","1867.185711","831.1291249","1264.543118","1776.958201","1728.20232","1562.041985","2724.578312","2017.682893","1450.732117","1581.531624","2060.248294","1553.146312","804.1836137","210.8296346","891.1812825","185.1442904","406.8454812"
"M764.4389T299.1","764.4388926","299.13100002","744.0015903","506.4646682","453.9335711","542.743801","1348.446502","554.970438","1126.875709","35.01911401","61.31642873","2.514811803","241.359913","514.9306425","455.7351309","14.38463806","239.5990154","456.7739513","147.5026347","28.30456452","0.002662649","28.55340897","20.66157143"
"M696.8018T319.4","696.8017957","319.419","1199.508676","901.7180692","1017.564575","850.4287774","828.0112644","838.3590125","724.1334406","501.7417016","642.0030589","225.3461296","728.9485312","971.8798122","719.7559529","411.6554911","560.1537453","616.3899834","468.2584044","365.4950834","675.1586153","613.2640464","386.8815417"
"M282.0821T137.8","282.0821489","137.823","176.2250524","236.2225203","68.99662296","91.73383374","133.2191681","157.9065305","110.9009162","1760.233514","305.6417944","165.9320393","281.3394072","151.1712574","772.299677","557.3843773","246.7914604","83.72272764","189.1862384","224.0872029","236.874003","362.3038774","203.1456273"
"M809.2947T338.9","809.2947394","338.865","1271.563143","460.2643913","949.7136356","1045.297884","1303.604163","716.1706687","540.8500914","389.6279838","797.3097458","139.4925197","594.4967493","867.6218945","610.4767638","343.0396102","476.8728902","728.0394435","298.5896642","254.1760711","132.9590748","54.57494978","370.5098876"
"M904.4439T410.2","904.443859","410.229","1792.998086","1799.997772","1659.530288","2113.040423","2643.807506","1706.916229","4044.393759","1790.476911","2161.339055","236.0892303","2606.109921","1580.100057","1202.006446","1568.141518","2121.236294","1899.705423","742.2878732","194.2243692","194.901386","73.14740542","409.6531481"
"M148.0428T273.6","148.0427784","273.59899998","134.0022536","122.3098933","116.1627835","138.3281301","122.4157145","138.8728042","136.7714761","237.9078869","298.6484039","268.7649514","305.734249","154.7350517","164.6537497","424.2876379","121.6036778","242.5940648","323.0170189","828.1551059","625.8989262","137.5422912","284.9358705"
"M734.2047T196","734.2046674","195.98800002","445.8007741","600.8468454","379.5472456","503.643588","367.4465832","435.9173463","539.8678943","836.0619765","666.1404527","530.0484839","770.2632809","421.2268952","540.0683053","831.3537613","774.9197575","543.7749408","568.1146529","548.5287978","757.9892525","761.1206558","599.9812597"
"M666.3097T270.6","666.3096621","270.55600002","768.7470534","753.466467","209.8255867","295.2641595","461.2088861","329.9142071","313.2380316","131.2585747","97.39822223","72.01980808","267.8319364","141.2425119","262.682695","93.75379202","309.974338","209.6469218","312.7165973","0","0","0","39.33114215"
"M307.2628T857.1","307.2628086","857.118","87.6987242","1458.275388","154.0564338","1494.62202","157.0483782","869.0002485","554.6071624","1283.391622","865.04622","3662.627356","4082.371419","1679.444847","1832.662774","1952.172588","229.980276","922.6880724","1090.881227","1362.243679","854.1549086","503.6115185","1597.238241"
"M464.8405T797.9","464.8405404","797.9380002","3914.117484","3523.511033","4823.318138","2478.905979","2759.277248","3748.390167","2849.3076","3455.429754","3150.592276","5458.730265","2848.006655","2966.962758","2923.541362","3277.759202","4730.064929","2355.589265","6565.405206","5747.344743","5880.126161","6452.071794","4801.551556"
"M617.9619T79.6","617.9619422","79.647","3203.798834","2672.758541","3926.478796","3097.232356","3151.42587","2667.40174","4309.414907","1472.053208","3323.273235","6370.783184","1978.137512","3721.479921","3410.662704","3574.6128","3758.33112","3439.772804","8561.645893","11127.27092","6269.664065","5780.438883","5042.963063"
"M771.3054T457.2","771.3054381","457.23499998","2660.402941","1322.730529","1538.490825","1306.549472","1162.840849","2370.407953","890.6131959","879.7682731","1143.35712","884.7233052","1033.532013","912.024075","1680.060119","607.8604045","749.8502304","865.7178852","748.2236677","579.5168601","351.0838147","1463.024084","862.6678482"
"M586.2771T458.2","586.2771323","458.25","487.7895589","635.9317305","1210.353275","509.7925205","1001.740355","858.5547327","858.9707185","2271.151227","254.8361478","371.1099037","267.6418668","351.0760469","314.4395447","668.6078328","585.4730668","315.7610335","273.8298582","121.4712086","364.701183","193.9826113","209.0799713"
"M180.8607T810.3","180.8606867","810.2830002","4280.529551","3659.575383","5692.715","2412.158523","2883.947813","3805.601871","2444.433812","3734.754332","2830.474379","5385.177295","2916.842449","3247.344457","3298.040352","3587.545496","5446.830351","2331.104635","6655.063605","6610.590341","7582.420818","6959.454862","4976.222962"
"M351.1383T93","351.1382535","93.006","308.2615343","357.0310791","209.7746787","227.4791694","381.2069904","260.7839595","447.9403773","59.08826005","103.5561272","111.9216981","144.4316988","126.116916","148.7848611","56.11657777","127.0481978","74.53378111","165.9331889","71.70189213","0.294057809","16.68170969","76.22636562"
"M212.954T49","212.9540338","49.04299998","461.4795107","348.4893118","619.2987083","205.6819367","415.1805525","521.7346588","441.9809785","203.2654525","176.9126687","379.4782102","156.2304879","233.2021486","396.2437256","143.7482373","285.7273581","194.2935293","280.2252773","226.0264888","161.0771945","398.2312934","224.2667521"
"M442.2665T220.5","442.2664594","220.506","297.264138","257.9429294","292.3721592","253.6277454","434.0098714","399.3379732","469.3681914","106.2359397","72.69424838","13.1079369","311.1130381","391.1222071","260.3038663","23.88829795","250.1154186","108.2972444","45.21221746","0","0","21.10558389","61.78144635"
"M525.2698T627.7","525.2698249","627.6730002","285.6975685","2530.060573","1152.992687","898.0060346","1141.605729","3063.774301","1418.397152","979.8350855","297.9914572","585.8168207","357.0612339","378.5676326","467.3717414","41.65565773","226.1348298","179.0942064","791.5751625","214.5475969","22.35346132","372.6774404","366.9554568"
"M621.0788T185.8","621.0787613","185.844","534.3711806","1248.904096","744.5340572","1084.011106","675.4552177","982.020162","1120.343914","1037.471315","2447.545081","2715.615512","1039.160327","1598.029087","1666.675","1916.511203","375.3402551","2183.005177","3062.978045","6533.079474","3123.477298","4658.889116","5125.286493"
