"","mz","rt","NEG_SF.100109.114720","NEG_SF.100109.121711","NEG_SF.100109.124896","NEG_SF.100109.124904","NEG_SF.100109.130034","NEG_SF.100109.169058","NEG_SF.100109.199550","NEG_SF.100109.231142","NEG_SF.100109.244079","NEG_SF.100109.227718","NEG_SF.120831.00062","NEG_SF.100109.255622","NEG_SF.100109.239012","NEG_SF.100109.259700","NEG_SF.100109.142930","NEG_SF.100109.146730","NEG_SF.100109.199546","NEG_SF.100109.225118","NEG_SF.100109.252159","NEG_SF.110121.00073","NEG_SF.110908.00016"
"group","mz","rt","Normal","Normal","Normal","Normal","Normal","Normal","Normal","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Adenocarcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Small cell carcinoma, NOS","Combined small cell carcinoma","Small cell carcinoma, NOS"
"M463.2981T847","463.2981323","846.9739998","0","0","0","344.0023919","10.16625679","30.29205976","97.58972862","464.4195173","691.0330471","71.87228046","1160.983052","227.4647469","256.902827","1176.615965","0","481.9176931","588.8044854","459.5533796","21.48152421","185.7600128","236.5431583"
"M277.1798T720.5","277.1798085","720.4990002","82.82907398","101.3122602","158.9446437","31.57987568","102.4013412","193.9214717","96.61115657","254.8377743","204.6910247","400.5971884","174.953064","84.23336161","80.73884573","230.8798966","281.7179675","82.27316582","254.8553807","318.1375365","639.5293297","370.9524988","208.8455958"
"M530.1682T47","530.168221","47.01400002","235.2822048","206.5783416","284.5683124","208.0053899","291.4381677","316.9321715","315.6176182","221.6897714","231.6447873","290.5467595","181.9501616","289.7863149","257.0607166","229.3434184","205.7995194","288.0582855","288.5726583","428.2664932","418.168669","743.3008163","649.1983244"
"M674.3044T423.6","674.3044418","423.588","8070.101729","6447.901785","4240.745004","3219.539596","8785.395587","3825.648389","3895.449107","1174.002451","2355.372745","1645.373138","1611.381997","4298.695331","3465.024905","983.0874263","1616.774789","4145.019646","2282.478423","292.3233558","261.0368111","4104.502963","718.5033411"
"M320.8124T888.7","320.8124384","888.7360002","546.458219","540.9438818","729.3633782","362.487827","438.837374","488.1821613","437.2476014","440.2836418","404.4437687","820.5680796","412.7486194","557.1839945","518.4816369","620.9635473","715.1657423","426.6104503","778.5802372","898.0503288","999.7418463","1210.818469","698.3814034"
"M448.8136T780.7","448.8135584","780.693","5497.866044","5461.441952","6934.718056","3898.091763","4322.322119","5769.783482","4616.399712","4987.164421","4575.021356","7721.508284","4063.75975","4326.796341","4981.37603","4579.163925","6124.849025","4023.955374","8422.083929","8209.338218","8106.278843","9134.728136","7104.505438"
"M417.2342T249.1","417.2342464","249.081","6939.831385","7549.73431","9166.144728","4944.921737","5452.37583","7534.646437","6474.005439","5279.761018","5875.202479","9511.544149","5438.134016","6628.932617","7263.535901","7224.566849","7426.957465","5858.691344","10261.94804","11747.23356","11385.27756","13596.13698","9382.168555"
"M793.3237T338.9","793.3237055","338.865","15954.8636","5490.553242","13243.83036","9536.128707","16238.80914","9130.160934","7122.73953","3560.35086","3749.601983","475.9629739","6803.522816","10161.44754","6580.931701","1494.936634","4458.762472","6267.40437","1411.257766","1243.138832","292.3853607","2983.758114","3513.755694"
"M813.8166T468.4","813.8165788","468.39400002","570.7392126","503.5728384","385.5575308","993.5813934","753.8536713","390.5614138","545.8598412","779.3007533","697.6065216","297.8588315","938.9568368","922.128928","513.6120053","682.0009619","471.8451892","663.2279577","309.7979551","94.97401249","329.7172757","94.02825926","225.6943547"
"M231.9658T65.4","231.9658305","65.44600002","2033.069416","2673.607796","2497.575687","1123.759077","1501.203357","2738.283864","1935.755164","1281.091883","875.0417871","1704.792911","1438.735905","1495.828448","2175.737786","986.6265305","1156.131269","751.6969529","1530.309105","1136.063364","849.4304271","2047.957171","910.400071"
"M753.3614T411.2","753.3614002","411.243","2102.378395","1801.660193","1605.448302","2469.910005","2984.595772","1737.218164","2375.19574","1594.945668","1704.911163","414.9767966","2242.923923","1904.225282","1424.01994","1029.310984","2260.81278","1553.968016","703.0971989","154.398396","216.8732989","61.91425591","774.0525846"
"M754.8489T338.9","754.8488756","338.865","1748.51862","442.0984922","1183.388833","1110.026421","1952.234499","778.9393145","575.1297413","218.0025644","220.4041681","15.08307223","637.069523","1112.511309","700.1546192","59.66160971","448.1439679","526.0016898","73.43588532","67.43372247","53.97335733","130.7364547","198.2117789"
"M677.0879T122.6","677.0878735","122.59600002","3381.340168","3402.509923","4027.654268","2584.890167","2970.149144","3224.911345","3407.354488","2531.352416","3265.832383","4749.786531","3021.902019","3249.468426","3799.359393","3124.622284","3760.993656","3092.344297","4464.572404","5214.301793","5344.199482","7175.584258","4135.613052"
"M820.405T442.9","820.4049816","442.86199998","2795.413739","7193.598197","3311.302954","2371.96285","5193.667001","1818.436223","2010.420764","1357.432618","1681.861803","1524.437727","1898.984688","1826.153371","1604.428497","1344.401327","4255.192872","1874.199473","899.336495","800.1764906","752.1743829","530.1338286","1754.157017"
"M186.9808T790.8","186.98075","790.8370002","634.2495873","590.2285043","719.2078785","480.8561927","482.540232","704.7792602","758.4378098","508.6228244","612.83459","878.7884554","535.8541566","793.2247155","895.4780015","807.2755495","726.0600762","751.6970799","854.7094583","1149.119262","1447.964261","1283.806703","710.6187085"
"M984.5068T319.4","984.5068164","319.419","792.6630369","1174.363419","509.7730818","1587.259733","999.4822574","980.2080499","2149.904875","1817.821738","2071.465095","1024.144096","4228.031816","1539.609958","1800.594815","1603.644276","2085.161855","2110.784519","3258.263114","1964.68539","1461.605133","2205.024287","3302.263403"
"M171.0765T71.5","171.0765017","71.532","154.1503931","232.1482198","195.194333","105.3089738","176.2949538","212.3363636","260.0627458","258.3406142","520.9275864","758.4288982","220.9550399","168.2981784","239.6308375","296.9121784","414.9401547","241.7473879","592.0517175","451.7563372","856.9121184","243.4646665","412.579858"
"M288.9339T896","288.9339095","896.0089998","51491.65019","52008.7164","63308.16875","36058.47658","40625.62279","53229.98888","47266.30421","43835.92695","39935.62131","69169.54116","37665.68761","41856.31786","44609.81702","45566.34111","53504.41552","37556.65432","74841.33514","75524.33492","76880.92351","84450.42034","63806.72134"
"M829.4527T151.2","829.4526892","151.18300002","1013.398595","859.8802341","1041.3472","1693.665038","1869.924711","1144.603763","1650.389997","39.00026687","127.0792777","0","673.9067164","469.7921191","357.035711","0","447.5135743","367.9057121","146.7903024","0","0","0","29.7839518"
"M272.0433T252.1","272.043263","252.12499998","1092.652709","1205.026912","1447.526881","842.3464353","957.8520675","1287.173902","1047.423163","967.868067","1027.61461","1605.645424","922.3269233","917.0256659","1203.723421","1194.488524","1241.951217","1001.728905","1615.314372","1738.289984","1856.038654","2547.775853","1570.147092"
"M367.1576T657.3","367.1576004","657.2620002","18173.28966","36508.82401","52307.12659","10226.17323","10560.65947","62834.70277","84634.75747","16347.28837","2736.272","42242.08293","2596.57018","2854.534915","5917.353409","655.029056","2197.361584","1104.035295","37000.55488","3615.141545","1614.096024","4164.935631","7572.734602"
"M819.3874T378.6","819.3873932","378.59899998","8003.404416","5952.268858","9197.473808","11208.98165","10328.224","6951.380005","6578.141692","6000.002491","4645.524554","1050.492986","6371.171426","5296.511943","4815.01491","2257.038834","6656.771562","7519.13929","2163.173541","1885.265612","1333.998127","1259.678358","3493.29427"
"M75.0306T249.1","75.03060348","249.081","321.8196948","346.3081633","438.208802","249.6568061","287.8214567","340.9504961","327.4801055","281.7045672","302.8515969","456.0597491","266.1672082","317.5959765","362.0208158","349.4898007","360.0606043","289.1385829","491.2695128","563.8340176","522.9226575","659.9664706","427.1917527"
"M803.3832T375.6","803.3831623","375.555","1574.300599","1677.469041","1832.375362","1922.128687","1760.667872","1290.006262","1699.194343","1059.368449","943.7301487","284.052119","1325.685941","2088.395968","2109.629554","561.4651736","1372.278795","1460.180769","421.7514175","250.6208864","387.092229","146.7733892","555.2853978"
"M982.3698T441.8","982.3698368","441.84700002","229.6291709","518.4260713","425.4962294","1022.086515","458.863897","582.8327193","622.1142778","3839.446989","1753.66855","1116.536116","1766.60087","750.7710424","830.4335122","1598.254854","1034.360141","1101.025258","622.4973133","604.2045804","865.1941013","177.847834","1259.975869"
"M224.9394T65.4","224.9394102","65.44600002","696.7319555","519.2289209","912.7320397","308.7872803","383.9140187","591.049341","441.4801173","339.7421784","230.3280552","506.5153877","235.721934","449.7295168","582.841809","205.0964496","261.849305","217.4636776","390.2059827","298.717059","231.8413362","450.5166717","242.913881"
"M315.2527T841.9","315.2526571","841.902","4658.422747","4662.762153","5991.485254","3557.687234","3912.476744","4965.308673","4501.08654","4563.389928","4527.173194","6591.165386","4035.72354","4477.313382","6564.845492","5207.456155","5505.575839","3996.102611","6799.839912","7475.240912","8330.744421","9093.719656","6308.739485"
"M125.0005T58.2","125.0005176","58.173","86.25718821","130.2645842","233.7747636","111.6598555","106.6014827","127.8732385","92.63979431","176.7136574","160.4315862","293.5618385","187.5491677","109.8144725","156.2958166","187.9240723","130.1399318","1043.881156","216.3561323","291.5821952","1975.098633","5686.090456","172.9467406"
"M556.9884T40.9","556.9884219","40.92799998","824.5441746","920.8044193","893.9134453","719.1502835","742.6695329","943.26579","977.8597321","872.3734436","1282.133748","1400.025062","1151.059799","802.7018928","983.5274252","1403.906402","960.9155192","862.689837","1611.458979","1266.080004","1350.926045","2011.377173","1255.199086"
"M784.9262T486.8","784.9262048","486.825","1917.466709","918.3753807","1710.434688","1644.114693","3183.532409","1679.387566","1697.171462","456.7635922","455.1781671","71.12232991","1368.334382","2743.324162","935.0264583","293.2226282","659.4951132","875.3737085","278.542238","69.12375911","208.6907783","700.7091189","388.4542015"
"M182.8591T810.3","182.8591395","810.2830002","4104.832594","3719.038939","5387.670694","2544.999285","2935.77734","3885.954852","2667.866879","3668.746558","2891.971478","5119.367864","2797.346013","3154.3584","3204.451224","3322.824004","5072.748089","2310.543978","6576.870986","6330.371579","6915.134804","6737.897324","4966.798804"
"M730.7654T479.7","730.7653972","479.724","1829.661009","2575.262811","2991.386411","3837.862431","2367.156547","2256.610608","1879.024613","7881.264221","4433.578519","4175.712937","3976.036101","2506.990831","3218.480179","6415.666455","3139.10528","4137.609192","4585.87992","3807.426352","5759.899853","2427.67841","7312.066693"
"M268.9557T88.8","268.9557368","88.77700002","732.9512271","669.3688122","971.54994","441.3480341","450.5234905","807.3967457","515.5310111","577.441596","662.3002171","1025.311362","607.8593224","657.1066227","730.6213388","740.2699878","956.9594775","582.6723902","890.8785932","1237.570595","1176.248211","1666.073358","964.9644712"
"M602.2265T410.2","602.2264847","410.229","136.3032791","156.5750923","105.1740669","493.7313539","218.2894616","94.30072833","114.7963015","643.4431491","756.4714279","246.8326157","516.6141158","425.3164866","481.5423561","480.0827243","345.8551584","566.9626203","322.1321068","374.57048","62.76168194","119.1300594","316.828819"
"M481.0555T184.8","481.0555433","184.83","748.9023177","1281.352151","637.1465502","734.0357957","1030.088692","1094.403521","855.1406632","854.8002101","1221.982604","1692.873596","991.8035844","899.051932","538.5642592","1566.583167","737.3389499","1524.13719","1340.245375","2327.675056","2229.455788","2892.46484","3054.97232"
"M262.9288T804.2","262.9288341","804.1960002","3366.465848","3428.00932","4042.18631","2395.653382","2692.342508","3535.826521","2843.512419","2978.064796","2681.816629","4395.359259","2402.481037","2720.48676","2873.280699","2791.225876","3559.997074","2306.748781","5029.103007","5061.597726","5080.643861","5392.153897","4054.173836"
"M708.3292T326.5","708.329182","326.52","1722.521058","1607.934709","1294.716544","1481.439094","1988.780304","1537.808771","2054.109706","1078.227397","1049.070429","144.1839021","1390.325918","1377.215792","1057.139888","668.3188192","1459.732095","964.4986136","434.7690705","122.8731707","64.2005383","388.954372","530.774587"
"M194.0424T109.2","194.0424344","109.23700002","2986.809457","3661.191589","3141.993226","2379.478431","2992.386749","3580.663588","3653.056581","3831.03681","3138.979913","2913.296571","3231.984345","2595.606637","2507.257027","4555.325037","2842.877197","2961.202834","5663.771083","5731.46654","7819.65995","5334.31812","5670.206736"
"M685.3022T423.6","685.3021773","423.588","2644.443656","2247.437196","2134.876349","2060.696844","3424.84137","1626.739866","1765.14397","1741.893677","1439.007606","669.9219412","1210.893283","1619.240744","2154.54668","634.810976","1498.881599","1719.263703","704.0868505","176.2658133","85.38462656","1019.691518","716.5073063"
"M876.4265T510.3","876.4265366","510.32800002","754.9990859","773.6022742","629.9323894","1957.518796","1426.771359","638.5116313","981.1530193","3236.131163","1739.962543","419.7756982","1489.990673","1186.078426","1350.65247","1554.713799","1691.47351","907.5022551","517.5606955","130.3055894","59.27764212","37.29175567","380.672578"
"M588.3302T890.9","588.3302369","890.937","1218.625803","1824.415406","1970.456179","1710.764437","2449.786893","2674.937156","2263.627784","20806.60969","6090.567617","11943.30868","9816.62375","2750.643684","4310.459735","5925.440822","835.840834","4738.882191","6295.714584","10250.12426","8958.162692","1667.680802","7582.221357"
"M959.4711T529.6","959.4710607","529.602","270.0434595","474.9419019","305.0471077","719.6588211","489.5510862","336.7049207","524.348051","500.7857567","834.671472","670.9018023","731.8493965","767.0875824","599.9980071","1022.086924","530.1723701","1024.228224","744.2699059","700.0655751","434.5652242","530.5299208","691.5475702"
"M272.0831T249.1","272.0831075","249.081","1219.211499","1276.052358","1504.339881","954.4953417","953.896557","1404.484064","1119.433724","1122.634679","1173.543477","1742.332487","1003.447333","1223.362973","1283.538532","1347.514362","1322.306235","1091.219607","1644.663201","2231.152082","1941.745258","2786.857747","1728.121763"
"M315.1T123.6","315.1000453","123.61099998","622.9083769","705.0682676","464.9524103","755.3822139","398.6050529","807.8003512","561.7324853","1178.206494","749.4876893","977.0951857","960.0320712","649.1721159","645.5866504","1010.838708","797.8269654","579.3775502","925.5636694","999.8063022","1172.93864","1002.119522","751.4960657"
"M450.261T882.6","450.261015","882.6499998","4215.939324","4948.391095","5595.623777","6787.269172","3263.728171","7444.722977","5409.128558","6853.271481","12580.64575","9940.84732","6773.301998","5643.656387","4626.669046","8188.215122","1477.557165","5647.277486","4933.481619","4378.19047","1985.54782","2234.385247","6124.437935"
"M713.331T504.1","713.3309902","504.07000002","725.2855647","877.9446605","531.8203027","836.5273057","762.4701247","399.9435231","404.4027844","2260.332018","734.4230735","406.8168863","718.568153","522.480942","545.510855","724.0689805","536.1215843","809.4613718","426.0436491","133.20274","102.5166566","167.6034533","212.8768675"
"M684.7931T423.6","684.7931103","423.588","3246.924612","2607.579172","2091.53797","1506.35909","3318.284132","1714.344299","1701.048085","600.0795483","1170.291988","1171.955012","621.008382","1718.438216","1499.818051","467.7632704","1076.298578","1761.460087","1423.615482","364.2080773","411.2949336","2014.193585","551.9497627"
"M807.3206T454.2","807.320635","454.19200002","9635.861558","12284.97458","4713.680495","7284.427845","7749.710871","6191.906164","6429.231721","979.6111025","2818.556124","2493.208093","1731.01075","4623.445867","6794.219216","726.4061062","1525.426189","4300.325505","3948.444011","692.5969196","685.3623485","8829.209117","2033.16065"
"M635.2813T452.2","635.2812644","452.163","1530.206669","1249.15061","917.1197364","1161.838685","1328.208351","1459.131254","1461.256861","833.9475722","1092.514928","484.4140077","717.7564508","1154.668363","4409.873278","403.5382133","1009.510012","779.464945","461.3968718","81.64958004","139.3580372","743.3923014","230.8571128"
"M955.5258T587.8","955.5258476","587.76700002","1176.113929","616.4263159","780.5342085","671.2933923","936.2347552","1213.542178","983.7010437","1017.183106","3320.523216","1501.535938","1351.234992","3128.005684","4018.240225","4831.717734","1602.596499","1646.744551","927.4973135","2945.0825","4375.302469","6317.911746","1056.728777"
"M517.126T251.1","517.1259512","251.11000002","1169.893931","1156.640823","1418.138317","958.53672","951.0994794","1126.882516","1189.333141","1217.24168","1248.537092","1503.953711","1102.75074","855.8831108","1235.808345","1335.171423","1329.410788","1050.002099","1750.940814","1449.353604","2009.232092","2327.895176","1496.479067"
"M888.3915T308.3","888.3914615","308.26099998","2174.696525","1321.237622","1112.111484","1991.791468","2462.430242","1481.122569","2110.766495","1093.653948","937.9524376","254.2252084","1451.307946","1288.220412","1051.577299","382.5221474","1106.397781","834.2710672","253.1956433","99.0173413","0","41.17131261","247.3830897"
"M860.4291T608.2","860.4290731","608.2270002","330.1800677","259.5122071","166.7272666","385.6035078","413.3136458","278.3941025","689.8320791","140.4013499","285.7690167","820.762547","182.1119752","270.3462519","375.816868","169.3454561","1191.016495","563.9807111","590.3344368","315.3658673","2029.866122","684.5090864","634.9360036"
"M434.2121T249.1","434.2121056","249.081","714.7810853","1139.312801","677.3522894","1380.563711","865.8608652","767.6902949","1079.986882","1037.807935","3047.5858","1644.480619","1413.415381","1892.983691","973.1680405","1114.997755","1554.779482","1323.587168","1210.425764","1960.497881","1633.5562","1511.728858","1364.462486"
"M449.3135T781.7","449.3135137","781.707","204.9483469","412.6251876","141.698168","124.7957516","304.6117677","467.5257323","802.02156","164.1679724","211.0319716","478.4761098","113.9898201","68.90711183","219.3312676","326.1529941","107.9404724","186.3267153","43.73688967","73.02912514","0","0","65.90135112"
"M750.8156T393","750.8156146","392.97199998","1338.535991","1442.903639","2379.269173","1513.259891","1608.717655","1775.927309","1234.952153","3024.651757","1685.08062","1693.331377","1207.284648","1094.240395","1108.961145","1128.333907","993.689733","1131.369968","916.9399831","934.1062634","920.1090116","1184.489923","964.8876122"
"M320.0114T273.6","320.0113748","273.59899998","127.7226541","182.4509995","156.3211377","166.4021955","146.4231067","183.5844815","162.4581655","267.1274673","336.5028376","340.4458337","343.3921981","181.3636221","192.9584074","460.9804892","144.5422744","304.0720671","449.3662749","1012.029815","684.3869853","200.2141735","318.4355479"
"M584.2273T892","584.2273492","891.951","604.2274546","816.2362756","844.5338445","738.4689546","584.6860296","925.9510746","1056.407047","2087.949965","1558.067094","2456.879131","1742.101526","1188.538614","1412.389847","1596.398253","491.0141978","1203.748965","1743.148185","2374.582778","2631.525502","714.517541","2193.990405"
"M973.4223T313.3","973.4223406","313.33300002","679.8570646","840.3999102","385.7185124","898.0045834","691.969773","698.5294509","709.7725447","1340.483449","2256.055278","1866.951256","1966.707385","684.8796106","906.4682267","1916.47902","824.9144094","1176.858471","2491.082361","1500.544891","1018.798076","575.5423231","986.8719764"
"M856.2472T68.5","856.2472175","68.48899998","120.2177022","197.9928928","60.53943867","338.2933181","188.6156562","189.2258345","190.2455572","293.8809076","432.8440612","886.9901556","1062.244119","319.5009865","192.5308683","448.482928","122.108587","298.8531889","235.9733109","510.5672902","645.1678129","695.4190139","709.662429"
"M933.9568T323.5","933.9567551","323.47699998","40.69750594","398.0295089","18.32085304","514.5739561","155.9047853","112.8742806","337.8901596","494.9356261","489.4908459","338.6024797","453.4100816","395.1737302","273.8301549","751.7535932","253.6054078","581.9190382","812.7505683","659.7614593","1004.528298","413.7462801","501.1566731"
"M654.359T177.6","654.3590447","177.55699998","1376.853136","1484.178769","1198.788636","1510.547604","3507.018229","2615.267932","1285.782634","102.0072071","86.94294981","0","521.0821246","688.8343164","480.914625","0","336.2610541","633.2663787","218.8255046","0","0","0","78.81706134"
"M198.0732T125.6","198.0731564","125.63899998","629.3153997","651.9843773","507.1699852","595.1479798","429.3206095","634.455628","532.6906396","676.0625755","583.3402113","753.9285265","580.3502244","534.9168214","554.5123855","700.2012088","708.3595387","467.9201201","863.5965355","879.1470782","785.0512733","976.9475674","652.8772544"
"M682.2131T237.8","682.213056","237.75100002","1318.076295","503.0378024","1015.683172","887.0870915","1503.010192","896.7097162","955.1173435","64.53541717","61.63859046","59.33347139","375.4094609","839.9779756","428.8891089","0.029782431","134.4897947","311.1208359","21.39020801","0","0","165.3153604","86.93227739"
"M344.8166T795.9","344.8165783","795.909","5203.083525","4857.529664","6653.421531","3358.008187","3809.067156","5045.232917","3680.766552","4542.228482","3810.617249","7056.000021","3615.622522","4193.40271","4239.321186","4313.393288","6127.838003","3216.920838","8181.124202","7991.454247","8376.131863","8534.762266","6404.702665"
"M415.2293T41.9","415.2293091","41.94199998","843.5831605","546.4473617","1002.566514","1092.424421","1587.600446","1010.973332","1003.743075","37.67144817","40.17048844","32.30620483","185.9872661","383.5318862","437.7869054","7.12217123","411.2196872","366.3617411","198.1536661","56.6681601","0","0","127.8637751"
"M816.3009T338.9","816.3008798","338.865","2635.766942","1242.904887","2374.074836","1826.846842","2551.876207","1604.712923","1420.403803","1197.883314","1061.351526","88.51018652","1447.418042","1815.546247","1338.101977","443.5240768","873.4402628","1320.726324","237.2730956","68.37939595","20.12686782","365.4087074","672.7532011"
"M854.3919T350","854.3919216","350.02300002","1841.263708","1825.444648","3175.625394","2927.10991","3348.384939","2320.708867","2244.642667","2733.180417","2032.801115","1421.381329","2720.889743","1980.92692","1384.105202","1765.86314","1728.89738","1704.575171","1619.977374","1150.106238","651.5216605","2201.904376","678.9496816"
"M709.8008T595","709.8007925","595.03999998","303.8042257","712.5520258","580.0062055","349.7140001","365.4542567","429.9775617","503.4207988","945.2881522","919.0104448","1334.235739","967.3734654","406.7401366","739.0316056","990.9257992","1270.551554","526.8599833","1050.423357","775.1884511","1138.595916","374.2445337","785.0893296"
"M663.3173T626.7","663.3173193","626.658","1687.865857","1488.408707","1651.97354","491.3692404","2111.897651","1512.126818","965.579619","276.1969428","323.6709865","1427.184065","329.7204304","675.1095897","774.3559027","487.4683579","1552.691178","775.7113959","787.2690179","677.9023868","583.4023055","985.2260846","831.2124154"
"M486.2362T166.4","486.2361589","166.39900002","562.6617431","384.4246036","537.9652435","967.0715795","754.9061689","692.8208575","394.9804958","128.0794958","176.6252667","0","376.5866138","353.2004579","350.3543452","45.70851247","147.9790473","340.7125379","103.1003174","0","0","2.308253031","18.33671367"
"M668.2975T430.7","668.2974859","430.689","1892.023683","2143.960864","2049.852651","1948.221375","2886.504591","1878.94377","1343.693692","4750.4509","1711.754051","1198.005269","1739.023176","865.3020289","2012.639635","1637.380783","1631.743839","1061.243463","810.435109","863.913501","1617.460318","568.436285","655.93355"
"M213.0144T480.7","213.0144214","480.73900002","5030.430549","3872.068461","5386.505698","3244.696018","3381.816158","4039.919705","3851.694738","3264.606202","3570.679501","5434.738772","3182.72598","3810.052184","4310.26528","4219.735142","4480.733639","3530.254924","5590.895996","6847.195112","6688.046631","8026.604777","5165.821269"
"M384.2235T60.2","384.2235349","60.20200002","439.0666215","359.8697933","335.4104393","591.7290948","593.8881155","556.147338","581.7796257","0","49.39297973","0","197.9225501","295.530946","229.2890626","0","95.01547203","150.0960245","107.5815633","0","0","0","25.1035341"
"M906.4656T275.6","906.4655866","275.628","2233.662628","854.5550435","1417.407094","1316.032875","2859.233894","1387.494354","1800.6641","404.2795446","165.4368362","60.14309316","774.107601","1207.365274","363.6363878","83.55701891","287.2265017","487.5706085","89.5629647","0","0","703.4747702","175.264673"
"M940.3959T329.7","940.395893","329.73499998","2173.073019","5036.309399","1887.517735","1179.758757","2107.988341","1406.494275","1098.108311","1189.99246","753.5719998","523.906448","1263.121576","1052.2338","899.1758701","670.5113382","1832.953889","1108.81882","610.3141927","377.2069775","115.6098022","596.9928248","827.6343044"
"M804.3166T338.9","804.3166245","338.865","6491.392148","2592.299688","5539.016054","3874.936235","6415.94526","3989.17063","2923.353043","1473.90612","1594.48705","109.0675908","2463.982319","4169.516505","2963.578522","677.1857253","1658.261726","2593.685596","621.200185","396.4040245","361.4802083","1610.957987","1359.382813"
"M162.1075T249.1","162.1074966","249.081","522.7409251","584.7898604","611.5448434","384.962026","421.7304277","540.9993092","503.9023736","390.5787574","420.3926819","688.2296142","408.0697304","439.9513613","539.5996543","531.9703678","532.953063","446.4345655","695.8456904","788.1125913","813.465501","991.7733116","655.9216229"
"M855.9264T477.7","855.9264062","477.69499998","1712.880584","1911.670488","2502.273505","1655.223769","2557.884718","2066.972899","2425.743633","754.0816916","772.0294025","240.3131729","784.4515992","1322.475799","799.3219056","383.6614116","1617.251595","1068.580945","493.7043512","163.7326314","7.025471111","148.3608816","634.512615"
"M529.2247T884.7","529.2246832","884.6779998","582.2168014","1075.270036","694.4799658","668.0210531","418.2474499","1071.479764","818.6306712","5374.108087","1716.405369","3361.918974","2786.321","1068.304563","2719.528049","2154.545359","215.9818729","1642.780805","1698.920533","3127.329058","2081.062631","611.9397416","2213.927922"
"M166.9739T46","166.9739123","46.00000002","1738.181878","2152.419317","477.4800772","42.09118923","300.5387909","888.3159214","649.291917","85.36331987","127.3323823","65.29798515","245.2217608","118.8606027","124.3440693","162.5318641","88.09106611","197.0126435","263.4685843","316.1403457","334.8393562","288.0720019","371.4004826"
"M685.3491T496","685.349134","495.95500002","851.2038452","1302.289585","1194.302706","1315.419142","1683.440391","1440.808865","1933.797926","5991.100488","3079.895881","2227.92091","2683.265432","1432.877568","1827.191366","4003.268076","2699.079189","1930.337992","2165.673588","1238.618877","961.0808467","1292.97242","2053.340877"
"M993.5143T338.9","993.5143243","338.865","3302.251827","5017.400017","2937.511194","2695.173636","5709.106573","3544.687175","5091.087634","387.3752664","1456.2545","8883.419505","736.413765","3999.137037","4004.903677","1452.231954","5761.257345","6078.389026","5775.78928","4984.764747","13164.50678","5990.532729","8497.983288"
"M785.3329T362.4","785.332938","362.36800002","897.6017308","403.5395855","604.0503506","353.8202486","721.5872657","402.3715245","612.0477584","340.9396867","123.6351722","0","248.3599173","296.9976891","317.9666415","137.0318441","134.353504","188.3318745","39.99980758","0","0","1.421535165","88.69196639"
"M763.3968T453.2","763.3967701","453.17800002","507.6948991","432.3647725","613.1135672","343.4627056","513.8841059","495.5278532","528.2977162","124.7693559","148.6941903","21.39208912","185.3906267","282.8148816","245.3654082","62.76357558","142.8975868","278.8680493","185.2899342","0","0","64.13340815","28.7939509"
"M372.9729T109.2","372.9728515","109.23700002","3988.090116","5078.896147","3726.562651","3561.556665","4157.302639","4634.225889","5282.734693","5672.786508","4518.919381","3702.906177","4215.417032","3401.647873","3460.457892","6718.763368","4150.787308","3888.205322","9012.485379","7771.457458","10204.97112","7304.952702","7865.33544"
"M583.0846T898","583.0845741","898.038","496.8223465","531.4783398","641.6818037","428.2570682","420.7672833","604.6239722","513.8186797","592.8669661","548.6131647","953.7719097","534.976411","675.1645239","658.4516544","716.044122","556.2963139","561.7287729","685.4681214","984.5389794","1021.492663","1007.707339","719.8882776"
"M348.0578T252.1","348.0577821","252.12499998","362.1391596","336.3643873","364.6270586","254.6739426","241.4886402","347.2493865","331.4454696","303.7346424","347.7037898","459.0256255","285.8298856","243.1880859","376.7494303","359.6630312","415.9997889","291.0245287","508.3885757","400.3572158","602.3582258","708.2177286","451.8816531"
"M612.3443T279.7","612.3443461","279.68500002","2454.819308","1889.646838","1605.209953","1248.044975","1879.761482","1472.358038","1489.124757","419.7017589","621.1374184","631.5357702","735.423627","818.0883134","962.8592415","464.678099","930.6269551","517.998111","454.3751801","144.4936441","0","42.39152756","245.3604897"
"M625.3668T94","625.3667694","94.02100002","397.5946807","354.2477733","802.5927981","1047.083709","638.2092583","602.4017026","344.8845974","17.08254866","48.40291477","0","181.4946716","358.3717987","259.0655242","0","299.840671","329.6840102","167.6939165","0","0","0","0"
"M636.2109T237.8","636.210929","237.75100002","555.0626301","305.3462029","529.0775863","440.8990175","694.7325166","441.5861654","529.9236359","124.7372273","60.29549999","0","255.9141171","372.8763596","230.9419392","12.21260027","112.1668202","184.1359805","12.37833869","0.007892519","0","85.06186179","30.15663476"
"M224.9279T82.7","224.9279067","82.69000002","397.8552662","363.8995324","478.4373162","172.4454532","296.8874246","417.5607656","325.6435241","160.3186059","95.5186163","256.7520308","147.8808223","213.6233088","303.2324147","174.9006683","248.3179615","133.5661328","217.5441336","224.2452107","139.8143122","368.2093975","156.2494098"
