"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M526.3317T562.9","526.33168","562.86","226.4101303","389.2916224","286.1408013","219.111151","222.8238892","221.2677329","220.7744195","232.3264957","529.2763057","220.3672747","222.1252672","399.9751341","225.371558","224.3825723","346.4397973","223.5565663","243.5424091","266.7288953","294.0648166","220.659736","217.5709122","335.0826611","292.7769296","241.7992321","296.1105013","644.7638654","296.7390487","349.434815","221.0866547","256.9877639","314.099379","224.0324674","223.6179912","380.0280972","221.4550335","225.2302078","226.7094175","219.5690615","291.5533654","221.2442908","319.1516271","222.3541105","241.706276","231.9718332","343.4362872","248.8813094","385.015553","296.6903927","292.0408149","261.3591941","124131.1537","236.4037434","876.101851","24294.13815","1208.518543","1799.201347","7683.626414","6821.692209","241.795577"
"M403.3081T639.4","403.30809","639.36","98.61517361","3639.963367","6545.19115","1909.952955","885.1554095","1154.567011","2529.920263","2315.253053","6021.315431","14218.45388","4434.961748","14138.52315","2119.856782","9685.146896","6021.524434","5105.702644","41413.50436","99.13697485","103.7485627","642.5388297","1473.28388","3405.701553","3142.727325","1179.526345","124077.8121","1346.110327","193.8867981","4319.467639","2103.390911","3300.435592","1567.91393","5367.592772","8765.643303","152.5313864","1790.885944","14561.07968","2735.522281","875.4486573","1687.123936","804.6857114","4634.307004","6427.820514","5476.537955","15852.94609","4606.625652","40438.79069","15387.92129","21341.43593","9109.578022","5039.196098","60423.59919","3757.553002","6885.177016","80930.86131","5320.437789","21127.79172","2000.992956","56493.96903","13395.50742"
"M498.264T473.7","498.26395","473.7","233.1061423","151.0176702","183.9367703","146.9291848","156.3460911","275.9006121","193.419993","229.9105477","188.0596341","148.7130163","150.2355334","147.5121756","147.9805781","150.5367037","1184.692126","648.0901215","149.6178634","391.8349456","149.7242022","151.6857988","152.6813734","1954.153549","189.5409995","152.7453228","3709.190748","1749.825039","1730.535897","152.6079871","1170.718691","408.8696101","1727.678986","1391.704395","164.4499219","6995.979833","8622.617618","698.0074799","299.776839","150.8156188","496.4427833","3950.932523","156.4515885","6704.077593","5604.644797","11613.25748","10704.22128","24200.35326","77603.27715","6627.512265","66579.56254","51142.70722","160.9728841","41520.87183","69085.38215","5255.45042","5213.285721","3109.805423","123853.1409","19450.04641","339.2350399"
"M412.3908T970.7","412.39079","970.74","159.1307532","161.6330568","405.8612693","4331.901145","156.027898","1499.040514","509.7840382","161.4641637","161.9682044","155.452183","346.71185","162.1560893","158.8697002","187.1705826","155.3917111","4094.692416","3070.572451","162.8503018","159.1854699","17140.20229","2142.659465","2222.404606","4733.608162","1107.677543","4537.704175","157.6811031","160.2455494","157.7694724","201.5535365","1034.526831","159.6780434","4099.444376","161.8584062","388.193077","3194.008012","18696.69053","160.2577821","822.5429077","855.2196056","159.0438936","160.2577829","1839.848221","44466.0089","6678.909373","29032.53875","3547.663301","15549.71478","2752.57094","16371.88116","7488.94534","3241.522548","15541.14851","123817.0489","8989.198441","7315.208802","26296.80932","33552.25662","39125.89051","20075.0593"
"M368.3648T839.9","368.36479","839.88","241.0577612","1334.554149","245.9334238","248.8442509","242.0635037","241.1702997","243.7174352","244.9583992","243.8836491","243.0108941","246.0953265","246.7132587","246.6475479","17678.51488","244.8726966","242.1525786","580.8707613","247.1113166","243.0914389","245.6601046","249.45948","244.4713481","245.9013974","248.3570022","244.163383","606.4747828","123647.3622","247.9112268","251.1658639","245.0180645","246.6240219","246.6893109","248.4047639","240.5580607","418.059153","85978.74607","255.1101359","245.4213389","244.1398948","3919.433362","248.8603501","246.9640425","262.9635106","306.6757747","259.8742527","287.5580681","258.7545517","257.0754867","251.8591782","3973.205856","262.350072","253.9080938","252.71972","250.4433454","255.7254578","252.453931","251.7176375","292.3290948","264.1936546"
"M508.279T473.9","508.27904","473.88","243.3036572","130.1255209","216.9308901","126.6026464","300.180477","126.5847666","293.0146911","128.3702053","279.8867291","1188.228285","129.4515868","1125.639108","788.3318171","129.7110925","322.1646728","1193.65922","349.7327971","422.8270339","129.0109944","1214.435897","2605.442481","1610.48929","573.6182876","1634.879247","2296.010871","3181.911191","2401.690685","1083.625044","960.6794279","3206.69421","1770.334156","3181.475878","3923.197457","133.0345764","9002.332342","598.803146","7041.78301","1752.519861","1154.02082","1461.632982","822.6067108","1688.384697","1160.034487","3133.546363","10147.69974","4626.255508","4857.923849","5979.804792","137.6195241","3402.719913","40294.53318","1381.633339","8291.753416","123438.5185","6956.433425","40039.59857","3199.47833","25809.80155","2511.431035"
"M615.5434T995.6","615.54341","995.64","116.6619149","114.3320785","115.6713514","116.5375118","111.1223394","114.939008","115.7199466","116.5140916","116.5328844","112.5296136","114.3868561","116.8077228","111.9529598","115.2518803","113.4529854","113.2354847","114.9283093","114.7642785","111.808482","115.5331013","112.6572662","114.3582264","112.8919812","116.5508046","113.6591573","115.8113573","113.6289391","119.381604","115.2398961","115.1233843","119.014005","114.7292228","116.0162238","113.9513647","118.7005726","117.095138","117.3491253","115.2594777","116.1660607","114.7768961","115.5177466","118.9652603","2371.968884","527.9472755","2232.337992","123437.5466","2807.704489","4920.772596","3847.169257","2528.452248","958.825464","3686.315683","1773.38516","1755.244581","1812.147752","4576.181676","1413.565651","1107.992481","2064.920748"
"M451.2213T276","451.22133","276","58.3059204","84.00872033","56.90045302","56.83581883","20919.37288","55.96105919","57.25305938","56.54353434","65.95267697","51650.86103","56.68706863","57.68657023","57.07413596","55.87264278","57.39554509","26589.81349","56.34982107","90.86142919","58.80439709","58.03463132","57.44069884","58.38750734","56.38523452","57.1003521","107.3463169","59.10523329","57.21280562","69109.65739","193.2864542","123414.8248","57.2292162","58.28203114","179.1984366","57.80346551","58.0628722","68.86258405","58.00390478","13250.61453","57.52466792","57.07318923","58.96179846","58.08365686","78.97056994","60.84532958","60.92022409","61.21268802","61.22121154","61.152886","62.22527604","61.0649795","82.87647532","61.66927264","62.89866344","282.5320554","449.1649474","72.02488378","61.42057498","61.28732253","60.54077859"
"M124.0527T205.3","124.05268","205.32","151.0812395","3715.698861","1841.769217","14692.70307","352.9192998","149.508866","23115.67569","256.9204955","18769.42046","1207.065801","98.07471321","1080.210478","149.3951424","33899.61802","100.5484038","99.92470468","5436.492401","18219.42972","21465.72981","5214.779537","172.6441792","342.1580222","94.15522242","103.1649471","2602.218536","99.01764278","7004.124467","265.3748048","320.0247996","99.29301639","102.5608599","35474.51576","98.51636168","97.41701336","99.18079389","44168.56135","98817.67321","96.34224485","16775.10572","7281.07678","22443.90766","97.85520687","758.1166175","819.0614213","222.9992159","103.8041523","260.5700564","105.3563731","333.4479626","146.659494","123135.8199","370.4608565","376.9099677","884.9844506","353.7747168","176.210018","924.8397674","2324.951518","205.0780232"
"M529.1873T286.4","529.18727","286.38","100.2523474","98.86464799","99.99613182","97.95471566","102.3772012","100.6330366","123029.3931","102.6302545","100.9439055","100.9901067","98.31429781","99.99045054","99.36795961","95.98329101","100.6468599","102.510012","98.15159541","99.50221931","101.1918802","100.3090732","291.5587378","105.3218278","96.05434445","100.6592159","100.270941","103.3520401","98.45372659","100.4277447","102.2660907","101.3214279","100.1503891","97.61307456","101.2097469","100.0361741","100.0095616","98.06605726","101.9654242","100.793707","100.6020314","96.49510341","473.0639373","101.2465539","104.4095595","143.8403303","105.9361881","183.7318269","105.3914612","109.9646268","107.8228941","105.5648893","145.6147814","105.1180097","107.6136311","154.2143099","103.1662834","119.6882377","105.0688233","104.8149059","108.4085915"
"M494.342T610.8","494.34195","610.8","128.3694903","330.173558","218.9131519","247.5994083","129.4828285","500.829559","1329.037991","129.8833698","181.1355862","129.742919","333.8181358","202.9477748","130.5897614","189.9585698","377.8147838","2480.111939","20310.24568","1574.520713","5522.394767","399.0365432","1070.9567","2645.70091","10908.67237","15698.46856","19595.42344","9626.506369","2513.438797","11474.56054","123014.4944","13543.65701","16491.56849","38088.0422","16726.71628","23234.6877","26930.40225","28108.68206","18114.79334","694.1700359","1953.006494","2425.926882","33360.66502","19368.31095","142.5290695","141.3565375","140.7459277","148.5072669","336.8754645","136.9687015","400.5502376","141.4439651","139.7723364","140.454485","137.2349141","214.3930012","137.8610535","136.405826","216.6805373","140.4722514","139.0394131"
"M558.4636T938","558.46364","938.04","1126.414567","1969.360515","2032.986093","20520.26987","4040.299026","3280.801343","1281.919034","164.1813598","5464.679334","2226.861695","2667.354446","8245.169468","2958.626034","122972.1713","773.3293866","1637.539226","8736.980988","129.3854477","1152.130277","2466.13038","748.5587092","1877.060434","2882.806026","134.3629836","5550.423941","2069.87141","2790.443697","130.49341","127.8475074","642.6042249","942.2055549","2153.103291","1281.283199","804.7060442","1573.056248","3725.964017","1421.749397","2793.684843","3988.55417","1720.753753","129.1538069","870.7537593","2891.039494","1591.692829","400.2043438","934.0414352","3202.772829","3255.895923","913.5952455","478.3390163","52203.89133","2158.571044","7071.155945","62728.58205","5971.03004","144.3510802","20048.57183","829.0471165","6150.778335"
"M608.391T606.9","608.39099","606.9","203.8142909","1674.899677","12066.16671","3548.58536","101.7687334","129.9597266","1703.938412","3430.584892","1651.525681","5437.023876","824.0435077","25798.62637","1496.361462","101.5345589","472.7804841","346.1380452","12080.30045","21869.2059","3723.276027","183.5773086","102.2274969","349.4338103","1217.117953","124.2664386","3126.131568","530.1747069","1992.681182","102.376628","660.6529958","229.6829094","133.6727558","51299.07008","908.7467182","102.6275359","3884.756426","4481.18314","2958.182925","103.327325","21158.26287","10034.75629","1253.207648","1405.093766","122167.7799","80332.22353","806.3202713","1564.878887","54371.30341","424.501473","7433.063133","2311.219132","51246.28173","3332.878393","2430.234712","97800.05032","11754.63934","54538.38118","3081.890357","13245.4672","1166.787792"
"M488.244T283","488.24401","283.02","1104.002539","94579.26389","6716.321337","48450.00627","4713.526031","292.8021548","8674.407155","432.4216603","2247.412246","36855.19865","43753.81357","17228.47797","73917.75346","2697.429907","36612.88948","766.2943584","4616.096485","53992.15218","5768.746266","369.2660776","226.3321173","672.9752979","121888.9367","478.979474","57456.45324","1578.34514","14936.45103","512.1023638","4603.507543","12348.99493","33581.90141","43621.88563","22163.27423","622.3115311","3369.661947","2828.520039","6106.904067","6958.765148","4321.73388","45042.89425","45475.41662","590.2498475","2488.457174","36957.42981","263.6703091","21688.03106","46037.07548","494.8616329","1159.630446","1011.603292","2136.339588","26520.35129","1910.97095","38363.10801","480.2533981","26143.21503","8109.2828","1399.578135","352.1549371"
"M369.3239T643.5","369.32387","643.5","3758.014448","3493.93008","11078.12633","4200.336771","1903.13446","1291.836682","4007.088241","3559.155819","8263.030808","15054.0496","6420.590663","14068.27191","3494.898431","2417.602254","21810.19589","8904.2025","12948.19291","140.9498346","109.6177318","372.6514354","1900.266727","108.2549364","10694.7709","2318.382544","87218.73478","3291.632405","165.8949592","7858.515778","4882.354365","5555.063949","1995.824047","7010.560581","8958.938004","133.1606566","4898.856184","3198.074002","4066.821069","116.0057993","2593.113199","2203.775638","8754.746444","13614.07449","9123.994701","32683.72727","8724.290657","121749.9376","17329.8742","68333.34925","19065.99388","17356.77335","66823.31529","9130.832241","14555.71718","77292.36559","11827.27365","27343.59837","4382.078096","46958.16364","31602.57859"
"M426.3703T723.8","426.37031","723.84","81.23211592","75.88968836","1314.715503","76.17369642","3948.393208","78.01387963","78.4548584","1581.269399","101.7084443","1951.784762","75.40600308","108.1534117","794.3935028","1197.626625","101.7956587","113.2245434","203.2918698","106.326345","75.81795486","100.4465307","533.9095498","91.57714745","98.82708617","199.9068972","2919.237708","249.4960091","77.40642384","77.00291887","118.1429576","1507.07818","101.9103721","478.3547338","78.68039884","77.37925466","232.2153143","77.26558203","76.58283611","510.5745756","77.28037774","99.14134226","857.4180539","167.8950924","5228.002814","21341.7241","978.060592","3446.067936","10975.11403","18824.69846","25705.71142","1177.011578","121633.7521","1599.184423","29760.40525","20196.0336","2811.879288","3543.920179","15749.56182","8515.883969","7621.778107"
"M464.386T490.7","464.38597","490.74","497.7609177","153.1033295","220.4065981","6659.866532","4490.030049","152.3928089","150.9085202","662.2377018","208.8034092","1214.973242","153.0643023","152.8791078","153.0702756","154.9935855","16688.94498","2463.637711","155.2373417","155.8358029","3662.916846","1306.296213","153.0583732","4591.645917","14673.81486","1548.500817","155.0272473","899.850199","194.0009616","155.9686642","154.3521575","639.8212196","3502.728881","152.5424277","636.6878153","19806.46983","176.6233254","154.6308094","155.3191549","218.6635915","151.9062161","153.1840751","152.8437325","938.1364098","1719.489314","190.3952939","173.5959437","193.4084818","1628.015562","1943.045854","733.4502069","18615.50944","273.2801565","731.6790107","369.9307938","679.9572316","162.5603038","160.0708593","3513.693425","12171.08072","121446.1626"
"M658.5517T996.5","658.55171","996.48","221.4170035","214.5425073","288.8686538","222.3350576","214.2737704","966.5699081","216.5313922","218.0173705","218.052535","315.5809117","218.1659701","218.5668037","213.2111975","220.3442049","212.2895283","217.7697274","221.4302896","214.7431773","210.6731406","216.1817735","215.1744319","217.9463813","213.2358723","218.0860666","212.6753105","216.702437","219.2189121","223.3829662","337.376681","215.4151242","222.6951269","216.8172511","218.7830285","216.4313178","225.5714347","219.1046055","219.5798584","249.3101967","220.9555786","217.6496315","218.6763284","222.6039175","13305.03351","34547.51697","6038.333343","39491.07739","1040.904621","310.3876341","54186.06969","121122.9347","7505.751579","61784.07678","20156.8121","24301.51698","644.2235641","543.0372192","17001.03758","121254.2905","417.2806232"
"M412.2275T858.8","412.22752","858.78","127.3303438","122.5259851","123.6641796","121252.8433","124.0784966","124.1176202","126.0535224","122.6258179","123.9606122","124.0278609","125.6271459","185.2062936","122.9731439","126.4618821","122.041109","126.3549938","39659.1546","126.2191743","122.9712103","124.7962699","126.5279024","123.8477843","124.5087423","124.542328","123.1106737","220.8130429","139.6573332","126.082962","123.6635364","124.109991","179.0785858","123.020864","123.8774866","124.1577346","327.7673683","9990.373542","126.9362565","44369.63267","125.1251228","3788.643169","125.6047713","124.0806779","134.3706225","124.9292633","129.0951151","125.6085404","126.2703037","126.5499542","126.9463871","125.8945743","133.8478403","129.3363927","129.3506235","129.0331254","129.7470048","130.8203958","129.4518685","130.0802171","134.4212943"
"M430.2018T408.8","430.20184","408.78","94.81240645","148.942796","94.22934399","96.94243743","97.91145606","95.17903476","96.0327185","96.8131558","97.84499111","95.11545075","93.9797022","98.39090361","97.51535889","97.08253329","94.49773257","96.32214297","97.37392582","97.19433784","388.6729971","97.87862954","109.2559445","98.34796096","182.2053435","96.29401236","98.5602329","98.44204419","1655.443334","96.73959896","171.9279827","311.2843752","100.2195205","202.3977823","117.3950998","127.4926492","138.6734338","180.7330165","225.6849342","96.62328","98.11327691","95.76549032","4959.282881","110.7952827","196.7248622","104.1841489","62987.46242","236.9729112","344.5330699","134.5162456","163.021381","101.1142433","65421.95425","11955.81064","3267.411583","187.5200298","929.8708902","548.0130246","115.5751462","120987.9674","112.0411081"
"M382.1808T707.2","382.18077","707.16","11444.25803","2479.738238","297.5680041","924.3007909","974.5393629","1764.794707","174.1085038","1618.648641","197.2780431","723.262094","212.917222","292.7443733","158.920105","205.3412784","1039.921969","6688.33072","283.811407","534.4244389","444.5647163","165.2861698","21760.75573","1227.647408","5973.783963","24141.94375","877.8144608","11852.61446","161.4328437","2446.738092","2325.481935","10017.1741","11066.22474","352.2557136","1500.041253","434.571423","1996.92445","583.1746766","987.5049168","159.9594168","937.6817929","160.1149861","1437.291466","159.2712129","839.3493696","206.9220571","120899.5177","817.9421626","5474.883482","108317.5365","2573.392646","3061.661563","179.1346403","3453.349239","11330.57014","172.4568966","171.2698328","190.7840355","860.3586429","1489.280352","12323.89231"
"M317.1658T309.2","317.16584","309.18","148.036482","137.610738","137.1885648","133.0717518","1529.013414","137.0794879","137.3859754","137.8601065","146.9495913","1887.613855","588.6774777","175.3863669","15089.23236","134.1944312","137.3746334","826.9979694","133.199967","135.1876116","138.3369514","138.3500763","165.9384315","141.2133759","120583.4108","141.2474131","163.2031546","169.9115986","136.5362872","136.3425225","137.7015183","136.1724279","136.6997222","134.4683228","133.8014931","141.5801881","1119.37616","133.6991769","859.671163","133.2462987","136.8837628","135.0645373","134.1973504","470.7367691","358.5033483","286.2116684","1976.593057","144.665745","5142.669579","1441.481987","2448.041221","250.5713418","147.2299009","146.4843804","62571.30974","719.1758106","148.0018562","1080.556575","238.4353432","1274.217181","149.5954821"
"M428.1862T336.1","428.18624","336.12","104.782951","358.7131727","100.9008539","102.5835708","103.3278583","102.9365926","102.7590309","103.791288","127.2712964","120.8514398","128.9408051","151.2786876","1365.747113","184.8137363","102.5968056","104.4124607","172.0030656","1611.95815","138.8229745","204.0198667","102.1283838","106.4499375","13625.78264","102.6025567","124.3220293","134.6644737","3637.102956","587.3043293","205.6335074","2369.528049","103.0403864","10488.37521","12620.0456","115.9780941","157.2888502","1387.196695","129.3440388","104.5370275","1094.773427","5758.370511","4688.297349","138.4693075","11929.24559","6225.130351","4745.852222","5246.275262","6303.781712","495.0976263","19847.38761","3124.400926","120360.2733","21001.6464","29893.69044","5663.985032","5394.604349","7543.273581","31754.18068","55603.03409","243.8535252"
"M254.0578T353.3","254.05775","353.28","353.1900682","86.70190356","910.6892082","423.8640779","84.77258061","82.58802577","81.9170316","83.53359112","177.3071815","80.07012658","83.03995204","86.05334101","84.60109775","104567.6566","83.70165832","102.0496722","84.21704429","85.28279649","109.3920191","84.19054766","586.3645472","69405.22528","98.99584353","1926.713602","85.63236656","123.6972629","85.30292624","106.0291389","86.21393501","80.69893136","86.02610604","249.6219457","107.1207958","83.80922097","84.85609126","120197.667","84.45011992","142.823296","132.9063725","85.02374954","375.9674415","85.49646543","90.82116138","303.1206761","1012.267645","88.69613442","731.6606512","225.0492271","94.96695325","88.66003174","125.7675429","184.5524663","214.4347847","91.7026883","147.2043443","171.3036111","210.5078053","91.65078391","90.01715667"
"M147.0686T231.4","147.06865","231.36","23392.32178","44692.13716","21624.54968","13818.99512","6623.273441","3754.559918","22041.34418","17133.12757","4127.411564","14783.478","2841.495471","645.309515","24252.51086","5611.294568","10348.68965","16220.4481","2363.939516","6666.200118","6718.505678","29004.15051","29469.99717","120182.4102","19410.09549","3130.435122","1595.855289","5651.768358","699.3540576","83277.26639","38783.70584","5542.52893","18493.55514","740.1958276","3171.451164","7356.530387","22718.34711","6119.169775","6353.952472","6246.42972","57267.10053","861.0230601","71415.28507","7280.370834","1657.19418","10410.5401","9942.04814","31507.54146","7933.405382","80724.18177","9149.914426","22278.92078","2702.112098","10818.47849","21014.92762","1572.823124","252.0858611","2891.218496","10034.12035","3289.623995","719.4584575"
"M468.3261T667.4","468.3261","667.44","612.0770113","5139.076095","48452.55218","14525.37183","207.6359964","101291.6044","114540.2453","388.4194337","12890.29183","8036.108243","8223.767101","1633.673694","140.4928713","7689.434997","1578.521259","120008.9974","47339.78958","143.7010869","1302.796134","1070.227055","1477.10735","1776.435423","1710.736895","1834.192691","643.8283123","184.5381431","1587.426312","149.6010034","1415.598313","459.1637715","468.0123042","861.7136228","213.4262788","1027.824845","911.2367614","297.1062879","143.7677136","195.9704919","743.9590352","143.3222311","198.6299069","1065.434116","156.7951261","156.0119166","154.5816528","154.5769762","156.6084415","153.3716499","155.2361489","315.7338658","513.4772872","154.8382244","152.8174523","153.4882124","152.0686458","250.8578541","172.5330185","154.8441581","154.5475791"
"M353.0643T260.7","353.06428","260.7","125.9052278","125.9012393","126.2463195","127.2758154","127.7743069","132.3771557","126.0511028","125.3520126","127.7467343","125.9183715","128.0889423","125.9996295","119931.8874","125.7658069","125.9575907","127.6516691","126.1519818","128.935398","128.3004916","124.3294155","125.642852","130.3549072","128.0638335","126.9464999","130.1215418","126.8380764","125.9367566","128.0010671","129.4795829","128.1302076","433.7425437","125.9175264","128.5909506","127.861242","129.8113733","126.9568675","127.595237","126.729129","126.7067057","126.5956989","131.8058136","129.890912","132.242862","136.6887708","133.7115203","134.6614977","137.0073708","135.508256","136.8376095","135.0834879","135.6128918","133.8026289","135.1966365","134.4812763","134.4431967","136.6778321","136.886263","137.5859144","135.5164708"
"M416.2226T286.6","416.22258","286.56","3770.453687","935.3298989","1047.885525","3306.390096","888.1209034","1005.4657","666.5642491","645.7497884","6520.656112","1309.756308","6564.927938","3315.772884","27743.88939","236.7664365","1424.32514","6168.082259","76395.48042","22404.2195","4011.184389","16895.34534","1424.470235","2606.109574","3446.656313","24105.57806","84320.08956","36844.99134","18202.28344","2316.524444","45693.56494","62374.58668","20075.60241","41138.42102","61589.07657","11576.66969","29847.17202","5988.945228","3552.839263","13292.26804","49959.73747","67681.42786","28014.83924","37955.72794","30527.13113","55385.61161","7729.806539","16566.85954","119900.8798","8516.764257","21842.62388","45968.94033","52615.37926","95204.45168","41727.69841","64493.9113","11620.11458","2727.113068","35898.16337","22920.37592","1225.958155"
"M634.2843T254.5","634.28434","254.46","298.1041769","141.5129818","733.0054879","857.5059059","294.8188589","128.193439","133.4480725","128.6022676","128.5054743","130.3847196","232.2342287","128.9433605","282.44037","205.9177924","129.9920503","132.810264","130.4623391","218.7759215","844.3452293","130.8211727","126.1453909","132.3579941","350.0977573","190.0870029","130.6748711","128.0170727","160.5390103","128.8817996","131.1733812","130.8882649","344.5983246","124.9622063","1096.786593","129.7358486","255.3136863","129.3404846","128.8403195","128.3088001","188.9404835","125.6089564","130.8939516","131.3919126","10666.35537","5872.143024","3594.755198","40543.16887","29812.62575","251.6424072","135.9777246","99055.98768","26982.97589","2901.092138","6581.660897","92758.42437","1718.7881","21751.21905","141.4533623","119871.789","302.9969791"
"M432.3236T800.5","432.32356","800.52","3026.705487","100.9160429","101.6451868","99.24509363","101.2689483","101.0714159","103.4195846","242.0619573","311.7870422","100.1104854","100.8812207","100.1922148","102.1341175","101.4542311","100.1123157","103.3459968","100.4156376","363.8077266","100.6628949","8724.138037","8300.937967","180.5275721","69489.05132","135.6201482","101.3473546","105.3009476","99.49765899","726.4240034","141.0667931","8675.457726","101.677508","101.3806834","45146.77185","101.7339384","102.1845848","101.1347112","103.9631134","100.8418974","836.7935221","99.82030712","1596.088785","103.1580128","107.4864528","111.9770702","11721.73313","107.5844513","14205.80634","5351.379358","823.9997367","119842.6872","101.935434","4484.990466","107.9787784","108.9866577","110.7394541","105.2027596","4720.830219","3011.171348","7343.478709"
"M553.5056T956.5","553.50563","956.52","159.3996342","158.5184082","160.6757368","162.9960609","157.6806347","161.4439915","158.8992538","160.2808006","158.4848427","159.2381403","157.171398","162.0009754","156.6913595","162.0212466","155.8458811","156.0830972","162.0489888","157.9398425","158.0399667","157.1073635","158.3114519","158.1973197","154.8202522","156.7045487","160.5258663","158.4629281","158.5543146","157.727603","155.9114974","155.551621","162.8398362","157.7976268","159.532987","157.1642207","156.708747","156.4961842","159.8072872","161.4752851","161.9756215","156.4865453","158.5943877","159.9056134","16460.39258","1496.60591","34715.96416","13443.50969","6762.692669","12969.21722","4412.921127","2603.279666","5341.836802","24446.68072","6664.322947","20707.58598","1765.392953","119819.1344","9681.94529","9303.623352","3187.641468"
"M387.946T48","387.94604","48","53043.9438","76839.85762","50194.04997","49370.02403","42462.02837","60602.88328","52554.1976","51024.78016","49327.7691","47485.72649","50323.70591","23681.53168","53715.58048","83143.35607","78780.33083","22293.26278","12594.15972","42254.9412","38795.15143","55935.76115","22967.35816","17671.09545","61164.96311","26448.18374","24073.24599","83131.68312","68265.87622","35055.26668","33519.26466","33206.04152","998.5428578","63652.4403","9461.087328","25473.58522","63689.92241","56354.83723","47213.9286","6631.408055","48589.62374","33420.42427","53300.94362","51862.36746","37125.26504","55478.54137","34649.26582","119387.4118","91999.35527","73781.44216","73819.80956","98513.37672","81911.99555","93663.95928","45781.74145","39987.24345","100314.0864","73819.88602","42597.89695","47444.14141","44917.12494"
"M648.3857T331.8","648.38569","331.8","86.56844045","84.34478311","83.27371862","140.1860868","85.31102158","119377.4956","122.7253852","111.3942558","21926.24547","85.09047977","84.63111411","104.110829","84.93736784","85.03695914","85.72903236","87.13567283","111.6696362","2437.768563","371.8481223","87.13680617","87.00369041","115.7035227","85.76609452","231.0771793","83.80014599","86.93275602","84.09460998","84.97173181","102.557819","103.5439948","101.7195299","108.6486592","84.83434585","87.50518009","181.5921776","82.98372918","671.6438022","86.0262295","2573.171879","81.38777327","198.3886977","578.8687215","90.03530472","92.80530169","185.8771024","90.14943218","91.34051396","103.2128194","190.0179584","90.52143499","93.26701836","94.30173105","95.32322555","91.70527109","145.6822485","454.8174846","92.04838545","92.81956023","93.49804887"
"M484.2487T502.4","484.24873","502.44","1143.675902","93228.30629","70090.94231","16534.62373","87.66224804","1977.793273","26264.44921","1472.192438","21828.25461","87.04599856","53694.70564","166.1929028","118210.5966","560.1562265","1004.390575","87.71669494","350.6771842","135.8688541","86.92780923","87.56198553","85.36854005","87.01215409","795.5132147","88.04789664","87.11060461","88.50353027","88.80283545","86.9990513","89.58988728","88.13240491","88.3990267","87.6906016","87.11936949","88.03905097","86.65476195","88.09877198","86.50658918","88.93353408","89.29803087","87.26447653","90.22568705","86.12225635","95.27987457","92.07452521","93.92547223","93.00701383","96.85357366","92.80811324","92.50013566","92.39263789","94.16428862","95.07434961","93.060216","97.9195766","92.35643866","91.99839332","92.39437266","99.06175621","94.1581888"
"M230.1631T207.6","230.16307","207.6","119.6774963","3224.722296","1304.525562","1718.074126","880.8228515","4385.28083","273.5716575","4445.081525","9975.485493","1586.651033","810.6118109","5259.924271","6434.095284","786.2910212","19218.34784","13712.74225","5228.867841","6279.072805","8657.853218","5285.862818","9347.196106","2837.733053","183.6568134","3437.805347","19477.64681","690.0224426","290.9177574","22031.11231","934.6759115","442.9015124","831.5369431","1912.614609","2181.911299","1236.005955","3772.429502","201.2197122","539.5421581","489.5424672","2000.133308","606.6198272","1784.844947","342.1878604","29257.66302","1925.545622","11272.26274","118210.2565","7626.800614","2995.303361","18118.76161","11989.16898","49492.23228","112790.0728","38109.50666","42505.90148","32948.06324","44745.63271","4920.040223","27342.23672","6710.334322"
"M561.9124T429.1","561.91243","429.12","105.6546042","106.0400573","105.2611901","211.1503368","105.5970168","103.0937971","104.5969405","29043.89549","285.7706788","2446.408232","66415.67236","195.1319089","106.3891535","1083.62406","104.0279494","31970.43269","104.9544078","103.9888969","106.719167","106.2240096","24032.73088","118179.0319","166.0679795","107.7582091","107.4572773","108.4863872","550.0608333","292.3623288","106.5114471","61349.59725","106.9891176","105.357367","105.5154508","107.328804","98608.62431","2387.922769","33959.4181","105.590509","104.5986865","108.961498","104.6774645","6055.515361","114.6054877","115.8747349","114.0141661","114.8158484","111.0978726","112.4512357","112.3843603","112.3566394","114.086072","110.2593329","114.7049582","116.6354624","111.0499585","112.8070341","111.1609519","111.8073914","110.9575383"
