"","mz","rt","af9","af10","af11","af12","af13","af14","af15","af16","af17","af18","af19","af20","af21","af22","af23","af24","af25","af26","af27","af28","af29","af30","af31","af32","af33","af34","af35","af36","af37","af38","af39","af40","af41","af42","af43","af44","af45","af46","af47","af48","af49","af50","FA2","FA3","FA4","FA6","FA7","FA9","FA12","FA13","FC2","FC9","FC10","FC12","FC13","FC14","FC16","FC17","FC29"
"group","mz","rt","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","A","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C","C"
"M298.0474T318","298.04741","318","96.12187806","94.73083761","94.91058737","93.15362754","94.73007089","94.72275274","95.12340871","100.9036925","95.7293369","96.2082984","96.00279317","97.09280008","96.40806915","93.16015648","94.04748617","97.71409286","94.47427994","97.85970238","96.34215043","97.99656736","96.76949747","41434.45062","94.40217825","2166.725416","95.54627564","100.3303569","95.92811965","96.16561187","98.34918745","97.96849154","96.68836765","95.38505702","95.88980325","98.71865685","96.64605759","133.8844802","96.17515648","93.9586506","95.76724615","96.23373443","96.09608287","97.59874625","260.5637994","102.939529","103.3047788","100.8856329","104.4806847","103.660652","102.2457082","101.1680846","98.5904399","103.684332","100.4548331","137.9381145","103.5299827","101.679128","102.822053","100.4248819","101.1457725"
"M410.1975T254.3","410.19752","254.34","10928.44004","3327.446655","1538.813025","67.51154515","5164.253702","341.6130543","1929.692198","1014.285838","5020.733318","1053.086425","368.3047042","1423.671206","67.89916117","3215.780428","11404.97912","107.7760693","649.0770657","600.3259001","22495.99917","2663.899735","10728.54322","1021.239024","4350.517174","4351.195053","645.3937831","363.1355591","68.28275174","936.8258793","472.180381","16355.07795","5124.439804","133.9108833","359.7424328","170.4591502","1253.692838","3540.713104","4387.273142","511.6708244","509.8562047","224.158882","783.1151499","1343.762745","604.5128296","1390.518052","503.0972024","3773.885803","1797.866204","2308.884036","1987.249529","664.6096126","339.0118516","1378.216451","993.5292649","5036.319205","145.1973935","1332.114484","852.41081","2043.167921","2951.563205"
"M295.1418T246.9","295.14183","246.9","86.70246773","85.26023216","255.0601841","1160.708452","85.99091961","83.23184244","1156.669533","85.90471166","85.87908483","151.3094265","153.6737541","7252.407215","119.4193737","5672.496297","115.3116985","121.1324714","94.25827883","87.21488307","106.5611363","110.1815704","83.33826242","99.82188206","86.51554768","104.7169348","1002.022958","86.58523439","122.767233","88.47375858","86.28691623","112.4905121","267.4187564","1535.166139","123.6683235","88.62168492","87.2083143","7854.278515","86.60563544","85.21360523","103.5957552","121.2141935","86.74759831","85.21764991","239.3326681","5029.059804","91.53996756","166.1899044","91.97830431","122.3572216","93.49142264","135.604086","711.9727365","92.1462087","432.6813642","2397.057144","1290.86682","41317.6027","333.3453732","427.2286298","132.2126167"
"M306.158T250.1","306.15797","250.14","6699.915429","105.957528","178.0456649","216.2469891","3237.390426","13563.12039","334.9209318","9568.459571","11189.13341","2758.575647","242.1735066","689.2652882","8347.447939","122.2589243","11314.69682","871.5367545","103.2120949","1302.841239","14789.45495","4895.986762","9378.811976","1497.296998","10589.86913","15799.82429","135.5730465","211.8866629","294.1684091","6211.559187","5696.751928","8718.560729","224.9511706","151.2738523","3841.313544","21033.00421","4113.216392","136.6305317","10696.34038","12748.82521","3656.433123","1153.579088","9545.337587","13782.67584","1074.081256","113.3917586","2251.759093","1112.587104","24130.43654","18859.51897","19133.20577","9338.056043","5814.583149","3062.58501","9161.359053","429.9632358","910.7162709","360.919416","14661.17087","11773.77129","41260.94712"
"M166.0268T223.6","166.02681","223.56","8652.377783","4097.173322","1320.24993","5547.218741","5583.078157","3361.354391","581.2017987","2497.69889","7461.95808","8878.840059","4259.871219","5156.095591","5128.592449","8881.568387","1626.675207","5723.881859","10171.62026","16031.93319","14897.34823","6702.80045","2210.6666","3997.256096","2565.475315","8063.64184","4452.750636","4898.738951","4974.175183","7846.696479","4223.800639","3003.157804","6266.030873","20197.59738","14173.19981","7189.280436","7352.298372","14201.03012","2796.654273","5527.063843","9754.610082","6917.783333","5044.186987","9120.848001","11587.99198","13726.07829","41252.13144","4875.977405","9823.075017","12388.7843","9403.005412","9266.782284","7544.24627","16498.07089","15257.15223","12987.93368","11631.03796","15058.43175","17062.09306","16367.14478","27733.03971"
"M280.098T243.1","280.09799","243.12","83.26192219","19028.09531","6412.081613","15662.56641","927.7328979","80.46220184","4286.834223","303.7029673","340.4947956","3159.92888","4613.866988","785.8000253","5642.969977","713.8682146","5543.567589","3680.633691","410.9895022","18645.20851","517.2673357","305.7758617","324.0472647","6068.430251","15749.13275","82.2766342","169.1221811","3915.059039","728.0786195","21801.9779","305.7811324","209.1009181","357.085314","794.9931794","1288.55856","7135.146118","2893.313694","845.1556673","875.1115513","4591.639009","6297.975582","648.4109781","1230.04754","443.7290812","387.3909911","472.8289405","82.60138238","1622.12936","5493.233119","747.5545852","550.7984548","951.028237","1990.294756","4595.974269","1572.198002","41222.20022","386.6005292","20351.95592","36768.54031","1463.470663","1017.844849"
"M516.1256T239.1","516.12556","239.1","93.85932762","94.56992899","94.94579982","94.31808841","92.65958212","92.3824387","92.22479209","93.4030596","94.24561824","92.6168727","93.4594108","92.60997719","93.17150486","183.530628","93.24764372","94.28761674","94.46733675","119.3184272","93.258447","93.98391763","94.23463928","98.62847405","93.07862607","95.7134556","95.43900201","94.65715047","91.69294037","94.2838136","95.19575706","93.25280354","94.53562281","102.573441","94.79986132","95.80997853","96.68714801","523.6050712","132.1258182","95.48542721","97.50262487","94.55789824","93.88307518","95.68297329","139.357603","128.9022717","184.3301893","101.7212429","100.4575232","101.1093251","101.331011","100.574768","97.35588557","99.74571131","127.5009703","101.5329556","188.3871638","41199.76095","217.6462134","104.8381561","104.332305"
"M455.2402T368.6","455.24025","368.64","19.62589778","2171.826091","989.8552897","2456.953467","340.6510403","36.19298229","57.45172998","36.36792959","323.925081","3009.788939","6372.950685","8740.114724","5726.942745","1682.304263","128.9079446","114.2238412","41197.24307","17807.69337","522.5122576","208.1736595","243.7967013","137.6738471","641.2784328","161.6595448","24173.98751","2301.989061","4048.582562","217.9979609","42.33202042","19.90949413","24.30694753","20979.20784","1202.097888","190.9496187","1264.019078","1162.882301","732.6490539","19.41477134","409.6794948","12271.71605","314.1567333","1398.517142","21.95125783","137.8174868","146.3907255","315.6333862","76.58622623","651.9036128","325.8689695","83.19455174","299.998288","35.11750389","170.5493335","144.6160981","860.2875503","1281.301214","20.11632332","149.8429876","58.68318936"
"M224.0354T340.4","224.0354","340.44","8575.319566","3200.447625","3112.053114","4988.434946","295.1150552","11989.71205","4841.157384","998.7819904","1150.877428","909.0615806","1438.842831","9673.990858","1278.104475","671.5861639","21230.1118","22340.41112","9901.118368","8422.186649","17526.22303","2576.254188","19027.02941","18871.98055","18489.34485","8135.937268","14480.00202","20361.64156","2749.5029","41184.01999","31916.05625","1706.354345","23570.72797","11992.26257","463.3181179","20118.0129","18173.47693","14737.44643","3076.761269","3621.210806","16573.77148","2865.454217","27593.35385","29230.11587","3358.550501","3509.35311","2706.693112","5712.488334","5577.885917","8028.845638","1751.412436","6972.304071","1753.117508","2891.945144","2637.576575","447.3655638","3797.692556","2277.930336","4702.809258","6872.95998","8487.453378"
"M465.3085T260.8","465.30849","260.82","79.15434602","556.6892465","176.8489431","306.6348675","213.9927849","1861.536249","926.77558","79.00671102","851.082147","1559.693103","875.1611337","914.1986288","831.7557025","2660.025525","720.1345541","2501.445375","2540.044638","630.0432614","321.305551","437.4337059","247.8851956","119.0880122","187.2411001","393.593974","1036.1994","151.2685061","405.0929354","150.8723727","229.5722402","240.9368491","142.8349614","847.3496817","599.7105672","80.58822501","437.7111766","420.9800476","630.6653016","155.2108227","118.231393","180.2102375","147.6455724","119.7728105","1380.64246","5766.571324","4878.227461","41114.21046","328.6834718","223.81566","86.24583879","265.7217733","7587.177906","118.4884635","385.2151567","5531.646781","816.703342","13937.10568","2599.325713","1214.125523","83.7819848"
"M256.1675T335.3","256.1675","335.28","10176.3979","1627.661852","140.0125319","125.4994451","3965.21755","15197.95007","7836.337815","3721.180579","26899.83142","1923.66597","1414.442023","94.72667412","1450.411303","1416.506725","3628.702795","230.9422376","108.7017222","3154.518298","7680.508319","28542.51594","21830.83903","987.9125241","6207.562436","121.2832935","300.8880366","4286.019457","27969.2985","3137.421585","7671.075706","251.3344145","122.7247291","88.10428969","664.8218478","1239.997256","3091.999034","2502.53677","37927.98631","257.816653","560.9389826","9217.653959","6818.427291","8278.37929","2718.406662","184.8642183","19186.2454","1014.554183","8139.451556","11973.47177","30118.63364","40897.71935","1732.728707","40537.24551","7087.666796","395.6359706","1125.155575","3242.503202","6591.365734","34367.50374","3898.775935"
"M414.1708T326.8","414.17076","326.82","84.77566986","502.2123155","153.1644747","86.24012086","85.38095692","83.50736473","84.53213901","85.19159996","85.15103525","503.379693","303.6216431","239.2828303","306.7777165","453.4639217","185.4483979","129.962118","82.47158862","87.49448671","87.15782628","87.22507897","118.5499178","88.72805235","762.2602286","84.98012433","149.2558058","307.0846091","185.8776383","84.22636804","433.8036868","365.8906307","85.43390501","2280.962933","198.1183584","190.7950864","151.4905543","790.9737307","243.485725","83.25028713","635.3588828","134.8979637","459.4832969","85.33955402","20594.24386","3593.088815","6617.808246","727.5894671","170.0996239","91.46054445","17126.26374","1290.377122","35600.65248","18384.45183","25904.49846","2155.657234","3731.582619","18812.12562","4439.700252","40878.51454","89.77153988"
"M194.0579T259.9","194.05791","259.86","272.0912712","96.86078452","112.2850381","1821.051737","134.8471966","77.32277847","192.5685478","76.81023317","77.70825669","355.6015998","1624.476309","418.2697373","75.461638","122.4699269","77.86803514","78.21936214","677.4671474","276.8415268","78.61693221","136.7884654","76.21964658","79.77141387","76.57672794","77.27602686","79.73279218","318.695378","490.6003306","78.26677589","119.7723748","78.51258959","76.19983496","578.6555398","78.79491279","77.71018696","77.58080434","77.05835548","78.18478303","77.65406991","179.5860105","77.57230976","93.54013237","77.55736013","582.1059703","4160.302668","519.0064296","304.3067244","221.0612251","177.2565237","487.5651453","203.5626949","288.2057778","221.4004992","413.7006913","2487.546256","715.0686757","40870.47958","532.2227068","539.6686978","176.4213424"
"M482.3601T433.4","482.36015","433.44","1280.657625","3623.704437","2226.267737","1971.81961","1502.366593","2830.285916","358.6713431","3741.743325","1069.333909","1669.896473","2119.137928","3455.047001","1635.525966","3580.473458","1605.915194","2758.550921","25534.5578","2087.644961","40843.62402","225.6219449","5478.635521","358.0166415","3427.757884","1416.936626","4441.624341","482.498217","1044.357167","361.8665565","1295.722483","1571.653867","464.1125837","3530.869316","1926.648971","3763.856052","624.6472799","2570.692966","1779.092666","585.1040172","1659.637387","1995.176698","3298.403094","2365.731782","842.6290004","1376.547887","7517.803919","1782.244973","1782.70921","482.2693693","354.57438","1421.780852","3246.338748","1472.877814","2253.008829","3135.46447","853.450039","1627.85524","3065.104896","1006.793812","3065.538953"
"M402.146T373.8","402.14595","373.8","87.3167745","88.01443105","86.05641703","85.37456636","88.01683119","86.33951226","85.42398362","87.58544227","88.41327311","86.72507848","86.89002241","85.68575065","83.92947903","84.15722504","86.54710001","87.86195641","84.48069439","86.28323614","89.06574335","86.52105663","86.15128216","86.98898563","85.76186935","87.4762171","88.06554381","2209.680459","86.76920549","86.91009888","88.68566128","88.30903214","87.73327195","86.66949824","88.51635283","87.76223619","88.07487188","86.89791125","85.41596095","85.15655398","86.21009832","85.35687284","87.67648324","89.77826439","752.4963782","92.53034449","40795.09575","94.7618169","91.68897012","92.97821688","91.96011524","91.39477709","91.13495634","91.44515585","92.9343834","90.40741834","93.35913975","92.62797302","90.12000029","92.57709649","91.88181502"
"M383.3396T692.7","383.33958","692.7","75.81701382","3794.650456","1070.174782","282.8165197","793.144392","73.39471539","267.0355364","1139.527594","1131.273564","1306.177584","1921.158592","75.67549175","1053.82972","1130.885949","1475.954565","4261.80466","1324.236856","431.0273863","75.78715555","544.1115713","1283.59851","248.2044792","5115.442299","1394.564976","33829.8666","1731.04542","195.1163946","3427.252489","4464.274224","2601.572035","1020.906578","1441.613724","4985.463863","76.49417923","1803.710089","3989.147626","75.62079536","124.7779462","1227.879608","75.19588604","131.1054559","8041.105326","2647.852331","4423.072711","8287.291366","17114.64266","13645.19821","40749.80989","11237.65564","5646.004225","3773.056162","8974.20639","15677.25636","4244.428723","2488.012079","4657.428748","3883.98156","10242.59487","17929.34584"
"M540.3288T307.5","540.32881","307.5","211.7245165","201.6060482","76.54847074","206.2193577","79.67724639","78.50409937","156.9642506","321.3791992","294.676901","78.41817132","77.166018","77.87796743","125.3616538","114.024481","361.9123647","322.860965","125.0276329","77.08455193","80.41541991","78.92188744","113.2897673","113.3897931","76.46310264","81.58793405","220.3503162","82.3118004","135.713592","78.94382576","142.3350543","78.65649944","151.2627267","143.4386992","243.9430238","277.6543491","157.9750055","103.4946335","187.0679438","124.519257","77.52807697","78.01655495","77.51564673","198.6136302","4348.468384","116.3572573","684.8049213","437.4301132","464.7044726","390.2931616","84.03213544","551.0757918","1909.686411","337.0494229","293.0550103","299.5361515","735.6570066","40662.02025","145.7878172","269.5976235","741.7640618"
