"","mz","rt","pos-Exp1_K-1-24_1-E,1_01_55180","pos-Exp1_K-25-48_1-E,3_01_55183","pos-Exp1_K-49-72_1-E,5_01_55186","pos-Exp1_K-73-96_1-E,7_01_55189","pos-Exp1_K-97-120_1-F,1_01_55192","pos_Exp2_K01_1-C,1_01_365","pos_Exp2_K02_1-C,5_01_370","pos_Exp2_K03_1-D,1_01_375","pos_Exp2_K04_1-D,5_01_381","pos-Exp1_P-1-24_1-E,2_01_55181","pos-Exp1_P-25-48_1-E,4_01_55184","pos-Exp1_P-49-72_1-E,6_01_55187","pos-Exp1_P-73-96_1-E,8_01_55190","pos-Exp1_P-97-120_1-F,2_01_55193","pos_Exp2_P1_1-C,2_01_366","pos_Exp2_P2_1-C,6_01_371","pos_Exp2_P3_1-D,2_01_376","pos_Exp2_P4_1-D,6_01_382","pos_Exp2_P5_1-E,1_01_387"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M204.1402T92","204.1402","91.98775","8774.031","13908.11","11087.85","13616.25","14862.5","1097.982","1392.508","1343.169","1229.432","33097.45","24057.92","26656.03","27305.7","19950.62","9951.251","8858.141","2961.807","10795.84","7102.622"
"M204.1848T36.8","204.1848","36.78938","13322.2","1977.07","2470.901","10830.53","5810.63","2783.648","3137.784","3176.584","5768.067","0","0","25.96513","0","39.45388","943.0419","753.0435","2816.85","664.1405","1426.91"
"M204.5825T218.2","204.5825","218.15702","1179.526","906.6412","856.2354","1054.167","884.3882","416.8746","367.8476","359.8364","415.5395","7656.916","5537.528","6663.871","2722.553","7073.757","971.0379","969.6353","414.414","1421.824","403.7528"
"M205.0075T251.9","205.0075","251.87647","1944.082","3061.789","5928.356","1130.294","6737.203","3157.942","4965.533","3642.379","3957.418","792.5526","398.385","538.3627","159.1773","1173.942","2196.399","2227.781","4933.07","1724.931","2066.986"
"M205.0827T251.6","205.0827","251.57116","365724.7","91262.9","131480.1","333397.6","128417.2","8347.338","4699.779","11310.12","4611.758","25298.93","36051.29","16277.35","95264.63","29801.79","13612.8","2791.819","2910.447","2526.488","2118.966"
"M205.0891T221.6","205.0891","221.61658","23799.06","12380.45","7413.4","19156.4","9573.455","4037.557","1621.267","2288.377","2628.692","8102.832","3839.106","4152.354","6942.32","3536.878","1734.261","2027.966","1546.634","1783.437","1864.529"
"M205.0964T140.9","205.0964","140.90164","383267.2","440848.8","350510.6","529764.7","481346.7","43269.96","75592.71","71590.85","63610.09","64875.92","65990.72","52935.52","56225.69","47962.32","6427.987","5952.803","7796.552","16362.16","7675.947"
"M205.0951T175","205.0951","174.99443","6332.734","15504.99","11979.53","14651.54","15575.98","2271.269","2088.608","3058.609","2726.179","5394.526","5749.426","4970.178","3987.727","5318.213","1908.001","1930.595","1929.382","1516.439","1999.761"
"M205.1282T333.7","205.1282","333.71236","15727.93","57660.15","41535.66","30332.86","50601.45","7447.069","11619.46","7979.245","7862.757","16868.73","18068.66","20889.03","16046.69","20947.03","23386.7","24811.6","6350.261","16434.75","5122.094"
"M205.1398T368.4","205.1398","368.35181","6230.623","2657.447","3694.628","5945.928","2938.97","558.5181","549.9249","653.2746","548.9835","20521.09","34510.86","35829.12","16490.65","19858.11","1749.065","5045.822","1043.102","20055.04","3139.201"
"M205.5891T264.4","205.5891","264.43964","2037.931","687.8566","812.6762","1682.253","628.8204","289.2832","303.9643","356.1113","324.9556","8925.493","6340.736","7753.761","5383.859","4998.638","1927.261","2000.942","796.6613","2969.641","1148.507"
"M206.0643T214.4","206.0643","214.39527","347918.4","515274.7","595491.9","631099","851660.9","286881","319478.8","284849.1","211148","129756.9","126646.4","121095.1","155602.9","120500.9","158524","104321.3","142705.9","70156.33","148962.7"
"M206.0583T38.3","206.0583","38.28473","44341.12","48411.74","40646.74","54739.75","67050.17","5554.089","7347.054","6475.348","5817.023","16063.16","15958.36","12704.54","14466.33","5370.027","3976.727","4242.062","3695.614","3619.937","2914.994"
"M206.0808T404.8","206.0808","404.84346","5551.242","7360.833","5293.028","10757.65","12765.54","3686.752","6594.305","6224.875","4421.378","9892.253","14688.04","11991.95","15329.82","4890.074","4951.268","6869","3229.253","6427.908","4330.416"
"M206.0681T374","206.0681","373.9863","2807.377","1435.388","1920.88","3177.001","2299.682","333.0249","1143.314","381.744","335.0271","3029.897","8396.28","5243.538","5627.194","4546.65","5011.422","5192.894","1967.573","4625.255","3813.204"
"M206.0841T176.4","206.0841","176.38428","4258.203","3369.265","2700.824","4313.602","3878.205","1027.432","945.8475","1150.436","1031.621","41717.51","15218.07","31380.98","31867.42","34275.25","8899.797","9316.505","21827.38","11308.24","17181.96"
"M206.0996T141.1","206.0996","141.12063","48824.36","58181.81","44128.6","66090.4","61539.65","5681.256","10618.51","9492.665","8636.407","12713.26","7492.509","7775.02","9288.588","6454.774","1558.47","1283.884","1643.417","2212.472","1529.43"
"M206.1218T183.6","206.1218","183.56604","4382.926","2819.448","10375.28","8340.103","13161.02","1379.265","4353.191","3086.576","1927.541","5113.421","3857.905","2149.987","1536.155","3812.72","5962.551","3636.254","2091.208","3383.557","1718.707"
"M206.1373T94.4","206.1373","94.44273","34784.22","47447.69","50643.2","323221","554806.9","14936.67","5168.025","8429.148","29973.3","31179.87","64105.47","30512.52","34533.05","36464.14","6012.673","4303.855","8925.141","3869.585","3414.478"
"M206.5656T214.4","206.5656","214.39527","76933.14","112296.9","131786.4","137204.1","187570.2","63775.11","69393.14","62865.14","46542.81","29623.75","26985.6","25769.52","34224.04","25357.14","34190.07","22361.89","31575.31","15183.86","31754.3"
"M207.0647T214.5","207.0647","214.50827","37523.81","42574.29","49781.39","63847.01","73143.02","23678.33","26389.36","22855.66","17495.97","11257.06","11232.05","11899.68","17122.45","9478.411","12760.6","9094.13","11571.2","6160.544","13820.48"
"M207.0988T442.5","207.0988","442.54251","3934.604","6212.749","10212.89","5781.602","11019.44","2201.533","3078.668","2557.62","2482.003","40139.71","127239.9","92520.29","53464.46","51360.68","39083.63","45528.64","6983.31","63767.38","13511.08"
"M207.1584T315","207.1584","314.98987","891881.9","572932.4","616351.2","1071249","592324","86746.16","111070","203558.1","206451.5","477239","421050.8","489339.8","1024968","567342.1","146184","121195","172620.5","178979.1","155855.2"
"M207.1578T405.6","207.1578","405.64414","33179.7","23390.63","30931.91","44528.04","33989.29","3797.081","3172.101","6736.752","9482.735","7010.916","845.5753","397.0764","8390.282","6715.289","0","36.045","221.2336","135.1311","206.5913"
"M207.1729T734.2","207.1729","734.23566","8418.457","8777.708","8840.157","9121.584","9183.225","529.7568","484.605","728.916","1030.696","9695.673","9535.394","10447.46","7516.202","10081.81","899.7192","659.2909","480.3644","1038.753","736.3396"
"M207.5652T214.3","207.5652","214.33097","3985.064","6639.509","7613.652","9123.643","12955.19","3004.322","4298.171","4021.221","2727.53","2434.294","1264.74","2638.805","1758.112","1932.729","2458.671","1691.027","2064.295","1223.699","2574.167"
"M207.5922T327","207.5922","327.01319","1839.426","706.2291","626.6349","1766.737","615.168","340.3686","331.2962","311.3961","250.3421","7380.799","6092.996","6569.369","2815.178","4548.153","3660.657","3807.565","1318.846","4100.912","2010.342"
"M208.0544T36.8","208.0544","36.79701","14174.19","14680.75","13098.58","18500.03","19555.83","1415.492","3118.998","275.3657","255.0403","8025.598","8497.244","5507.052","6086.494","3769.953","1600.203","2019.093","2509.507","1042.654","613.3835"
"M208.0956T258.4","208.0956","258.42736","7088.018","6111.413","6461.382","10243.61","5380.119","1387.008","1053.11","1345.071","1397.929","27803.83","31335.5","32777.88","34292.3","32460","8153.183","8260.84","10828.85","6507.056","8679.961"
"M208.1365T139.8","208.1365","139.83233","4402.978","1281.412","3065.522","3642.772","2527.669","928.1267","1468.783","1413.48","1375.193","10465.88","62963.07","10116.34","8950.074","3023.279","7922.24","3967.364","2775.703","5792.898","4525.848"
"M208.1615T315","208.1615","314.98987","106582.1","67338.42","74825.34","135911","70953.64","9877.595","11768.13","23152.63","22877.22","57135.22","52935.82","57660.47","123122.4","68353.58","16622.48","13824.05","18403.59","20529.43","16738.87"
"M208.152T306.3","208.152","306.31113","5141.963","2337.056","3355.212","5044.846","2435.866","595.1424","616.2977","517.98","832.7062","11758.38","13026","10179.95","5025.825","7492.465","1101.526","1894.577","488.8592","5015.056","1713.008"
"M208.6169T234.5","208.6169","234.49241","1626.461","672.9634","783.5479","1135.689","609.8384","361.6495","342.2992","302.3775","256.9875","30133.06","33707.04","32325.95","18318.39","22521.22","901.0575","1138.895","385.815","3465.153","911.7403"
"M208.6223T560.1","208.6223","560.06367","2782.531","9252.094","5762.245","4148.506","8177.086","8615.566","8669.926","7764.79","6296.977","4298.973","3601.352","4323.511","4091.641","5013.08","7676.308","6407.758","6583.876","4058.035","6474.098"
"M208.7603T209.9","208.7603","209.85223","1459.791","2951.847","2671.079","2255.194","3057.083","2631.821","2014.554","2609.955","2219.801","587.5069","561.1008","568.5192","685.3123","927.465","218.2136","285.4075","196.5788","216.6037","285.9466"
"M209.0285T82.1","209.0285","82.0846","6769.289","43411.27","8647.444","7261.62","19128.44","115561.8","58160.75","59754.91","59540.08","6337.704","7215.871","4052.47","5102.895","22580.39","90844.01","76064.74","42865.51","61009.98","62813.56"
"M209.0781T184.5","209.0781","184.48346","130692.3","13910.56","71301.75","86605.58","24674.25","4910.435","4805.47","7094.857","5084.935","20065.74","8695.575","8404.383","50603.84","10418.97","5856.884","4401.007","4832.291","3806.159","3680.177"
"M209.1138T474.9","209.1138","474.938","6723.708","3990.232","3799.001","6868.222","4216.54","1113.865","1009.559","1131.707","1221.981","64542.72","93311.15","90774.01","58829.71","69155.78","22785.9","21706.68","4812.946","36247.27","14296.33"
"M209.1056T40","209.1056","39.96146","15905.22","29720.08","22052.56","24749.33","29302.69","7260.731","8509.664","8121.737","8218.139","38952.96","5792.581","8097.184","7394.563","7420.904","9249.717","4882.575","7354.013","5398.009","8202.689"
"M209.1363T173.5","209.1363","173.45581","8286.603","5313.194","7656.723","13698.41","4401.167","1868.384","2549.516","5126.308","5333.614","4203.755","4165.26","2696.643","15854.12","10422.29","3888.77","3145.695","3140.863","3999.043","4790.901"
"M209.1599T314.7","209.1599","314.70994","11264.84","7155.395","7760.077","14823.31","6570.326","0","1304.348","2611.203","3104.082","5517.482","7034.431","5189.815","10855.92","8563.868","11.6844","7.3392","2230.984","322.9248","1607.188"
"M209.1502T360.6","209.1502","360.59258","16387.97","12440.84","3840.58","7258.021","6436.754","2118.661","1358.696","2564.713","1326.656","8615.415","10542.1","7012.625","15406.54","6443.187","5635.682","4259.013","1760.695","6262.051","3781.255"
"M209.5298T82","209.5298","82.04242","807.1975","8668.674","2822.07","1930.715","3273.306","25215.83","12449.95","11934.02","12836.78","1909.132","1332.586","1082.55","1598.531","4409.655","18457.84","15908.51","8320.138","12348","13408.64"
"M210.0643T54.9","210.0643","54.92844","2393.567","2354.757","2095.441","2551.106","2388.172","677.295","710.6593","614.3627","599.8104","4827.325","10357.38","6272.039","7702.872","4325.224","10940.55","4600.076","3569.025","1832.076","1812.51"
"M210.0911T263.5","210.0911","263.49783","12104.46","16920.77","17213.23","10780.22","10487.62","11107.88","17327.19","9318.634","10015.07","14977","64012.82","49683.02","41721.31","59334.43","116780","96379.66","83629.68","74383.49","92495.61"
"M210.0997T305.8","210.0997","305.75159","4694.029","2271.343","2833.204","4662.425","1081.858","530.8581","720.3788","740.6788","628.6809","10131.11","15600.71","11364.8","8092.307","14746.24","14839.12","11713.37","3340.861","13800.83","7631.546"
"M210.5335T272.5","210.5335","272.4829","1787.459","4614.007","5105.009","3072.513","4545.119","4156.228","6471.834","4842.379","5090.26","447.8901","314.3947","492.0721","278.355","619.3716","1573.631","1049.883","4150.135","688.6982","1525.21"
"M211.0944T308.8","211.0944","308.79649","43336.16","33614.26","41186.09","37450.17","5000.339","12535.66","10510.97","9610.822","16724.73","17204.62","9595.363","16616.56","30539.6","9080.775","21947.03","15740.31","10933.36","11819.45","10627.63"
"M211.1062T71.4","211.1062","71.4166","22368.74","23811.52","26181.64","28502.5","29068.83","354.2832","5743.392","5897.557","5755.449","23516.79","19614.64","22027.79","25303.33","20856.86","8516.741","6738.847","8165.277","6706.859","7488.233"
"M211.1177T37.4","211.1177","37.40408","5509.325","11431.82","10476.33","9603.68","8402.271","1800.961","2874.223","3234.371","2946.36","12156.11","12065.65","10167.74","12030.42","9068.818","4433.436","3912.086","2766.566","4084.933","4160.829"
"M211.1139T377.6","211.1139","377.64581","32022.91","10436.17","12188.28","31410.61","10023.14","12048.12","6691.106","7173.19","8336.407","45855.82","62431.34","103018.8","48422.93","37979.92","8021.412","4893.844","4777.534","6728.439","4077.472"
"M211.1304T296.7","211.1304","296.72626","33896.05","9007.668","9975.822","36367.37","10216.04","1311.369","1471.636","2489.107","2088.941","94639.87","93684.38","95685.46","65112.65","69435.4","22640.31","20951.98","8126.277","27885.15","15972.83"
"M211.5523T23","211.5523","22.9562","41411.63","64990.29","47842.22","54136.03","61467.32","5507.474","9733.034","8925.663","9866.483","430.5479","531.7118","581.0301","1009.927","896.6768","893.4107","878.834","5244.482","291.594","1541.714"
"M211.6079T377.5","211.6079","377.51504","7504.033","3221.825","2290.81","9624.111","2824.811","2300.054","633.0289","1734.276","1503.769","2047.999","1348.105","1943.712","4179.855","2687.83","2406.454","1329.151","884.252","1189.59","1288.862"
"M212.1112T645.3","212.1112","645.30361","1391.85","1077.851","903.83","1335.725","698.1075","501.96","863.0775","598.08","819.4095","13703.58","11432.92","12405.09","10435.07","9382.589","3673.822","4230.949","1043.636","6204.089","3011.505"
"M212.0882T264.1","212.0882","264.14259","4531.619","2367.068","2510.593","4342.646","1983.324","1173.172","1233.232","1025.1","1096.429","1193.688","2563.759","3108.25","1112.07","3737.653","6142.547","4757.529","3445.108","3929.48","4349.414"
"M212.1474T92.6","212.1474","92.62703","8463.225","9257.029","9992.321","24869.32","8997.614","4010.067","10103.89","14414.43","16519.29","35121.83","71907.64","42483.16","63073.91","40579.85","5834.824","11999.77","12493.16","13587.08","18420.4"
"M212.5556T226.2","212.5556","226.22252","1652.574","762.2076","934.6306","1508.241","754.5177","603.42","757.2788","806.34","569.0437","4211.553","4096.63","4228.943","3191.935","3791.926","6090.27","4324.065","2985.849","5147.757","4830.29"
"M213.1089T305.2","213.1089","305.20766","20728.19","5612.263","6751.821","23882.83","5443.755","1454.04","1068.094","1253.377","1432.681","159165.5","248599.3","236711.6","157130.2","210529.3","89607.62","75639.9","25175.11","107190.9","48414.03"
"M213.1287T138.5","213.1287","138.46441","6964.984","3701.744","5235.503","7561.31","5592.316","1558.765","1877.861","1802.285","1758.701","319594.3","305790.6","310777.6","266880","307869.8","33028.62","51036.47","1220.956","89337.12","49209.11"
"M213.1576T288","213.1576","288.04079","26290.67","61327.3","50974.13","47032.55","70302.81","21668.19","21671.22","24546.04","23199.49","9842.472","12027.15","16983.7","14361.01","19143.1","11246.25","10384.63","19030.76","7429.877","13098.57"
"M213.6299T138.4","213.6299","138.38022","772.047","567.6038","494.7981","590.7744","451.2118","243.9812","216.6126","218.5795","183.57","76349.49","69552.11","72580.26","64996.99","75108.93","7295.106","12648","674.8149","20934.89","11616.3"
"M214.0893T480","214.0893","479.96502","4783.251","2235.962","3201.789","5168.502","3153.458","2821.341","1342.449","2604.775","2911.635","5377.328","2633.224","3090.457","3590.679","3529.879","4727.99","4420.298","2574.214","4674.402","5221.655"
"M214.1077T134.1","214.1077","134.07681","1878.693","1509.567","1464.075","2188.376","1730.515","275.3074","607.8835","539.6595","486.486","85186.81","83496.7","80649.9","61694.32","52973.55","15581.43","2909.98","2079.374","2569.617","11129.23"
"M214.1122T305.2","214.1122","305.20766","4200.557","1805.539","1606.384","3593.2","1471.142","464.1694","495.8704","530.9586","457.2483","16920.54","25879.93","25848.46","15962.18","22552.08","9780.242","7862.737","2670.258","10662.11","5605.835"
"M214.123T318.3","214.123","318.3064","3547.064","1403.557","1375.223","3239.887","1452.482","601.616","330.7091","514.7003","516.7611","4574.677","7940.653","9246.394","4661.798","4970.148","1922.921","2241.573","2145.063","3632.779","859.9449"
"M214.1426T348.4","214.1426","348.44692","3359.861","2025.229","1619.703","3201.046","2147.472","673.4249","725.8766","848.7609","661.0777","44390.14","50494.8","49647.77","42939.57","34879.74","7508.44","7298.147","1591.922","14967.52","4616.401"
"M214.1264T282.2","214.1264","282.15799","2928.796","5670.287","1438.46","3059.753","6838.245","2761.093","1470.619","2993.172","2502.75","16246.68","22234","21015.13","13312.04","9094.992","7833.227","6132.103","1421.42","11904.97","3939.51"
"M214.1778T238.1","214.1778","238.07596","101.1738","311.2356","304.4142","94.46769","552.1932","109.1476","45.38843","61.09948","62.08394","3765.671","5194.566","4683.549","6397.505","4278.228","2008.484","1102.022","859.0173","1116.449","2417.494"
"M214.9176T20.9","214.9176","20.85847","3603.5","10065.89","6352.712","10464.75","11143.56","21367.53","28910.03","28743.64","29141.48","24549.11","27901.26","29343.41","29580.6","31072.96","5510.648","20096.34","22296.79","23249.04","16454.54"
"M215.0307T266.3","215.0307","266.29326","62081.04","161042.3","149292.1","89919.73","157498.2","34452.27","50750.8","44217.04","31894.25","38389.62","63336.59","60698.74","64917.98","80685.11","81346.46","67817.67","83751.05","40003.68","78719.59"
"M215.1089T251.8","215.1089","251.76723","4550.065","8627.692","5690.476","6146.162","6861.976","6953.926","11987.84","5417.495","5697.268","15614.46","16846.17","15389.58","17612.73","20379.98","18577.46","14469.23","17990.46","11116.54","18708.8"
"M215.1384T48","215.1384","48.03261","648640.7","987980.8","891968","901405.3","1008848","29692.63","31245.34","37045.39","28759.19","70768.66","51374.84","55503.68","51647.27","51533.32","9855.712","9304.95","3434.936","10903.28","7493.872"
"M215.1265T290.6","215.1265","290.59358","13567.16","5153.095","4707.002","12743.78","4227.524","1151.046","1021.224","1238.316","1215.295","113310.3","129470.4","111076.8","79314.46","76962.36","20135.43","19951.57","8042.008","36464.22","14461.72"
"M215.1377T130.7","215.1377","130.74874","74151.3","107151.6","91572.83","112943.1","122643.2","6263.444","6901.572","8706.068","7028.389","88859.79","83402.81","85166.21","90854.5","80143.8","3868.54","4089.071","4578.595","3381.816","4648.72"
"M215.1623T594","215.1623","594.04651","333.8563","333.828","287.9444","457.3207","273.1089","108.4664","80.75886","43.71657","109.1246","27615.87","29153.97","28966.35","21099.88","16723.43","3476.563","3381.048","258.2064","7170.973","1736.352"
"M215.527T371.4","215.527","371.36153","379.665","738.8782","811.1721","380.2262","957.3919","1064.366","1201.68","911.6411","1182.403","229.0403","138.2871","265.0392","171.3382","121.4352","101.748","200.9235","532.411","41.3912","236.6075"
"M215.6188T163.3","215.6188","163.31091","4127.992","7107.97","6017.087","7440.224","9679.29","1373.234","1451.557","1404.27","922.0994","3788.594","3300.217","4593.026","2889.864","4956.248","326.7343","640.8411","321.4219","824.9417","557.3983"
"M215.6502T465.1","215.6502","465.10611","3817.547","7186.533","7160.976","5333.83","6945.332","1165.963","739.7575","1664.282","1329.233","1729.517","1825.643","1938.539","1766.777","2222.683","655.6082","536.1322","943.845","499.5788","607.8192"
"M216.0342T265.6","216.0342","265.59828","6442.205","18382.67","18579.83","8564.987","18129.77","3014.061","5393.663","4620.801","2544.362","3683.343","7229.244","6242.353","8304.473","7364.094","8629.44","7471.473","9296.952","4121.743","8597.734"
"M216.0684T206.7","216.0684","206.68424","3169.262","3233.411","3834.309","4754.061","3143.317","1816.139","1883.396","2661.719","2722.065","4827.355","7701.908","3979.718","5240.606","5085.981","58915.93","68667.34","31913.66","41350.27","42042.41"
"M216.1047T193.8","216.1047","193.79286","5328.855","5197.622","4178.211","6592.889","5756.088","2343.319","2045.056","1974.7","1989.051","16670.12","37002.82","37792.57","33888.52","38977.19","13701.66","10529.66","2609.643","15323.81","10603.34"
"M216.1412T48.3","216.1412","48.34351","74019.36","114827.9","101572.6","108949.1","119368.2","4048.387","4152.059","4293.833","3866.319","21741.54","18943.58","7449.788","18048.95","5463.017","14444.7","8375.79","2988.684","7490.685","6345.641"
"M216.1561T466.7","216.1561","466.70424","1251.826","1905.353","1450.367","1457.041","1897.2","259.2363","278.278","427.1787","239.8584","2318.998","6920.492","7804.592","3842.749","7593.41","1755.403","3580.47","556.4271","5978.469","2835.929"
"M216.1577T299.4","216.1577","299.36246","4822.339","3673.285","757.5196","5108.097","4278.016","70.43428","42.05139","87.45868","68.75795","7847.082","9043.03","9792.105","11310.36","7297.718","1068.747","1341.035","434.8762","1628.977","869.6375"
"M216.1582T338.3","216.1582","338.27873","4615.613","3279.865","2309.067","6365.48","4666.554","329.4409","564.5706","456.373","1329.525","2488.354","2956.553","2848.172","3086.054","3541.745","754.7728","694.7823","871.2487","588.9364","871.1566"
"M216.156T211.6","216.156","211.64872","297.9106","131.5665","2326.68","315.282","33.124","0","0","8.342308","10.008","21845.74","34417.57","32365.13","30326.08","24664.5","10114.4","8561.769","5981.284","9171.96","10336.12"
"M216.1396T375.4","216.1396","375.36099","1895.659","887.882","1920.146","2537.358","1423.391","542.542","525.8587","487.6818","536.536","7904.057","13386.84","8282.952","11755.92","9317.646","6874.916","8045.309","3248.579","7411.33","8819.218"
"M216.1939T393.6","216.1939","393.57646","3400.624","4624.394","3150.771","4415.13","2561.271","451.0272","543.9514","786.8941","3771.297","2445.056","2319.288","2905.933","4567.446","5782.377","742.8293","555.4099","1507.554","1970","1305.63"
"M216.6116T560","216.6116","559.99693","32207.66","74514.03","49500.74","55177.36","67782.53","64685.09","70064.48","61104.03","48883.58","39062.99","39852.32","42133.53","42243.75","49680.93","57901.81","51748.97","53381.66","30606.05","49077.47"
"M216.6152T186","216.6152","185.98858","962.0316","825.6202","698.1347","949.7514","803.3608","337.3015","282.3057","208.2452","192.2082","26183.91","24358.06","22281.96","17069.57","16108.18","1777.606","2683.535","413.4543","5719.195","2333.58"
"M216.9503T20.9","216.9503","20.8501","1620.679","3428.509","2657.892","3870.761","4680.048","7236.645","10674.59","9864.18","10445.98","12972.63","14562.69","13624.62","12808.21","14383.89","1677.094","5779.024","6893.402","6516.459","5000.396"
"M217.0115T40.1","217.0115","40.12953","943.8991","704.9019","1129.374","1412.01","1067.134","592.7979","968.0727","443.8621","1207.131","6935.135","20532.35","16694.09","14039.96","16129.28","1180.766","4688.311","5253.248","6478.717","3707.873"
"M217.1043T92.7","217.1043","92.66318","800160.5","560889.1","549905.5","768032.5","385946.6","180290.4","171565.6","255588","246201.7","303814.4","264142.1","159723.8","264059.1","220861.8","298159.1","197620.7","142041.8","122497.3","220330"
"M217.0968T185.2","217.0968","185.23179","94003.05","145449","105916.6","94265.1","114343.6","36489.54","32252.08","35165.02","38558.71","23291.42","16715.52","17496.53","22368.61","23189.03","8392.617","7984.244","7264.478","8309.944","9984.456"
"M217.1132T560","217.1132","559.99929","10958.95","19984.21","12234.03","15844.74","20865.51","15455.09","17939.34","15412.25","12209.97","14821.88","12020.86","14146.83","13685.03","16478","16318.62","14072.23","13021.78","9374.399","13211.44"
"M217.1538T61.3","217.1538","61.28791","59854.25","112527.2","83100.21","109561.7","129701.4","45054.57","46357.61","54536.13","44144.6","137031.9","112417.2","98862","100191.7","80729.97","33145.3","28003.6","11077.08","34571.61","23524.07"
"M217.1518T193.5","217.1518","193.54272","5013.132","9582.849","7824.624","9445.412","9651.213","3101.61","4204.5","4652.301","3896.181","6674.051","5941.05","6434.911","7800.166","9474.584","3066.788","3162.475","3295.39","2135.291","2824.488"
"M217.4319T212.9","217.4319","212.87791","1726.171","5705.69","4577.549","2530.066","5914.009","3209.847","3862.956","4772.625","4107.222","484.6599","492.0842","639.2214","407.0583","592.6712","178.2321","149.5066","125.4787","60.41201","116.802"
"M217.7659T212.5","217.7659","212.47647","901.6029","1899.93","1453.332","731.4952","1487.212","1361.225","622.2964","1455.838","1411.889","597.366","477.623","541.7527","668.0922","571.4819","149.2008","112.8009","100.4607","190.5899","191.85"
"M218.1073T92.7","218.1073","92.66318","77917.25","53635.5","52947.57","72390.53","35105.63","17288.87","16470.14","24508.42","24473.31","30832.84","26583.51","17064.34","28827.97","20496.37","28054.56","19610.47","13610.37","13117.72","21189.1"
"M218.0995T185.8","218.0995","185.82074","13805.87","19429.09","16068.64","12208.48","15676.6","5587.502","4617.269","4537.879","5368.232","13125.9","35203.64","38690.76","33540.64","11163.48","3176.836","1107.587","2268.703","5076.301","3727.835"
"M218.1194T356.4","218.1194","356.41162","4585.583","1829.539","1791.225","4209.57","2219.8","957.2885","1088.373","845.207","1758.033","32168.93","42279.42","35024.27","58458.42","35790.18","41050.28","46274.59","32495.37","45145.9","56607"
"M218.105T213.6","218.105","213.58279","3617.205","2542.725","1659.487","3489.913","1988.18","686.475","1523.218","1436.406","1192.954","5479.576","15013.72","12865.84","6663.417","9241.303","6646.947","4650.384","29093.92","2709.373","8603.982"
"M218.119T269.8","218.119","269.84098","2601.001","2118.709","1701.006","2923.476","1974.696","723.1849","921.7521","996.6519","826.1289","4898.005","6410.09","5954.915","6675.211","8498.357","6840.532","6994.548","4868.515","6322.966","6389.587"
"M218.1016T46.1","218.1016","46.12195","3709.641","4404.32","4275.828","4100.783","4610.387","787.3705","827.2058","879.5353","806.9731","85154.68","70010","58835.42","45693.17","47190.03","7912.032","10751.28","4925.815","17496.53","8323.242"
"M218.1198T192.1","218.1198","192.06358","8725.586","10442.91","4035.756","1114.055","5627.176","1983.513","1471.144","1641.333","1456.382","53556.56","78208.4","79326.23","60928.83","85834.66","24593.75","24201.51","7147.493","37500.14","21273.83"
"M218.1385T239","218.1385","239.01054","4087.496","3138.067","2760.88","4487.487","2938.024","1996.908","1678.694","1999.919","945.7069","92051.34","128522.8","123292.8","94244.86","105684.1","1276.916","1962.706","1207.625","6567.398","2305.752"
"M218.1593T60.2","218.1593","60.24429","11761.95","5647.285","9593.961","7884.885","16656.08","4865.239","4998.167","5927.648","5546.261","6082.884","11580.03","8629.28","6809.868","8557.22","2829.43","3294.282","1776.764","3582.337","2121.696"
"M218.137T50.2","218.137","50.23739","4927.765","5550.74","3599.137","4399.078","4855.249","590.8074","598.8183","580.2787","583.6155","89722.15","74776.83","74030.73","65462.1","52235.47","9082.038","8077.038","5224.272","15718.36","4062.9"
"M218.21T318","218.21","318.04597","2827.277","4021.863","2578.549","3021.986","4728.214","977.6824","1054.302","1048.132","996.7268","2195.135","3566.127","4091.719","4818.691","3519.409","4576.193","9330.318","1807.554","5083.28","8447.914"
"M219.0272T24.1","219.0272","24.09873","20984.58","26464.84","42425.22","68355.99","38872.07","25471.43","126652","100893.6","100289.4","2039069","2548640","2471209","2281657","2263917","82977.59","392433.9","282409.8","566459.7","333106.5"
"M219.0267T33","219.0267","32.99608","1995.567","4567.254","4202.26","5353.665","4036.009","6249.802","30741.38","24486.98","25227.61","794023.9","1451978","1365553","1096445","1001876","42530.68","246913.6","90947.58","442337.6","178887.7"
"M219.0577T344.9","219.0577","344.87708","11569.14","6107.499","7584.711","11855.63","7119.963","1272.804","2651.538","2692.838","1400.718","20071.43","40026.94","24718.46","34514.07","40231.11","29192.11","39976.88","26579.76","29229.37","59639.28"
"M219.0641T191.2","219.0641","191.20989","3642.36","3362.573","3001.324","3539.251","2869.872","1239.98","1185.24","1377.872","1366.192","5660.23","4930.221","6648.065","6778.464","6960.774","4464.709","4242.439","4447.998","2391.233","3534.079"
