"","mz","rt","pos-Exp1_K-1-24_1-E,1_01_55180","pos-Exp1_K-25-48_1-E,3_01_55183","pos-Exp1_K-49-72_1-E,5_01_55186","pos-Exp1_K-73-96_1-E,7_01_55189","pos-Exp1_K-97-120_1-F,1_01_55192","pos_Exp2_K01_1-C,1_01_365","pos_Exp2_K02_1-C,5_01_370","pos_Exp2_K03_1-D,1_01_375","pos_Exp2_K04_1-D,5_01_381","pos-Exp1_P-1-24_1-E,2_01_55181","pos-Exp1_P-25-48_1-E,4_01_55184","pos-Exp1_P-49-72_1-E,6_01_55187","pos-Exp1_P-73-96_1-E,8_01_55190","pos-Exp1_P-97-120_1-F,2_01_55193","pos_Exp2_P1_1-C,2_01_366","pos_Exp2_P2_1-C,6_01_371","pos_Exp2_P3_1-D,2_01_376","pos_Exp2_P4_1-D,6_01_382","pos_Exp2_P5_1-E,1_01_387"
"group","mz","rt","control_Exp1","control_Exp1","control_Exp1","control_Exp1","control_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","+P.indica_Exp1","control_Exp2","control_Exp2","control_Exp2","control_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2","+P.indica_Exp2"
"M593.1674T244.4","593.1674","244.35906","2240.252","2885.017","3050.684","3975.251","3944.209","2187.928","2674.653","2292.872","1855.92","2725.116","5687.131","3999.07","5269.276","4621.561","4546.8","2998.281","3312.811","2405.044","4445.438"
"M594.2855T253.9","594.2855","253.92269","18601.94","33333.95","25325.51","28324.43","34303.64","7251.578","5782.219","6325.407","5946.246","24838.51","23854.53","22940.7","21798.7","19434.97","4706.177","5005.595","1374.873","7047.657","4078.569"
"M594.3009T162.4","594.3009","162.42352","665.802","764.3044","375.7436","924.0303","705.6155","99.81047","142.8725","104.0966","87.09369","16558.61","15392.39","11954.25","12836.35","9557.731","1105.212","1472.637","142.8358","2929.324","1096.543"
"M594.7869T253.9","594.7869","253.92269","13053.26","19833.72","15540.21","16457.48","20500.9","4280.512","3063.628","4099.801","4071.142","10008.2","8646.168","8164.479","8216.828","7111.136","1420.531","1617.249","387.7465","2377.375","1228.042"
"M595.1627T259.4","595.1627","259.43885","7401.317","7983.884","9123.62","17850.33","18345.03","4562.205","5963.779","5683.516","5056.754","13330.73","19908.83","13166.96","25246.85","10308.88","22303.24","22154","13090.38","19621.5","18555.96"
"M595.3264T416.7","595.3264","416.73297","33559.76","4424.298","9497.937","38681.16","5874.127","4655.118","1686.556","2954.207","4022.212","56496.89","19399.14","17754.34","44059.62","13654.9","4798.358","3776.756","1589.862","5344.587","3463.293"
"M596.1661T260.2","596.1661","260.15955","2775.156","1768.277","2137.287","5518.773","4809.008","1277.877","1964.083","1764.733","1194.756","3631.443","5762.971","2694.902","5771.585","2838.927","6875.24","7087.015","3975.685","5503.282","5722.041"
"M596.3346T231.5","596.3346","231.53602","10510.22","15790.3","10076.8","14406.17","16139.88","3749.922","3501.919","3755.669","3347.676","15543.01","14289.1","15229.35","14999.44","11405.85","3151.091","3788.585","457.5388","4876.281","3066.73"
"M597.3333T231.5","597.3333","231.53602","2536.328","3874.242","3494.955","4103.148","6308.217","702.0175","1067.931","1530.368","913.3968","8471.074","7384.308","7618.715","9139.685","8261.4","1939.581","2030.112","465.2057","2604.485","1904.198"
"M597.4773T584.1","597.4773","584.131","1000.173","8022.576","5114.186","418.3347","6637.836","2803.036","2774.764","2819.587","3071.036","190.2164","997.6244","1369.787","453.2817","2467.089","8356.419","16282.98","14504.59","12869.89","13933.3"
"M598.2352T256.6","598.2352","256.59097","321.0144","283.9224","352.7112","183.2625","475.7892","250.5787","191.8545","129.5299","125.8803","20277.18","27408.96","25940.03","22147.21","23075.37","6321.817","5383.124","631.8384","8261.583","2661.447"
"M598.294T374.3","598.294","374.30182","15179.4","4204.732","3558.788","25404.32","2530.552","712.0243","1092.967","1049.883","2985.272","146997.7","147733.1","126314.4","87346.75","61104.34","23018.26","22148.06","4544.497","77994.24","20359.78"
"M598.3127T162.4","598.3127","162.35483","1571.876","960.0127","1149.651","1904.054","1623.811","203.2538","168.5059","194.177","248.8656","42000.34","38763.32","35531.05","40602.79","34288.49","1775.245","2409.59","2150.593","2485.103","3184.986"
"M598.4778T584.3","598.4778","584.30445","630.3993","3017.039","1895.401","301.4316","2926.927","1103.278","1089.449","1237.99","958.4033","0","951.0342","596.1696","83.334","937.5446","2528.717","3949.2","5610.651","4298.747","5430.78"
"M598.7351T257.6","598.7351","257.58086","337.2","154.4376","141.624","127.5608","365.5655","212.5931","227.6596","119.8004","133.5106","12969.65","17868.15","18953.71","13925.35","13845.73","2458.45","3632.72","489.8802","5729.519","2297.984"
"M602.2752T154.1","602.2752","154.07536","11535.68","15111.41","13746.04","19989.77","19866.4","3292.444","3380.081","3812.937","2870.714","29902.84","29200.78","27242.71","27412.36","24836.16","5443.396","5264.433","4477.987","6356.977","4806.353"
"M602.3083T40.9","602.3083","40.91522","10361.65","13531.27","9907.602","12073.89","11846.16","906.444","1273.79","275.2777","905.0737","9706.306","8680.877","7311.936","8211.018","6138.694","1249.197","1638.54","718.0917","2064.694","1585.675"
"M602.7157T173.2","602.7157","173.1578","162.5947","592.4393","258.6784","215.8507","448.8931","87.4032","111.1088","58.05684","119.4503","3312.148","3900.633","3341.492","6076.686","3497.281","3076.918","2790.568","735.735","2162.617","1891.078"
"M603.3894T416","603.3894","415.96031","15816.46","4454.53","6215.427","30036.02","4904.195","889.2322","568.2601","1027","1856.351","25267.69","9503.316","8074.871","26807.81","8627.947","2375.222","2070.818","985.4006","1379.598","2087.627"
"M604.3975T415.5","604.3975","415.48808","5237.022","758.79","1940.092","9064.554","1190.214","403.4725","226.848","439.8825","8643.144","120442.7","28598.14","1801.98","8162.916","4157.099","14534.41","1349.017","1193.156","3432.978","27039.04"
"M605.2755T253.8","605.2755","253.76337","9982.823","12058.63","11058.87","12950.09","14460.45","3775.386","2645.431","2821.936","2565.87","29570.42","31428.77","29973.87","30699.93","21428.74","4330.522","4829.529","1429.857","8155.147","4122.72"
"M605.6036T261.7","605.6036","261.69149","2951.925","6990.412","4760.229","3735.748","6611.765","1373.889","1215.619","1384.306","1252.403","2351.451","3341.638","3582.784","2884.936","2161.932","325.0308","414.798","120.16","595.6743","299.3161"
"M605.7774T253.8","605.7774","253.84796","4688.063","8697.371","6913.141","4806.563","6134.578","2267.352","1627.65","2138.838","1745.12","11917.48","12260.34","9513.475","11027.27","8600.071","1343.096","1684.662","367.0779","2347.479","1473.651"
"M605.8159T203.2","605.8159","203.20594","1960.097","2068.354","1618.473","1787.28","1670.062","366.8271","266.9426","373.1398","226.2162","96600.83","103061.6","74702.33","70210.54","57318","3093.854","5779.527","1108.05","12217.25","6529.111"
"M605.9377T261.9","605.9377","261.91141","2129.691","5687.758","5074.092","4106.008","4861.741","1513.109","1507.882","1703.58","1356.043","965.884","368.2748","896.7477","845.4857","717.3307","344.3495","130.1508","82.76851","31.70625","179.8492"
"M606.236T238","606.236","237.97135","451.915","375.022","334.4528","436.2582","389.7454","355.3823","221.5436","138.5477","227.3073","15124.77","17091.32","17512.22","9778.928","18345.59","4890.125","5478.858","1906.733","5755.462","3327.119"
"M606.7333T238","606.7333","238.00367","330.7932","232.3308","410.9423","275.5974","50.90426","76.1064","166.86","172.9084","85.12264","9583.561","11376.45","10790.94","3575.229","11727.92","2489.549","2625.409","1052.704","3066.512","1969.929"
"M607.1383T23","607.1383","22.96411","2717.848","3659.492","3478.236","5108.414","3880.008","1225.224","2138.042","2159.604","1691.111","1283.72","1668.633","1339.156","1330.047","6114.85","737.5354","791.4351","1530.997","466.1244","1397.344"
"M607.212T363.4","607.212","363.43683","4403.887","12464.73","13255.5","8578.042","17411.32","1689.021","3484.306","3255.146","2134.706","0","0","187.1811","0","423.4439","395.8473","162.1944","635.8689","76.43056","349.6827"
"M608.3802T281.2","608.3802","281.16017","4329.985","2484.796","1298.227","7149.314","4825.192","3032.078","3440.962","4356.051","4841.995","0","0","11315.42","10095.21","5910.981","2273.15","4160.388","4507.953","3807.796","3200.329"
"M608.8263T192.9","608.8263","192.89675","899.1977","935.3884","736.7724","1223.808","751.2785","184.5638","111.4725","249.645","149.8133","41933.74","39500.56","40346.63","39717.26","43451.08","6036.623","9176.357","1139.342","12331.93","9359.028"
"M609.2967T56.3","609.2967","56.27879","518.7059","683.0235","225.9344","607.8747","396.2701","90.77009","96.10432","43.38193","199.2232","27104.02","23207.43","22253.74","25186.18","16234.78","1978.815","2188.817","371.0695","6412.206","3166.404"
"M609.3218T193.4","609.3218","193.41375","1094.026","1403.921","953.1","2001.241","837.2676","234.2223","160.176","306.3825","159.8386","31676.54","25703.31","31220.82","29596.53","29275.86","4346.543","6852.658","1118.896","9387.559","6204.555"
"M609.8239T193","609.8239","192.98245","1084.942","1733.786","851.2287","1071.502","1152.388","157.8638","122.82","163.1854","138.4907","12098.17","12071.72","11395.68","10696.89","11196.91","1590.421","2287.812","430.9681","3211.231","2437.768"
"M610.7819T281.9","610.7819","281.88359","725.3486","874.2855","661.3052","1023.739","766.3907","214.9672","114.1401","83.74794","109.477","19243.48","19534.06","28364.13","20715.88","24162.91","9317.398","10427.02","1030.244","17755.79","6742.418"
"M610.7808T310.7","610.7808","310.6707","530.9516","636.574","344.9556","479.9255","395.9099","78.42568","65.39798","182.8647","106.4788","27556.07","30939.37","34303.69","31030.54","27672.3","15567.61","13246.54","2694.682","15550.75","8810.894"
"M611.2825T543.8","611.2825","543.78231","662.9195","400.5936","275.8296","1000.135","181.0764","333.9837","91.4749","82.7576","154.8368","15657.55","12619.56","13478.9","13366.1","10980.4","3514.962","2433.402","923.8933","1112.332","2673.794"
"M611.2938T310.7","611.2938","310.6707","4541.128","1059.063","1441.081","4845.04","1689.578","397.4729","298.6654","462.1805","173.2196","40824.5","25229.64","30440.41","26490.42","26548.09","13032.43","10714.84","2480.182","13263.86","8032.812"
"M611.3635T251.2","611.3635","251.18381","0","205.3548","185.1228","314.6076","176.0184","14.3577","68.09112","58.73472","112.7974","11226.33","13751.95","11864.6","11081.64","11134.68","6281.3","7008.253","683.7043","8774.267","5503.439"
"M611.7851T310.5","611.7851","310.50191","450.668","593.1903","352.341","481.7471","395.5356","59.40891","97.10517","99.11672","214.6266","7944.834","7481.794","7715.81","9420.267","7756.274","3926.779","4267.192","529.9034","5157.162","2686.244"
"M612.2835T221.1","612.2835","221.10246","9771.771","14637.81","9390.651","13499.6","13448.95","2678.344","1985.145","2188.613","2230.974","37062.64","41312.3","40488.38","42881.63","36385.3","12058.92","13731.41","1985.594","16608.31","7423.253"
"M612.3314T211.8","612.3314","211.84802","61475.75","80583.63","61313.85","80623.03","91714.24","19212.5","18686.71","21470.81","18881.11","31076.16","19402.26","28178.4","30947.43","22875.81","3283.678","3764.884","1350.266","4650.139","3559.636"
"M612.6143T220.8","612.6143","220.83495","589.4733","709.1917","490.626","714.3629","674.5714","215.9451","168.2306","162.4898","178.8681","24780.19","27694.53","31488.67","31026.43","28022.54","7953.061","8958.184","648.0842","12498.65","5387.382"
"M612.9488T221.1","612.9488","221.10246","844.9007","756.9499","919.7002","849.6227","833.0251","265.0145","163.8537","206.8674","239.9817","14168.8","15465.68","18280.14","17938.86","14821.17","4239.029","4505.247","487.2229","5980.466","3116.758"
"M613.3337T212.5","613.3337","212.53874","13101.86","26578.77","19387.47","27709.55","31619","5750.411","6401.417","7508.04","6257.275","21693.73","19991.98","19084.26","18318.53","18738.11","3047.805","3380.047","1194.491","4580.051","2921.658"
"M613.3381T281.2","613.3381","281.16017","43378.95","28731.13","12879.6","46630.58","33087.75","7134.266","4964.067","6432.814","6461.081","14197.34","6340.372","15096.11","7777.908","12815.63","6286.161","5553.046","3223.507","4023.022","3890.91"
"M613.3618T145.3","613.3618","145.29677","18.546","65.4168","45.20892","69.50028","120.3804","19.35513","15.68176","27.37309","15.68433","11897.87","10943.91","11360.48","10439.73","7889.806","794.413","1224.232","21.6762","3628.405","1888.024"
"M613.8044T246.9","613.8044","246.86213","4657.688","6224.534","4751.702","5948.263","8142.038","912.839","917.6475","1078.185","1183.94","10883.87","10746.93","9571.324","9331.709","11683.59","1615.184","1698.376","503.4359","2555.226","1332.859"
"M614.3091T184.8","614.3091","184.83813","9360.77","13774.73","12410.06","13635.49","17212.83","2910.647","2744.847","3112.779","2874.664","21090.14","17336.74","19023.83","19209.01","17676.52","3297.391","3227.638","1105.44","4415.083","2920.631"
"M614.3403T280.2","614.3403","280.24916","12112.5","8465.406","3568.931","13750.95","9097.975","1974.911","1302.376","2084.356","1914.733","12553.76","11201.55","15097.56","11974.79","16622.1","3248.96","1611.942","1501.208","3336.165","2730.471"
"M614.3093T147.4","614.3093","147.40938","3417.988","4539.694","3294.189","5193.574","3907.86","964.3641","861.4256","1014.828","897.7875","14117.74","2863.688","10448.31","6733.621","11531.93","910.8038","991.0593","791.2992","1038.43","781.3087"
"M614.3471T238.8","614.3471","238.82222","17756.21","30174.95","22926.38","31904.87","33542.97","6883.309","7453.683","8097.545","6577.197","53321.38","51381.19","52014.49","43763.06","47586.33","5676.597","6185.175","3405.172","7855.202","6488.762"
"M614.6642T285.3","614.6642","285.27894","665.5688","494.1332","436.8234","513.9983","592.9599","233.5523","173.1863","180.1938","179.5265","32234.66","33364.62","55545.54","37204.22","43469.5","274.6668","669.9366","315.4265","6321.188","1363.188"
"M614.9563T175.5","614.9563","175.52237","456.9767","666.8507","555.8776","815.6019","524.7111","158.8174","137.4844","166.5163","117.4624","8073.152","8989.985","9377.03","8218.801","11762.67","1451.448","2342.541","521.8728","2755.44","1917.026"
"M615.3092T184","615.3092","184.03835","3005.727","4770.543","3424.287","3823.875","6433.704","981.4512","906.7535","1031.739","832.3309","10218.85","9292.154","9661.857","8622.9","7991.175","1923.689","2063.218","725.58","2897.65","1757.914"
"M615.3484T238.8","615.3484","238.76096","5560.825","9117.551","7151.096","9392.623","11226.06","2092.055","2325.168","2684.152","2321.315","10414.99","19599.26","22123.69","23771.55","21518.4","3296.302","4436.052","2021.887","1970.242","4485.282"
"M616.2806T248.3","616.2806","248.25078","16561.09","24812.8","23900.4","26707.05","32078.79","4507.287","3871.458","4834.979","3961.878","45596.58","42073.66","42904.66","46458.37","38323.01","9097.508","10057.05","2075.097","15545.54","8885.295"
"M616.3576T306.9","616.3576","306.86711","1654.837","1400.41","1220.3","2525.9","1631.451","267.2594","347.6707","411.5049","273.9976","47431.9","39726.18","38435.15","30819.21","23923.25","6713.174","6302.036","1045.921","13552.83","4229.825"
"M616.4276T563.5","616.4276","563.4807","6138.327","3732.435","2866.767","4021.991","2477.071","2307.872","1104.648","2126.003","3972.139","6899.055","3396.616","2132.315","2835.565","3573.308","964.0593","1400.749","1024.946","938.8388","981.8731"
"M616.7819T248.7","616.7819","248.7262","10687.78","14895.5","15388.47","15292.88","20834.3","2626.498","2811.626","2958.918","2336.434","14380.95","12771.58","10852.93","13112.88","9309.357","1875.87","1346.611","612.798","4118.772","2252.245"
"M617.3115T153.6","617.3115","153.55221","1566.139","2134.914","1319.891","1855.655","1940.044","236.9664","278.3521","369.3444","298.3179","56835.43","54721.46","57780.12","59052.7","63820.45","11761.33","14292.07","1960.219","17022.84","9437.051"
"M617.3722T284.6","617.3722","284.58291","0","57.0544","85.0584","27.9876","46.9264","16.016","61.3824","23.6856","24.35767","13965.74","11210.43","9156.016","12510.25","6111.545","4782.46","4199.357","1579.352","5045.513","3356.356"
"M617.4576T976","617.4576","976.00701","1416.147","2842.343","3104.513","2369.092","2183.694","122.5461","148.1416","197.5221","217.7113","11892.94","7143.769","11119.47","11533.09","10458.8","928.6023","913.3265","347.4326","1051.527","725.3598"
"M618.3698T325.4","618.3698","325.3521","0","138.3067","69.828","64.7424","56.672","26.0312","0","39.37267","46.37967","4285.397","4836.235","5761.788","5273.969","3046.027","2461.476","2649.144","648.418","3210.803","1659.291"
"M618.7761T174.8","618.7761","174.76296","10744.59","15689.67","11560.86","13599.32","16133.51","2702.498","2166.138","2648.793","2258.311","10352.93","8557.913","8451.787","8862.366","8569.194","1665.363","1814.544","1035.805","1883.629","1696.734"
"M620.2278T165.2","620.2278","165.17294","0","83.0168","175.7507","255.0744","0","137.8043","46.71333","66.39967","124.124","8692.004","6833.7","6342.17","7177.976","7479.611","3593.725","3689.97","1038.63","3544.324","3060.468"
"M620.416T415.9","620.416","415.9461","7318.231","1922.241","2905.674","13903.07","2388.51","2383.169","1467.261","2223.919","3938.573","5745.461","5669.077","7043.096","25756.34","8269.952","2926.174","3386.903","2931.847","2093.758","3135.453"
"M620.6383T233.4","620.6383","233.40578","651.913","682.824","497.2635","822.0223","618.9622","148.1547","142.5054","169.5381","130.7819","21873.89","27503.23","34758.8","33078.83","57583.79","5147.965","13228.81","661.4217","15898","11794.21"
