"","mz","rt","","","","","","","",""
"group","mz","rt","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:No","Cell line:T24S | Treatment:Yes","Cell line:T24S | Treatment:Yes","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:No","Cell line:T24R | Treatment:Yes","Cell line:T24R | Treatment:Yes"
"M786.63T480.6","786.63","480.6","4710.8","6003.3","5612.6","6710.8","7660.4","9804.2","8755","9203.3"
"M692.62T481.8","692.62","481.8","40171.6","33859.4","44856.9","41898.8","42993.2","36753.3","44154.8","43619"
"M760.61T483","760.61","483","1089.1","5919.7","5790.6","6214.2","4151.1","9293.6","7698.6","8039.3"
"M666.6T483.6","666.6","483.6","28322","24887.7","27609.5","27252.5","19092.6","18516.2","18546.3","18391.5"
"M690.64T483.6","690.64","483.6","8841.9","7987","6648.3","6203.5","4360.3","2538.5","4048","3982.6"
"M970.66T484.2","970.66","484.2","44282.4","29601.2","32450.2","20856","31080.3","29185.4","21942.5","16920.9"
"M660.58T484.2","660.58","484.2","1714.5","2528.3","2302.8","1933","2534","2395.3","2691.9","2130.2"
"M664.62T484.2","664.62","484.2","6650.5","5729.6","4876.7","4928","910.6","1083.4","1066","1177.9"
"M780.58T484.8","780.58","484.8","30025.1","20506.9","34848.9","24852.4","33922.5","25988.7","29725.9","22124.2"
"M734.59T484.8","734.59","484.8","1620.4","1838.3","2360.9","1185.3","2742","2657.2","2622.7","2542.1"
"M640.58T486","640.58","486","7104.5","8384.3","6034.1","6383","2262.6","2771.4","2215.6","1233.4"
"M832.61T487.2","832.61","487.2","1164.7","999.9","3649.2","1644.4","8847.5","6837.5","10046.7","8060.1"
"M709.61T489","709.61","489","3188","12625.4","7052.2","5289.7","11058.1","10385.6","14147.3","8951"
"M684.59T494.4","684.59","494.4","7249.6","8812","17857","19578.7","12369.5","14053.9","24148.6","24212.7"
"M682.6T498","682.6","498","4231.4","7094.5","11833","11921.1","9784.7","7123.9","13828.5","12844.6"
"M862.68T499.2","862.68","499.2","6038.3","6059.4","5733.5","5329","5978.6","2975.4","6072.7","5617.5"
"M820.61T500.4","820.61","500.4","6176.4","4541.5","8140.5","6750.1","9329.4","7217.9","10363","8830.7"
"M702.61T501.6","702.61","501.6","1101.4","2344.9","1980.9","3680.1","1543.5","1750.2","1992.4","2109.3"
"M680.62T502.8","680.62","502.8","3370.1","1714.7","3764.5","1526.5","1885.9","1210.7","2252.6","2102.4"
"M700.6T502.8","700.6","502.8","995.8","466.7","1121.4","497.5","2063.5","1261.3","1393.1","822.7"
"M642.59T517.2","642.59","517.2","7362.2","8748.3","3788.5","4354.5","1832.7","2686.1","1357.3","1339.9"
"M834.63T517.2","834.63","517.2","5633.6","4657.4","8288.9","7085.1","19832","15384.6","22476.1","18569.7"
"M734.67T519","734.67","519","1695.2","1671","5009.5","5543.4","11129.1","11097.3","14585.4","15251.3"
"M666.64T519.6","666.64","519.6","5506.9","6087.9","3096.8","3061.1","753.4","808.6","892.9","1209.1"
"M713.63T519.6","713.63","519.6","1692.5","4985.3","1330.8","6086.5","8380.7","3416.6","10727.1","5601.3"
"M710.64T520.2","710.64","520.2","19539.9","19535.5","24800.4","25968.9","36767.2","42547.8","48134.8","53530.4"
"M788.64T521.4","788.64","521.4","6566.1","8317.8","7918.2","8767.1","8115.7","9798.4","9590.7","9948.4"
"M806.62T522","806.62","522","5792.8","4408.4","6333.8","4854.7","6928.6","1239.6","6768.6","5172.1"
"M762.62T522","762.62","522","4524.3","4738.2","5522.3","5310.3","5763","6283.5","6263.7","6474.9"
"M808.61T522.6","808.61","522.6","119893.6","79407.1","132132.3","91920.6","138362.2","106610.4","131442.7","98240.5"
"M692.65T523.2","692.65","523.2","16791.7","15597.6","13282.8","12413.2","6970.4","6552.5","5700.2","5648.8"
"M668.61T525","668.61","525","21090","23937.2","16950.4","16727.5","8837.3","10565","8257.2","8161.9"
"M711.98T534.6","711.98","534.6","4879.7","4341.9","4987.4","4629.6","5249.4","5137.9","4837.1","4647.9"
"M711.48T534.6","711.48","534.6","5648.6","5333.2","4748.5","4976.2","5083.2","5456.1","5095","5165.1"
"M505.37T536.4","505.37","536.4","12799.7","12786","12664.9","2524.3","15314.4","15980.6","14585.4","13597.8"
"M377.27T536.4","377.27","536.4","12136.4","10693.1","2329.5","10204.3","14983.4","14029.3","13903.7","11855.3"
"M724.49T538.8","724.49","538.8","6901.3","6202","6917.6","6769.8","8500","8114.7","8118.8","8467.4"
"M724.99T538.8","724.99","538.8","5290.5","5171.6","5086.1","4758.2","5842.9","6040.4","5736","6100"
"M822.63T540","822.63","540","10037.4","8428","13117.7","10785.8","16206","14121.9","17968.5","14779.2"
"M505.37T550.2","505.37","550.2","3985.9","4592.8","3060.9","4491.2","4544.2","4379.9","5095","3505.9"
"M699.98T550.2","699.98","550.2","1376.7","448.6","909.3","738.7","957.5","1129.7","1246.3","1015.9"
"M699.48T550.2","699.48","550.2","1057.4","899.2","1713.5","987","1648.8","1651.9","1840.8","1235.7"
"M712.49T553.8","712.49","553.8","4526.1","4399.8","4269.9","3943.6","2914.5","1993.2","4214","3805.6"
"M377.27T556.2","377.27","556.2","12901.7","11109.4","13606.5","10886.7","16646.1","4216.5","15546.4","13550.4"
"M819.64T556.8","819.64","556.8","7422.9","7449","7291.1","7155.7","8756.2","9117.1","8974.7","8500.9"
"M505.37T556.8","505.37","556.8","14493.1","14273.6","14745.4","13185","16501.5","3465.7","16106.2","15721"
"M725.99T557.4","725.99","557.4","6582.8","6195.3","6556.1","5682.7","7041.4","6723.2","6514.4","6485.3"
"M725.5T557.4","725.5","557.4","7847.8","7223.8","7341.8","7345","7726.3","7563.6","8672.7","7534.8"
"M836.64T558.6","836.64","558.6","7890.9","7293.1","13772.5","11676.3","19286.6","17395.2","26160.1","22300.1"
"M899.67T559.2","899.67","559.2","1752.4","1780.3","744.2","1136.2","2575.9","4727.1","2323.1","2634.6"
"M955.97T564.6","955.97","564.6","4077.4","5376","44297.1","60113.5","8623","14626.7","61426.2","78438.5"
"M248.97T565.2","248.97","565.2","114401.7","157384.6","6628","147433.1","178603.2","244788.5","7652","197236.5"
"M966T570","966","570","6115.7","4925.5","6760.8","4849.4","48363","47585.9","8414.8","37985.2"
"M687.48T571.2","687.48","571.2","4508.5","3852.4","4660","3773","2345","1326.4","4317.8","1663.9"
"M700.99T572.4","700.99","572.4","3755.4","3666.1","3967.4","3571.1","4463.1","2842.3","5041.3","4180.5"
"M714T572.4","714","572.4","2077","1305","1916.4","1948.1","2570.8","2437.3","2966.5","2692.5"
"M377.27T572.4","377.27","572.4","13862.3","12806","4441.4","11806.7","18260.6","16715.4","17790.6","14921.5"
"M713.49T573","713.49","573","1915.1","1366.8","1897","1978.5","2580.9","2352","2965.3","3872.7"
"M463.33T573","463.33","573","2082.3","7440.5","7835.2","1256.8","3106","2842.3","8964","2528.2"
"M700.49T573","700.49","573","5079.4","4046.3","4411","4470.6","4914.6","2367.9","5843.5","5268.1"
"M505.37T573","505.37","573","16090.6","3118.6","15840.1","14753.5","19006.3","18973.3","19341.3","18290.9"
"M391.29T573.6","391.29","573.6","47210.9","45671.2","48344.7","43763","63351.5","63596.8","59876.7","55355.1"
"M819.64T574.2","819.64","574.2","8133.7","8762.6","8975.1","8029.3","10779","11110.3","2183.4","10249.3"
"M726.5T576","726.5","576","1301.1","1490.4","992.3","1539","1275.9","2017.8","1656.9","1295.9"
"M727T576.6","727","576.6","1131.3","829.8","1530","756.6","885.3","1184.7","1249.9","1289"
"M955.97T586.2","955.97","586.2","8134.6","65605","6938.8","19587.7","63931.1","101699.7","60965.4","81345"
"M248.97T586.8","248.97","586.8","117222.9","161317.8","125840","35166.5","178610.8","242420.7","178491.2","28172.2"
"M966T589.2","966","589.2","33996.9","29622.1","33127.1","27270.3","44644.5","44585.9","38977.5","35393.4"
"M377.27T589.8","377.27","589.8","12970.3","12261.4","13681.2","11821.9","19569.4","19715.3","17775.1","14555.9"
"M391.29T589.8","391.29","589.8","51429.1","49090.1","52296.5","47557.4","73949.2","21850.3","66888.8","59651.3"
"M702T592.8","702","592.8","33648.6","29795.1","32789.6","30533.3","25516.4","25848.4","33432.5","29778.2"
"M701.49T592.8","701.49","592.8","39813.5","35576","37227.3","34850.3","29766.4","29648.2","38005.8","34934.1"
"M981.02T592.8","981.02","592.8","48315","3456.9","6427","4761.8","65110.6","10907.8","65863.4","4990.4"
"M728.01T594","728.01","594","1690.8","1311.7","1760.5","1372","3149.1","2266.6","2632.2","2446"
"M714.5T594","714.5","594","15706.2","14325.8","15640","14724","20468.6","19290.1","22957.2","21146.5"
"M727.51T594","727.51","594","1596.7","915.3","1724.6","1253.2","4370.5","2730.9","1818.1","2618.4"
"M715T594","715","594","14461.4","13505.6","14254.8","13656.6","18779.3","16972.8","19569.3","17740.1"
"M391.29T597.6","391.29","597.6","52212","52152.6","54341.9","47583.3","75693","78664.7","67036.9","59985.6"
"M377.27T598.2","377.27","598.2","14096.3","12671","14739.9","12046.1","19988","20244.8","17960.1","15800.9"
"M966T599.4","966","599.4","33980.2","29881.6","34137.9","28019.8","44531.6","44279.3","40265.6","34688.8"
"M955.97T609.6","955.97","609.6","46075.2","70686.3","49402.5","66151.8","68269.8","17810.3","66283.6","13268"
"M795.59T610.8","795.59","610.8","1335.4","3415.1","11228.1","12273.9","3225.2","18477.2","16107.4","16058.9"
"M819.64T612.6","819.64","612.6","2349.7","9603.8","9333.8","9244.9","3882.2","11852.4","11681","11793.9"
"M966T615","966","615","32348.4","28855.1","32519.4","26929.1","42928.5","40096.1","38987.1","33795.5"
"M715.51T615","715.51","615","4851.6","4966.3","5419.9","5400.5","5046.5","5887.1","7301","5947.3"
"M716.01T615","716.01","615","4556","4340","5167.2","4517.1","4310.9","5145.1","5904.3","5427.8"
"M391.29T633","391.29","633","103723.8","91579.1","11583.1","62181.4","125811.3","108625.3","75192.6","68258.7"
"M377.27T633.6","377.27","633.6","20596.4","2587.2","15832.7","12409.7","27587.5","22187.4","16959.8","13977.3"
"M937.77T636.6","937.77","636.6","267.4",NA,NA,NA,NA,"413.7",NA,NA
"M377.27T648","377.27","648","1982","2400.9","19292.9","15293.9","2840.9","24860.4","2175","2959.8"
"M505.37T648","505.37","648","28730.2","28185.9","19656.2","18896.3","31314.9","2981.2","18480.6","2899.6"
"M230.05T648","230.05","648","593.8","822.2","443.6","511.8","639.2","915.6","922.8","455.9"
"M391.29T648","391.29","648","123412.4","116006.8","92089.4","83705.6","156484.5","127704.2","81801.3","74071.7"
"M127T649.2","127","649.2","2832.6","1344","2225.3","1754.3","3589.2","4064.6","2443.6","2411.3"
"M244.06T649.2","244.06","649.2","1068","972.4","1271.7","935.2","801.5","1116.7","1799","1135.1"
"M391.29T657.6","391.29","657.6","7437","106452.4","77323.7","10617.8","139851.1","21485.8","8375.4","72818.6"
"M377.27T669.6","377.27","669.6","3446.7","2474.1","5011.4","5736.3","5603.2","10473.9","9236.1","18756"
"M505.37T673.8","505.37","673.8","34430.6","34201.6","25704.2","23951.1","41704.6","34913.4","24112.8","21792.1"
"M283.26T673.8","283.26","673.8","22193.1","18771.3","2647.7","15591.3","28158.2","26049.4","18633.4","4715"
"M463.33T673.8","463.33","673.8","16830.4","16962.5","11618.2","10767","18799.6","15721.7","949","1914.9"
"M433.33T673.8","433.33","673.8","12366.8","11647.3","9023","8240.9","14369.5","3219.8","1426.5","2109.3"
"M377.27T678","377.27","678","23910.3","1827.8","4930.2","17530.5","33091.8","28865.7","23470.5","18629.9"
"M248.97T687","248.97","687","5850.9","6240","5243.8","3143.3","7783.4","11443","8417.2","7898.1"
"M127T694.2","127","694.2","1920.4","1441.9","1866.6","1431","2839.7","3230","2837.6","2248.2"
"M244.06T694.2","244.06","694.2","694.1","590.3","885.3","766.4","1132.6","2379.4","1838.4","912.9"
"M391.29T694.8","391.29","694.8","132167.2","123573.7","27161.3","87497.3","154615.1","20755.4","12123.8","6216.9"
"M283.26T707.4","283.26","707.4","3027.1","3279.2","4069.8","13474.4","26988.8","3753.6","3339","2818.6"
"M463.33T711","463.33","711","3709.7","2972.2","2920.7","2543","2447.8","1618.6","2123.7","1334.1"
"M391.29T712.2","391.29","712.2","115821.5","103070.6","23999","17688.7","8966.7","9310.9","22202.8","11297.6"
"M172.96T712.2","172.96","712.2","477.7","514.2","413.2","318.9","504.8","572.8","567","1137.4"
"M505.37T712.8","505.37","712.8","24505","24584.5","4663.7","4116","7411.8","3645.1","8466.2","4104.1"
"M1079.98T715.8","1079.98","715.8","21204.3","16417.9","20962.1","15851.3","10167.7","6753.6","7773.8","5560.8"
"M172.96T718.8","172.96","718.8","5594","6309.4","6565.3","6973.5","10252.7","8448.8","8679.8","7982.6"
"M981.02T737.4","981.02","737.4","2733.2","2668","22997.5","3574.7","3951.9","38097.1","30739.4","3629.7"
"M1025.96T745.8","1025.96","745.8","6580.2","6725.7","6894.5","6632.2","9867.2","8881.3","9175.2","7523.2"
"M580.36T97.2","580.36","97.2","1306.4","1269.9","931.4","1002.2","1019.7","1420.4","890.5","1212.6"
"M582.38T145.8","582.38","145.8","3152.8","2453.2","3893.6","3734.6","2731.9","2567.5","2373.2","3028"
"M464.31T168.6","464.31","168.6","8164.5","8056.4","11901.3","11662.9","6636.9","5814.8","8086.5","7537.1"
"M492.35T206.4","492.35","206.4","8273.6","7445.2","11563.7","10531.2","8152.5","8048.1","10773.7","11068.5"
"M827.56T402.6","827.56","402.6","2701.6","6578.4","4170.3","2820.8","7594.4","3300.8","7439.5","7377.4"
"M736.51T270","736.51","270","22291.6","23352.7","20891.1","20264.7","35917.5","41217.1","35097.8","34685.3"
"M732.48T264","732.48","264","2261.7","1463.8","1640.6","1545.3","1667.8","1867.4","1000.4","1118.9"
"M764.54T308.4","764.54","308.4","314327.9","298126.1","299903","283576.7","406098.3","394262.1","389944.5","368418.3"
"M760.51T291","760.51","291","24447.8","24393.5","24617.8","23026.6","24028.7","23727.8","23002.6","21723.9"
"M760.52T307.2","760.52","307.2","13802.5","9261.6","12148.4","9398.6","11513.4","8370.7","10242.5","8168.9"
"M778.55T347.4","778.55","347.4","36602.6","31624.8","35358","30982.6","42674.8","38938.9","41818.7","39103"
"M774.53T309.6","774.53","309.6","63453.7","69581.8","49759.4","60835.3","37265.6","45884.8","41716","49738.7"
"M790.57T346.2","790.57","346.2",NA,NA,NA,NA,NA,"8020.7",NA,NA
"M788.54T327","788.54","327","307430.1","321520.6","283269.8","298107.8","199697.1","195811.1","212478.8","228950.5"
"M788.54T348.6","788.54","348.6","33964.4","19010.8","29313.8","18842.7","26420.6","17626.6","22722.1","16504.4"
"M786.53T301.2","786.53","301.2","39198.6","22820.4","34543.7","23073","36289.1","26098.6","32875","24843.3"
"M806.59T369.6","806.59","369.6","10531.8","9773","9535.8","8972.5","12297.2","12378.9","11789.6","12176.9"
"M806.59T389.4","806.59","389.4","10193.1","6693.4","8549","6882.3","11537.5","9650.8","10714","9324.8"
"M802.56T331.8","802.56","331.8","2229.2","7470.9","1742.1","5961.4","6260.2","5007.7","6268.4","6051.4"
"M802.56T321","802.56","321","14269.6","10270.1","12860.4","9827.3","14529.3","12341.3","13706.8","11133.3"
"M802.56T350.4","802.56","350.4","1551.8","8424.2","8374.7","7457.6","7428.3","6925.7","7728.4","7537.1"
"M802.57T346.8","802.57","346.8","7245.2","6117.4","7119.6","5544.3","3990","7238.1","6158.6","4998.5"
"M800.54T308.4","800.54","308.4","16314.9","12762.3","10815.8","10025.6","9607.2","9305.1","9318.5","9398.8"
"M820.6T376.2","820.6","376.2","1668.8","1481.8","375.3","430.5","1948.1","1615.7","1621.1","1628"
"M816.57T369","816.57","369","4189.1","3329.6","2928.1","3471.1","2799.1","2049.6","1912.4","2313"
"M814.56T348","814.56","348","5850.9","1370.6","2295.4","3180.8","1937.9","1358.2","1051.7","1408.1"
"M814.56T329.4","814.56","329.4","5397.8","5120.3","5063.9","2070.5","1189.6","1821.1","1507.7","1394.3"
"M812.54T309","812.54","309","62235.4","66966.1","52516.9","64867.3","25431.4","29555.7","32746.1","38504.8"
"M810.53T294","810.53","294","13039.8","12060.8","11953.8","10655.4","13360","12694.2","11700.1","10405.5"
"M806.5T256.8","806.5","256.8","2447.3","1003.7","2229","857.5","2252.5","1824","2012.7","1286.7"
"M832.61T394.2","832.61","394.2","16145.2","11619.8","14235.4","11455.7","13942.1","12137.3","13044.2","11523.2"
"M830.59T357","830.59","357","12753.9","9831","11654.1","8549.1","12175.4","10126.7","10527.8","9647.6"
"M826.56T315.6","826.56","315.6","6735.9","6857.8","7751.3","6631.3","7872.2","6675.4","6732.8","7612.3"
"M848.64T453.6","848.64","453.6","3058.7","3876.1","4759.6","5380.8","3250.6","869.3","4894.4","5019.3"
"M848.65T430.2","848.65","430.2","9334.5","8579.2","9012.9","8814.4","15559.2","16278.5","15854.3","15291.8"
"M848.63T442.8","848.63","442.8","9921.3","9759.7","8583.1","10407","12098","14322.9","10946.8","11756.9"
"M844.6T393","844.6","393","2835.3","2673.7","2842.3","3072.7","3379.9",NA,"3214.8","4892.1"
"M842.59T369","842.59","369","2589","3594.8","3012.9","3136.1","3104.7","3509.1","3312.7","3741.9"
"M840.58T351","840.58","351","450.4","4279.1","818.9","1593.5","1149.1","1194.8","1302.4","1166.3"
"M838.56T319.2","838.56","319.2","161601.2","136006.1","156111.9","148567.5","157624.7","143336.2","183562.3","188660.4"
"M836.54T295.2","836.54","295.2","43957.8","38135.7","42117","37967.7","40490.9","37977","43275","41831.3"
"M834.53T284.4","834.53","284.4","34201.9","36651","35115.5","37258.4","45173.3","47802.8","46692.8","46404"
"M860.64T429","860.64","429","1441","1454.3","1420.2","1496.2","3518.2","2793.1","838","2735.3"
"M858.62T396.6","858.62","396.6","828.7","733.8","2068.5","552","1249.2","2434.4","1006.3","805.3"
"M850.56T307.2","850.56","307.2","17218.4","8917.5","10328.9","7238.7","8445.4","6552.5","7866.9","6852.1"
"M874.57T307.2","874.57","307.2","1272","574.1","780.2","1302.3","811.7","1471.1","1541.1","1374.6"
"M900.57T306.6","900.57","306.6","14280.2","4327.6","10467.2","6226.7","19375.4","8901.6","15475.9","8902.4"
"M924.67T444","924.67","444","1508.7","3361.9","3609.6","3686.4","1996.3","1510.1","1677.2","890.9"
"M952.71T483","952.71","483","13002","12693.8","11028.9","10638.4","10454.4","11784.4","8768.2","9015.8"
"M662.48T315.6","662.48","315.6","5879","6612.6","5913.3","5957.8","10591.3","10958.4","10887.1","10717.9"
"M690.51T355.8","690.51","355.8","26552.9","28878.8","25066","24863.1","36838.2","40023.7","36438.4","36740.2"
"M688.49T319.2","688.49","319.2","42667.3","30068.9","41905.8","16774","50711.9","37901.8","46690.4","37186.9"
"M688.49T327","688.49","327","6883.7","8360.5","5741.8","8157.9","8548.2","11103.1","10370.2","10686.6"
"M702.51T340.8","702.51","340.8","9456.8","10160.8","9375.3","9244.9","10626.9","10881.8","10801.2","10766.5"
"M700.49T307.2","700.49","307.2","42064.7","29276.2","31567.7","27836.6","38683.6","32732.1","35855.8","31906"
"M714.51T349.2","714.51","349.2","4858.6","4929.3","5286.2","5355.8","3453.5","5696.2","6714.9","6236.6"
"M712.49T306.6","712.49","306.6","24476.8","18381.6","18428.8","16740","25867.7","23558.6","24288.3","23380.8"
"M730.54T382.2","730.54","382.2","27531.1","27999.6","26766.6","26720.1","28014.9","28456.3","28421.1","29110.6"
"M728.52T349.2","728.52","349.2","50673.4","53362.6","48011.8","48685.5","57149.6","60144.1","59217.7","59132.9"
"M742.54T364.8","742.54","364.8","249563.4","253633.5","233419","232111.4","298545","304166","288957.1","292735.9"
"M740.52T341.4","740.52","341.4","8047.5","8485.1","6237","8013.2","7720","9919.9","7284.3","12063.5"
"M740.52T350.4","740.52","350.4","12412.6","13219.5","12049.8","12070.2","13718.9","14386.6","13827.3","13587.4"
"M740.51T307.2","740.51","307.2","19523.2","19576.4","15444.5","17940.5","28286.3","28346.4","18407.8","24394.4"
"M738.51T306.6","738.51","306.6","71715.9","51404.6","59587.5","51472.4","95475.5","82337.2","91467.2","84387"
"M758.57T421.8","758.57","421.8","3416.8","1002.8","3216.7","3099.5","5230.4","5255","4878.9","5205.6"
"M756.55T384","756.55","384","2211.6","2645.2","2329.5","2725.2","8588.7","8738.1","8486.4","8683.8"
"M754.54T351","754.54","351","7839.9","8467","7756.8","7499.6","13677","14772.8","13077.7","13445.1"
"M752.53T345","752.53","345","18069.9","17361.7","19168.4","18661.4","22184.6","19945.3","23988.6","22782.6"
"M772.58T442.2","772.58","442.2","8930.7","8219.9","8296.3","8252.6","8210.8","7996.1","7992.2","7487.4"
"M770.57T403.8","770.57","403.8","9369.7","9943.1","9218.5","9362","15731.6","13154.2","13185.1","13845.4"
"M768.55T375","768.55","375","6135","4292.4","7518.9","4793.1","4685","6015.9","4617.5","10266.6"
"M768.55T381.6","768.55","381.6","20320.2","19411.9","19988.2","19800.2","14717","14632.5","14733.4","15010.6"
"M768.55T393.6","768.55","393.6","14874","15038.7","14034.4","15484.2","14020.8","11004.7","12487.9","12621.2"
"M766.54T352.8","766.54","352.8","156445.2","168978.7","178553.3","179403.6","198690.1","220299.8","208230.2","205931.9"
"M764.52T326.4","764.52","326.4","154051.6","200096","176425.7","199446.8","217230.9","262755.1","239963.9","259668.2"
"M764.52T336","764.52","336","40292.1","41394","39578.1","43798.7","21799.1","19969.9","24651.2","43284.6"
"M780.56T375.6","780.56","375.6","7203.9","4271.5","3515.5","3308.5","4451.6","7395.8","5087.8","8650.2"
"M800.62T481.8","800.62","481.8","12537.5","11723.4","10755.9","10348.1","8422.6","8877","8140.3","8435"
"M798.6T442.8","798.6","442.8","7133.5","6721.9","1836.1","2661.8","9231.8","9214","9494","9037.8"
"M796.58T422.4","796.58","422.4","4908.7","5180.2","5053.8","1722.1","2478.2","1353.9","2220.4","945.3"
"M794.57T382.2","794.57","382.2","1425.1","4224","3832.8","4175.9","3109.8","4983.1","2978.4","5255.4"
"M794.57T393","794.57","393","375079.2","367752.6","358025.1","361911.2","379105.6","349405.7","412873.1","420187.6"
"M794.57T404.4","794.57","404.4","3118.5","2794.5","3451.9","2472.5","3726.2","3000","2769.5","3586.9"
"M792.55T365.4","792.55","365.4","154955","154738.4","154090.4","153962.6","160242.4","160246.9","164412","167812.4"
"M792.56T379.2","792.56","379.2","9662.6","9255.9","8603.4","8651.8","8615.4","8353.3","8810","8702.3"
"M792.56T352.2","792.56","352.2","243043","242802.6","230662.5","229667.5","342177.3","364320.2","335493.5","339106.4"
"M790.54T351.6","790.54","351.6","750748.6","783293.2","756610.4","754970.4","847492.5","928883.6","867637.7","877753.1"
"M808.58T388.8","808.58","388.8","2165.8","1552.2","1596.4","1677.5","2378","2133.5","2294.4","2355.8"
"M804.56T339","804.56","339","12222.6","13896.2","11462.3","13096.6","12353","13145.5","12345.9","13321.3"
"M828.65T518.4","828.65","518.4","20534.9","20361.5","15528.4","16613.2","16142.6","15799.8","15435.3","15575.2"
"M826.63T479.4","826.63","479.4","5755","5681.1","5338.7","5517.5","10053.6","10071.8","9328.1","9028.6"
"M822.6T424.8","822.6","424.8","10818.6","10595.2","9761.7","9366.4","15152","15371.6","14857.6","14377.7"
"M822.62T444","822.62","444","10087.5","10611.3","10111.2","5549.6","7665.4","9169.2","7225.8","7925.9"
"M820.6T391.8","820.6","391.8","78538","71068.4","70465.2","68275","99802.9","101040.1","103860.8","103236.7"
"M820.59T405","820.59","405",NA,NA,"4575.1",NA,NA,NA,NA,NA
"M818.58T393","818.58","393","4656.3","4659.3","5020.6","2476","4116.8","3957.5","4470.6","4268.4"
"M816.56T352.2","816.56","352.2","10157.9","10626.5","10383.3","10358.8","20201","20321.4","18296.8","19089.2"
"M838.55T307.8","838.55","307.8","11258.4","7247.5","11571.1","11354.8","21176.3","18986.3","23111.2","22465.5"
"M850.65T483.6","850.65","483.6","13683.8","15796.3","11442.9","12023.8","11086","13972.9","10291.4","10736.4"
"M693.47T255","693.47","255","13266.8","14845.8","12255.4","14758.9","22482.7","24348.4","35507.2","35374.9"
"M721.5T286.8","721.5","286.8","36369.5","35655.9","34629.4","34303.6","64013.5","78550.4","112549","108797.5"
"M719.49T238.2","719.49","238.2","793.5","857.3","710.1","577","657","669.7","747.3","525.3"
"M719.49T258","719.49","258","34479.9","36303.2","28539.1","32880.7","62484","65091","58990.9","58512.7"
"M735.52T306.6","735.52","306.6","19612.9","7739.9","12735","8219.5","23480.8","13618.5","24743.1","16429.1"
"M733.5T274.2","733.5","274.2","10338.3","10343.3","8890.2","10637.5","23848.6","23186.9","23129.1","22559.3"
"M747.52T265.8","747.52","265.8","4995.8","10692.1","8738.1","11117.2","3688.1","5710.7","5451.9","6090.8"
"M747.52T289.8","747.52","289.8","1006973.1","1002369.6","864186.7","902292.7","1700909.2","1737513.7","1600000.7","1548624.3"
"M745.5T244.2","745.5","244.2","3216.2","3506.4","4201.6","4057.9","1036.2","987.9","1017.1","889.8"
"M745.5T263.4","745.5","263.4","16558.6","18141.1","17931.7","20469.3","39038.7","39184.8","43417.1","46158.7"
"M761.54T307.8","761.54","307.8","276377.6","204145.1","198832","181937.7","469664.1","390091.9","388676.8","334110.2"
"M777.56T373.2","777.56","373.2","13455.9","22184.5","21908.3","11850.5","24993.8","22682.1","26231.7","18405.4"
"M777.57T367.2","777.57","367.2","4796.1","3856.2","4834.3","3763.2","6194.2","5791.7","4418.1","3681.8"
"M775.55T306.6","775.55","306.6","30340.9","13287.9","15674.1","15850.4","12308.6","9815.7","9078.6","9654.5"
"M775.55T298.8","775.55","298.8","5119","9565.8","6012.9","8593.8","12418.9","9632","9687.4","12275.3"
"M775.55T325.8","775.55","325.8","243522.5","213758.4","194594.4","189509.7","350587.2","343744.2","317177.6","299347.4"
"M773.54T306.6","773.54","306.6","17957.3","10232.1","11471.5","8513.4","20020.9","12467.1","14733.4","11050"
"M773.53T271.2","773.53","271.2","22175.5","22797.6","21227.7","20563.1","11668.1","7047.2","8289.5","7806.7"
"M773.53T293.4","773.53","293.4","164344.9","152981.9","118651.3","117132.9","229377.2","185636.7","163359.1","151275.7"
"M771.52T250.2","771.52","250.2","8529.6","8665.6","10969.8","10507.1","2665.9","2406.9","4473","2219.2"
"M771.52T270","771.52","270","5510.4","4498.7","5573","5148.6","7181","5797.4","7486.1","6426.3"
"M789.56T348","789.56","348","17422.5","9504.9","14207.8","7925.6","13717.6","8201.5","11550.8","8155"
"M801.56T307.2","801.56","307.2","27093.9","19612.5","21236","15841.4","30891.3","8039.5","9070.2","8639.8"
"M801.56T328.2","801.56","328.2","3887.4","1706.1","1208.1","1627.5","6686.3","5129.2","4975.6","4457"
"M799.55T307.2","799.55","307.2","8210.3","6887.3","7688.6","6991.3","8168.9","6292.1","7570.8","7031.5"
"M797.53T261","797.53","261","4878.8","6330.3","6230.5","7159.2","1032.4","1115.2","1116.2","1301.7"
"M797.53T270.6","797.53","270.6","367.7","1031.3","409.5","1365.8","1372.3","863.5","839.2","948.8"
"M795.52T247.8","795.52","247.8","3940.2","4061.5","6625.2","6301.7","1884.7","1575.2","2104.6","2768.9"
"M793.5T235.2","793.5","235.2","6486.9","6660.1","9343","8721.5","4783.9","4200.5","4932.6","4801.8"
"M833.64T420.6","833.64","420.6","3197.7","3622.3","1737.5","5455.9","1995","5797.4","1332.2","4580.8"
"M825.56T303.6","825.56","303.6","7997.4","5383.6","6465.7","3948.1","4824.5","5660","5921.1","4842.3"
"M821.53T256.2","821.53","256.2","6478.1","7442.4","6569.9","8087.3","2615.2","2804.7","3362.8","2935.5"
"M819.52T238.8","819.52","238.8","41713.7","41322.7","49476.3","46415","28167.1","25735.5","29493.1","27995.2"
